Date,UBS ETRACS Bloomberg CMCI Agriculture_Open_average,UBS ETRACS Bloomberg CMCI Agriculture_Open_max,UBS ETRACS Bloomberg CMCI Agriculture_Open_min,UBS ETRACS Bloomberg CMCI Agriculture_Open_volatility,UBS ETRACS Bloomberg CMCI Agriculture_Open_change,UBS ETRACS Bloomberg CMCI Agriculture_High_average,UBS ETRACS Bloomberg CMCI Agriculture_High_max,UBS ETRACS Bloomberg CMCI Agriculture_High_min,UBS ETRACS Bloomberg CMCI Agriculture_High_volatility,UBS ETRACS Bloomberg CMCI Agriculture_High_change,UBS ETRACS Bloomberg CMCI Agriculture_Low_average,UBS ETRACS Bloomberg CMCI Agriculture_Low_max,UBS ETRACS Bloomberg CMCI Agriculture_Low_min,UBS ETRACS Bloomberg CMCI Agriculture_Low_volatility,UBS ETRACS Bloomberg CMCI Agriculture_Low_change,UBS ETRACS Bloomberg CMCI Agriculture_Close_average,UBS ETRACS Bloomberg CMCI Agriculture_Close_max,UBS ETRACS Bloomberg CMCI Agriculture_Close_min,UBS ETRACS Bloomberg CMCI Agriculture_Close_volatility,UBS ETRACS Bloomberg CMCI Agriculture_Close_change
2018-07-08,16.69,16.69,16.69,0.0,0.0,16.69,16.69,16.69,0.0,0.0,16.69,16.69,16.69,0.0,0.0,16.69,16.69,16.69,0.0,0.0
2018-07-15,16.56,16.56,16.56,0.0,0.0,16.56,16.56,16.56,0.0,0.0,16.54,16.54,16.54,0.0,0.0,16.55,16.55,16.55,0.0,0.0
2018-07-22,16.82,16.82,16.82,0.0,0.0,16.82,16.82,16.82,0.0,0.0,16.67,16.67,16.67,0.0,0.0,16.67,16.67,16.67,0.0,0.0
2018-07-29,15.84,15.84,15.84,0.0,0.0,16.15,16.15,16.15,0.0,0.0,15.84,15.84,15.84,0.0,0.0,16.15,16.15,16.15,0.0,0.0
2018-08-05,16.07,16.07,16.07,0.0,0.0,16.14,16.14,16.14,0.0,0.0,15.98,15.98,15.98,0.0,0.0,15.98,15.98,15.98,0.0,0.0
2018-08-12,15.98,15.98,15.98,0.0,0.0,15.98,15.98,15.98,0.0,0.0,15.98,15.98,15.98,0.0,0.0,15.98,15.98,15.98,0.0,0.0
2018-08-19,16.1,16.1,16.1,0.0,0.0,16.1,16.1,16.1,0.0,0.0,16.1,16.1,16.1,0.0,0.0,16.1,16.1,16.1,0.0,0.0
2018-08-26,16.05,16.05,16.05,0.0,0.0,16.1,16.1,16.1,0.0,0.0,16.05,16.05,16.05,0.0,0.0,16.1,16.1,16.1,0.0,0.0
2018-09-02,16.15,16.15,16.15,0.0,0.0,16.15,16.15,16.15,0.0,0.0,16.15,16.15,16.15,0.0,0.0,16.15,16.15,16.15,0.0,0.0
2018-09-09,16.39,16.39,16.39,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.39,16.39,16.39,0.0,0.0,16.4,16.4,16.4,0.0,0.0
2018-09-16,16.47,16.47,16.47,0.0,0.0,16.65,16.65,16.65,0.0,0.0,16.47,16.47,16.47,0.0,0.0,16.52,16.52,16.52,0.0,0.0
2018-09-23,16.48,16.48,16.48,0.0,0.0,16.48,16.48,16.48,0.0,0.0,16.48,16.48,16.48,0.0,0.0,16.48,16.48,16.48,0.0,0.0
2018-09-30,16.73,16.73,16.73,0.0,0.0,16.73,16.73,16.73,0.0,0.0,16.73,16.73,16.73,0.0,0.0,16.73,16.73,16.73,0.0,0.0
2018-10-07,16.5,16.5,16.5,0.0,0.0,16.5,16.5,16.5,0.0,0.0,16.5,16.5,16.5,0.0,0.0,16.5,16.5,16.5,0.0,0.0
2018-10-14,16.23,16.23,16.23,0.0,0.0,16.38,16.38,16.38,0.0,0.0,16.23,16.23,16.23,0.0,0.0,16.38,16.38,16.38,0.0,0.0
2018-10-21,16.77,16.77,16.77,0.0,0.0,16.77,16.77,16.77,0.0,0.0,16.62,16.62,16.62,0.0,0.0,16.62,16.62,16.62,0.0,0.0
2018-10-28,16.59,16.59,16.59,0.0,0.0,16.59,16.59,16.59,0.0,0.0,16.59,16.59,16.59,0.0,0.0,16.59,16.59,16.59,0.0,0.0
2018-11-04,16.67,16.67,16.67,0.0,0.0,16.67,16.67,16.67,0.0,0.0,16.67,16.67,16.67,0.0,0.0,16.67,16.67,16.67,0.0,0.0
2018-11-11,16.68,16.68,16.68,0.0,0.0,16.68,16.68,16.68,0.0,0.0,16.68,16.68,16.68,0.0,0.0,16.68,16.68,16.68,0.0,0.0
2018-11-18,16.59,16.59,16.59,0.0,0.0,16.59,16.59,16.59,0.0,0.0,16.59,16.59,16.59,0.0,0.0,16.59,16.59,16.59,0.0,0.0
2018-11-25,16.55,16.55,16.55,0.0,0.0,16.55,16.55,16.55,0.0,0.0,16.55,16.55,16.55,0.0,0.0,16.55,16.55,16.55,0.0,0.0
2018-12-02,16.52,16.52,16.52,0.0,0.0,16.52,16.52,16.52,0.0,0.0,16.52,16.52,16.52,0.0,0.0,16.52,16.52,16.52,0.0,0.0
2018-12-09,16.43,16.43,16.43,0.0,0.0,16.47,16.47,16.47,0.0,0.0,16.43,16.43,16.43,0.0,0.0,16.47,16.47,16.47,0.0,0.0
2018-12-16,16.23,16.23,16.23,0.0,0.0,16.23,16.23,16.23,0.0,0.0,16.23,16.23,16.23,0.0,0.0,16.23,16.23,16.23,0.0,0.0
2018-12-23,16.17,16.17,16.17,0.0,0.0,16.17,16.17,16.17,0.0,0.0,16.15,16.15,16.15,0.0,0.0,16.16,16.16,16.16,0.0,0.0
2018-12-30,16.64,16.64,16.64,0.0,0.0,16.64,16.64,16.64,0.0,0.0,16.64,16.64,16.64,0.0,0.0,16.64,16.64,16.64,0.0,0.0
2019-01-06,16.52,16.52,16.52,0.0,0.0,16.52,16.52,16.52,0.0,0.0,16.52,16.52,16.52,0.0,0.0,16.52,16.52,16.52,0.0,0.0
2019-01-13,16.63,16.63,16.63,0.0,0.0,16.78,16.78,16.78,0.0,0.0,16.61,16.61,16.61,0.0,0.0,16.71,16.71,16.71,0.0,0.0
2019-01-20,16.66,16.66,16.66,0.0,0.0,16.66,16.66,16.66,0.0,0.0,16.66,16.66,16.66,0.0,0.0,16.66,16.66,16.66,0.0,0.0
2019-01-27,16.63,16.63,16.63,0.0,0.0,16.63,16.63,16.63,0.0,0.0,16.63,16.63,16.63,0.0,0.0,16.63,16.63,16.63,0.0,0.0
2019-02-03,16.3,16.3,16.3,0.0,0.0,16.3,16.3,16.3,0.0,0.0,16.3,16.3,16.3,0.0,0.0,16.3,16.3,16.3,0.0,0.0
2019-02-10,16.45,16.45,16.45,0.0,0.0,16.45,16.45,16.45,0.0,0.0,16.45,16.45,16.45,0.0,0.0,16.45,16.45,16.45,0.0,0.0
2019-02-17,16.42,16.42,16.42,0.0,0.0,16.42,16.42,16.42,0.0,0.0,16.42,16.42,16.42,0.0,0.0,16.42,16.42,16.42,0.0,0.0
2019-02-24,15.97,15.97,15.97,0.0,0.0,15.97,15.97,15.97,0.0,0.0,15.97,15.97,15.97,0.0,0.0,15.97,15.97,15.97,0.0,0.0
2019-03-03,15.47,15.47,15.47,0.0,0.0,15.64,15.64,15.64,0.0,0.0,15.47,15.47,15.47,0.0,0.0,15.64,15.64,15.64,0.0,0.0
2019-03-10,15.8,15.8,15.8,0.0,0.0,16.07,16.07,16.07,0.0,0.0,15.8,15.8,15.8,0.0,0.0,16.07,16.07,16.07,0.0,0.0
2019-03-17,16.04,16.04,16.04,0.0,0.0,16.04,16.04,16.04,0.0,0.0,16.04,16.04,16.04,0.0,0.0,16.04,16.04,16.04,0.0,0.0
2019-03-24,15.79,15.79,15.79,0.0,0.0,15.79,15.79,15.79,0.0,0.0,15.79,15.79,15.79,0.0,0.0,15.79,15.79,15.79,0.0,0.0
2019-03-31,16.02,16.02,16.02,0.0,0.0,16.02,16.02,16.02,0.0,0.0,16.02,16.02,16.02,0.0,0.0,16.02,16.02,16.02,0.0,0.0
2019-04-07,15.88,15.88,15.88,0.0,0.0,16.02,16.02,16.02,0.0,0.0,15.88,15.88,15.88,0.0,0.0,16.02,16.02,16.02,0.0,0.0
2019-04-14,14.84,14.84,14.84,0.0,0.0,15.55,15.55,15.55,0.0,0.0,14.84,14.84,14.84,0.0,0.0,15.55,15.55,15.55,0.0,0.0
2019-04-21,15.35,15.35,15.35,0.0,0.0,15.35,15.35,15.35,0.0,0.0,15.35,15.35,15.35,0.0,0.0,15.35,15.35,15.35,0.0,0.0
2019-04-28,14.81,14.81,14.81,0.0,0.0,14.81,14.81,14.81,0.0,0.0,14.81,14.81,14.81,0.0,0.0,14.81,14.81,14.81,0.0,0.0
2019-05-05,14.64,14.64,14.64,0.0,0.0,14.64,14.64,14.64,0.0,0.0,14.59,14.59,14.59,0.0,0.0,14.59,14.59,14.59,0.0,0.0
2019-05-12,15.06,15.06,15.06,0.0,0.0,15.09,15.09,15.09,0.0,0.0,15.06,15.06,15.06,0.0,0.0,15.09,15.09,15.09,0.0,0.0
2019-05-19,15.19,15.19,15.19,0.0,0.0,15.29,15.29,15.29,0.0,0.0,15.19,15.19,15.19,0.0,0.0,15.29,15.29,15.29,0.0,0.0
2019-05-26,16.16,16.16,16.16,0.0,0.0,16.16,16.16,16.16,0.0,0.0,16.16,16.16,16.16,0.0,0.0,16.16,16.16,16.16,0.0,0.0
2019-06-02,15.87,15.87,15.87,0.0,0.0,16.0,16.0,16.0,0.0,0.0,15.87,15.87,15.87,0.0,0.0,16.0,16.0,16.0,0.0,0.0
2019-06-09,16.57,16.57,16.57,0.0,0.0,16.57,16.57,16.57,0.0,0.0,16.57,16.57,16.57,0.0,0.0,16.57,16.57,16.57,0.0,0.0
2019-06-16,16.36,16.36,16.36,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.17,16.17,16.17,0.0,0.0,16.36,16.36,16.36,0.0,0.0
2019-06-23,15.98,15.98,15.98,0.0,0.0,15.98,15.98,15.98,0.0,0.0,15.98,15.98,15.98,0.0,0.0,15.98,15.98,15.98,0.0,0.0
2019-06-30,15.94,15.94,15.94,0.0,0.0,15.98,15.98,15.98,0.0,0.0,15.94,15.94,15.94,0.0,0.0,15.98,15.98,15.98,0.0,0.0
2019-07-07,15.94,15.94,15.94,0.0,0.0,15.94,15.94,15.94,0.0,0.0,15.94,15.94,15.94,0.0,0.0,15.94,15.94,15.94,0.0,0.0
2019-07-14,15.62,15.62,15.62,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.62,15.62,15.62,0.0,0.0
2019-07-21,15.62,15.62,15.62,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.62,15.62,15.62,0.0,0.0
2019-07-28,15.15,15.15,15.15,0.0,0.0,15.15,15.15,15.15,0.0,0.0,15.15,15.15,15.15,0.0,0.0,15.15,15.15,15.15,0.0,0.0
2019-08-04,15.08,15.08,15.08,0.0,0.0,15.09,15.09,15.09,0.0,0.0,14.96,14.96,14.96,0.0,0.0,14.96,14.96,14.96,0.0,0.0
2019-08-11,14.6,14.6,14.6,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.6,14.6,14.6,0.0,0.0
2019-08-18,14.67,14.67,14.67,0.0,0.0,14.67,14.67,14.67,0.0,0.0,14.67,14.67,14.67,0.0,0.0,14.67,14.67,14.67,0.0,0.0
2019-08-25,14.47,14.47,14.47,0.0,0.0,14.47,14.47,14.47,0.0,0.0,14.47,14.47,14.47,0.0,0.0,14.47,14.47,14.47,0.0,0.0
2019-09-01,14.26,14.26,14.26,0.0,0.0,14.26,14.26,14.26,0.0,0.0,14.26,14.26,14.26,0.0,0.0,14.26,14.26,14.26,0.0,0.0
2019-09-08,14.9,14.9,14.9,0.0,0.0,14.9,14.9,14.9,0.0,0.0,14.9,14.9,14.9,0.0,0.0,14.9,14.9,14.9,0.0,0.0
2019-09-15,14.86,14.86,14.86,0.0,0.0,14.86,14.86,14.86,0.0,0.0,14.86,14.86,14.86,0.0,0.0,14.86,14.86,14.86,0.0,0.0
2019-09-22,14.99,14.99,14.99,0.0,0.0,15.43,15.43,15.43,0.0,0.0,14.99,14.99,14.99,0.0,0.0,15.2,15.2,15.2,0.0,0.0
2019-09-29,15.28,15.28,15.28,0.0,0.0,15.3,15.3,15.3,0.0,0.0,15.28,15.28,15.28,0.0,0.0,15.3,15.3,15.3,0.0,0.0
2019-10-06,15.46,15.46,15.46,0.0,0.0,15.46,15.46,15.46,0.0,0.0,15.46,15.46,15.46,0.0,0.0,15.46,15.46,15.46,0.0,0.0
2019-10-13,15.42,15.42,15.42,0.0,0.0,15.42,15.42,15.42,0.0,0.0,15.42,15.42,15.42,0.0,0.0,15.42,15.42,15.42,0.0,0.0
2019-10-20,15.44,15.44,15.44,0.0,0.0,15.45,15.45,15.45,0.0,0.0,15.44,15.44,15.44,0.0,0.0,15.45,15.45,15.45,0.0,0.0
2019-10-27,15.58,15.58,15.58,0.0,0.0,15.58,15.58,15.58,0.0,0.0,15.58,15.58,15.58,0.0,0.0,15.58,15.58,15.58,0.0,0.0
2019-11-03,15.47,15.47,15.47,0.0,0.0,15.47,15.47,15.47,0.0,0.0,15.28,15.28,15.28,0.0,0.0,15.28,15.28,15.28,0.0,0.0
2019-11-10,15.22,15.22,15.22,0.0,0.0,15.22,15.22,15.22,0.0,0.0,15.22,15.22,15.22,0.0,0.0,15.22,15.22,15.22,0.0,0.0
2019-11-17,15.29,15.29,15.29,0.0,0.0,15.29,15.29,15.29,0.0,0.0,15.29,15.29,15.29,0.0,0.0,15.29,15.29,15.29,0.0,0.0
2019-11-24,15.28,15.28,15.28,0.0,0.0,15.28,15.28,15.28,0.0,0.0,15.28,15.28,15.28,0.0,0.0,15.28,15.28,15.28,0.0,0.0
2019-12-01,15.54,15.54,15.54,0.0,0.0,15.54,15.54,15.54,0.0,0.0,15.54,15.54,15.54,0.0,0.0,15.54,15.54,15.54,0.0,0.0
2019-12-08,16.0,16.0,16.0,0.0,0.0,16.11,16.11,16.11,0.0,0.0,15.97,15.97,15.97,0.0,0.0,16.05,16.05,16.05,0.0,0.0
2019-12-15,16.02,16.02,16.02,0.0,0.0,16.02,16.02,16.02,0.0,0.0,16.02,16.02,16.02,0.0,0.0,16.02,16.02,16.02,0.0,0.0
2019-12-22,16.09,16.09,16.09,0.0,0.0,16.1,16.1,16.1,0.0,0.0,16.06,16.06,16.06,0.0,0.0,16.1,16.1,16.1,0.0,0.0
2019-12-29,15.92,15.92,15.92,0.0,0.0,16.04,16.04,16.04,0.0,0.0,15.92,15.92,15.92,0.0,0.0,16.04,16.04,16.04,0.0,0.0
