Date,SPDR S&P Transportation_Open_average,SPDR S&P Transportation_Open_max,SPDR S&P Transportation_Open_min,SPDR S&P Transportation_Open_volatility,SPDR S&P Transportation_Open_change,SPDR S&P Transportation_High_average,SPDR S&P Transportation_High_max,SPDR S&P Transportation_High_min,SPDR S&P Transportation_High_volatility,SPDR S&P Transportation_High_change,SPDR S&P Transportation_Low_average,SPDR S&P Transportation_Low_max,SPDR S&P Transportation_Low_min,SPDR S&P Transportation_Low_volatility,SPDR S&P Transportation_Low_change,SPDR S&P Transportation_Close_average,SPDR S&P Transportation_Close_max,SPDR S&P Transportation_Close_min,SPDR S&P Transportation_Close_volatility,SPDR S&P Transportation_Close_change
2018-08-26,67.55,67.55,67.55,0.0,0.0,67.8,67.8,67.8,0.0,0.0,67.55,67.55,67.55,0.0,0.0,67.74,67.74,67.74,0.0,0.0
2018-09-02,68.0,68.0,68.0,0.0,0.0,69.25,69.25,69.25,0.0,0.0,67.9,67.9,67.9,0.0,0.0,69.14,69.14,69.14,0.0,0.0
2018-09-09,68.94,68.94,68.94,0.0,0.0,68.94,68.94,68.94,0.0,0.0,68.0,68.0,68.0,0.0,0.0,68.25,68.25,68.25,0.0,0.0
2018-09-16,68.24,68.24,68.24,0.0,0.0,68.24,68.24,68.24,0.0,0.0,66.7,66.7,66.7,0.0,0.0,67.06,67.06,67.06,0.0,0.0
2018-09-23,67.7,67.7,67.7,0.0,0.0,67.7,67.7,67.7,0.0,0.0,66.7,66.7,66.7,0.0,0.0,66.7,66.7,66.7,0.0,0.0
2018-09-30,64.48,64.48,64.48,0.0,0.0,64.66,64.66,64.66,0.0,0.0,63.81,63.81,63.81,0.0,0.0,64.52,64.52,64.52,0.0,0.0
2018-10-07,60.68,60.68,60.68,0.0,0.0,61.62,61.62,61.62,0.0,0.0,60.68,60.68,60.68,0.0,0.0,61.33,61.33,61.33,0.0,0.0
2018-10-14,60.62,60.62,60.62,0.0,0.0,60.81,60.81,60.81,0.0,0.0,60.26,60.26,60.26,0.0,0.0,60.6,60.6,60.6,0.0,0.0
2018-10-21,58.61,58.61,58.61,0.0,0.0,59.18,59.18,59.18,0.0,0.0,56.77,56.77,56.77,0.0,0.0,57.39,57.39,57.39,0.0,0.0
2018-10-28,60.92,60.92,60.92,0.0,0.0,61.15,61.15,61.15,0.0,0.0,60.13,60.13,60.13,0.0,0.0,60.93,60.93,60.93,0.0,0.0
2018-11-04,61.85,61.85,61.85,0.0,0.0,62.07,62.07,62.07,0.0,0.0,60.98,60.98,60.98,0.0,0.0,61.02,61.02,61.02,0.0,0.0
2018-11-11,61.52,61.52,61.52,0.0,0.0,61.66,61.66,61.66,0.0,0.0,61.01,61.01,61.01,0.0,0.0,61.21,61.21,61.21,0.0,0.0
2018-11-18,61.59,61.59,61.59,0.0,0.0,61.8,61.8,61.8,0.0,0.0,61.13,61.13,61.13,0.0,0.0,61.52,61.52,61.52,0.0,0.0
2018-11-25,64.44,64.44,64.44,0.0,0.0,64.6,64.6,64.6,0.0,0.0,63.36,63.36,63.36,0.0,0.0,63.59,63.59,63.59,0.0,0.0
2018-12-02,57.94,57.94,57.94,0.0,0.0,58.17,58.17,58.17,0.0,0.0,56.7,56.7,56.7,0.0,0.0,58.02,58.02,58.02,0.0,0.0
2018-12-09,55.18,55.18,55.18,0.0,0.0,55.87,55.87,55.87,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.88,54.88,54.88,0.0,0.0
2018-12-16,51.22,51.22,51.22,0.0,0.0,51.53,51.53,51.53,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.73,50.73,50.73,0.0,0.0
2018-12-23,53.65,53.65,53.65,0.0,0.0,53.82,53.82,53.82,0.0,0.0,53.0,53.0,53.0,0.0,0.0,53.44,53.44,53.44,0.0,0.0
2018-12-30,54.3,54.3,54.3,0.0,0.0,55.42,55.42,55.42,0.0,0.0,53.92,53.92,53.92,0.0,0.0,54.97,54.97,54.97,0.0,0.0
2019-01-06,56.99,56.99,56.99,0.0,0.0,57.36,57.36,57.36,0.0,0.0,56.8,56.8,56.8,0.0,0.0,57.16,57.16,57.16,0.0,0.0
2019-01-13,58.99,58.99,58.99,0.0,0.0,59.95,59.95,59.95,0.0,0.0,58.94,58.94,58.94,0.0,0.0,59.79,59.79,59.79,0.0,0.0
2019-01-20,58.52,58.52,58.52,0.0,0.0,59.28,59.28,59.28,0.0,0.0,58.41,58.41,58.41,0.0,0.0,59.28,59.28,59.28,0.0,0.0
2019-01-27,60.53,60.53,60.53,0.0,0.0,61.09,61.09,61.09,0.0,0.0,60.33,60.33,60.33,0.0,0.0,61.09,61.09,61.09,0.0,0.0
2019-02-03,60.87,60.87,60.87,0.0,0.0,61.43,61.43,61.43,0.0,0.0,60.87,60.87,60.87,0.0,0.0,61.41,61.41,61.41,0.0,0.0
2019-02-10,63.18,63.18,63.18,0.0,0.0,63.18,63.18,63.18,0.0,0.0,62.65,62.65,62.65,0.0,0.0,62.83,62.83,62.83,0.0,0.0
2019-02-17,63.51,63.51,63.51,0.0,0.0,63.73,63.73,63.73,0.0,0.0,63.2,63.2,63.2,0.0,0.0,63.2,63.2,63.2,0.0,0.0
2019-02-24,62.01,62.01,62.01,0.0,0.0,62.09,62.09,62.09,0.0,0.0,60.87,60.87,60.87,0.0,0.0,61.05,61.05,61.05,0.0,0.0
2019-03-03,58.79,58.79,58.79,0.0,0.0,60.29,60.29,60.29,0.0,0.0,58.79,58.79,58.79,0.0,0.0,60.29,60.29,60.29,0.0,0.0
2019-03-10,60.18,60.18,60.18,0.0,0.0,60.54,60.54,60.54,0.0,0.0,60.1,60.1,60.1,0.0,0.0,60.54,60.54,60.54,0.0,0.0
2019-03-17,58.11,58.11,58.11,0.0,0.0,58.7,58.7,58.7,0.0,0.0,57.83,57.83,57.83,0.0,0.0,57.93,57.93,57.93,0.0,0.0
2019-03-24,60.75,60.75,60.75,0.0,0.0,61.76,61.76,61.76,0.0,0.0,60.75,60.75,60.75,0.0,0.0,61.67,61.67,61.67,0.0,0.0
2019-03-31,62.5,62.5,62.5,0.0,0.0,62.53,62.53,62.53,0.0,0.0,62.27,62.27,62.27,0.0,0.0,62.53,62.53,62.53,0.0,0.0
2019-04-07,63.61,63.61,63.61,0.0,0.0,63.61,63.61,63.61,0.0,0.0,62.94,62.94,62.94,0.0,0.0,62.96,62.96,62.96,0.0,0.0
2019-04-14,63.61,63.61,63.61,0.0,0.0,63.99,63.99,63.99,0.0,0.0,63.48,63.48,63.48,0.0,0.0,63.66,63.66,63.66,0.0,0.0
2019-04-21,63.42,63.42,63.42,0.0,0.0,63.51,63.51,63.51,0.0,0.0,62.9,62.9,62.9,0.0,0.0,63.12,63.12,63.12,0.0,0.0
2019-04-28,62.68,62.68,62.68,0.0,0.0,63.87,63.87,63.87,0.0,0.0,62.68,62.68,62.68,0.0,0.0,63.68,63.68,63.68,0.0,0.0
2019-05-05,60.16,60.16,60.16,0.0,0.0,60.16,60.16,60.16,0.0,0.0,59.34,59.34,59.34,0.0,0.0,59.64,59.64,59.64,0.0,0.0
2019-05-12,59.96,59.96,59.96,0.0,0.0,60.46,60.46,60.46,0.0,0.0,59.88,59.88,59.88,0.0,0.0,60.26,60.26,60.26,0.0,0.0
2019-05-19,59.35,59.35,59.35,0.0,0.0,59.35,59.35,59.35,0.0,0.0,58.43,58.43,58.43,0.0,0.0,58.74,58.74,58.74,0.0,0.0
2019-05-26,56.25,56.25,56.25,0.0,0.0,57.24,57.24,57.24,0.0,0.0,56.25,56.25,56.25,0.0,0.0,56.57,56.57,56.57,0.0,0.0
2019-06-02,59.23,59.23,59.23,0.0,0.0,60.14,60.14,60.14,0.0,0.0,59.23,59.23,59.23,0.0,0.0,59.54,59.54,59.54,0.0,0.0
2019-06-09,60.59,60.59,60.59,0.0,0.0,60.59,60.59,60.59,0.0,0.0,59.95,59.95,59.95,0.0,0.0,59.95,59.95,59.95,0.0,0.0
2019-06-16,59.84,59.84,59.84,0.0,0.0,59.84,59.84,59.84,0.0,0.0,58.94,58.94,58.94,0.0,0.0,58.96,58.96,58.96,0.0,0.0
2019-06-23,61.93,61.93,61.93,0.0,0.0,62.3,62.3,62.3,0.0,0.0,60.93,60.93,60.93,0.0,0.0,61.19,61.19,61.19,0.0,0.0
2019-06-30,61.15,61.15,61.15,0.0,0.0,61.3,61.3,61.3,0.0,0.0,60.93,60.93,60.93,0.0,0.0,61.12,61.12,61.12,0.0,0.0
2019-07-07,61.78,61.78,61.78,0.0,0.0,61.86,61.86,61.86,0.0,0.0,61.44,61.44,61.44,0.0,0.0,61.64,61.64,61.64,0.0,0.0
2019-07-14,62.23,62.23,62.23,0.0,0.0,62.5,62.5,62.5,0.0,0.0,62.13,62.13,62.13,0.0,0.0,62.14,62.14,62.14,0.0,0.0
2019-07-21,63.3,63.3,63.3,0.0,0.0,63.3,63.3,63.3,0.0,0.0,62.99,62.99,62.99,0.0,0.0,63.13,63.13,63.13,0.0,0.0
2019-07-28,60.02,60.02,60.02,0.0,0.0,60.47,60.47,60.47,0.0,0.0,58.93,58.93,58.93,0.0,0.0,59.19,59.19,59.19,0.0,0.0
2019-08-04,59.5,59.5,59.5,0.0,0.0,59.5,59.5,59.5,0.0,0.0,58.65,58.65,58.65,0.0,0.0,58.78,58.78,58.78,0.0,0.0
2019-08-11,58.92,58.92,58.92,0.0,0.0,59.24,59.24,59.24,0.0,0.0,58.64,58.64,58.64,0.0,0.0,58.97,58.97,58.97,0.0,0.0
2019-08-18,57.38,57.38,57.38,0.0,0.0,57.38,57.38,57.38,0.0,0.0,57.01,57.01,57.01,0.0,0.0,57.04,57.04,57.04,0.0,0.0
2019-08-25,59.03,59.03,59.03,0.0,0.0,59.5,59.5,59.5,0.0,0.0,58.86,58.86,58.86,0.0,0.0,59.06,59.06,59.06,0.0,0.0
2019-09-01,61.0,61.0,61.0,0.0,0.0,61.83,61.83,61.83,0.0,0.0,61.0,61.0,61.0,0.0,0.0,61.83,61.83,61.83,0.0,0.0
2019-09-08,62.91,62.91,62.91,0.0,0.0,63.45,63.45,63.45,0.0,0.0,62.91,62.91,62.91,0.0,0.0,63.02,63.02,63.02,0.0,0.0
2019-09-15,61.34,61.34,61.34,0.0,0.0,61.55,61.55,61.55,0.0,0.0,61.16,61.16,61.16,0.0,0.0,61.35,61.35,61.35,0.0,0.0
2019-09-22,60.9,60.9,60.9,0.0,0.0,61.23,61.23,61.23,0.0,0.0,60.87,60.87,60.87,0.0,0.0,61.03,61.03,61.03,0.0,0.0
2019-09-29,58.84,58.84,58.84,0.0,0.0,59.45,59.45,59.45,0.0,0.0,58.84,58.84,58.84,0.0,0.0,59.01,59.01,59.01,0.0,0.0
2019-10-06,60.53,60.53,60.53,0.0,0.0,60.65,60.65,60.65,0.0,0.0,60.22,60.22,60.22,0.0,0.0,60.59,60.59,60.59,0.0,0.0
2019-10-13,62.41,62.41,62.41,0.0,0.0,62.9,62.9,62.9,0.0,0.0,62.41,62.41,62.41,0.0,0.0,62.66,62.66,62.66,0.0,0.0
2019-10-20,64.79,64.79,64.79,0.0,0.0,65.0,65.0,65.0,0.0,0.0,64.54,64.54,64.54,0.0,0.0,64.61,64.61,64.61,0.0,0.0
2019-10-27,63.9,63.9,63.9,0.0,0.0,64.76,64.76,64.76,0.0,0.0,63.9,63.9,63.9,0.0,0.0,64.76,64.76,64.76,0.0,0.0
2019-11-03,65.2,65.2,65.2,0.0,0.0,65.38,65.38,65.38,0.0,0.0,64.96,64.96,64.96,0.0,0.0,65.38,65.38,65.38,0.0,0.0
2019-11-10,64.61,64.61,64.61,0.0,0.0,64.61,64.61,64.61,0.0,0.0,64.17,64.17,64.17,0.0,0.0,64.52,64.52,64.52,0.0,0.0
2019-11-17,64.16,64.16,64.16,0.0,0.0,65.09,65.09,65.09,0.0,0.0,64.16,64.16,64.16,0.0,0.0,64.96,64.96,64.96,0.0,0.0
2019-11-24,64.4,64.4,64.4,0.0,0.0,64.4,64.4,64.4,0.0,0.0,63.71,63.71,63.71,0.0,0.0,63.75,63.75,63.75,0.0,0.0
2019-12-01,63.97,63.97,63.97,0.0,0.0,64.02,64.02,64.02,0.0,0.0,63.78,63.78,63.78,0.0,0.0,63.78,63.78,63.78,0.0,0.0
2019-12-08,64.04,64.04,64.04,0.0,0.0,65.01,65.01,65.01,0.0,0.0,64.04,64.04,64.04,0.0,0.0,64.53,64.53,64.53,0.0,0.0
2019-12-15,65.0,65.0,65.0,0.0,0.0,65.0,65.0,65.0,0.0,0.0,64.6,64.6,64.6,0.0,0.0,64.6,64.6,64.6,0.0,0.0
2019-12-22,64.48,64.48,64.48,0.0,0.0,64.51,64.51,64.51,0.0,0.0,64.12,64.12,64.12,0.0,0.0,64.12,64.12,64.12,0.0,0.0
2019-12-29,63.89,63.89,63.89,0.0,0.0,64.46,64.46,64.46,0.0,0.0,63.61,63.61,63.61,0.0,0.0,64.46,64.46,64.46,0.0,0.0
