Date,Direxion Daily Natural Gas Related Bull 3X Shares_Open_average,Direxion Daily Natural Gas Related Bull 3X Shares_Open_max,Direxion Daily Natural Gas Related Bull 3X Shares_Open_min,Direxion Daily Natural Gas Related Bull 3X Shares_Open_volatility,Direxion Daily Natural Gas Related Bull 3X Shares_Open_change,Direxion Daily Natural Gas Related Bull 3X Shares_High_average,Direxion Daily Natural Gas Related Bull 3X Shares_High_max,Direxion Daily Natural Gas Related Bull 3X Shares_High_min,Direxion Daily Natural Gas Related Bull 3X Shares_High_volatility,Direxion Daily Natural Gas Related Bull 3X Shares_High_change,Direxion Daily Natural Gas Related Bull 3X Shares_Low_average,Direxion Daily Natural Gas Related Bull 3X Shares_Low_max,Direxion Daily Natural Gas Related Bull 3X Shares_Low_min,Direxion Daily Natural Gas Related Bull 3X Shares_Low_volatility,Direxion Daily Natural Gas Related Bull 3X Shares_Low_change,Direxion Daily Natural Gas Related Bull 3X Shares_Close_average,Direxion Daily Natural Gas Related Bull 3X Shares_Close_max,Direxion Daily Natural Gas Related Bull 3X Shares_Close_min,Direxion Daily Natural Gas Related Bull 3X Shares_Close_volatility,Direxion Daily Natural Gas Related Bull 3X Shares_Close_change
2019-04-14,40.3,40.3,40.3,0.0,0.0,41.95,41.95,41.95,0.0,0.0,39.1,39.1,39.1,0.0,0.0,41.9,41.9,41.9,0.0,0.0
2019-04-21,36.95,36.95,36.95,0.0,0.0,37.45,37.45,37.45,0.0,0.0,36.15,36.15,36.15,0.0,0.0,36.7,36.7,36.7,0.0,0.0
2019-04-28,29.5,29.5,29.5,0.0,0.0,31.85,31.85,31.85,0.0,0.0,29.45,29.45,29.45,0.0,0.0,31.5,31.5,31.5,0.0,0.0
2019-05-05,31.9,31.9,31.9,0.0,0.0,32.2,32.2,32.2,0.0,0.0,29.77,29.77,29.77,0.0,0.0,30.15,30.15,30.15,0.0,0.0
2019-05-12,30.85,30.85,30.85,0.0,0.0,31.15,31.15,31.15,0.0,0.0,29.88,29.88,29.88,0.0,0.0,30.3,30.3,30.3,0.0,0.0
2019-05-19,25.65,25.65,25.65,0.0,0.0,25.65,25.65,25.65,0.0,0.0,23.6,23.6,23.6,0.0,0.0,24.35,24.35,24.35,0.0,0.0
2019-05-26,21.2,21.2,21.2,0.0,0.0,21.55,21.55,21.55,0.0,0.0,20.5,20.5,20.5,0.0,0.0,21.25,21.25,21.25,0.0,0.0
2019-06-02,20.7,20.7,20.7,0.0,0.0,21.35,21.35,21.35,0.0,0.0,19.68,19.68,19.68,0.0,0.0,19.8,19.8,19.8,0.0,0.0
2019-06-09,17.5,17.5,17.5,0.0,0.0,18.61,18.61,18.61,0.0,0.0,17.05,17.05,17.05,0.0,0.0,18.5,18.5,18.5,0.0,0.0
2019-06-16,20.6,20.6,20.6,0.0,0.0,20.75,20.75,20.75,0.0,0.0,19.6,19.6,19.6,0.0,0.0,19.85,19.85,19.85,0.0,0.0
2019-06-23,23.2,23.2,23.2,0.0,0.0,23.3,23.3,23.3,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.65,21.65,21.65,0.0,0.0
2019-06-30,20.35,20.35,20.35,0.0,0.0,21.03,21.03,21.03,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.65,19.65,19.65,0.0,0.0
2019-07-07,20.05,20.05,20.05,0.0,0.0,20.05,20.05,20.05,0.0,0.0,18.29,18.29,18.29,0.0,0.0,18.36,18.36,18.36,0.0,0.0
2019-07-14,15.6,15.6,15.6,0.0,0.0,16.11,16.11,16.11,0.0,0.0,15.17,15.17,15.17,0.0,0.0,15.61,15.61,15.61,0.0,0.0
2019-07-21,13.13,13.13,13.13,0.0,0.0,13.2,13.2,13.2,0.0,0.0,11.95,11.95,11.95,0.0,0.0,12.26,12.26,12.26,0.0,0.0
2019-07-28,11.32,11.32,11.32,0.0,0.0,11.32,11.32,11.32,0.0,0.0,10.31,10.31,10.31,0.0,0.0,10.56,10.56,10.56,0.0,0.0
2019-08-04,10.11,10.11,10.11,0.0,0.0,10.17,10.17,10.17,0.0,0.0,9.4,9.4,9.4,0.0,0.0,9.79,9.79,9.79,0.0,0.0
2019-08-11,9.59,9.59,9.59,0.0,0.0,10.21,10.21,10.21,0.0,0.0,9.56,9.56,9.56,0.0,0.0,10.16,10.16,10.16,0.0,0.0
2019-08-18,8.36,8.36,8.36,0.0,0.0,8.63,8.63,8.63,0.0,0.0,8.01,8.01,8.01,0.0,0.0,8.09,8.09,8.09,0.0,0.0
2019-08-25,9.65,9.65,9.65,0.0,0.0,9.7,9.7,9.7,0.0,0.0,8.74,8.74,8.74,0.0,0.0,9.03,9.03,9.03,0.0,0.0
2019-09-01,9.95,9.95,9.95,0.0,0.0,11.37,11.37,11.37,0.0,0.0,9.95,9.95,9.95,0.0,0.0,11.37,11.37,11.37,0.0,0.0
2019-09-08,14.08,14.08,14.08,0.0,0.0,15.61,15.61,15.61,0.0,0.0,13.49,13.49,13.49,0.0,0.0,15.31,15.31,15.31,0.0,0.0
2019-09-15,11.53,11.53,11.53,0.0,0.0,11.81,11.81,11.81,0.0,0.0,11.25,11.25,11.25,0.0,0.0,11.71,11.71,11.71,0.0,0.0
2019-09-22,9.2,9.2,9.2,0.0,0.0,9.33,9.33,9.33,0.0,0.0,8.93,8.93,8.93,0.0,0.0,9.11,9.11,9.11,0.0,0.0
2019-09-29,7.77,7.77,7.77,0.0,0.0,7.89,7.89,7.89,0.0,0.0,7.25,7.25,7.25,0.0,0.0,7.38,7.38,7.38,0.0,0.0
2019-10-06,6.9,6.9,6.9,0.0,0.0,6.9,6.9,6.9,0.0,0.0,6.25,6.25,6.25,0.0,0.0,6.71,6.71,6.71,0.0,0.0
2019-10-13,6.03,6.03,6.03,0.0,0.0,6.27,6.27,6.27,0.0,0.0,5.88,5.88,5.88,0.0,0.0,6.17,6.17,6.17,0.0,0.0
2019-10-20,7.43,7.43,7.43,0.0,0.0,7.76,7.76,7.76,0.0,0.0,6.92,6.92,6.92,0.0,0.0,6.92,6.92,6.92,0.0,0.0
2019-10-27,7.67,7.67,7.67,0.0,0.0,8.75,8.75,8.75,0.0,0.0,7.64,7.64,7.64,0.0,0.0,8.58,8.58,8.58,0.0,0.0
2019-11-03,8.19,8.19,8.19,0.0,0.0,8.44,8.44,8.44,0.0,0.0,7.78,7.78,7.78,0.0,0.0,7.8,7.8,7.8,0.0,0.0
2019-11-10,7.32,7.32,7.32,0.0,0.0,7.34,7.34,7.34,0.0,0.0,6.45,6.45,6.45,0.0,0.0,6.52,6.52,6.52,0.0,0.0
2019-11-17,6.23,6.23,6.23,0.0,0.0,6.75,6.75,6.75,0.0,0.0,6.23,6.23,6.23,0.0,0.0,6.75,6.75,6.75,0.0,0.0
2019-11-24,6.04,6.04,6.04,0.0,0.0,6.15,6.15,6.15,0.0,0.0,5.7,5.7,5.7,0.0,0.0,5.74,5.74,5.74,0.0,0.0
2019-12-01,6.31,6.31,6.31,0.0,0.0,7.14,7.14,7.14,0.0,0.0,6.3,6.3,6.3,0.0,0.0,6.99,6.99,6.99,0.0,0.0
2019-12-08,7.6,7.6,7.6,0.0,0.0,8.24,8.24,8.24,0.0,0.0,7.6,7.6,7.6,0.0,0.0,8.02,8.02,8.02,0.0,0.0
2019-12-15,9.03,9.03,9.03,0.0,0.0,9.97,9.97,9.97,0.0,0.0,9.0,9.0,9.0,0.0,0.0,9.89,9.89,9.89,0.0,0.0
2019-12-22,9.45,9.45,9.45,0.0,0.0,9.68,9.68,9.68,0.0,0.0,9.27,9.27,9.27,0.0,0.0,9.34,9.34,9.34,0.0,0.0
2019-12-29,10.21,10.21,10.21,0.0,0.0,10.45,10.45,10.45,0.0,0.0,9.73,9.73,9.73,0.0,0.0,10.02,10.02,10.02,0.0,0.0
