Date,BioShares Biotechnology ProductsEtf_Open_average,BioShares Biotechnology ProductsEtf_Open_max,BioShares Biotechnology ProductsEtf_Open_min,BioShares Biotechnology ProductsEtf_Open_volatility,BioShares Biotechnology ProductsEtf_Open_change,BioShares Biotechnology ProductsEtf_High_average,BioShares Biotechnology ProductsEtf_High_max,BioShares Biotechnology ProductsEtf_High_min,BioShares Biotechnology ProductsEtf_High_volatility,BioShares Biotechnology ProductsEtf_High_change,BioShares Biotechnology ProductsEtf_Low_average,BioShares Biotechnology ProductsEtf_Low_max,BioShares Biotechnology ProductsEtf_Low_min,BioShares Biotechnology ProductsEtf_Low_volatility,BioShares Biotechnology ProductsEtf_Low_change,BioShares Biotechnology ProductsEtf_Close_average,BioShares Biotechnology ProductsEtf_Close_max,BioShares Biotechnology ProductsEtf_Close_min,BioShares Biotechnology ProductsEtf_Close_volatility,BioShares Biotechnology ProductsEtf_Close_change
2018-07-01,46.0,46.0,46.0,0.0,0.0,46.19,46.19,46.19,0.0,0.0,46.0,46.0,46.0,0.0,0.0,46.19,46.19,46.19,0.0,0.0
2018-07-08,46.46,46.46,46.46,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.46,46.46,46.46,0.0,0.0,46.7,46.7,46.7,0.0,0.0
2018-07-15,46.4,46.4,46.4,0.0,0.0,46.8,46.8,46.8,0.0,0.0,46.37,46.37,46.37,0.0,0.0,46.53,46.53,46.53,0.0,0.0
2018-07-22,44.02,44.02,44.02,0.0,0.0,44.27,44.27,44.27,0.0,0.0,43.95,43.95,43.95,0.0,0.0,44.27,44.27,44.27,0.0,0.0
2018-07-29,44.99,44.99,44.99,0.0,0.0,44.99,44.99,44.99,0.0,0.0,44.12,44.12,44.12,0.0,0.0,44.19,44.19,44.19,0.0,0.0
2018-08-05,43.95,43.95,43.95,0.0,0.0,43.95,43.95,43.95,0.0,0.0,43.85,43.85,43.85,0.0,0.0,43.85,43.85,43.85,0.0,0.0
2018-08-12,43.28,43.28,43.28,0.0,0.0,43.38,43.38,43.38,0.0,0.0,43.28,43.28,43.28,0.0,0.0,43.38,43.38,43.38,0.0,0.0
2018-08-19,44.18,44.18,44.18,0.0,0.0,44.18,44.18,44.18,0.0,0.0,43.79,43.79,43.79,0.0,0.0,43.82,43.82,43.82,0.0,0.0
2018-08-26,45.63,45.63,45.63,0.0,0.0,45.63,45.63,45.63,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.58,45.58,45.58,0.0,0.0
2018-09-02,44.2,44.2,44.2,0.0,0.0,44.24,44.24,44.24,0.0,0.0,44.1,44.1,44.1,0.0,0.0,44.24,44.24,44.24,0.0,0.0
2018-09-09,43.77,43.77,43.77,0.0,0.0,43.83,43.83,43.83,0.0,0.0,43.69,43.69,43.69,0.0,0.0,43.83,43.83,43.83,0.0,0.0
2018-09-16,44.35,44.35,44.35,0.0,0.0,44.35,44.35,44.35,0.0,0.0,44.21,44.21,44.21,0.0,0.0,44.21,44.21,44.21,0.0,0.0
2018-09-23,45.25,45.25,45.25,0.0,0.0,45.4,45.4,45.4,0.0,0.0,45.25,45.25,45.25,0.0,0.0,45.4,45.4,45.4,0.0,0.0
2018-09-30,43.3,43.3,43.3,0.0,0.0,43.4,43.4,43.4,0.0,0.0,42.3,42.3,42.3,0.0,0.0,43.02,43.02,43.02,0.0,0.0
2018-10-07,40.46,40.46,40.46,0.0,0.0,40.68,40.68,40.68,0.0,0.0,39.8,39.8,39.8,0.0,0.0,40.35,40.35,40.35,0.0,0.0
2018-10-14,41.64,41.64,41.64,0.0,0.0,41.64,41.64,41.64,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.56,40.56,40.56,0.0,0.0
2018-10-21,37.17,37.17,37.17,0.0,0.0,37.77,37.77,37.77,0.0,0.0,36.7,36.7,36.7,0.0,0.0,37.4,37.4,37.4,0.0,0.0
2018-10-28,38.53,38.53,38.53,0.0,0.0,38.65,38.65,38.65,0.0,0.0,37.64,37.64,37.64,0.0,0.0,38.02,38.02,38.02,0.0,0.0
2018-11-04,38.02,38.02,38.02,0.0,0.0,38.02,38.02,38.02,0.0,0.0,37.16,37.16,37.16,0.0,0.0,37.17,37.17,37.17,0.0,0.0
2018-11-11,36.06,36.06,36.06,0.0,0.0,36.99,36.99,36.99,0.0,0.0,36.06,36.06,36.06,0.0,0.0,36.99,36.99,36.99,0.0,0.0
2018-11-18,37.2,37.2,37.2,0.0,0.0,37.29,37.29,37.29,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.29,37.29,37.29,0.0,0.0
2018-11-25,38.1,38.1,38.1,0.0,0.0,38.34,38.34,38.34,0.0,0.0,37.96,37.96,37.96,0.0,0.0,38.34,38.34,38.34,0.0,0.0
2018-12-02,38.35,38.35,38.35,0.0,0.0,38.35,38.35,38.35,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.45,37.45,37.45,0.0,0.0
2018-12-09,37.31,37.31,37.31,0.0,0.0,37.45,37.45,37.45,0.0,0.0,36.83,36.83,36.83,0.0,0.0,36.83,36.83,36.83,0.0,0.0
2018-12-16,33.7,33.7,33.7,0.0,0.0,33.7,33.7,33.7,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.21,32.21,32.21,0.0,0.0
2018-12-23,33.85,33.85,33.85,0.0,0.0,34.03,34.03,34.03,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.94,33.94,33.94,0.0,0.0
2018-12-30,35.68,35.68,35.68,0.0,0.0,36.52,36.52,36.52,0.0,0.0,35.68,35.68,35.68,0.0,0.0,36.51,36.51,36.51,0.0,0.0
2019-01-06,39.94,39.94,39.94,0.0,0.0,40.19,40.19,40.19,0.0,0.0,39.92,39.92,39.92,0.0,0.0,40.13,40.13,40.13,0.0,0.0
2019-01-13,40.15,40.15,40.15,0.0,0.0,40.79,40.79,40.79,0.0,0.0,40.15,40.15,40.15,0.0,0.0,40.79,40.79,40.79,0.0,0.0
2019-01-20,40.0,40.0,40.0,0.0,0.0,40.61,40.61,40.61,0.0,0.0,40.0,40.0,40.0,0.0,0.0,40.61,40.61,40.61,0.0,0.0
2019-01-27,40.86,40.86,40.86,0.0,0.0,41.34,41.34,41.34,0.0,0.0,40.86,40.86,40.86,0.0,0.0,41.34,41.34,41.34,0.0,0.0
2019-02-03,40.1,40.1,40.1,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.1,40.1,40.1,0.0,0.0,40.43,40.43,40.43,0.0,0.0
2019-02-10,41.93,41.93,41.93,0.0,0.0,42.16,42.16,42.16,0.0,0.0,41.93,41.93,41.93,0.0,0.0,42.16,42.16,42.16,0.0,0.0
2019-02-17,41.27,41.27,41.27,0.0,0.0,41.57,41.57,41.57,0.0,0.0,41.27,41.27,41.27,0.0,0.0,41.48,41.48,41.48,0.0,0.0
2019-02-24,45.43,45.43,45.43,0.0,0.0,45.81,45.81,45.81,0.0,0.0,45.34,45.34,45.34,0.0,0.0,45.79,45.79,45.79,0.0,0.0
2019-03-03,42.67,42.67,42.67,0.0,0.0,43.16,43.16,43.16,0.0,0.0,42.64,42.64,42.64,0.0,0.0,43.16,43.16,43.16,0.0,0.0
2019-03-10,45.25,45.25,45.25,0.0,0.0,45.35,45.35,45.35,0.0,0.0,45.15,45.15,45.15,0.0,0.0,45.31,45.31,45.31,0.0,0.0
2019-03-17,44.86,44.86,44.86,0.0,0.0,44.99,44.99,44.99,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.59,43.59,43.59,0.0,0.0
2019-03-24,44.56,44.56,44.56,0.0,0.0,44.85,44.85,44.85,0.0,0.0,44.56,44.56,44.56,0.0,0.0,44.81,44.81,44.81,0.0,0.0
2019-03-31,45.84,45.84,45.84,0.0,0.0,46.3,46.3,46.3,0.0,0.0,45.84,45.84,45.84,0.0,0.0,46.3,46.3,46.3,0.0,0.0
2019-04-07,44.63,44.63,44.63,0.0,0.0,44.65,44.65,44.65,0.0,0.0,43.94,43.94,43.94,0.0,0.0,44.02,44.02,44.02,0.0,0.0
2019-04-14,41.4,41.4,41.4,0.0,0.0,41.4,41.4,41.4,0.0,0.0,40.9,40.9,40.9,0.0,0.0,41.17,41.17,41.17,0.0,0.0
2019-04-21,42.12,42.12,42.12,0.0,0.0,42.53,42.53,42.53,0.0,0.0,42.05,42.05,42.05,0.0,0.0,42.52,42.52,42.52,0.0,0.0
2019-04-28,42.3,42.3,42.3,0.0,0.0,42.56,42.56,42.56,0.0,0.0,42.3,42.3,42.3,0.0,0.0,42.56,42.56,42.56,0.0,0.0
2019-05-05,40.75,40.75,40.75,0.0,0.0,40.86,40.86,40.86,0.0,0.0,40.03,40.03,40.03,0.0,0.0,40.72,40.72,40.72,0.0,0.0
2019-05-12,40.23,40.23,40.23,0.0,0.0,40.24,40.24,40.24,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.78,39.78,39.78,0.0,0.0
2019-05-19,39.07,39.07,39.07,0.0,0.0,40.21,40.21,40.21,0.0,0.0,39.07,39.07,39.07,0.0,0.0,39.81,39.81,39.81,0.0,0.0
2019-05-26,38.42,38.42,38.42,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.09,38.09,38.09,0.0,0.0,38.12,38.12,38.12,0.0,0.0
2019-06-02,38.6,38.6,38.6,0.0,0.0,38.95,38.95,38.95,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.9,38.9,38.9,0.0,0.0
2019-06-09,38.47,38.47,38.47,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.13,38.13,38.13,0.0,0.0,38.13,38.13,38.13,0.0,0.0
2019-06-16,40.75,40.75,40.75,0.0,0.0,41.17,41.17,41.17,0.0,0.0,40.75,40.75,40.75,0.0,0.0,41.17,41.17,41.17,0.0,0.0
2019-06-23,40.74,40.74,40.74,0.0,0.0,41.06,41.06,41.06,0.0,0.0,40.74,40.74,40.74,0.0,0.0,41.06,41.06,41.06,0.0,0.0
2019-06-30,40.44,40.44,40.44,0.0,0.0,41.18,41.18,41.18,0.0,0.0,40.44,40.44,40.44,0.0,0.0,40.6,40.6,40.6,0.0,0.0
2019-07-07,39.79,39.79,39.79,0.0,0.0,39.99,39.99,39.99,0.0,0.0,39.6,39.6,39.6,0.0,0.0,39.79,39.79,39.79,0.0,0.0
2019-07-14,39.96,39.96,39.96,0.0,0.0,39.96,39.96,39.96,0.0,0.0,39.31,39.31,39.31,0.0,0.0,39.31,39.31,39.31,0.0,0.0
2019-07-21,38.68,38.68,38.68,0.0,0.0,39.03,39.03,39.03,0.0,0.0,38.68,38.68,38.68,0.0,0.0,39.03,39.03,39.03,0.0,0.0
2019-07-28,38.08,38.08,38.08,0.0,0.0,38.18,38.18,38.18,0.0,0.0,37.84,37.84,37.84,0.0,0.0,38.18,38.18,38.18,0.0,0.0
2019-08-04,38.16,38.16,38.16,0.0,0.0,38.5,38.5,38.5,0.0,0.0,37.98,37.98,37.98,0.0,0.0,38.5,38.5,38.5,0.0,0.0
2019-08-11,37.45,37.45,37.45,0.0,0.0,38.16,38.16,38.16,0.0,0.0,37.45,37.45,37.45,0.0,0.0,38.16,38.16,38.16,0.0,0.0
2019-08-18,37.76,37.76,37.76,0.0,0.0,37.76,37.76,37.76,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.87,36.87,36.87,0.0,0.0
2019-08-25,37.25,37.25,37.25,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.25,37.25,37.25,0.0,0.0
2019-09-01,36.63,36.63,36.63,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.22,36.22,36.22,0.0,0.0,36.22,36.22,36.22,0.0,0.0
2019-09-08,38.08,38.08,38.08,0.0,0.0,38.35,38.35,38.35,0.0,0.0,37.99,37.99,37.99,0.0,0.0,37.99,37.99,37.99,0.0,0.0
2019-09-15,38.6,38.6,38.6,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.45,38.45,38.45,0.0,0.0
2019-09-22,36.15,36.15,36.15,0.0,0.0,36.59,36.59,36.59,0.0,0.0,35.92,35.92,35.92,0.0,0.0,35.94,35.94,35.94,0.0,0.0
2019-09-29,35.8,35.8,35.8,0.0,0.0,36.23,36.23,36.23,0.0,0.0,35.47,35.47,35.47,0.0,0.0,35.92,35.92,35.92,0.0,0.0
2019-10-06,35.84,35.84,35.84,0.0,0.0,35.86,35.86,35.86,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.64,35.64,35.64,0.0,0.0
2019-10-13,36.34,36.34,36.34,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.21,36.21,36.21,0.0,0.0,36.26,36.26,36.26,0.0,0.0
2019-10-20,37.22,37.22,37.22,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.74,37.74,37.74,0.0,0.0
2019-10-27,38.0,38.0,38.0,0.0,0.0,38.83,38.83,38.83,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.83,38.83,38.83,0.0,0.0
2019-11-03,38.73,38.73,38.73,0.0,0.0,39.5,39.5,39.5,0.0,0.0,38.69,38.69,38.69,0.0,0.0,39.45,39.45,39.45,0.0,0.0
2019-11-10,39.68,39.68,39.68,0.0,0.0,39.81,39.81,39.81,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.81,39.81,39.81,0.0,0.0
2019-11-17,41.72,41.72,41.72,0.0,0.0,41.9,41.9,41.9,0.0,0.0,41.66,41.66,41.66,0.0,0.0,41.87,41.87,41.87,0.0,0.0
2019-11-24,44.33,44.33,44.33,0.0,0.0,44.33,44.33,44.33,0.0,0.0,44.11,44.11,44.11,0.0,0.0,44.12,44.12,44.12,0.0,0.0
2019-12-01,43.44,43.44,43.44,0.0,0.0,43.58,43.58,43.58,0.0,0.0,43.43,43.43,43.43,0.0,0.0,43.58,43.58,43.58,0.0,0.0
2019-12-08,43.76,43.76,43.76,0.0,0.0,43.76,43.76,43.76,0.0,0.0,43.44,43.44,43.44,0.0,0.0,43.61,43.61,43.61,0.0,0.0
2019-12-15,43.9,43.9,43.9,0.0,0.0,44.16,44.16,44.16,0.0,0.0,43.9,43.9,43.9,0.0,0.0,44.16,44.16,44.16,0.0,0.0
2019-12-22,45.1,45.1,45.1,0.0,0.0,45.1,45.1,45.1,0.0,0.0,44.03,44.03,44.03,0.0,0.0,44.03,44.03,44.03,0.0,0.0
2019-12-29,42.88,42.88,42.88,0.0,0.0,42.88,42.88,42.88,0.0,0.0,42.71,42.71,42.71,0.0,0.0,42.71,42.71,42.71,0.0,0.0
