Date,SJR_Open_average,SJR_Open_max,SJR_Open_min,SJR_Open_volatility,SJR_Open_change,SJR_High_average,SJR_High_max,SJR_High_min,SJR_High_volatility,SJR_High_change,SJR_Low_average,SJR_Low_max,SJR_Low_min,SJR_Low_volatility,SJR_Low_change,SJR_Close_average,SJR_Close_max,SJR_Close_min,SJR_Close_volatility,SJR_Close_change,SJR_Volume_average,SJR_Volume_max,SJR_Volume_min,SJR_Volume_volatility,SJR_Volume_change
2018-01-14,21.712,21.75,21.63,0.120000000000001,-0.120000000000001,21.79,21.83,21.73,0.09999999999999787,-0.029999999999997584,21.572,21.7,21.49,0.21000000000000085,-0.21000000000000085,21.695999999999998,21.78,21.59,0.19000000000000128,0.060000000000002274,566637,643684,519382,124302,31755
2018-01-21,21.95,22.11,21.77,0.33999999999999986,0.16000000000000014,21.992,22.12,21.85,0.2699999999999996,0.09999999999999787,21.724,21.84,21.51,0.3299999999999983,0.16999999999999815,21.898,22.03,21.7,0.33000000000000185,-0.129999999999999,531637,609954,431340,178614,-147659
2018-01-28,21.582,21.93,20.98,0.9499999999999993,-0.7399999999999984,21.716,21.97,21.22,0.75,-0.7200000000000024,21.374,21.75,20.77,0.9800000000000004,-0.879999999999999,21.454,21.87,20.79,1.0800000000000018,-1.0800000000000018,643426,918875,433342,485533,277236
2018-02-04,20.56,20.63,20.48,0.14999999999999858,0.14999999999999858,20.746,20.81,20.69,0.11999999999999744,0.07000000000000028,20.344,20.5,20.19,0.3099999999999987,0.3099999999999987,20.556,20.64,20.37,0.2699999999999996,-0.10000000000000142,795050,980370,471733,508637,-434275
2018-02-11,20.3975,20.49,20.18,0.3099999999999987,-0.04999999999999716,20.5075,20.57,20.46,0.10999999999999943,-0.060000000000002274,20.0775,20.24,19.92,0.31999999999999673,-0.31999999999999673,20.33,20.55,20.01,0.5399999999999991,-0.31999999999999673,628085,831666,432084,399582,295634
2018-02-18,19.912,20.0,19.79,0.21000000000000085,-0.21000000000000085,19.986,20.12,19.86,0.26000000000000156,-0.14000000000000057,19.728,19.8,19.68,0.120000000000001,0.010000000000001563,19.854,19.97,19.79,0.17999999999999972,-0.17999999999999972,630323,778244,437373,340871,-147226
2018-02-25,19.442,19.85,19.16,0.6900000000000013,-0.5899999999999999,19.616,20.0,19.38,0.620000000000001,-0.620000000000001,19.28,19.73,19.05,0.6799999999999997,-0.6099999999999994,19.424,19.78,19.29,0.490000000000002,-0.4200000000000017,602930,712892,492687,220205,-79051
2018-03-04,19.376,19.49,19.21,0.2799999999999976,-0.08000000000000185,19.484,19.53,19.42,0.10999999999999943,0.0400000000000027,19.208,19.33,19.15,0.17999999999999972,0.17999999999999972,19.378,19.48,19.17,0.3099999999999987,0.05000000000000071,607975,731354,495687,235667,235667
2018-03-11,19.032,19.49,18.77,0.7199999999999989,-0.629999999999999,19.169999999999998,19.61,18.93,0.6799999999999997,-0.6799999999999997,18.82,19.02,18.76,0.259999999999998,-0.25,18.916,19.05,18.8,0.25,-0.23000000000000043,1002473,2205777,631494,1574283,-46348
2018-03-18,18.785999999999998,18.9,18.66,0.23999999999999844,-0.1999999999999993,18.964,19.09,18.77,0.3200000000000003,0.07000000000000028,18.598,18.72,18.5,0.21999999999999886,-0.010000000000001563,18.746,18.95,18.6,0.34999999999999787,0.14999999999999858,1013147,1166424,746999,419425,-419425
