Date,iShares MSCI EAFE ESG OptimizedEtf_Open_average,iShares MSCI EAFE ESG OptimizedEtf_Open_max,iShares MSCI EAFE ESG OptimizedEtf_Open_min,iShares MSCI EAFE ESG OptimizedEtf_Open_volatility,iShares MSCI EAFE ESG OptimizedEtf_Open_change,iShares MSCI EAFE ESG OptimizedEtf_High_average,iShares MSCI EAFE ESG OptimizedEtf_High_max,iShares MSCI EAFE ESG OptimizedEtf_High_min,iShares MSCI EAFE ESG OptimizedEtf_High_volatility,iShares MSCI EAFE ESG OptimizedEtf_High_change,iShares MSCI EAFE ESG OptimizedEtf_Low_average,iShares MSCI EAFE ESG OptimizedEtf_Low_max,iShares MSCI EAFE ESG OptimizedEtf_Low_min,iShares MSCI EAFE ESG OptimizedEtf_Low_volatility,iShares MSCI EAFE ESG OptimizedEtf_Low_change,iShares MSCI EAFE ESG OptimizedEtf_Close_average,iShares MSCI EAFE ESG OptimizedEtf_Close_max,iShares MSCI EAFE ESG OptimizedEtf_Close_min,iShares MSCI EAFE ESG OptimizedEtf_Close_volatility,iShares MSCI EAFE ESG OptimizedEtf_Close_change
2018-08-05,64.95,64.95,64.95,0.0,0.0,65.05,65.05,65.05,0.0,0.0,64.71,64.71,64.71,0.0,0.0,64.86,64.86,64.86,0.0,0.0
2018-08-12,64.14,64.14,64.14,0.0,0.0,64.67,64.67,64.67,0.0,0.0,64.12,64.12,64.12,0.0,0.0,64.57,64.57,64.57,0.0,0.0
2018-08-19,65.42,65.42,65.42,0.0,0.0,65.59,65.59,65.59,0.0,0.0,65.22,65.22,65.22,0.0,0.0,65.49,65.49,65.49,0.0,0.0
2018-08-26,65.8,65.8,65.8,0.0,0.0,65.84,65.84,65.84,0.0,0.0,65.26,65.26,65.26,0.0,0.0,65.47,65.47,65.47,0.0,0.0
2018-09-02,63.64,63.64,63.64,0.0,0.0,63.86,63.86,63.86,0.0,0.0,63.54,63.54,63.54,0.0,0.0,63.67,63.67,63.67,0.0,0.0
2018-09-09,65.15,65.15,65.15,0.0,0.0,65.22,65.22,65.22,0.0,0.0,64.91,64.91,64.91,0.0,0.0,65.0,65.0,65.0,0.0,0.0
2018-09-16,66.78,66.78,66.78,0.0,0.0,66.9,66.9,66.9,0.0,0.0,66.72,66.72,66.72,0.0,0.0,66.84,66.84,66.84,0.0,0.0
2018-09-23,66.19,66.19,66.19,0.0,0.0,66.5,66.5,66.5,0.0,0.0,66.19,66.19,66.19,0.0,0.0,66.22,66.22,66.22,0.0,0.0
2018-09-30,64.86,64.86,64.86,0.0,0.0,64.88,64.88,64.88,0.0,0.0,64.42,64.42,64.42,0.0,0.0,64.69,64.69,64.69,0.0,0.0
2018-10-07,62.34,62.34,62.34,0.0,0.0,62.34,62.34,62.34,0.0,0.0,61.56,61.56,61.56,0.0,0.0,62.15,62.15,62.15,0.0,0.0
2018-10-14,61.94,61.94,61.94,0.0,0.0,62.31,62.31,62.31,0.0,0.0,61.94,61.94,61.94,0.0,0.0,62.03,62.03,62.03,0.0,0.0
2018-10-21,59.31,59.31,59.31,0.0,0.0,60.05,60.05,60.05,0.0,0.0,58.86,58.86,58.86,0.0,0.0,59.68,59.68,59.68,0.0,0.0
2018-10-28,61.94,61.94,61.94,0.0,0.0,62.1,62.1,62.1,0.0,0.0,61.26,61.26,61.26,0.0,0.0,61.55,61.55,61.55,0.0,0.0
2018-11-04,61.54,61.54,61.54,0.0,0.0,61.69,61.69,61.69,0.0,0.0,61.36,61.36,61.36,0.0,0.0,61.63,61.63,61.63,0.0,0.0
2018-11-11,60.83,60.83,60.83,0.0,0.0,61.3,61.3,61.3,0.0,0.0,60.8,60.8,60.8,0.0,0.0,61.22,61.22,61.22,0.0,0.0
2018-11-18,60.07,60.07,60.07,0.0,0.0,60.33,60.33,60.33,0.0,0.0,60.07,60.07,60.07,0.0,0.0,60.09,60.09,60.09,0.0,0.0
2018-11-25,61.11,61.11,61.11,0.0,0.0,61.22,61.22,61.22,0.0,0.0,60.96,60.96,60.96,0.0,0.0,61.19,61.19,61.19,0.0,0.0
2018-12-02,59.92,59.92,59.92,0.0,0.0,60.09,60.09,60.09,0.0,0.0,59.02,59.02,59.02,0.0,0.0,59.15,59.15,59.15,0.0,0.0
2018-12-09,58.81,58.81,58.81,0.0,0.0,59.06,59.06,59.06,0.0,0.0,58.76,58.76,58.76,0.0,0.0,58.79,58.79,58.79,0.0,0.0
2018-12-16,56.76,56.76,56.76,0.0,0.0,56.93,56.93,56.93,0.0,0.0,55.82,55.82,55.82,0.0,0.0,55.95,55.95,55.95,0.0,0.0
2018-12-23,57.35,57.35,57.35,0.0,0.0,57.35,57.35,57.35,0.0,0.0,56.85,56.85,56.85,0.0,0.0,57.16,57.16,57.16,0.0,0.0
2018-12-30,57.5,57.5,57.5,0.0,0.0,58.48,58.48,58.48,0.0,0.0,57.49,57.49,57.49,0.0,0.0,58.33,58.33,58.33,0.0,0.0
2019-01-06,59.41,59.41,59.41,0.0,0.0,59.6,59.6,59.6,0.0,0.0,59.24,59.24,59.24,0.0,0.0,59.43,59.43,59.43,0.0,0.0
2019-01-13,60.38,60.38,60.38,0.0,0.0,60.51,60.51,60.51,0.0,0.0,60.19,60.19,60.19,0.0,0.0,60.48,60.48,60.48,0.0,0.0
2019-01-20,60.48,60.48,60.48,0.0,0.0,60.78,60.78,60.78,0.0,0.0,60.48,60.48,60.48,0.0,0.0,60.6,60.6,60.6,0.0,0.0
2019-01-27,61.09,61.09,61.09,0.0,0.0,61.21,61.21,61.21,0.0,0.0,60.92,60.92,60.92,0.0,0.0,61.07,61.07,61.07,0.0,0.0
2019-02-03,60.22,60.22,60.22,0.0,0.0,60.45,60.45,60.45,0.0,0.0,60.07,60.07,60.07,0.0,0.0,60.45,60.45,60.45,0.0,0.0
2019-02-10,61.6,61.6,61.6,0.0,0.0,61.94,61.94,61.94,0.0,0.0,61.6,61.6,61.6,0.0,0.0,61.94,61.94,61.94,0.0,0.0
2019-02-17,62.48,62.48,62.48,0.0,0.0,62.62,62.62,62.62,0.0,0.0,62.38,62.38,62.38,0.0,0.0,62.47,62.47,62.47,0.0,0.0
2019-02-24,62.94,62.94,62.94,0.0,0.0,63.07,63.07,63.07,0.0,0.0,62.75,62.75,62.75,0.0,0.0,62.89,62.89,62.89,0.0,0.0
2019-03-03,61.49,61.49,61.49,0.0,0.0,61.81,61.81,61.81,0.0,0.0,61.45,61.45,61.45,0.0,0.0,61.77,61.77,61.77,0.0,0.0
2019-03-10,63.35,63.35,63.35,0.0,0.0,63.57,63.57,63.57,0.0,0.0,63.33,63.33,63.33,0.0,0.0,63.5,63.5,63.5,0.0,0.0
2019-03-17,63.11,63.11,63.11,0.0,0.0,63.24,63.24,63.24,0.0,0.0,62.65,62.65,62.65,0.0,0.0,62.67,62.67,62.67,0.0,0.0
2019-03-24,63.17,63.17,63.17,0.0,0.0,63.22,63.22,63.22,0.0,0.0,62.92,62.92,62.92,0.0,0.0,63.18,63.18,63.18,0.0,0.0
2019-03-31,64.34,64.34,64.34,0.0,0.0,64.51,64.51,64.51,0.0,0.0,64.34,64.34,64.34,0.0,0.0,64.51,64.51,64.51,0.0,0.0
2019-04-07,64.71,64.71,64.71,0.0,0.0,64.75,64.75,64.75,0.0,0.0,64.62,64.62,64.62,0.0,0.0,64.75,64.75,64.75,0.0,0.0
2019-04-14,65.11,65.11,65.11,0.0,0.0,65.13,65.13,65.13,0.0,0.0,64.88,64.88,64.88,0.0,0.0,65.06,65.06,65.06,0.0,0.0
2019-04-21,64.73,64.73,64.73,0.0,0.0,64.86,64.86,64.86,0.0,0.0,64.67,64.67,64.67,0.0,0.0,64.8,64.8,64.8,0.0,0.0
2019-04-28,64.93,64.93,64.93,0.0,0.0,65.3,65.3,65.3,0.0,0.0,64.89,64.89,64.89,0.0,0.0,65.25,65.25,65.25,0.0,0.0
2019-05-05,63.28,63.28,63.28,0.0,0.0,63.7,63.7,63.7,0.0,0.0,62.97,62.97,62.97,0.0,0.0,63.61,63.61,63.61,0.0,0.0
2019-05-12,63.17,63.17,63.17,0.0,0.0,63.49,63.49,63.49,0.0,0.0,63.12,63.12,63.12,0.0,0.0,63.22,63.22,63.22,0.0,0.0
2019-05-19,63.07,63.07,63.07,0.0,0.0,63.14,63.14,63.14,0.0,0.0,62.89,62.89,62.89,0.0,0.0,63.13,63.13,63.13,0.0,0.0
2019-05-26,61.56,61.56,61.56,0.0,0.0,61.9,61.9,61.9,0.0,0.0,61.51,61.51,61.51,0.0,0.0,61.87,61.87,61.87,0.0,0.0
2019-06-02,63.73,63.73,63.73,0.0,0.0,64.12,64.12,64.12,0.0,0.0,63.73,63.73,63.73,0.0,0.0,63.98,63.98,63.98,0.0,0.0
2019-06-09,63.64,63.64,63.64,0.0,0.0,63.66,63.66,63.66,0.0,0.0,63.43,63.43,63.43,0.0,0.0,63.55,63.55,63.55,0.0,0.0
2019-06-16,63.92,63.92,63.92,0.0,0.0,64.18,64.18,64.18,0.0,0.0,63.87,63.87,63.87,0.0,0.0,63.94,63.94,63.94,0.0,0.0
2019-06-23,64.24,64.24,64.24,0.0,0.0,64.35,64.35,64.35,0.0,0.0,64.17,64.17,64.17,0.0,0.0,64.31,64.31,64.31,0.0,0.0
2019-06-30,64.68,64.68,64.68,0.0,0.0,64.76,64.76,64.76,0.0,0.0,64.36,64.36,64.36,0.0,0.0,64.71,64.71,64.71,0.0,0.0
2019-07-07,64.29,64.29,64.29,0.0,0.0,64.36,64.36,64.36,0.0,0.0,64.18,64.18,64.18,0.0,0.0,64.34,64.34,64.34,0.0,0.0
2019-07-14,64.15,64.15,64.15,0.0,0.0,64.23,64.23,64.23,0.0,0.0,63.98,63.98,63.98,0.0,0.0,64.03,64.03,64.03,0.0,0.0
2019-07-21,64.11,64.11,64.11,0.0,0.0,64.21,64.21,64.21,0.0,0.0,64.06,64.06,64.06,0.0,0.0,64.08,64.08,64.08,0.0,0.0
2019-07-28,62.69,62.69,62.69,0.0,0.0,62.69,62.69,62.69,0.0,0.0,62.18,62.18,62.18,0.0,0.0,62.34,62.34,62.34,0.0,0.0
2019-08-04,62.01,62.01,62.01,0.0,0.0,62.02,62.02,62.02,0.0,0.0,61.63,61.63,61.63,0.0,0.0,61.85,61.85,61.85,0.0,0.0
2019-08-11,60.67,60.67,60.67,0.0,0.0,61.09,61.09,61.09,0.0,0.0,60.67,60.67,60.67,0.0,0.0,61.08,61.08,61.08,0.0,0.0
2019-08-18,61.44,61.44,61.44,0.0,0.0,61.86,61.86,61.86,0.0,0.0,60.87,60.87,60.87,0.0,0.0,60.92,60.92,60.92,0.0,0.0
2019-08-25,62.27,62.27,62.27,0.0,0.0,62.31,62.31,62.31,0.0,0.0,61.86,61.86,61.86,0.0,0.0,62.15,62.15,62.15,0.0,0.0
2019-09-01,63.44,63.44,63.44,0.0,0.0,63.58,63.58,63.58,0.0,0.0,63.41,63.41,63.41,0.0,0.0,63.45,63.45,63.45,0.0,0.0
2019-09-08,64.79,64.79,64.79,0.0,0.0,64.97,64.97,64.97,0.0,0.0,64.73,64.73,64.73,0.0,0.0,64.78,64.78,64.78,0.0,0.0
2019-09-15,64.76,64.76,64.76,0.0,0.0,64.82,64.82,64.82,0.0,0.0,64.5,64.5,64.5,0.0,0.0,64.5,64.5,64.5,0.0,0.0
2019-09-22,64.25,64.25,64.25,0.0,0.0,64.31,64.31,64.31,0.0,0.0,63.88,63.88,63.88,0.0,0.0,63.98,63.98,63.98,0.0,0.0
2019-09-29,62.79,62.79,62.79,0.0,0.0,63.28,63.28,63.28,0.0,0.0,62.77,62.77,62.77,0.0,0.0,63.27,63.27,63.27,0.0,0.0
2019-10-06,64.45,64.45,64.45,0.0,0.0,64.85,64.85,64.85,0.0,0.0,64.45,64.45,64.45,0.0,0.0,64.59,64.59,64.59,0.0,0.0
2019-10-13,65.3,65.3,65.3,0.0,0.0,65.46,65.46,65.46,0.0,0.0,65.1,65.1,65.1,0.0,0.0,65.27,65.27,65.27,0.0,0.0
2019-10-20,65.88,65.88,65.88,0.0,0.0,66.17,66.17,66.17,0.0,0.0,65.88,65.88,65.88,0.0,0.0,66.13,66.13,66.13,0.0,0.0
2019-10-27,66.97,66.97,66.97,0.0,0.0,67.11,67.11,67.11,0.0,0.0,66.92,66.92,66.92,0.0,0.0,67.11,67.11,67.11,0.0,0.0
2019-11-03,67.27,67.27,67.27,0.0,0.0,67.47,67.47,67.47,0.0,0.0,67.23,67.23,67.23,0.0,0.0,67.47,67.47,67.47,0.0,0.0
2019-11-10,67.12,67.12,67.12,0.0,0.0,67.37,67.37,67.37,0.0,0.0,67.12,67.12,67.12,0.0,0.0,67.33,67.33,67.33,0.0,0.0
2019-11-17,67.05,67.05,67.05,0.0,0.0,67.05,67.05,67.05,0.0,0.0,66.8,66.8,66.8,0.0,0.0,66.9,66.9,66.9,0.0,0.0
2019-11-24,67.22,67.22,67.22,0.0,0.0,67.35,67.35,67.35,0.0,0.0,67.14,67.14,67.14,0.0,0.0,67.17,67.17,67.17,0.0,0.0
2019-12-01,67.68,67.68,67.68,0.0,0.0,67.78,67.78,67.78,0.0,0.0,67.59,67.59,67.59,0.0,0.0,67.77,67.77,67.77,0.0,0.0
2019-12-08,68.63,68.63,68.63,0.0,0.0,68.98,68.98,68.98,0.0,0.0,68.51,68.51,68.51,0.0,0.0,68.69,68.69,68.69,0.0,0.0
2019-12-15,68.65,68.65,68.65,0.0,0.0,68.65,68.65,68.65,0.0,0.0,68.4,68.4,68.4,0.0,0.0,68.43,68.43,68.43,0.0,0.0
2019-12-22,68.99,68.99,68.99,0.0,0.0,69.07,69.07,69.07,0.0,0.0,68.81,68.81,68.81,0.0,0.0,68.88,68.88,68.88,0.0,0.0
2019-12-29,68.5,68.5,68.5,0.0,0.0,68.93,68.93,68.93,0.0,0.0,68.5,68.5,68.5,0.0,0.0,68.52,68.52,68.52,0.0,0.0
