Date,LANC_Open_average,LANC_Open_max,LANC_Open_min,LANC_Open_volatility,LANC_Open_change,LANC_High_average,LANC_High_max,LANC_High_min,LANC_High_volatility,LANC_High_change,LANC_Low_average,LANC_Low_max,LANC_Low_min,LANC_Low_volatility,LANC_Low_change,LANC_Close_average,LANC_Close_max,LANC_Close_min,LANC_Close_volatility,LANC_Close_change,LANC_Volume_average,LANC_Volume_max,LANC_Volume_min,LANC_Volume_volatility,LANC_Volume_change
2018-01-14,128.024,128.72,127.38,1.3400000000000034,0.7399999999999949,129.43,129.91,128.98,0.9300000000000068,0.3499999999999943,127.17399999999999,128.14,126.38,1.759999999999991,0.9099999999999824,128.194,129.48,127.18,2.299999999999983,2.1799999999999926,97056,107094,88762,18332,5195
2018-01-21,127.01599999999999,131.2,120.65,10.549999999999983,-2.1500000000000057,129.88,132.35,126.95,5.3999999999999915,-1.9899999999999807,124.832,129.34,118.23,11.11,-2.960000000000008,127.98400000000001,130.93,124.59,6.340000000000003,-4.480000000000004,232287,381859,143667,238192,-12432
2018-01-28,126.292,127.81,123.53,4.280000000000001,-2.1299999999999955,128.222,130.37,124.98,5.390000000000001,-3.549999999999997,124.566,126.43,120.45,5.980000000000004,-5.159999999999997,125.55799999999999,128.4,120.49,7.910000000000011,-5.930000000000007,205476,449852,100572,349280,49668
2018-02-04,120.114,121.06,118.12,2.9399999999999977,2.4099999999999966,122.36,123.51,121.41,2.1000000000000085,-1.4000000000000057,118.076,119.68,116.22,3.460000000000008,1.3299999999999983,120.228,121.21,119.32,1.8900000000000006,-1.1500000000000057,119026,160350,93576,66774,-56715
2018-02-11,120.1125,121.39,118.89,2.5,2.5,121.58500000000001,122.51,120.44,2.0700000000000074,2.0700000000000074,119.3775,120.57,118.53,2.039999999999992,2.039999999999992,120.94,121.86,119.86,2.0,1.7399999999999949,71281,85519,56630,28889,-28889
2018-02-18,120.19,121.06,119.2,1.8599999999999994,-0.35999999999999943,121.486,122.33,120.61,1.7199999999999989,0.4099999999999966,119.33800000000001,120.7,118.31,2.3900000000000006,0.9399999999999977,120.266,121.89,119.14,2.75,1.7600000000000051,71512,91181,45216,45965,-21689
2018-02-25,119.616,121.88,117.23,4.6499999999999915,-2.75,121.774,123.0,120.03,2.969999999999999,-0.519999999999996,118.07000000000001,120.05,115.81,4.239999999999995,-0.9599999999999937,119.734,121.32,118.2,3.1199999999999903,0.22999999999998977,88280,121572,67313,54259,-17471
2018-03-04,122.61200000000001,123.54,121.53,2.010000000000005,0.8900000000000006,123.76,124.21,123.13,1.0799999999999983,1.0799999999999983,121.506,122.42,120.16,2.260000000000005,2.260000000000005,122.994,123.69,122.43,1.259999999999991,0.8400000000000034,89177,107238,69346,37892,21788
2018-03-11,122.182,124.18,120.16,4.02000000000001,-3.8300000000000125,122.84,124.18,121.38,2.8000000000000114,-2.3300000000000125,120.36,122.24,118.62,3.6199999999999903,-2.6599999999999966,121.474,123.4,120.19,3.210000000000008,-2.730000000000004,124157,254466,78892,175574,217
2018-03-18,120.082,121.2,119.33,1.8700000000000045,-0.9599999999999937,120.93599999999999,121.69,119.7,1.9899999999999949,-1.9899999999999949,118.888,119.7,117.88,1.8200000000000074,-1.7700000000000102,119.736,121.27,118.25,3.019999999999996,-1.789999999999992,99459,106890,90885,16005,-9458
2018-03-25,121.4025,122.8,119.79,3.009999999999991,3.009999999999991,122.9875,124.2,122.19,2.010000000000005,0.6200000000000045,119.275,121.09,117.53,3.5600000000000023,-0.6599999999999966,121.3325,123.14,119.75,3.3900000000000006,-1.0,134985,179086,98310,80776,-80776
2018-04-01,122.58,124.93,120.26,4.670000000000002,3.0,124.858,126.17,123.01,3.1599999999999966,1.4799999999999898,121.584,123.08,120.19,2.8900000000000006,2.2099999999999937,123.128,124.28,121.7,2.5799999999999983,0.9899999999999949,81958,113285,66098,47187,-43434
2018-04-08,123.226,123.93,122.32,1.6100000000000136,0.3200000000000074,124.16,125.58,123.46,2.1200000000000045,1.9699999999999989,121.936,122.59,121.33,1.2600000000000051,0.8400000000000034,123.306,124.76,122.61,2.1500000000000057,1.7800000000000011,52542,68331,37739,30592,-20617
