Date,Proshares UltraPro NASDAQ Biotechnology_Open_average,Proshares UltraPro NASDAQ Biotechnology_Open_max,Proshares UltraPro NASDAQ Biotechnology_Open_min,Proshares UltraPro NASDAQ Biotechnology_Open_volatility,Proshares UltraPro NASDAQ Biotechnology_Open_change,Proshares UltraPro NASDAQ Biotechnology_High_average,Proshares UltraPro NASDAQ Biotechnology_High_max,Proshares UltraPro NASDAQ Biotechnology_High_min,Proshares UltraPro NASDAQ Biotechnology_High_volatility,Proshares UltraPro NASDAQ Biotechnology_High_change,Proshares UltraPro NASDAQ Biotechnology_Low_average,Proshares UltraPro NASDAQ Biotechnology_Low_max,Proshares UltraPro NASDAQ Biotechnology_Low_min,Proshares UltraPro NASDAQ Biotechnology_Low_volatility,Proshares UltraPro NASDAQ Biotechnology_Low_change,Proshares UltraPro NASDAQ Biotechnology_Close_average,Proshares UltraPro NASDAQ Biotechnology_Close_max,Proshares UltraPro NASDAQ Biotechnology_Close_min,Proshares UltraPro NASDAQ Biotechnology_Close_volatility,Proshares UltraPro NASDAQ Biotechnology_Close_change
2018-09-30,37.88,37.88,37.88,0.0,0.0,38.47,38.47,38.47,0.0,0.0,36.31,36.31,36.31,0.0,0.0,37.54,37.54,37.54,0.0,0.0
2018-10-07,32.78,32.78,32.78,0.0,0.0,33.12,33.12,33.12,0.0,0.0,31.95,31.95,31.95,0.0,0.0,32.21,32.21,32.21,0.0,0.0
2018-10-14,33.57,33.57,33.57,0.0,0.0,33.57,33.57,33.57,0.0,0.0,30.61,30.61,30.61,0.0,0.0,31.47,31.47,31.47,0.0,0.0
2018-10-21,27.18,27.18,27.18,0.0,0.0,27.7,27.7,27.7,0.0,0.0,23.94,23.94,23.94,0.0,0.0,25.41,25.41,25.41,0.0,0.0
2018-10-28,29.9,29.9,29.9,0.0,0.0,29.93,29.93,29.93,0.0,0.0,28.5,28.5,28.5,0.0,0.0,29.56,29.56,29.56,0.0,0.0
2018-11-04,28.68,28.68,28.68,0.0,0.0,29.08,29.08,29.08,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.42,26.42,26.42,0.0,0.0
2018-11-11,26.47,26.47,26.47,0.0,0.0,26.73,26.73,26.73,0.0,0.0,24.5,24.5,24.5,0.0,0.0,25.05,25.05,25.05,0.0,0.0
2018-11-18,25.98,25.98,25.98,0.0,0.0,26.96,26.96,26.96,0.0,0.0,25.91,25.91,25.91,0.0,0.0,26.7,26.7,26.7,0.0,0.0
2018-11-25,31.5,31.5,31.5,0.0,0.0,31.69,31.69,31.69,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.87,30.87,30.87,0.0,0.0
2018-12-02,25.63,25.63,25.63,0.0,0.0,25.74,25.74,25.74,0.0,0.0,23.66,23.66,23.66,0.0,0.0,25.55,25.55,25.55,0.0,0.0
2018-12-09,23.79,23.79,23.79,0.0,0.0,24.88,24.88,24.88,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.71,22.71,22.71,0.0,0.0
2018-12-16,16.31,16.31,16.31,0.0,0.0,17.2,17.2,17.2,0.0,0.0,15.76,15.76,15.76,0.0,0.0,16.09,16.09,16.09,0.0,0.0
2018-12-23,19.29,19.29,19.29,0.0,0.0,20.17,20.17,20.17,0.0,0.0,19.29,19.29,19.29,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2018-12-30,24.63,24.63,24.63,0.0,0.0,26.56,26.56,26.56,0.0,0.0,24.5,24.5,24.5,0.0,0.0,26.19,26.19,26.19,0.0,0.0
2019-01-06,27.5,27.5,27.5,0.0,0.0,27.56,27.56,27.56,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2019-01-13,29.34,29.34,29.34,0.0,0.0,29.4,29.4,29.4,0.0,0.0,28.01,28.01,28.01,0.0,0.0,29.4,29.4,29.4,0.0,0.0
2019-01-20,27.75,27.75,27.75,0.0,0.0,27.75,27.75,27.75,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.63,26.63,26.63,0.0,0.0
2019-01-27,29.06,29.06,29.06,0.0,0.0,29.06,29.06,29.06,0.0,0.0,28.08,28.08,28.08,0.0,0.0,28.86,28.86,28.86,0.0,0.0
2019-02-03,27.35,27.35,27.35,0.0,0.0,27.45,27.45,27.45,0.0,0.0,26.82,26.82,26.82,0.0,0.0,27.37,27.37,27.37,0.0,0.0
2019-02-10,29.06,29.06,29.06,0.0,0.0,30.07,30.07,30.07,0.0,0.0,29.0,29.0,29.0,0.0,0.0,30.07,30.07,30.07,0.0,0.0
2019-02-17,30.13,30.13,30.13,0.0,0.0,31.11,31.11,31.11,0.0,0.0,30.12,30.12,30.12,0.0,0.0,30.85,30.85,30.85,0.0,0.0
2019-02-24,33.01,33.01,33.01,0.0,0.0,33.19,33.19,33.19,0.0,0.0,30.33,30.33,30.33,0.0,0.0,31.58,31.58,31.58,0.0,0.0
2019-03-03,27.33,27.33,27.33,0.0,0.0,29.0,29.0,29.0,0.0,0.0,27.33,27.33,27.33,0.0,0.0,29.0,29.0,29.0,0.0,0.0
2019-03-10,31.55,31.55,31.55,0.0,0.0,32.0,32.0,32.0,0.0,0.0,30.65,30.65,30.65,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2019-03-17,26.82,26.82,26.82,0.0,0.0,27.06,27.06,27.06,0.0,0.0,25.82,25.82,25.82,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2019-03-24,29.77,29.77,29.77,0.0,0.0,30.15,30.15,30.15,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.41,29.41,29.41,0.0,0.0
2019-03-31,31.64,31.64,31.64,0.0,0.0,31.64,31.64,31.64,0.0,0.0,30.41,30.41,30.41,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2019-04-07,28.52,28.52,28.52,0.0,0.0,28.82,28.82,28.82,0.0,0.0,27.35,27.35,27.35,0.0,0.0,28.04,28.04,28.04,0.0,0.0
2019-04-14,23.87,23.87,23.87,0.0,0.0,24.21,24.21,24.21,0.0,0.0,23.17,23.17,23.17,0.0,0.0,23.68,23.68,23.68,0.0,0.0
2019-04-21,25.61,25.61,25.61,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.01,25.01,25.01,0.0,0.0,25.44,25.44,25.44,0.0,0.0
2019-04-28,24.5,24.5,24.5,0.0,0.0,26.61,26.61,26.61,0.0,0.0,24.5,24.5,24.5,0.0,0.0,26.53,26.53,26.53,0.0,0.0
2019-05-05,22.46,22.46,22.46,0.0,0.0,22.46,22.46,22.46,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.25,21.25,21.25,0.0,0.0
2019-05-12,22.22,22.22,22.22,0.0,0.0,22.23,22.23,22.23,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.73,21.73,21.73,0.0,0.0
2019-05-19,23.25,23.25,23.25,0.0,0.0,23.47,23.47,23.47,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.89,22.89,22.89,0.0,0.0
2019-05-26,20.38,20.38,20.38,0.0,0.0,21.38,21.38,21.38,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.85,20.85,20.85,0.0,0.0
2019-06-02,22.71,22.71,22.71,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.14,22.14,22.14,0.0,0.0
2019-06-09,22.6,22.6,22.6,0.0,0.0,24.07,24.07,24.07,0.0,0.0,22.6,22.6,22.6,0.0,0.0,23.93,23.93,23.93,0.0,0.0
2019-06-16,25.76,25.76,25.76,0.0,0.0,25.78,25.78,25.78,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.51,24.51,24.51,0.0,0.0
2019-06-23,26.66,26.66,26.66,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2019-06-30,25.48,25.48,25.48,0.0,0.0,25.48,25.48,25.48,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.82,24.82,24.82,0.0,0.0
2019-07-07,23.37,23.37,23.37,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.68,23.68,23.68,0.0,0.0
2019-07-14,23.1,23.1,23.1,0.0,0.0,23.39,23.39,23.39,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.97,22.97,22.97,0.0,0.0
2019-07-21,23.29,23.29,23.29,0.0,0.0,23.29,23.29,23.29,0.0,0.0,22.45,22.45,22.45,0.0,0.0,23.1,23.1,23.1,0.0,0.0
2019-07-28,22.1,22.1,22.1,0.0,0.0,22.1,22.1,22.1,0.0,0.0,20.53,20.53,20.53,0.0,0.0,20.97,20.97,20.97,0.0,0.0
2019-08-04,23.0,23.0,23.0,0.0,0.0,23.0,23.0,23.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.22,22.22,22.22,0.0,0.0
2019-08-11,23.16,23.16,23.16,0.0,0.0,23.56,23.56,23.56,0.0,0.0,22.85,22.85,22.85,0.0,0.0,23.36,23.36,23.36,0.0,0.0
2019-08-18,21.33,21.33,21.33,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.02,21.02,21.02,0.0,0.0,21.19,21.19,21.19,0.0,0.0
2019-08-25,21.76,21.76,21.76,0.0,0.0,21.76,21.76,21.76,0.0,0.0,20.8,20.8,20.8,0.0,0.0,21.14,21.14,21.14,0.0,0.0
2019-09-01,20.7,20.7,20.7,0.0,0.0,20.7,20.7,20.7,0.0,0.0,19.98,19.98,19.98,0.0,0.0,20.4,20.4,20.4,0.0,0.0
2019-09-08,21.6,21.6,21.6,0.0,0.0,22.55,22.55,22.55,0.0,0.0,21.6,21.6,21.6,0.0,0.0,22.47,22.47,22.47,0.0,0.0
2019-09-15,22.59,22.59,22.59,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.01,22.01,22.01,0.0,0.0,22.06,22.06,22.06,0.0,0.0
2019-09-22,18.98,18.98,18.98,0.0,0.0,19.38,19.38,19.38,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.93,18.93,18.93,0.0,0.0
2019-09-29,19.01,19.01,19.01,0.0,0.0,19.32,19.32,19.32,0.0,0.0,18.85,18.85,18.85,0.0,0.0,18.85,18.85,18.85,0.0,0.0
2019-10-06,19.16,19.16,19.16,0.0,0.0,19.88,19.88,19.88,0.0,0.0,19.16,19.16,19.16,0.0,0.0,19.44,19.44,19.44,0.0,0.0
2019-10-13,20.89,20.89,20.89,0.0,0.0,21.42,21.42,21.42,0.0,0.0,20.49,20.49,20.49,0.0,0.0,21.29,21.29,21.29,0.0,0.0
2019-10-20,22.45,22.45,22.45,0.0,0.0,23.32,23.32,23.32,0.0,0.0,22.45,22.45,22.45,0.0,0.0,23.24,23.24,23.24,0.0,0.0
2019-10-27,25.44,25.44,25.44,0.0,0.0,25.65,25.65,25.65,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.77,24.77,24.77,0.0,0.0
2019-11-03,25.29,25.29,25.29,0.0,0.0,25.29,25.29,25.29,0.0,0.0,24.85,24.85,24.85,0.0,0.0,25.14,25.14,25.14,0.0,0.0
2019-11-10,26.14,26.14,26.14,0.0,0.0,26.26,26.26,26.26,0.0,0.0,25.5,25.5,25.5,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2019-11-17,29.62,29.62,29.62,0.0,0.0,31.2,31.2,31.2,0.0,0.0,29.62,29.62,29.62,0.0,0.0,31.11,31.11,31.11,0.0,0.0
2019-11-24,32.34,32.34,32.34,0.0,0.0,32.4,32.4,32.4,0.0,0.0,30.68,30.68,30.68,0.0,0.0,31.21,31.21,31.21,0.0,0.0
2019-12-01,32.96,32.96,32.96,0.0,0.0,33.14,33.14,33.14,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.8,31.8,31.8,0.0,0.0
2019-12-08,33.74,33.74,33.74,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.17,33.17,33.17,0.0,0.0,33.58,33.58,33.58,0.0,0.0
2019-12-15,34.38,34.38,34.38,0.0,0.0,34.83,34.83,34.83,0.0,0.0,33.79,33.79,33.79,0.0,0.0,34.58,34.58,34.58,0.0,0.0
2019-12-22,33.45,33.45,33.45,0.0,0.0,33.61,33.61,33.61,0.0,0.0,31.98,31.98,31.98,0.0,0.0,32.29,32.29,32.29,0.0,0.0
2019-12-29,30.86,30.86,30.86,0.0,0.0,31.51,31.51,31.51,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.82,30.82,30.82,0.0,0.0
