Date,IAF_Open_average,IAF_Open_max,IAF_Open_min,IAF_Open_volatility,IAF_Open_change,IAF_High_average,IAF_High_max,IAF_High_min,IAF_High_volatility,IAF_High_change,IAF_Low_average,IAF_Low_max,IAF_Low_min,IAF_Low_volatility,IAF_Low_change,IAF_Close_average,IAF_Close_max,IAF_Close_min,IAF_Close_volatility,IAF_Close_change,IAF_Volume_average,IAF_Volume_max,IAF_Volume_min,IAF_Volume_volatility,IAF_Volume_change
2018-01-14,6.458,6.63,6.32,0.3099999999999996,-0.3099999999999996,6.48,6.63,6.42,0.20999999999999996,-0.20999999999999996,6.378,6.42,6.32,0.09999999999999964,-0.09999999999999964,6.412,6.44,6.38,0.0600000000000005,0.0,9524,14666,5346,9320,6660
2018-01-21,6.584,6.77,6.38,0.3899999999999997,0.3899999999999997,6.622,6.77,6.43,0.33999999999999986,0.33999999999999986,6.5520000000000005,6.72,6.38,0.33999999999999986,0.33999999999999986,6.602,6.73,6.42,0.3100000000000005,0.3100000000000005,17020,21715,10198,11517,-4160
2018-01-28,6.678,6.75,6.49,0.2599999999999998,-0.2599999999999998,6.678,6.75,6.49,0.2599999999999998,-0.2599999999999998,6.5,6.67,6.1,0.5700000000000003,-0.5600000000000005,6.522,6.71,6.14,0.5700000000000003,-0.5300000000000002,18074,35548,10581,24967,23456
2018-02-04,6.298,6.48,6.08,0.40000000000000036,0.20999999999999996,6.366,6.48,6.28,0.20000000000000018,0.0,6.208,6.37,6.05,0.3200000000000003,0.23000000000000043,6.304,6.44,6.24,0.20000000000000018,-0.02999999999999936,14827,21869,8807,13062,-7962
2018-02-11,6.3125,6.37,6.25,0.1200000000000001,0.1200000000000001,6.38,6.42,6.34,0.08000000000000007,0.08000000000000007,6.295,6.35,6.25,0.09999999999999964,0.09999999999999964,6.3575,6.4,6.34,0.0600000000000005,0.009999999999999787,12200,19892,4245,15647,2810
2018-02-18,6.404,6.51,6.37,0.13999999999999968,0.1299999999999999,6.4559999999999995,6.6,6.39,0.20999999999999996,0.16999999999999993,6.39,6.48,6.34,0.14000000000000057,0.11000000000000032,6.446,6.6,6.39,0.20999999999999996,0.1999999999999993,10407,19357,2773,16584,-4129
2018-02-25,6.342,6.53,6.18,0.35000000000000053,-0.35000000000000053,6.354,6.53,6.24,0.29000000000000004,-0.29000000000000004,6.266,6.39,6.17,0.21999999999999975,-0.20999999999999996,6.29,6.4,6.21,0.1900000000000004,-0.16000000000000014,7317,11505,4200,7305,2119
2018-03-04,6.446,6.55,6.32,0.22999999999999954,0.17999999999999972,6.552,6.63,6.45,0.17999999999999972,-0.03000000000000025,6.374,6.5,6.26,0.2400000000000002,0.2400000000000002,6.484,6.63,6.29,0.33999999999999986,-0.08999999999999986,10144,16083,4302,11781,97
2018-03-11,6.414,6.58,6.26,0.3200000000000003,-0.2599999999999998,6.426,6.58,6.26,0.3200000000000003,-0.2999999999999998,6.338,6.49,6.1,0.39000000000000057,-0.39000000000000057,6.348,6.49,6.12,0.3700000000000001,-0.3700000000000001,9283,12972,6566,6406,-6160
2018-03-18,6.202,6.4,6.1,0.3000000000000007,0.3000000000000007,6.228,6.4,6.17,0.23000000000000043,0.23000000000000043,6.108,6.14,6.08,0.05999999999999961,0.020000000000000462,6.14,6.2,6.08,0.1200000000000001,0.040000000000000036,12848,29013,3835,25178,25178
2018-03-25,6.109999999999999,6.16,6.04,0.1200000000000001,-0.0600000000000005,6.14,6.19,6.1,0.09000000000000075,-0.0600000000000005,6.035,6.07,5.97,0.10000000000000053,-0.10000000000000053,6.0625,6.09,6.03,0.05999999999999961,-0.05999999999999961,11987,18371,6080,12291,-1724
2018-04-01,6.04,6.15,5.99,0.16000000000000014,-0.09000000000000075,6.084,6.15,6.05,0.10000000000000053,-0.0600000000000005,6.018,6.06,5.99,0.0699999999999994,0.019999999999999574,6.042,6.06,6.03,0.02999999999999936,0.009999999999999787,8612,11690,5962,5728,-2693
2018-04-08,6.06,6.09,6.02,0.07000000000000028,-0.03000000000000025,6.11,6.15,6.06,0.09000000000000075,-0.07000000000000028,6.048,6.09,6.02,0.07000000000000028,-0.05999999999999961,6.088,6.15,6.04,0.11000000000000032,-0.08000000000000007,9005,12415,6522,5893,4954
2018-04-15,5.974,6.06,5.89,0.16999999999999993,-0.16999999999999993,6.014,6.1,5.93,0.16999999999999993,-0.07999999999999918,5.938,6.01,5.85,0.16000000000000014,-0.1200000000000001,5.984,6.1,5.85,0.25,-0.04999999999999982,12822,21474,5354,16120,2815
2018-04-22,5.996,6.04,5.94,0.09999999999999964,0.07999999999999918,6.034,6.05,6.01,0.040000000000000036,0.020000000000000462,5.972,6.01,5.94,0.0699999999999994,0.05999999999999961,5.984,6.01,5.94,0.0699999999999994,0.05999999999999961,6021,8868,2691,6177,-2897
2018-04-29,6.016,6.04,5.99,0.04999999999999982,0.03000000000000025,6.03,6.04,6.01,0.03000000000000025,0.03000000000000025,5.99,6.02,5.95,0.0699999999999994,0.0699999999999994,6.012,6.03,5.96,0.07000000000000028,0.07000000000000028,7153,10175,3045,7130,-5312
2018-05-06,6.094,6.18,6.02,0.16000000000000014,0.16000000000000014,6.104,6.18,6.02,0.16000000000000014,0.16000000000000014,6.048,6.1,6.0,0.09999999999999964,0.09999999999999964,6.09,6.15,6.02,0.13000000000000078,0.13000000000000078,5329,6813,2893,3920,3456
2018-05-13,6.082,6.11,6.05,0.0600000000000005,0.05000000000000071,6.092,6.12,6.07,0.04999999999999982,0.040000000000000036,6.06,6.1,6.03,0.0699999999999994,0.05999999999999961,6.082,6.12,6.07,0.04999999999999982,0.040000000000000036,7759,8799,6853,1946,-1564
2018-05-20,6.09,6.12,6.06,0.0600000000000005,-0.040000000000000036,6.105,6.13,6.08,0.04999999999999982,-0.04999999999999982,6.0525,6.1,6.01,0.08999999999999986,-0.08999999999999986,6.06,6.1,6.01,0.08999999999999986,-0.08999999999999986,8361,10610,6853,3757,-3119
2018-05-27,6.064,6.18,6.0,0.17999999999999972,0.17999999999999972,6.106,6.18,6.01,0.16999999999999993,0.16999999999999993,6.04,6.14,5.96,0.17999999999999972,0.17999999999999972,6.08,6.18,5.96,0.21999999999999975,0.21999999999999975,11753,13518,10404,3114,-3114
