Date,ABM_stock_Open_average,ABM_stock_Open_max,ABM_stock_Open_min,ABM_stock_Open_volatility,ABM_stock_Open_change,ABM_stock_High_average,ABM_stock_High_max,ABM_stock_High_min,ABM_stock_High_volatility,ABM_stock_High_change,ABM_stock_Low_average,ABM_stock_Low_max,ABM_stock_Low_min,ABM_stock_Low_volatility,ABM_stock_Low_change,ABM_stock_Close_average,ABM_stock_Close_max,ABM_stock_Close_min,ABM_stock_Close_volatility,ABM_stock_Close_change,ABM_stock_Volume_average,ABM_stock_Volume_max,ABM_stock_Volume_min,ABM_stock_Volume_volatility,ABM_stock_Volume_change
2018-01-14,38.775,38.97,38.68,0.28999999999999915,-0.21000000000000085,39.265,39.82,38.89,0.9299999999999997,0.6600000000000037,38.4775,38.76,38.22,0.5399999999999991,0.5399999999999991,38.8975,39.77,38.47,1.3000000000000043,1.3000000000000043,467854,694973,374132,320841,22877
2018-01-21,39.542,39.8,39.42,0.37999999999999545,-0.27999999999999403,39.79,40.0,39.54,0.46000000000000085,-0.13000000000000256,38.908,39.27,38.6,0.6700000000000017,-0.6700000000000017,39.254,39.5,38.75,0.75,-0.75,471224,598550,370028,228522,228522
2018-01-28,38.166000000000004,38.59,37.34,1.25,-1.25,38.466,39.02,37.5,1.5200000000000031,-1.5200000000000031,37.827999999999996,38.51,36.9,1.6099999999999994,-1.6099999999999994,37.964,38.71,37.1,1.6099999999999994,-1.6099999999999994,694098,1841442,352538,1488904,17990
2018-02-04,35.089999999999996,36.82,34.07,2.75,-2.020000000000003,35.592,36.97,35.14,1.8299999999999983,-1.7999999999999972,34.364,34.93,33.7,1.2299999999999969,-0.7800000000000011,34.85,35.13,34.55,0.5800000000000054,-0.0799999999999983,473051,580907,299209,281698,-36006
2018-02-11,35.64,36.6,34.98,1.6200000000000045,1.3200000000000003,36.276,37.06,35.49,1.5700000000000003,1.3599999999999994,35.434000000000005,36.31,34.59,1.7199999999999989,1.6199999999999974,36.026,36.62,35.29,1.3299999999999983,1.1699999999999946,443487,762854,243925,518929,276008
2018-02-18,36.505,36.93,36.34,0.5899999999999963,-0.06999999999999318,36.870000000000005,37.1,36.54,0.5600000000000023,-0.0799999999999983,36.1525,36.41,35.99,0.4199999999999946,-0.4099999999999966,36.4525,36.75,36.14,0.6099999999999994,0.03999999999999915,638919,1116501,382342,734159,35210
2018-02-25,35.71,36.96,33.81,3.1499999999999986,-2.960000000000001,35.924,37.13,34.1,3.030000000000001,-3.030000000000001,34.908,36.46,33.33,3.1300000000000026,-3.1300000000000026,35.196,37.11,33.85,3.259999999999998,-3.259999999999998,649875,968657,431314,537343,370517
2018-03-04,35.324,37.2,33.29,3.9100000000000037,3.9100000000000037,36.572,37.78,35.17,2.6099999999999994,2.6099999999999994,35.184,36.82,33.29,3.530000000000001,3.530000000000001,36.312,37.65,35.01,2.6400000000000006,2.6400000000000006,698890,1117239,420579,696660,-388303
2018-03-11,36.654,38.12,34.74,3.3799999999999955,-2.9299999999999997,37.07,38.37,35.07,3.299999999999997,-3.289999999999999,36.12,37.67,34.09,3.5799999999999983,-3.270000000000003,36.455999999999996,38.02,34.61,3.4100000000000037,-3.0400000000000063,1162388,2477743,581363,1896380,640318
2018-03-18,34.298,34.94,33.53,1.4099999999999966,-1.4099999999999966,34.538,35.04,33.67,1.3699999999999974,-1.3699999999999974,33.674,34.22,32.46,1.759999999999998,-1.490000000000002,33.874,34.47,32.46,2.009999999999998,-2.0,618692,818500,339735,478765,-151850
2018-03-25,33.129999999999995,33.48,32.73,0.75,0.5399999999999991,33.635,33.86,33.51,0.3500000000000014,0.3500000000000014,32.7925,33.22,32.6,0.6199999999999974,0.6199999999999974,33.195,33.48,32.77,0.7099999999999937,0.17999999999999972,1279650,2580987,699012,1881975,1526367
2018-04-01,33.208,33.5,32.77,0.7299999999999969,-0.12999999999999545,33.566,33.8,33.42,0.37999999999999545,-0.03999999999999915,32.698,33.31,32.34,0.9699999999999989,-0.00999999999999801,33.168,33.54,32.63,0.9099999999999966,-0.17999999999999972,636979,828016,464712,363304,207628
2018-04-08,32.544,32.77,32.18,0.5900000000000034,-0.22000000000000597,32.824,32.94,32.7,0.23999999999999488,-0.23999999999999488,32.2,32.35,32.08,0.2700000000000031,0.030000000000001137,32.354,32.56,32.14,0.4200000000000017,0.10999999999999943,434557,478834,390708,88126,-38191
2018-04-15,32.455999999999996,32.73,32.12,0.6099999999999994,-0.30000000000000426,32.542,32.77,32.22,0.5500000000000043,-0.3100000000000023,32.146,32.41,31.72,0.6899999999999977,-0.5300000000000011,32.286,32.52,31.75,0.7700000000000031,-0.7100000000000009,476831,621483,343137,278346,121562
2018-04-22,31.964,32.18,31.78,0.3999999999999986,0.03999999999999915,32.212,32.62,32.03,0.5899999999999963,-0.0799999999999983,31.628,31.76,31.26,0.5,-0.4399999999999977,31.83,32.07,31.31,0.7600000000000016,-0.6400000000000006,687198,1352988,443754,909234,-826692
2018-04-29,30.742,31.42,30.16,1.2600000000000016,-1.2600000000000016,30.872,31.56,30.44,1.1199999999999974,-1.1199999999999974,30.35,31.07,29.87,1.1999999999999993,-1.1999999999999993,30.566,31.13,30.25,0.879999999999999,-0.8099999999999987,1012177,1941958,646543,1295415,-1181107
