Date,SPDR S&P Aerospace & Defense_Open_average,SPDR S&P Aerospace & Defense_Open_max,SPDR S&P Aerospace & Defense_Open_min,SPDR S&P Aerospace & Defense_Open_volatility,SPDR S&P Aerospace & Defense_Open_change,SPDR S&P Aerospace & Defense_High_average,SPDR S&P Aerospace & Defense_High_max,SPDR S&P Aerospace & Defense_High_min,SPDR S&P Aerospace & Defense_High_volatility,SPDR S&P Aerospace & Defense_High_change,SPDR S&P Aerospace & Defense_Low_average,SPDR S&P Aerospace & Defense_Low_max,SPDR S&P Aerospace & Defense_Low_min,SPDR S&P Aerospace & Defense_Low_volatility,SPDR S&P Aerospace & Defense_Low_change,SPDR S&P Aerospace & Defense_Close_average,SPDR S&P Aerospace & Defense_Close_max,SPDR S&P Aerospace & Defense_Close_min,SPDR S&P Aerospace & Defense_Close_volatility,SPDR S&P Aerospace & Defense_Close_change
2018-03-25,86.57,86.57,86.57,0.0,0.0,86.88,86.88,86.88,0.0,0.0,84.5,84.5,84.5,0.0,0.0,85.6,85.6,85.6,0.0,0.0
2018-04-01,86.9,86.9,86.9,0.0,0.0,87.42,87.42,87.42,0.0,0.0,86.22,86.22,86.22,0.0,0.0,86.23,86.23,86.23,0.0,0.0
2018-04-08,88.92,88.92,88.92,0.0,0.0,89.5,89.5,89.5,0.0,0.0,88.73,88.73,88.73,0.0,0.0,89.33,89.33,89.33,0.0,0.0
2018-04-15,90.91,90.91,90.91,0.0,0.0,90.97,90.97,90.97,0.0,0.0,90.0,90.0,90.0,0.0,0.0,90.45,90.45,90.45,0.0,0.0
2018-04-22,86.46,86.46,86.46,0.0,0.0,86.8,86.8,86.8,0.0,0.0,85.03,85.03,85.03,0.0,0.0,85.07,85.07,85.07,0.0,0.0
2018-04-29,84.41,84.41,84.41,0.0,0.0,85.58,85.58,85.58,0.0,0.0,84.22,84.22,84.22,0.0,0.0,85.53,85.53,85.53,0.0,0.0
2018-05-06,88.54,88.54,88.54,0.0,0.0,88.54,88.54,88.54,0.0,0.0,87.69,87.69,87.69,0.0,0.0,87.92,87.92,87.92,0.0,0.0
2018-05-13,89.33,89.33,89.33,0.0,0.0,90.13,90.13,90.13,0.0,0.0,89.28,89.28,89.28,0.0,0.0,90.04,90.04,90.04,0.0,0.0
2018-05-20,89.73,89.73,89.73,0.0,0.0,89.73,89.73,89.73,0.0,0.0,89.13,89.13,89.13,0.0,0.0,89.38,89.38,89.38,0.0,0.0
2018-05-27,89.85,89.85,89.85,0.0,0.0,90.0,90.0,90.0,0.0,0.0,89.46,89.46,89.46,0.0,0.0,89.86,89.86,89.86,0.0,0.0
2018-06-03,91.5,91.5,91.5,0.0,0.0,91.75,91.75,91.75,0.0,0.0,90.86,90.86,90.86,0.0,0.0,91.11,91.11,91.11,0.0,0.0
2018-06-10,88.32,88.32,88.32,0.0,0.0,89.13,89.13,89.13,0.0,0.0,88.15,88.15,88.15,0.0,0.0,89.07,89.07,89.07,0.0,0.0
2018-06-17,86.55,86.55,86.55,0.0,0.0,86.7,86.7,86.7,0.0,0.0,85.58,85.58,85.58,0.0,0.0,86.02,86.02,86.02,0.0,0.0
2018-06-24,86.42,86.42,86.42,0.0,0.0,87.23,87.23,87.23,0.0,0.0,86.21,86.21,86.21,0.0,0.0,87.14,87.14,87.14,0.0,0.0
2018-07-01,88.28,88.28,88.28,0.0,0.0,89.3,89.3,89.3,0.0,0.0,88.14,88.14,88.14,0.0,0.0,89.3,89.3,89.3,0.0,0.0
2018-07-08,90.93,90.93,90.93,0.0,0.0,91.35,91.35,91.35,0.0,0.0,90.6,90.6,90.6,0.0,0.0,90.84,90.84,90.84,0.0,0.0
2018-07-15,92.12,92.12,92.12,0.0,0.0,92.12,92.12,92.12,0.0,0.0,91.13,91.13,91.13,0.0,0.0,91.2,91.2,91.2,0.0,0.0
2018-07-22,92.26,92.26,92.26,0.0,0.0,92.54,92.54,92.54,0.0,0.0,91.06,91.06,91.06,0.0,0.0,91.19,91.19,91.19,0.0,0.0
2018-07-29,93.4,93.4,93.4,0.0,0.0,93.5,93.5,93.5,0.0,0.0,92.9,92.9,92.9,0.0,0.0,93.5,93.5,93.5,0.0,0.0
2018-08-05,94.0,94.0,94.0,0.0,0.0,94.45,94.45,94.45,0.0,0.0,93.19,93.19,93.19,0.0,0.0,93.76,93.76,93.76,0.0,0.0
2018-08-12,94.97,94.97,94.97,0.0,0.0,95.51,95.51,95.51,0.0,0.0,94.78,94.78,94.78,0.0,0.0,95.26,95.26,95.26,0.0,0.0
2018-08-19,95.88,95.88,95.88,0.0,0.0,96.58,96.58,96.58,0.0,0.0,95.88,95.88,95.88,0.0,0.0,96.21,96.21,96.21,0.0,0.0
2018-08-26,95.59,95.59,95.59,0.0,0.0,96.15,96.15,96.15,0.0,0.0,95.36,95.36,95.36,0.0,0.0,96.07,96.07,96.07,0.0,0.0
2018-09-02,97.44,97.44,97.44,0.0,0.0,97.71,97.71,97.71,0.0,0.0,97.29,97.29,97.29,0.0,0.0,97.52,97.52,97.52,0.0,0.0
2018-09-09,99.68,99.68,99.68,0.0,0.0,99.95,99.95,99.95,0.0,0.0,99.24,99.24,99.24,0.0,0.0,99.7,99.7,99.7,0.0,0.0
2018-09-16,98.69,98.69,98.69,0.0,0.0,98.69,98.69,98.69,0.0,0.0,97.37,97.37,97.37,0.0,0.0,97.55,97.55,97.55,0.0,0.0
2018-09-23,100.07,100.07,100.07,0.0,0.0,100.21,100.21,100.21,0.0,0.0,99.0,99.0,99.0,0.0,0.0,99.43,99.43,99.43,0.0,0.0
2018-09-30,97.91,97.91,97.91,0.0,0.0,98.15,98.15,98.15,0.0,0.0,97.15,97.15,97.15,0.0,0.0,98.03,98.03,98.03,0.0,0.0
2018-10-07,92.12,92.12,92.12,0.0,0.0,93.48,93.48,93.48,0.0,0.0,91.65,91.65,91.65,0.0,0.0,92.8,92.8,92.8,0.0,0.0
2018-10-14,91.91,91.91,91.91,0.0,0.0,92.23,92.23,92.23,0.0,0.0,91.08,91.08,91.08,0.0,0.0,91.9,91.9,91.9,0.0,0.0
2018-10-21,88.49,88.49,88.49,0.0,0.0,88.49,88.49,88.49,0.0,0.0,83.48,83.48,83.48,0.0,0.0,84.69,84.69,84.69,0.0,0.0
2018-10-28,90.3,90.3,90.3,0.0,0.0,90.76,90.76,90.76,0.0,0.0,89.57,89.57,89.57,0.0,0.0,90.68,90.68,90.68,0.0,0.0
2018-11-04,92.37,92.37,92.37,0.0,0.0,92.37,92.37,92.37,0.0,0.0,89.41,89.41,89.41,0.0,0.0,89.56,89.56,89.56,0.0,0.0
2018-11-11,89.2,89.2,89.2,0.0,0.0,89.2,89.2,89.2,0.0,0.0,86.62,86.62,86.62,0.0,0.0,86.79,86.79,86.79,0.0,0.0
2018-11-18,86.67,86.67,86.67,0.0,0.0,87.27,87.27,87.27,0.0,0.0,86.07,86.07,86.07,0.0,0.0,86.67,86.67,86.67,0.0,0.0
2018-11-25,89.06,89.06,89.06,0.0,0.0,89.26,89.26,89.26,0.0,0.0,87.65,87.65,87.65,0.0,0.0,88.11,88.11,88.11,0.0,0.0
2018-12-02,83.27,83.27,83.27,0.0,0.0,84.63,84.63,84.63,0.0,0.0,82.69,82.69,82.69,0.0,0.0,84.09,84.09,84.09,0.0,0.0
2018-12-09,83.21,83.21,83.21,0.0,0.0,84.08,84.08,84.08,0.0,0.0,81.42,81.42,81.42,0.0,0.0,81.76,81.76,81.76,0.0,0.0
2018-12-16,75.7,75.7,75.7,0.0,0.0,75.7,75.7,75.7,0.0,0.0,74.07,74.07,74.07,0.0,0.0,74.15,74.15,74.15,0.0,0.0
2018-12-23,78.39,78.39,78.39,0.0,0.0,79.0,79.0,79.0,0.0,0.0,78.11,78.11,78.11,0.0,0.0,78.92,78.92,78.92,0.0,0.0
2018-12-30,79.6,79.6,79.6,0.0,0.0,80.5,80.5,80.5,0.0,0.0,78.96,78.96,78.96,0.0,0.0,80.17,80.17,80.17,0.0,0.0
2019-01-06,82.55,82.55,82.55,0.0,0.0,83.59,83.59,83.59,0.0,0.0,82.27,82.27,82.27,0.0,0.0,82.98,82.98,82.98,0.0,0.0
2019-01-13,84.83,84.83,84.83,0.0,0.0,86.1,86.1,86.1,0.0,0.0,84.83,84.83,84.83,0.0,0.0,85.64,85.64,85.64,0.0,0.0
2019-01-20,85.86,85.86,85.86,0.0,0.0,86.5,86.5,86.5,0.0,0.0,85.5,85.5,85.5,0.0,0.0,86.47,86.47,86.47,0.0,0.0
2019-01-27,89.51,89.51,89.51,0.0,0.0,91.29,91.29,91.29,0.0,0.0,89.51,89.51,89.51,0.0,0.0,91.29,91.29,91.29,0.0,0.0
2019-02-03,92.63,92.63,92.63,0.0,0.0,93.11,93.11,93.11,0.0,0.0,92.41,92.41,92.41,0.0,0.0,92.76,92.76,92.76,0.0,0.0
2019-02-10,94.61,94.61,94.61,0.0,0.0,95.67,95.67,95.67,0.0,0.0,94.61,94.61,94.61,0.0,0.0,95.67,95.67,95.67,0.0,0.0
2019-02-17,96.93,96.93,96.93,0.0,0.0,97.23,97.23,97.23,0.0,0.0,96.23,96.23,96.23,0.0,0.0,96.31,96.31,96.31,0.0,0.0
2019-02-24,95.99,95.99,95.99,0.0,0.0,96.27,96.27,96.27,0.0,0.0,93.63,93.63,93.63,0.0,0.0,93.96,93.96,93.96,0.0,0.0
2019-03-03,90.4,90.4,90.4,0.0,0.0,91.43,91.43,91.43,0.0,0.0,89.53,89.53,89.53,0.0,0.0,91.42,91.42,91.42,0.0,0.0
2019-03-10,90.58,90.58,90.58,0.0,0.0,92.12,92.12,92.12,0.0,0.0,90.58,90.58,90.58,0.0,0.0,92.01,92.01,92.01,0.0,0.0
2019-03-17,89.71,89.71,89.71,0.0,0.0,90.51,90.51,90.51,0.0,0.0,89.49,89.49,89.49,0.0,0.0,90.25,90.25,90.25,0.0,0.0
2019-03-24,92.53,92.53,92.53,0.0,0.0,93.55,93.55,93.55,0.0,0.0,92.53,92.53,92.53,0.0,0.0,93.45,93.45,93.45,0.0,0.0
2019-03-31,93.14,93.14,93.14,0.0,0.0,93.75,93.75,93.75,0.0,0.0,92.58,92.58,92.58,0.0,0.0,93.75,93.75,93.75,0.0,0.0
2019-04-07,94.85,94.85,94.85,0.0,0.0,94.9,94.9,94.9,0.0,0.0,93.9,93.9,93.9,0.0,0.0,94.11,94.11,94.11,0.0,0.0
2019-04-14,94.4,94.4,94.4,0.0,0.0,95.12,95.12,95.12,0.0,0.0,94.09,94.09,94.09,0.0,0.0,94.63,94.63,94.63,0.0,0.0
2019-04-21,96.54,96.54,96.54,0.0,0.0,97.12,97.12,97.12,0.0,0.0,96.36,96.36,96.36,0.0,0.0,96.69,96.69,96.69,0.0,0.0
2019-04-28,96.53,96.53,96.53,0.0,0.0,98.56,98.56,98.56,0.0,0.0,96.31,96.31,96.31,0.0,0.0,98.46,98.46,98.46,0.0,0.0
2019-05-05,96.3,96.3,96.3,0.0,0.0,96.59,96.59,96.59,0.0,0.0,95.19,95.19,95.19,0.0,0.0,95.92,95.92,95.92,0.0,0.0
2019-05-12,97.02,97.02,97.02,0.0,0.0,97.63,97.63,97.63,0.0,0.0,96.62,96.62,96.62,0.0,0.0,97.35,97.35,97.35,0.0,0.0
2019-05-19,97.44,97.44,97.44,0.0,0.0,97.96,97.96,97.96,0.0,0.0,96.9,96.9,96.9,0.0,0.0,97.4,97.4,97.4,0.0,0.0
2019-05-26,96.38,96.38,96.38,0.0,0.0,97.59,97.59,97.59,0.0,0.0,96.28,96.28,96.28,0.0,0.0,97.2,97.2,97.2,0.0,0.0
2019-06-02,102.49,102.49,102.49,0.0,0.0,102.5,102.5,102.5,0.0,0.0,101.14,101.14,101.14,0.0,0.0,101.22,101.22,101.22,0.0,0.0
2019-06-09,100.2,100.2,100.2,0.0,0.0,100.29,100.29,100.29,0.0,0.0,99.1,99.1,99.1,0.0,0.0,99.41,99.41,99.41,0.0,0.0
2019-06-16,103.46,103.46,103.46,0.0,0.0,103.95,103.95,103.95,0.0,0.0,102.96,102.96,102.96,0.0,0.0,103.03,103.03,103.03,0.0,0.0
2019-06-23,105.0,105.0,105.0,0.0,0.0,105.5,105.5,105.5,0.0,0.0,103.4,103.4,103.4,0.0,0.0,103.61,103.61,103.61,0.0,0.0
2019-06-30,104.57,104.57,104.57,0.0,0.0,104.57,104.57,104.57,0.0,0.0,103.5,103.5,103.5,0.0,0.0,103.86,103.86,103.86,0.0,0.0
2019-07-07,105.8,105.8,105.8,0.0,0.0,105.98,105.98,105.98,0.0,0.0,104.8,104.8,104.8,0.0,0.0,105.05,105.05,105.05,0.0,0.0
2019-07-14,104.77,104.77,104.77,0.0,0.0,104.97,104.97,104.97,0.0,0.0,104.33,104.33,104.33,0.0,0.0,104.69,104.69,104.69,0.0,0.0
2019-07-21,106.09,106.09,106.09,0.0,0.0,106.26,106.26,106.26,0.0,0.0,105.35,105.35,105.35,0.0,0.0,105.5,105.5,105.5,0.0,0.0
2019-07-28,101.59,101.59,101.59,0.0,0.0,101.63,101.63,101.63,0.0,0.0,99.25,99.25,99.25,0.0,0.0,100.57,100.57,100.57,0.0,0.0
2019-08-04,104.93,104.93,104.93,0.0,0.0,104.93,104.93,104.93,0.0,0.0,103.49,103.49,103.49,0.0,0.0,103.76,103.76,103.76,0.0,0.0
2019-08-11,105.52,105.52,105.52,0.0,0.0,105.89,105.89,105.89,0.0,0.0,105.23,105.23,105.23,0.0,0.0,105.58,105.58,105.58,0.0,0.0
2019-08-18,105.35,105.35,105.35,0.0,0.0,105.65,105.65,105.65,0.0,0.0,104.03,104.03,104.03,0.0,0.0,105.26,105.26,105.26,0.0,0.0
2019-08-25,107.8,107.8,107.8,0.0,0.0,107.92,107.92,107.92,0.0,0.0,107.0,107.0,107.0,0.0,0.0,107.44,107.44,107.44,0.0,0.0
2019-09-01,109.15,109.15,109.15,0.0,0.0,109.2,109.2,109.2,0.0,0.0,107.47,107.47,107.47,0.0,0.0,107.59,107.59,107.59,0.0,0.0
2019-09-08,110.85,110.85,110.85,0.0,0.0,112.28,112.28,112.28,0.0,0.0,110.5,110.5,110.5,0.0,0.0,111.99,111.99,111.99,0.0,0.0
2019-09-15,109.21,109.21,109.21,0.0,0.0,109.43,109.43,109.43,0.0,0.0,108.63,108.63,108.63,0.0,0.0,109.03,109.03,109.03,0.0,0.0
2019-09-22,107.3,107.3,107.3,0.0,0.0,107.75,107.75,107.75,0.0,0.0,106.83,106.83,106.83,0.0,0.0,106.83,106.83,106.83,0.0,0.0
2019-09-29,104.1,104.1,104.1,0.0,0.0,104.8,104.8,104.8,0.0,0.0,103.74,103.74,103.74,0.0,0.0,104.03,104.03,104.03,0.0,0.0
2019-10-06,105.31,105.31,105.31,0.0,0.0,105.66,105.66,105.66,0.0,0.0,104.95,104.95,104.95,0.0,0.0,105.33,105.33,105.33,0.0,0.0
2019-10-13,103.46,103.46,103.46,0.0,0.0,103.76,103.76,103.76,0.0,0.0,103.01,103.01,103.01,0.0,0.0,103.33,103.33,103.33,0.0,0.0
2019-10-20,104.91,104.91,104.91,0.0,0.0,105.72,105.72,105.72,0.0,0.0,104.91,104.91,104.91,0.0,0.0,105.06,105.06,105.06,0.0,0.0
2019-10-27,108.18,108.18,108.18,0.0,0.0,108.55,108.55,108.55,0.0,0.0,106.1,106.1,106.1,0.0,0.0,106.47,106.47,106.47,0.0,0.0
2019-11-03,109.42,109.42,109.42,0.0,0.0,110.43,110.43,110.43,0.0,0.0,109.1,109.1,109.1,0.0,0.0,110.19,110.19,110.19,0.0,0.0
2019-11-10,112.54,112.54,112.54,0.0,0.0,112.62,112.62,112.62,0.0,0.0,112.15,112.15,112.15,0.0,0.0,112.35,112.35,112.35,0.0,0.0
2019-11-17,110.62,110.62,110.62,0.0,0.0,111.29,111.29,111.29,0.0,0.0,110.44,110.44,110.44,0.0,0.0,110.93,110.93,110.93,0.0,0.0
2019-11-24,111.12,111.12,111.12,0.0,0.0,111.22,111.22,111.22,0.0,0.0,109.0,109.0,109.0,0.0,0.0,109.07,109.07,109.07,0.0,0.0
2019-12-01,110.46,110.46,110.46,0.0,0.0,110.46,110.46,110.46,0.0,0.0,109.67,109.67,109.67,0.0,0.0,109.71,109.71,109.71,0.0,0.0
2019-12-08,110.77,110.77,110.77,0.0,0.0,111.09,111.09,111.09,0.0,0.0,110.18,110.18,110.18,0.0,0.0,110.52,110.52,110.52,0.0,0.0
2019-12-15,110.5,110.5,110.5,0.0,0.0,110.61,110.61,110.61,0.0,0.0,109.98,109.98,109.98,0.0,0.0,110.32,110.32,110.32,0.0,0.0
2019-12-22,109.66,109.66,109.66,0.0,0.0,110.15,110.15,110.15,0.0,0.0,109.11,109.11,109.11,0.0,0.0,109.71,109.71,109.71,0.0,0.0
2019-12-29,112.15,112.15,112.15,0.0,0.0,113.83,113.83,113.83,0.0,0.0,111.13,111.13,111.13,0.0,0.0,113.74,113.74,113.74,0.0,0.0
