Date,BHC_Open_average,BHC_Open_max,BHC_Open_min,BHC_Open_volatility,BHC_Open_change,BHC_High_average,BHC_High_max,BHC_High_min,BHC_High_volatility,BHC_High_change,BHC_Low_average,BHC_Low_max,BHC_Low_min,BHC_Low_volatility,BHC_Low_change,BHC_Close_average,BHC_Close_max,BHC_Close_min,BHC_Close_volatility,BHC_Close_change,BHC_Volume_average,BHC_Volume_max,BHC_Volume_min,BHC_Volume_volatility,BHC_Volume_change
2018-01-14,22.942500000000003,24.26,21.94,2.3200000000000003,-2.3200000000000003,23.02,24.37,21.98,2.3900000000000006,-2.3900000000000006,21.9525,22.88,21.07,1.8099999999999987,-1.8099999999999987,22.325,22.98,21.52,1.4600000000000009,-1.4600000000000009,13657721,15382505,11423336,3959169,488701
2018-01-21,20.934,22.18,19.66,2.5199999999999996,-1.6900000000000013,21.34,22.86,20.01,2.849999999999998,-1.889999999999997,20.266000000000002,22.18,18.87,3.3099999999999987,-2.09,20.648,22.3,19.32,2.9800000000000004,-2.710000000000001,17886462,32840560,8550879,24289681,5255484
2018-01-28,18.698,19.16,18.35,0.8099999999999987,-0.8099999999999987,19.064,19.7,18.78,0.9199999999999982,-0.9199999999999982,18.392,19.11,18.0,1.1099999999999994,-1.1099999999999994,18.626,19.39,18.0,1.3900000000000006,-1.3900000000000006,10280226,12980228,7989202,4991026,-591092
2018-02-04,17.672,18.24,16.86,1.379999999999999,-0.38000000000000256,18.31,18.45,17.98,0.46999999999999886,-0.46999999999999886,17.198,17.71,16.7,1.0100000000000016,-0.21999999999999886,17.714,18.26,17.28,0.9800000000000004,0.509999999999998,14050038,16730431,12428813,4301618,-2066824
2018-02-11,18.236,18.67,17.86,0.8100000000000023,0.7000000000000028,18.644,19.09,18.24,0.8500000000000014,0.8500000000000014,18.072,18.6,17.64,0.9600000000000009,0.9600000000000009,18.38,18.88,17.95,0.9299999999999997,0.8499999999999979,8003886,10169588,6639846,3529742,2082217
2018-02-18,18.625,18.75,18.39,0.35999999999999943,-0.35999999999999943,18.97,19.12,18.84,0.28000000000000114,-0.28000000000000114,18.37,18.59,18.18,0.41000000000000014,-0.28999999999999915,18.535,18.68,18.27,0.41000000000000014,0.10000000000000142,7545474,8706132,5795253,2910879,-988353
2018-02-25,17.256,18.94,14.81,4.130000000000001,-4.040000000000001,17.506,19.24,15.08,4.159999999999998,-4.01,16.514,18.5,14.44,4.0600000000000005,-3.99,16.78,18.87,14.88,3.99,-3.99,22356029,39514108,7980047,31534061,13295989
2018-03-04,15.356,15.54,15.11,0.4299999999999997,0.009999999999999787,15.59,15.81,15.39,0.41999999999999993,-0.19000000000000128,15.17,15.28,15.01,0.2699999999999996,0.009999999999999787,15.336,15.4,15.27,0.13000000000000078,-0.019999999999999574,13413853,23097600,6363277,16734323,-13245468
2018-03-11,16.278,16.95,15.4,1.549999999999999,1.3600000000000012,16.678,17.24,15.91,1.3299999999999983,1.0399999999999991,16.144,16.7,15.4,1.299999999999999,1.299999999999999,16.466,16.95,15.79,1.1600000000000001,0.9400000000000013,10458630,18705310,7036139,11669171,-1346927
2018-03-18,16.201999999999998,16.61,15.99,0.6199999999999992,-0.5899999999999999,16.382,16.79,16.05,0.7399999999999984,-0.7399999999999984,15.798,15.98,15.36,0.620000000000001,-0.620000000000001,15.984,16.42,15.37,1.0500000000000025,-0.8200000000000021,7593417,9535067,5268995,4266072,-2406042
