Date,TAPa_stock_Open_average,TAPa_stock_Open_max,TAPa_stock_Open_min,TAPa_stock_Open_volatility,TAPa_stock_Open_change,TAPa_stock_High_average,TAPa_stock_High_max,TAPa_stock_High_min,TAPa_stock_High_volatility,TAPa_stock_High_change,TAPa_stock_Low_average,TAPa_stock_Low_max,TAPa_stock_Low_min,TAPa_stock_Low_volatility,TAPa_stock_Low_change,TAPa_stock_Close_average,TAPa_stock_Close_max,TAPa_stock_Close_min,TAPa_stock_Close_volatility,TAPa_stock_Close_change,TAPa_stock_Volume_average,TAPa_stock_Volume_max,TAPa_stock_Volume_min,TAPa_stock_Volume_volatility,TAPa_stock_Volume_change
2018-03-25,82.0,82.0,82.0,0.0,0.0,82.0,82.0,82.0,0.0,0.0,80.0,80.0,80.0,0.0,0.0,80.0,80.0,80.0,0.0,0.0,200,200,200,0,0
2018-04-01,78.66666666666667,80.0,78.0,2.0,-2.0,78.66666666666667,80.0,78.0,2.0,-2.0,78.66666666666667,80.0,78.0,2.0,-2.0,78.66666666666667,80.0,78.0,2.0,-2.0,119,158,100,58,58
2018-04-08,77.5,77.5,77.5,0.0,0.0,77.5,77.5,77.5,0.0,0.0,73.87,73.87,73.87,0.0,0.0,73.87,73.87,73.87,0.0,0.0,336,336,336,0,0
2018-04-15,75.03,75.03,75.03,0.0,0.0,75.03,75.03,75.03,0.0,0.0,75.03,75.03,75.03,0.0,0.0,75.03,75.03,75.03,0.0,0.0,102,104,101,3,3
2018-04-22,73.5075,75.03,72.5,2.530000000000001,1.0,74.14,75.03,73.0,2.030000000000001,-1.5300000000000011,73.5075,75.03,72.5,2.530000000000001,1.0,74.14,75.03,73.0,2.030000000000001,-1.5300000000000011,236,550,100,450,-445
2018-04-29,67.11,74.22,60.0,14.219999999999999,-14.219999999999999,70.75,76.0,65.5,10.5,-10.5,61.485,64.04,58.93,5.1100000000000065,-5.1100000000000065,64.77000000000001,65.5,64.04,1.4599999999999937,1.4599999999999937,1347,1972,723,1249,-1249
2018-05-06,60.0,60.0,60.0,0.0,0.0,66.0,66.0,66.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,63.0,63.0,63.0,0.0,0.0,1053,1053,1053,0,0
2018-05-13,60.15,60.15,60.15,0.0,0.0,60.15,60.15,60.15,0.0,0.0,60.15,60.15,60.15,0.0,0.0,60.15,60.15,60.15,0.0,0.0,321,321,321,0,0
2018-05-20,62.870000000000005,64.97,60.77,4.199999999999996,4.199999999999996,62.870000000000005,64.97,60.77,4.199999999999996,4.199999999999996,62.870000000000005,64.97,60.77,4.199999999999996,4.199999999999996,62.870000000000005,64.97,60.77,4.199999999999996,4.199999999999996,160,220,100,120,120
2018-05-27,67.50666666666666,72.0,62.52,9.479999999999997,9.479999999999997,68.26333333333334,72.0,62.79,9.21,9.21,65.84,68.0,62.52,5.479999999999997,4.479999999999997,66.59666666666666,70.0,62.79,7.210000000000001,4.210000000000001,561,831,352,479,148
2018-06-03,68.505,70.0,67.01,2.989999999999995,2.989999999999995,68.505,70.0,67.01,2.989999999999995,2.989999999999995,68.505,70.0,67.01,2.989999999999995,2.989999999999995,68.505,70.0,67.01,2.989999999999995,2.989999999999995,150,189,112,77,77
2018-06-10,70.0,70.0,70.0,0.0,0.0,70.0,70.0,70.0,0.0,0.0,70.0,70.0,70.0,0.0,0.0,70.0,70.0,70.0,0.0,0.0,310,310,310,0,0
2018-06-17,68.3,68.3,68.3,0.0,0.0,68.3,68.3,68.3,0.0,0.0,68.3,68.3,68.3,0.0,0.0,68.3,68.3,68.3,0.0,0.0,211,211,211,0,0
2018-06-24,70.33,70.33,70.33,0.0,0.0,70.33,70.33,70.33,0.0,0.0,70.33,70.33,70.33,0.0,0.0,70.33,70.33,70.33,0.0,0.0,133,133,133,0,0
2018-07-01,70.45,70.45,70.45,0.0,0.0,70.45,70.45,70.45,0.0,0.0,70.24,70.24,70.24,0.0,0.0,70.24,70.24,70.24,0.0,0.0,742,742,742,0,0
2018-07-08,69.0,69.0,69.0,0.0,0.0,70.0,70.0,70.0,0.0,0.0,69.0,69.0,69.0,0.0,0.0,70.0,70.0,70.0,0.0,0.0,241,241,241,0,0
2018-07-15,67.5,67.5,67.5,0.0,0.0,67.5,67.5,67.5,0.0,0.0,67.5,67.5,67.5,0.0,0.0,67.5,67.5,67.5,0.0,0.0,230,230,230,0,0
2018-07-22,65.12,65.24,65.0,0.23999999999999488,-0.23999999999999488,65.12,65.24,65.0,0.23999999999999488,-0.23999999999999488,65.12,65.24,65.0,0.23999999999999488,-0.23999999999999488,65.12,65.24,65.0,0.23999999999999488,-0.23999999999999488,220,325,115,210,210
2018-07-29,68.3,71.4,66.5,4.900000000000006,4.900000000000006,68.8,71.4,67.0,4.400000000000006,4.400000000000006,68.3,71.4,66.5,4.900000000000006,4.900000000000006,68.8,71.4,67.0,4.400000000000006,4.400000000000006,481,522,452,70,52
2018-08-05,69.9,74.97,65.53,9.439999999999998,-3.969999999999999,71.28,75.9,65.53,10.370000000000005,-3.969999999999999,69.106,71.0,65.53,5.469999999999999,0.0,70.486,75.9,65.53,10.370000000000005,0.0,309,517,155,362,-329
2018-08-12,71.99333333333334,72.45,71.51,0.9399999999999977,-0.9399999999999977,72.17333333333333,72.45,72.02,0.4300000000000068,-0.4000000000000057,70.32666666666667,72.02,67.45,4.569999999999993,4.060000000000002,72.03,72.05,72.02,0.030000000000001137,0.030000000000001137,641,1147,256,891,-627
2018-08-19,70.8,73.85,68.84,5.009999999999991,-2.3599999999999994,70.8725,73.85,68.84,5.009999999999991,-2.3599999999999994,70.0875,71.49,68.84,2.6499999999999915,0.4899999999999949,70.16,71.49,68.84,2.6499999999999915,0.4899999999999949,305,492,216,276,-210
2018-08-26,68.5,68.5,68.5,0.0,0.0,68.5,68.5,68.5,0.0,0.0,68.5,68.5,68.5,0.0,0.0,68.5,68.5,68.5,0.0,0.0,302,302,302,0,0
2018-09-02,66.91,67.52,66.3,1.2199999999999989,-1.2199999999999989,67.75999999999999,68.0,67.52,0.480000000000004,0.480000000000004,66.91,67.52,66.3,1.2199999999999989,-1.2199999999999989,67.53999999999999,67.56,67.52,0.04000000000000625,0.04000000000000625,317,334,300,34,-34
2018-09-09,71.2,71.2,71.2,0.0,0.0,71.2,71.2,71.2,0.0,0.0,69.0,69.0,69.0,0.0,0.0,69.0,69.0,69.0,0.0,0.0,453,453,453,0,0
2018-09-16,70.7,70.7,70.7,0.0,0.0,75.2,75.2,75.2,0.0,0.0,70.7,70.7,70.7,0.0,0.0,75.2,75.2,75.2,0.0,0.0,385,385,385,0,0
2018-09-23,72.5,72.5,72.5,0.0,0.0,72.5,72.5,72.5,0.0,0.0,67.5,67.5,67.5,0.0,0.0,67.5,67.5,67.5,0.0,0.0,679,679,679,0,0
2018-09-30,65.41,65.41,65.41,0.0,0.0,65.41,65.41,65.41,0.0,0.0,65.41,65.41,65.41,0.0,0.0,65.41,65.41,65.41,0.0,0.0,246,246,246,0,0
2018-10-07,60.0,60.0,60.0,0.0,0.0,62.42,62.42,62.42,0.0,0.0,60.0,60.0,60.0,0.0,0.0,62.42,62.42,62.42,0.0,0.0,445,445,445,0,0
2018-10-14,60.0,60.0,60.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,275,275,275,0,0
2018-10-21,61.99,61.99,61.99,0.0,0.0,61.99,61.99,61.99,0.0,0.0,61.99,61.99,61.99,0.0,0.0,61.99,61.99,61.99,0.0,0.0,283,283,283,0,0
2018-10-28,64.99,68.0,61.98,6.020000000000003,6.020000000000003,65.24,68.5,61.98,6.520000000000003,6.520000000000003,64.99,68.0,61.98,6.020000000000003,6.020000000000003,65.24,68.5,61.98,6.520000000000003,6.520000000000003,287,464,111,353,353
2018-11-04,70.0,70.0,70.0,0.0,0.0,70.0,70.0,70.0,0.0,0.0,70.0,70.0,70.0,0.0,0.0,70.0,70.0,70.0,0.0,0.0,255,255,255,0,0
2018-11-11,66.0125,70.0,64.35,5.650000000000006,-5.5,66.175,70.0,64.5,5.5,-5.5,66.0125,70.0,64.35,5.650000000000006,-5.5,66.175,70.0,64.5,5.5,-5.5,235,405,110,295,115
2018-11-18,68.33500000000001,69.0,67.67,1.3299999999999983,1.3299999999999983,68.33500000000001,69.0,67.67,1.3299999999999983,1.3299999999999983,68.33500000000001,69.0,67.67,1.3299999999999983,1.3299999999999983,68.33500000000001,69.0,67.67,1.3299999999999983,1.3299999999999983,142,184,100,84,-84
2018-11-25,61.75,61.75,61.75,0.0,0.0,66.82,66.82,66.82,0.0,0.0,61.75,61.75,61.75,0.0,0.0,66.82,66.82,66.82,0.0,0.0,421,421,421,0,0
2018-12-02,61.08,61.08,61.08,0.0,0.0,61.08,61.08,61.08,0.0,0.0,61.08,61.08,61.08,0.0,0.0,61.08,61.08,61.08,0.0,0.0,330,330,330,0,0
2018-12-09,61.83,61.83,61.83,0.0,0.0,61.83,61.83,61.83,0.0,0.0,61.83,61.83,61.83,0.0,0.0,61.83,61.83,61.83,0.0,0.0,100,100,100,0,0
2018-12-16,65.23,65.23,65.23,0.0,0.0,65.23,65.23,65.23,0.0,0.0,65.23,65.23,65.23,0.0,0.0,65.23,65.23,65.23,0.0,0.0,150,150,150,0,0
2018-12-23,66.27,66.27,66.27,0.0,0.0,69.0,69.0,69.0,0.0,0.0,66.27,66.27,66.27,0.0,0.0,69.0,69.0,69.0,0.0,0.0,300,300,300,0,0
2018-12-30,69.27,69.27,69.27,0.0,0.0,69.27,69.27,69.27,0.0,0.0,69.27,69.27,69.27,0.0,0.0,69.27,69.27,69.27,0.0,0.0,144,144,144,0,0
2019-01-06,67.09,67.09,67.09,0.0,0.0,67.09,67.09,67.09,0.0,0.0,67.09,67.09,67.09,0.0,0.0,67.09,67.09,67.09,0.0,0.0,102,102,102,0,0
2019-01-13,71.35,71.35,71.35,0.0,0.0,71.35,71.35,71.35,0.0,0.0,71.35,71.35,71.35,0.0,0.0,71.35,71.35,71.35,0.0,0.0,113,113,113,0,0
2019-01-20,67.8,67.8,67.8,0.0,0.0,69.82,69.82,69.82,0.0,0.0,67.8,67.8,67.8,0.0,0.0,69.82,69.82,69.82,0.0,0.0,248,248,248,0,0
2019-01-27,61.02,61.02,61.02,0.0,0.0,63.0,63.0,63.0,0.0,0.0,61.02,61.02,61.02,0.0,0.0,63.0,63.0,63.0,0.0,0.0,534,534,534,0,0
2019-02-03,66.67,66.67,66.67,0.0,0.0,66.67,66.67,66.67,0.0,0.0,66.67,66.67,66.67,0.0,0.0,66.67,66.67,66.67,0.0,0.0,0,0,0,0,0
2019-02-10,67.0,67.0,67.0,0.0,0.0,67.0,67.0,67.0,0.0,0.0,61.4,61.4,61.4,0.0,0.0,65.26,65.26,65.26,0.0,0.0,861,861,861,0,0
2019-02-17,61.12,61.12,61.12,0.0,0.0,62.3,62.3,62.3,0.0,0.0,61.12,61.12,61.12,0.0,0.0,62.3,62.3,62.3,0.0,0.0,320,320,320,0,0
2019-02-24,65.0,65.0,65.0,0.0,0.0,65.0,65.0,65.0,0.0,0.0,65.0,65.0,65.0,0.0,0.0,65.0,65.0,65.0,0.0,0.0,354,354,354,0,0
2019-03-03,61.2,61.2,61.2,0.0,0.0,62.49,62.49,62.49,0.0,0.0,60.14,60.14,60.14,0.0,0.0,62.49,62.49,62.49,0.0,0.0,910,910,910,0,0
2019-03-10,60.22,60.22,60.22,0.0,0.0,60.22,60.22,60.22,0.0,0.0,60.22,60.22,60.22,0.0,0.0,60.22,60.22,60.22,0.0,0.0,191,191,191,0,0
2019-03-17,64.75,64.75,64.75,0.0,0.0,64.75,64.75,64.75,0.0,0.0,64.75,64.75,64.75,0.0,0.0,64.75,64.75,64.75,0.0,0.0,265,265,265,0,0
2019-03-24,62.02,62.02,62.02,0.0,0.0,62.02,62.02,62.02,0.0,0.0,60.61,60.61,60.61,0.0,0.0,60.9,60.9,60.9,0.0,0.0,710,710,710,0,0
2019-03-31,63.38,63.38,63.38,0.0,0.0,63.38,63.38,63.38,0.0,0.0,62.99,62.99,62.99,0.0,0.0,62.99,62.99,62.99,0.0,0.0,267,267,267,0,0
2019-04-07,63.4,63.4,63.4,0.0,0.0,64.25,64.25,64.25,0.0,0.0,63.4,63.4,63.4,0.0,0.0,64.25,64.25,64.25,0.0,0.0,545,545,545,0,0
2019-04-14,61.11,61.11,61.11,0.0,0.0,61.11,61.11,61.11,0.0,0.0,61.11,61.11,61.11,0.0,0.0,61.11,61.11,61.11,0.0,0.0,107,107,107,0,0
2019-04-21,61.34,61.34,61.34,0.0,0.0,61.34,61.34,61.34,0.0,0.0,61.34,61.34,61.34,0.0,0.0,61.34,61.34,61.34,0.0,0.0,163,163,163,0,0
2019-04-28,63.77,63.77,63.77,0.0,0.0,63.77,63.77,63.77,0.0,0.0,63.77,63.77,63.77,0.0,0.0,63.77,63.77,63.77,0.0,0.0,196,196,196,0,0
2019-05-05,62.8,62.8,62.8,0.0,0.0,62.8,62.8,62.8,0.0,0.0,62.8,62.8,62.8,0.0,0.0,62.8,62.8,62.8,0.0,0.0,201,201,201,0,0
2019-05-12,59.55,59.55,59.55,0.0,0.0,59.55,59.55,59.55,0.0,0.0,59.55,59.55,59.55,0.0,0.0,59.55,59.55,59.55,0.0,0.0,421,421,421,0,0
2019-05-19,54.42,54.42,54.42,0.0,0.0,54.42,54.42,54.42,0.0,0.0,54.42,54.42,54.42,0.0,0.0,54.42,54.42,54.42,0.0,0.0,224,224,224,0,0
2019-05-26,57.2,57.2,57.2,0.0,0.0,57.2,57.2,57.2,0.0,0.0,57.2,57.2,57.2,0.0,0.0,57.2,57.2,57.2,0.0,0.0,119,119,119,0,0
2019-06-02,57.2,57.2,57.2,0.0,0.0,57.3,57.3,57.3,0.0,0.0,57.2,57.2,57.2,0.0,0.0,57.3,57.3,57.3,0.0,0.0,202,202,202,0,0
2019-06-09,58.0,58.0,58.0,0.0,0.0,58.0,58.0,58.0,0.0,0.0,58.0,58.0,58.0,0.0,0.0,58.0,58.0,58.0,0.0,0.0,0,0,0,0,0
2019-06-16,56.2,56.2,56.2,0.0,0.0,56.2,56.2,56.2,0.0,0.0,56.2,56.2,56.2,0.0,0.0,56.2,56.2,56.2,0.0,0.0,126,126,126,0,0
2019-06-23,60.8,60.8,60.8,0.0,0.0,60.8,60.8,60.8,0.0,0.0,60.8,60.8,60.8,0.0,0.0,60.8,60.8,60.8,0.0,0.0,393,393,393,0,0
2019-06-30,58.85,58.85,58.85,0.0,0.0,58.85,58.85,58.85,0.0,0.0,58.85,58.85,58.85,0.0,0.0,58.85,58.85,58.85,0.0,0.0,307,307,307,0,0
2019-07-07,64.0,64.0,64.0,0.0,0.0,64.0,64.0,64.0,0.0,0.0,64.0,64.0,64.0,0.0,0.0,64.0,64.0,64.0,0.0,0.0,817,817,817,0,0
2019-07-14,63.83,63.83,63.83,0.0,0.0,63.83,63.83,63.83,0.0,0.0,61.92,61.92,61.92,0.0,0.0,61.92,61.92,61.92,0.0,0.0,425,425,425,0,0
2019-07-21,58.5,59.3,57.7,1.5999999999999943,1.5999999999999943,68.2,70.4,66.0,4.400000000000006,4.400000000000006,58.255,58.81,57.7,1.1099999999999994,1.1099999999999994,65.6,66.0,65.2,0.7999999999999972,-0.7999999999999972,1348,1759,938,821,821
2019-07-28,66.0,66.0,66.0,0.0,0.0,66.0,66.0,66.0,0.0,0.0,66.0,66.0,66.0,0.0,0.0,66.0,66.0,66.0,0.0,0.0,292,292,292,0,0
2019-08-04,68.115,71.5,66.0,5.5,-2.4599999999999937,68.115,71.5,66.0,5.5,-2.4599999999999937,67.55,69.24,66.0,3.239999999999995,-2.4599999999999937,67.7425,70.01,66.0,4.010000000000005,-2.4599999999999937,776,835,736,99,37
2019-08-11,67.0,67.0,67.0,0.0,0.0,67.0,67.0,67.0,0.0,0.0,67.0,67.0,67.0,0.0,0.0,67.0,67.0,67.0,0.0,0.0,101,101,101,0,0
2019-08-18,67.45,67.45,67.45,0.0,0.0,67.45,67.45,67.45,0.0,0.0,67.45,67.45,67.45,0.0,0.0,67.45,67.45,67.45,0.0,0.0,122,122,122,0,0
2019-08-25,62.61,62.61,62.61,0.0,0.0,62.61,62.61,62.61,0.0,0.0,61.0,61.0,61.0,0.0,0.0,61.0,61.0,61.0,0.0,0.0,898,898,898,0,0
2019-09-01,61.8,61.8,61.8,0.0,0.0,61.8,61.8,61.8,0.0,0.0,61.8,61.8,61.8,0.0,0.0,61.8,61.8,61.8,0.0,0.0,140,140,140,0,0
2019-09-08,61.8,61.8,61.8,0.0,0.0,61.8,61.8,61.8,0.0,0.0,61.8,61.8,61.8,0.0,0.0,61.8,61.8,61.8,0.0,0.0,100,100,100,0,0
2019-09-15,67.98,67.98,67.98,0.0,0.0,67.98,67.98,67.98,0.0,0.0,64.9,64.9,64.9,0.0,0.0,64.9,64.9,64.9,0.0,0.0,663,663,663,0,0
2019-09-22,57.51,57.51,57.51,0.0,0.0,57.51,57.51,57.51,0.0,0.0,57.51,57.51,57.51,0.0,0.0,57.51,57.51,57.51,0.0,0.0,509,509,509,0,0
2019-09-29,60.96,60.96,60.96,0.0,0.0,65.0,65.0,65.0,0.0,0.0,60.96,60.96,60.96,0.0,0.0,65.0,65.0,65.0,0.0,0.0,606,606,606,0,0
2019-10-06,64.2,64.2,64.2,0.0,0.0,66.73,66.73,66.73,0.0,0.0,64.2,64.2,64.2,0.0,0.0,66.73,66.73,66.73,0.0,0.0,225,225,225,0,0
2019-10-13,64.15666666666667,66.23,62.0,4.230000000000004,1.990000000000009,65.56666666666666,66.23,64.24,1.990000000000009,1.990000000000009,62.04666666666667,62.12,62.0,0.11999999999999744,0.09999999999999432,62.45666666666666,63.23,62.02,1.2099999999999937,0.09999999999999432,516,800,365,435,-18
2019-10-20,61.0,61.0,61.0,0.0,0.0,61.0,61.0,61.0,0.0,0.0,61.0,61.0,61.0,0.0,0.0,61.0,61.0,61.0,0.0,0.0,233,233,233,0,0
2019-10-27,61.0,61.0,61.0,0.0,0.0,61.0,61.0,61.0,0.0,0.0,59.9,59.9,59.9,0.0,0.0,59.9,59.9,59.9,0.0,0.0,603,603,603,0,0
2019-11-03,56.92,56.92,56.92,0.0,0.0,57.44,57.44,57.44,0.0,0.0,56.92,56.92,56.92,0.0,0.0,57.44,57.44,57.44,0.0,0.0,821,821,821,0,0
2019-11-10,56.0,56.0,56.0,0.0,0.0,60.66,60.66,60.66,0.0,0.0,56.0,56.0,56.0,0.0,0.0,60.66,60.66,60.66,0.0,0.0,285,285,285,0,0
2019-11-17,56.32,57.64,55.0,2.6400000000000006,-2.6400000000000006,56.32,57.64,55.0,2.6400000000000006,-2.6400000000000006,54.5,55.0,54.0,1.0,1.0,54.5,55.0,54.0,1.0,1.0,413,440,387,53,53
2019-11-24,57.0,57.0,57.0,0.0,0.0,57.0,57.0,57.0,0.0,0.0,57.0,57.0,57.0,0.0,0.0,57.0,57.0,57.0,0.0,0.0,100,100,100,0,0
2019-12-01,58.17,60.0,57.0,3.0,3.0,58.589999999999996,61.26,57.0,4.259999999999998,4.259999999999998,58.17,60.0,57.0,3.0,3.0,58.589999999999996,61.26,57.0,4.259999999999998,4.259999999999998,226,328,103,225,145
2019-12-08,62.0,62.0,62.0,0.0,0.0,62.0,62.0,62.0,0.0,0.0,62.0,62.0,62.0,0.0,0.0,62.0,62.0,62.0,0.0,0.0,351,351,351,0,0
2019-12-15,62.276666666666664,64.0,60.5,3.5,-1.8299999999999983,63.47666666666667,64.1,62.33,1.769999999999996,1.769999999999996,62.11,63.5,60.5,3.0,-1.8299999999999983,63.309999999999995,64.1,62.33,1.769999999999996,1.769999999999996,381,400,356,44,-12
2019-12-22,63.9,63.9,63.9,0.0,0.0,63.9,63.9,63.9,0.0,0.0,63.9,63.9,63.9,0.0,0.0,63.9,63.9,63.9,0.0,0.0,569,569,569,0,0
2019-12-29,65.71,66.0,65.5,0.5,0.37000000000000455,65.71,66.0,65.5,0.5,0.37000000000000455,65.60666666666667,66.0,65.32,0.6800000000000068,0.6800000000000068,65.60666666666667,66.0,65.32,0.6800000000000068,0.6800000000000068,363,453,215,238,31
