Date,BLDRS Europe Select ADR_etf_Open_average,BLDRS Europe Select ADR_etf_Open_max,BLDRS Europe Select ADR_etf_Open_min,BLDRS Europe Select ADR_etf_Open_volatility,BLDRS Europe Select ADR_etf_Open_change,BLDRS Europe Select ADR_etf_High_average,BLDRS Europe Select ADR_etf_High_max,BLDRS Europe Select ADR_etf_High_min,BLDRS Europe Select ADR_etf_High_volatility,BLDRS Europe Select ADR_etf_High_change,BLDRS Europe Select ADR_etf_Low_average,BLDRS Europe Select ADR_etf_Low_max,BLDRS Europe Select ADR_etf_Low_min,BLDRS Europe Select ADR_etf_Low_volatility,BLDRS Europe Select ADR_etf_Low_change,BLDRS Europe Select ADR_etf_Close_average,BLDRS Europe Select ADR_etf_Close_max,BLDRS Europe Select ADR_etf_Close_min,BLDRS Europe Select ADR_etf_Close_volatility,BLDRS Europe Select ADR_etf_Close_change
2018-04-22,22.7,22.7,22.7,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.74,22.74,22.74,0.0,0.0
2018-04-29,22.56,22.56,22.56,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.6,22.6,22.6,0.0,0.0
2018-05-06,23.0,23.0,23.0,0.0,0.0,23.03,23.03,23.03,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.03,23.03,23.03,0.0,0.0
2018-05-13,23.01,23.01,23.01,0.0,0.0,23.01,23.01,23.01,0.0,0.0,22.94,22.94,22.94,0.0,0.0,22.94,22.94,22.94,0.0,0.0
2018-05-20,22.37,22.37,22.37,0.0,0.0,22.38,22.38,22.38,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.36,22.36,22.36,0.0,0.0
2018-05-27,22.13,22.13,22.13,0.0,0.0,22.13,22.13,22.13,0.0,0.0,22.13,22.13,22.13,0.0,0.0,22.13,22.13,22.13,0.0,0.0
2018-06-03,22.47,22.47,22.47,0.0,0.0,22.47,22.47,22.47,0.0,0.0,22.47,22.47,22.47,0.0,0.0,22.47,22.47,22.47,0.0,0.0
2018-06-10,22.31,22.31,22.31,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.29,22.29,22.29,0.0,0.0
2018-06-17,21.97,21.97,21.97,0.0,0.0,22.08,22.08,22.08,0.0,0.0,21.97,21.97,21.97,0.0,0.0,22.08,22.08,22.08,0.0,0.0
2018-06-24,21.45,21.45,21.45,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.61,21.61,21.61,0.0,0.0
2018-07-01,22.02,22.02,22.02,0.0,0.0,22.02,22.02,22.02,0.0,0.0,22.02,22.02,22.02,0.0,0.0,22.02,22.02,22.02,0.0,0.0
2018-07-08,22.09,22.09,22.09,0.0,0.0,22.09,22.09,22.09,0.0,0.0,22.09,22.09,22.09,0.0,0.0,22.09,22.09,22.09,0.0,0.0
2018-07-15,22.32,22.32,22.32,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.3,22.3,22.3,0.0,0.0
2018-07-22,22.62,22.62,22.62,0.0,0.0,22.62,22.62,22.62,0.0,0.0,22.62,22.62,22.62,0.0,0.0,22.62,22.62,22.62,0.0,0.0
2018-07-29,22.21,22.21,22.21,0.0,0.0,22.21,22.21,22.21,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.16,22.16,22.16,0.0,0.0
2018-08-05,22.33,22.33,22.33,0.0,0.0,22.33,22.33,22.33,0.0,0.0,22.33,22.33,22.33,0.0,0.0,22.33,22.33,22.33,0.0,0.0
2018-08-12,21.46,21.46,21.46,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.46,21.46,21.46,0.0,0.0
2018-08-19,21.91,21.91,21.91,0.0,0.0,21.91,21.91,21.91,0.0,0.0,21.91,21.91,21.91,0.0,0.0,21.91,21.91,21.91,0.0,0.0
2018-08-26,21.76,21.76,21.76,0.0,0.0,21.76,21.76,21.76,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.61,21.61,21.61,0.0,0.0
2018-09-02,21.01,21.01,21.01,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.01,21.01,21.01,0.0,0.0,21.02,21.02,21.02,0.0,0.0
2018-09-09,21.46,21.46,21.46,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.46,21.46,21.46,0.0,0.0
2018-09-16,22.09,22.09,22.09,0.0,0.0,22.09,22.09,22.09,0.0,0.0,22.09,22.09,22.09,0.0,0.0,22.09,22.09,22.09,0.0,0.0
2018-09-23,22.14,22.14,22.14,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.14,22.14,22.14,0.0,0.0
2018-09-30,21.44,21.44,21.44,0.0,0.0,21.44,21.44,21.44,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.4,21.4,21.4,0.0,0.0
2018-10-07,20.72,20.72,20.72,0.0,0.0,20.72,20.72,20.72,0.0,0.0,20.72,20.72,20.72,0.0,0.0,20.72,20.72,20.72,0.0,0.0
2018-10-14,20.7,20.7,20.7,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.7,20.7,20.7,0.0,0.0
2018-10-21,19.91,19.91,19.91,0.0,0.0,19.93,19.93,19.93,0.0,0.0,19.88,19.88,19.88,0.0,0.0,19.92,19.92,19.92,0.0,0.0
2018-10-28,20.4,20.4,20.4,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.51,20.51,20.51,0.0,0.0
2018-11-04,20.55,20.55,20.55,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.59,20.59,20.59,0.0,0.0
2018-11-11,20.29,20.29,20.29,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.29,20.29,20.29,0.0,0.0,20.3,20.3,20.3,0.0,0.0
2018-11-18,20.1,20.1,20.1,0.0,0.0,20.1,20.1,20.1,0.0,0.0,19.95,19.95,19.95,0.0,0.0,19.95,19.95,19.95,0.0,0.0
2018-11-25,20.27,20.27,20.27,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.23,20.23,20.23,0.0,0.0
2018-12-02,19.81,19.81,19.81,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.74,19.74,19.74,0.0,0.0
2018-12-09,19.89,19.89,19.89,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.77,19.77,19.77,0.0,0.0
2018-12-16,18.98,18.98,18.98,0.0,0.0,19.07,19.07,19.07,0.0,0.0,18.84,18.84,18.84,0.0,0.0,18.85,18.85,18.85,0.0,0.0
2018-12-23,19.04,19.04,19.04,0.0,0.0,19.09,19.09,19.09,0.0,0.0,19.02,19.02,19.02,0.0,0.0,19.09,19.09,19.09,0.0,0.0
2018-12-30,19.13,19.13,19.13,0.0,0.0,19.47,19.47,19.47,0.0,0.0,19.13,19.13,19.13,0.0,0.0,19.42,19.42,19.42,0.0,0.0
2019-01-06,19.77,19.77,19.77,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.77,19.77,19.77,0.0,0.0
2019-01-13,19.98,19.98,19.98,0.0,0.0,19.98,19.98,19.98,0.0,0.0,19.98,19.98,19.98,0.0,0.0,19.98,19.98,19.98,0.0,0.0
2019-01-20,19.8,19.8,19.8,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.69,19.69,19.69,0.0,0.0,19.69,19.69,19.69,0.0,0.0
2019-01-27,20.26,20.26,20.26,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.26,20.26,20.26,0.0,0.0
2019-02-03,20.18,20.18,20.18,0.0,0.0,20.18,20.18,20.18,0.0,0.0,20.18,20.18,20.18,0.0,0.0,20.18,20.18,20.18,0.0,0.0
2019-02-10,20.29,20.29,20.29,0.0,0.0,20.29,20.29,20.29,0.0,0.0,20.29,20.29,20.29,0.0,0.0,20.29,20.29,20.29,0.0,0.0
2019-02-17,20.79,20.79,20.79,0.0,0.0,20.8,20.8,20.8,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.71,20.71,20.71,0.0,0.0
2019-02-24,20.84,20.84,20.84,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.84,20.84,20.84,0.0,0.0
2019-03-03,20.63,20.63,20.63,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.63,20.63,20.63,0.0,0.0
2019-03-10,21.25,21.25,21.25,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.46,21.46,21.46,0.0,0.0
2019-03-17,20.91,20.91,20.91,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.88,20.88,20.88,0.0,0.0,20.93,20.93,20.93,0.0,0.0
2019-03-24,20.96,20.96,20.96,0.0,0.0,20.99,20.99,20.99,0.0,0.0,20.91,20.91,20.91,0.0,0.0,20.91,20.91,20.91,0.0,0.0
2019-03-31,21.37,21.37,21.37,0.0,0.0,21.37,21.37,21.37,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.33,21.33,21.33,0.0,0.0
2019-04-07,21.41,21.41,21.41,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.41,21.41,21.41,0.0,0.0
2019-04-14,21.49,21.49,21.49,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.38,21.38,21.38,0.0,0.0
2019-04-21,21.18,21.18,21.18,0.0,0.0,21.35,21.35,21.35,0.0,0.0,21.18,21.18,21.18,0.0,0.0,21.21,21.21,21.21,0.0,0.0
2019-04-28,21.32,21.32,21.32,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.28,21.28,21.28,0.0,0.0,21.41,21.41,21.41,0.0,0.0
2019-05-05,20.93,20.93,20.93,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.95,20.95,20.95,0.0,0.0
2019-05-12,20.85,20.85,20.85,0.0,0.0,20.88,20.88,20.88,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.88,20.88,20.88,0.0,0.0
2019-05-19,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0
2019-05-26,20.33,20.33,20.33,0.0,0.0,20.36,20.36,20.36,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.36,20.36,20.36,0.0,0.0
2019-06-02,20.92,20.92,20.92,0.0,0.0,20.92,20.92,20.92,0.0,0.0,20.92,20.92,20.92,0.0,0.0,20.92,20.92,20.92,0.0,0.0
2019-06-09,20.86,20.86,20.86,0.0,0.0,20.86,20.86,20.86,0.0,0.0,20.86,20.86,20.86,0.0,0.0,20.86,20.86,20.86,0.0,0.0
2019-06-16,21.41,21.41,21.41,0.0,0.0,21.43,21.43,21.43,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.43,21.43,21.43,0.0,0.0
2019-06-23,21.13,21.13,21.13,0.0,0.0,21.13,21.13,21.13,0.0,0.0,21.13,21.13,21.13,0.0,0.0,21.13,21.13,21.13,0.0,0.0
2019-06-30,21.22,21.22,21.22,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.34,21.34,21.34,0.0,0.0
2019-07-07,21.04,21.04,21.04,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.04,21.04,21.04,0.0,0.0,21.1,21.1,21.1,0.0,0.0
2019-07-14,20.82,20.82,20.82,0.0,0.0,20.82,20.82,20.82,0.0,0.0,20.82,20.82,20.82,0.0,0.0,20.82,20.82,20.82,0.0,0.0
2019-07-21,21.06,21.06,21.06,0.0,0.0,21.06,21.06,21.06,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.0,21.0,21.0,0.0,0.0
2019-07-28,20.35,20.35,20.35,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.35,20.35,20.35,0.0,0.0
2019-08-04,19.93,19.93,19.93,0.0,0.0,20.18,20.18,20.18,0.0,0.0,19.93,19.93,19.93,0.0,0.0,20.18,20.18,20.18,0.0,0.0
2019-08-11,19.76,19.76,19.76,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.76,19.76,19.76,0.0,0.0
2019-08-18,19.9,19.9,19.9,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.92,19.92,19.92,0.0,0.0
2019-08-25,20.11,20.11,20.11,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.11,20.11,20.11,0.0,0.0
2019-09-01,20.35,20.35,20.35,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.35,20.35,20.35,0.0,0.0
2019-09-08,20.59,20.59,20.59,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.63,20.63,20.63,0.0,0.0
2019-09-15,20.59,20.59,20.59,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.59,20.59,20.59,0.0,0.0
2019-09-22,20.31,20.31,20.31,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.31,20.31,20.31,0.0,0.0,20.35,20.35,20.35,0.0,0.0
2019-09-29,19.77,19.77,19.77,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.77,19.77,19.77,0.0,0.0
2019-10-06,20.47,20.47,20.47,0.0,0.0,20.53,20.53,20.53,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.53,20.53,20.53,0.0,0.0
2019-10-13,20.59,20.59,20.59,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.59,20.59,20.59,0.0,0.0
2019-10-20,20.95,20.95,20.95,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.95,20.95,20.95,0.0,0.0
2019-10-27,21.05,21.05,21.05,0.0,0.0,21.05,21.05,21.05,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.9,20.9,20.9,0.0,0.0
2019-11-03,21.17,21.17,21.17,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.14,21.14,21.14,0.0,0.0
2019-11-10,21.11,21.11,21.11,0.0,0.0,21.11,21.11,21.11,0.0,0.0,21.11,21.11,21.11,0.0,0.0,21.11,21.11,21.11,0.0,0.0
2019-11-17,21.16,21.16,21.16,0.0,0.0,21.16,21.16,21.16,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.1,21.1,21.1,0.0,0.0
2019-11-24,20.84,20.84,20.84,0.0,0.0,20.91,20.91,20.91,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.91,20.91,20.91,0.0,0.0
2019-12-01,21.0,21.0,21.0,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.1,21.1,21.1,0.0,0.0
2019-12-08,21.49,21.49,21.49,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.42,21.42,21.42,0.0,0.0
2019-12-15,21.87,21.87,21.87,0.0,0.0,21.87,21.87,21.87,0.0,0.0,21.87,21.87,21.87,0.0,0.0,21.87,21.87,21.87,0.0,0.0
2019-12-22,22.03,22.03,22.03,0.0,0.0,22.03,22.03,22.03,0.0,0.0,21.9,21.9,21.9,0.0,0.0,21.93,21.93,21.93,0.0,0.0
2019-12-29,21.98,21.98,21.98,0.0,0.0,21.98,21.98,21.98,0.0,0.0,21.95,21.95,21.95,0.0,0.0,21.95,21.95,21.95,0.0,0.0
