Date,CIDMStock_Open_average,CIDMStock_Open_max,CIDMStock_Open_min,CIDMStock_Open_volatility,CIDMStock_Open_change,CIDMStock_High_average,CIDMStock_High_max,CIDMStock_High_min,CIDMStock_High_volatility,CIDMStock_High_change,CIDMStock_Low_average,CIDMStock_Low_max,CIDMStock_Low_min,CIDMStock_Low_volatility,CIDMStock_Low_change,CIDMStock_Close_average,CIDMStock_Close_max,CIDMStock_Close_min,CIDMStock_Close_volatility,CIDMStock_Close_change,CIDMStock_Volume_average,CIDMStock_Volume_max,CIDMStock_Volume_min,CIDMStock_Volume_volatility,CIDMStock_Volume_change
2018-01-14,1.375,1.38,1.37,0.009999999999999787,0.009999999999999787,1.452075,1.55,1.39,0.16000000000000014,0.16000000000000014,1.355,1.37,1.35,0.020000000000000018,0.020000000000000018,1.38,1.4,1.36,0.039999999999999813,0.010000000000000009,261871,536266,18081,518185,518185
2018-01-21,1.4016799999999998,1.4284,1.39,0.03839999999999999,0.0,1.4191,1.4308,1.41,0.02080000000000015,-0.020000000000000018,1.37642,1.392,1.3601,0.03189999999999982,0.019899999999999807,1.4018599999999999,1.4289,1.3804,0.04849999999999999,-0.028900000000000148,28033,47163,14120,33043,-23451
2018-01-28,1.3739999999999999,1.39,1.36,0.029999999999999805,-0.029999999999999805,1.39238,1.41,1.38,0.030000000000000027,-0.010000000000000009,1.36,1.37,1.34,0.030000000000000027,-0.030000000000000027,1.368,1.39,1.34,0.04999999999999982,-0.04999999999999982,25072,51749,5422,46327,35178
2018-02-04,1.286,1.34,1.23,0.1100000000000001,0.010000000000000009,1.3205,1.36,1.27,0.09000000000000008,-0.01750000000000007,1.23714,1.251,1.23,0.020999999999999908,-0.010000000000000009,1.25912,1.28,1.23,0.050000000000000044,-0.040000000000000036,24952,92704,2533,90171,-80842
2018-02-11,1.27298,1.32,1.24,0.08000000000000007,0.0052000000000000934,1.29776,1.34,1.265,0.07500000000000018,0.0050000000000001155,1.23424,1.25,1.23,0.020000000000000018,0.0,1.26,1.3,1.23,0.07000000000000006,0.015000000000000124,30316,69688,5489,64199,35786
2018-02-18,1.255,1.27,1.24,0.030000000000000027,0.010000000000000009,1.26,1.27,1.25,0.020000000000000018,0.0,1.22,1.23,1.21,0.020000000000000018,-0.010000000000000009,1.22755,1.2501,1.21,0.040100000000000025,-0.020000000000000018,22184,47285,6713,40572,-2272
2018-02-25,1.278,1.3,1.21,0.09000000000000008,0.08000000000000007,1.31748,1.3374,1.3,0.03739999999999988,-0.007399999999999851,1.23524,1.28,1.21,0.07000000000000006,0.07000000000000006,1.286,1.31,1.25,0.06000000000000005,-0.020000000000000018,30074,61809,14979,46830,-46313
2018-03-04,1.29,1.32,1.26,0.06000000000000005,-0.030000000000000027,1.3438,1.35,1.33,0.020000000000000018,0.018999999999999906,1.2775,1.3,1.26,0.040000000000000036,-9.999999999998899e-05,1.30604,1.32,1.29,0.030000000000000027,0.010000000000000009,9425,16847,4867,11980,5742
2018-03-11,1.334,1.35,1.32,0.030000000000000027,0.020000000000000018,1.348,1.35,1.34,0.010000000000000009,-0.010000000000000009,1.3122,1.33,1.281,0.049000000000000155,-0.039000000000000146,1.33602,1.35,1.32,0.030000000000000027,-0.010000000000000009,16300,29075,11203,17872,-1102
2018-03-18,1.29468,1.32,1.261,0.05900000000000016,0.020000000000000018,1.35,1.38,1.32,0.05999999999999983,0.05999999999999983,1.28468,1.31,1.261,0.049000000000000155,0.020000000000000018,1.324,1.36,1.28,0.08000000000000007,0.08000000000000007,11976,24009,3418,20591,-13612
2018-03-25,1.365575,1.39,1.33,0.05999999999999983,-0.032299999999999995,1.4204999999999999,1.44,1.39,0.050000000000000044,0.008000000000000007,1.3280750000000001,1.3623,1.28,0.08230000000000004,-0.032299999999999995,1.36985,1.402,1.3126,0.08939999999999992,-0.024799999999999933,31772,87093,11396,75697,2338
2018-04-01,1.378,1.4,1.35,0.04999999999999982,-0.029999999999999805,1.39462,1.4,1.3769,0.0230999999999999,-0.0230999999999999,1.3429,1.38,1.31,0.06999999999999984,-0.020100000000000007,1.3639999999999999,1.39,1.31,0.07999999999999985,-0.06999999999999984,13855,35455,2863,32592,-13736
2018-04-08,1.3739999999999999,1.39,1.33,0.05999999999999983,0.05999999999999983,1.424,1.52,1.38,0.14000000000000012,0.010000000000000009,1.35202,1.37,1.33,0.040000000000000036,0.020000000000000018,1.38042,1.4121,1.34,0.07209999999999983,0.020000000000000018,89248,349141,11971,337170,-2751
2018-04-15,1.386,1.4,1.37,0.029999999999999805,0.0,1.454,1.57,1.42,0.15000000000000013,0.15000000000000013,1.37736,1.4,1.3568,0.043199999999999905,0.023199999999999887,1.42,1.52,1.38,0.14000000000000012,0.14000000000000012,121988,527210,13709,513501,513259
2018-04-22,1.57,1.66,1.52,0.1399999999999999,0.10999999999999988,1.6015,1.66,1.5485,0.11149999999999993,0.07999999999999985,1.5206,1.61,1.432,0.17800000000000016,0.13000000000000012,1.572,1.64,1.52,0.11999999999999988,0.08000000000000007,103890,222683,19780,202903,-59724
2018-04-29,1.632,1.65,1.62,0.029999999999999805,0.009999999999999787,1.65332,1.68,1.635,0.04499999999999993,-0.040000000000000036,1.60602,1.62,1.5801,0.03990000000000005,0.010000000000000009,1.63418,1.65,1.62,0.029999999999999805,-0.010000000000000009,41532,93566,8333,85233,-47707
