Date,VanEck Vectors Steel_Open_average,VanEck Vectors Steel_Open_max,VanEck Vectors Steel_Open_min,VanEck Vectors Steel_Open_volatility,VanEck Vectors Steel_Open_change,VanEck Vectors Steel_High_average,VanEck Vectors Steel_High_max,VanEck Vectors Steel_High_min,VanEck Vectors Steel_High_volatility,VanEck Vectors Steel_High_change,VanEck Vectors Steel_Low_average,VanEck Vectors Steel_Low_max,VanEck Vectors Steel_Low_min,VanEck Vectors Steel_Low_volatility,VanEck Vectors Steel_Low_change,VanEck Vectors Steel_Close_average,VanEck Vectors Steel_Close_max,VanEck Vectors Steel_Close_min,VanEck Vectors Steel_Close_volatility,VanEck Vectors Steel_Close_change
2018-03-25,45.5,45.5,45.5,0.0,0.0,45.88,45.88,45.88,0.0,0.0,44.78,44.78,44.78,0.0,0.0,45.06,45.06,45.06,0.0,0.0
2018-04-01,45.01,45.01,45.01,0.0,0.0,45.56,45.56,45.56,0.0,0.0,44.76,44.76,44.76,0.0,0.0,44.92,44.92,44.92,0.0,0.0
2018-04-08,47.05,47.05,47.05,0.0,0.0,47.05,47.05,47.05,0.0,0.0,46.61,46.61,46.61,0.0,0.0,46.94,46.94,46.94,0.0,0.0
2018-04-15,48.75,48.75,48.75,0.0,0.0,48.87,48.87,48.87,0.0,0.0,48.2,48.2,48.2,0.0,0.0,48.47,48.47,48.47,0.0,0.0
2018-04-22,49.0,49.0,49.0,0.0,0.0,49.0,49.0,49.0,0.0,0.0,48.2,48.2,48.2,0.0,0.0,48.29,48.29,48.29,0.0,0.0
2018-04-29,49.09,49.09,49.09,0.0,0.0,49.35,49.35,49.35,0.0,0.0,48.95,48.95,48.95,0.0,0.0,48.99,48.99,48.99,0.0,0.0
2018-05-06,50.52,50.52,50.52,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.33,50.33,50.33,0.0,0.0
2018-05-13,50.83,50.83,50.83,0.0,0.0,51.07,51.07,51.07,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.24,50.24,50.24,0.0,0.0
2018-05-20,49.18,49.18,49.18,0.0,0.0,49.18,49.18,49.18,0.0,0.0,48.37,48.37,48.37,0.0,0.0,48.43,48.43,48.43,0.0,0.0
2018-05-27,48.86,48.86,48.86,0.0,0.0,49.23,49.23,49.23,0.0,0.0,48.72,48.72,48.72,0.0,0.0,48.94,48.94,48.94,0.0,0.0
2018-06-03,49.13,49.13,49.13,0.0,0.0,49.41,49.41,49.41,0.0,0.0,48.96,48.96,48.96,0.0,0.0,49.0,49.0,49.0,0.0,0.0
2018-06-10,46.83,46.83,46.83,0.0,0.0,47.48,47.48,47.48,0.0,0.0,46.26,46.26,46.26,0.0,0.0,47.37,47.37,47.37,0.0,0.0
2018-06-17,46.53,46.53,46.53,0.0,0.0,46.53,46.53,46.53,0.0,0.0,44.98,44.98,44.98,0.0,0.0,45.44,45.44,45.44,0.0,0.0
2018-06-24,44.98,44.98,44.98,0.0,0.0,44.98,44.98,44.98,0.0,0.0,44.62,44.62,44.62,0.0,0.0,44.84,44.84,44.84,0.0,0.0
2018-07-01,46.17,46.17,46.17,0.0,0.0,46.7,46.7,46.7,0.0,0.0,45.96,45.96,45.96,0.0,0.0,46.61,46.61,46.61,0.0,0.0
2018-07-08,45.62,45.62,45.62,0.0,0.0,45.85,45.85,45.85,0.0,0.0,45.33,45.33,45.33,0.0,0.0,45.51,45.51,45.51,0.0,0.0
2018-07-15,46.42,46.42,46.42,0.0,0.0,46.71,46.71,46.71,0.0,0.0,46.2,46.2,46.2,0.0,0.0,46.58,46.58,46.58,0.0,0.0
2018-07-22,48.17,48.17,48.17,0.0,0.0,48.38,48.38,48.38,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.91,47.91,47.91,0.0,0.0
2018-07-29,46.66,46.66,46.66,0.0,0.0,46.66,46.66,46.66,0.0,0.0,46.41,46.41,46.41,0.0,0.0,46.41,46.41,46.41,0.0,0.0
2018-08-05,44.59,44.59,44.59,0.0,0.0,44.71,44.71,44.71,0.0,0.0,43.99,43.99,43.99,0.0,0.0,44.26,44.26,44.26,0.0,0.0
2018-08-12,43.73,43.73,43.73,0.0,0.0,44.1,44.1,44.1,0.0,0.0,43.73,43.73,43.73,0.0,0.0,44.02,44.02,44.02,0.0,0.0
2018-08-19,44.51,44.51,44.51,0.0,0.0,45.16,45.16,45.16,0.0,0.0,44.4,44.4,44.4,0.0,0.0,45.0,45.0,45.0,0.0,0.0
2018-08-26,43.64,43.64,43.64,0.0,0.0,44.05,44.05,44.05,0.0,0.0,43.64,43.64,43.64,0.0,0.0,44.01,44.01,44.01,0.0,0.0
2018-09-02,42.81,42.81,42.81,0.0,0.0,42.87,42.87,42.87,0.0,0.0,42.37,42.37,42.37,0.0,0.0,42.37,42.37,42.37,0.0,0.0
2018-09-09,43.54,43.54,43.54,0.0,0.0,44.03,44.03,44.03,0.0,0.0,43.54,43.54,43.54,0.0,0.0,43.85,43.85,43.85,0.0,0.0
2018-09-16,45.87,45.87,45.87,0.0,0.0,46.28,46.28,46.28,0.0,0.0,45.42,45.42,45.42,0.0,0.0,45.42,45.42,45.42,0.0,0.0
2018-09-23,46.01,46.01,46.01,0.0,0.0,46.18,46.18,46.18,0.0,0.0,45.39,45.39,45.39,0.0,0.0,46.01,46.01,46.01,0.0,0.0
2018-09-30,44.96,44.96,44.96,0.0,0.0,45.25,45.25,45.25,0.0,0.0,44.66,44.66,44.66,0.0,0.0,45.18,45.18,45.18,0.0,0.0
2018-10-07,43.81,43.81,43.81,0.0,0.0,44.31,44.31,44.31,0.0,0.0,43.81,43.81,43.81,0.0,0.0,43.91,43.91,43.91,0.0,0.0
2018-10-14,43.61,43.61,43.61,0.0,0.0,43.86,43.86,43.86,0.0,0.0,43.37,43.37,43.37,0.0,0.0,43.77,43.77,43.77,0.0,0.0
2018-10-21,42.06,42.06,42.06,0.0,0.0,42.82,42.82,42.82,0.0,0.0,40.56,40.56,40.56,0.0,0.0,40.87,40.87,40.87,0.0,0.0
2018-10-28,44.15,44.15,44.15,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.07,44.07,44.07,0.0,0.0,44.25,44.25,44.25,0.0,0.0
2018-11-04,42.83,42.83,42.83,0.0,0.0,42.83,42.83,42.83,0.0,0.0,42.25,42.25,42.25,0.0,0.0,42.25,42.25,42.25,0.0,0.0
2018-11-11,42.73,42.73,42.73,0.0,0.0,43.05,43.05,43.05,0.0,0.0,42.48,42.48,42.48,0.0,0.0,42.64,42.64,42.64,0.0,0.0
2018-11-18,39.94,39.94,39.94,0.0,0.0,40.25,40.25,40.25,0.0,0.0,39.6,39.6,39.6,0.0,0.0,39.7,39.7,39.7,0.0,0.0
2018-11-25,41.24,41.24,41.24,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.04,41.04,41.04,0.0,0.0,41.31,41.31,41.31,0.0,0.0
2018-12-02,38.34,38.34,38.34,0.0,0.0,38.43,38.43,38.43,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.83,37.83,37.83,0.0,0.0
2018-12-09,38.39,38.39,38.39,0.0,0.0,38.71,38.71,38.71,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.61,37.61,37.61,0.0,0.0
2018-12-16,34.34,34.34,34.34,0.0,0.0,34.38,34.38,34.38,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.77,33.77,33.77,0.0,0.0
2018-12-23,35.06,35.06,35.06,0.0,0.0,35.06,35.06,35.06,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.77,34.77,34.77,0.0,0.0
2018-12-30,36.76,36.76,36.76,0.0,0.0,37.03,37.03,37.03,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.6,36.6,36.6,0.0,0.0
2019-01-06,37.08,37.08,37.08,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.01,37.01,37.01,0.0,0.0,37.26,37.26,37.26,0.0,0.0
2019-01-13,38.37,38.37,38.37,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.17,38.17,38.17,0.0,0.0,38.48,38.48,38.48,0.0,0.0
2019-01-20,37.81,37.81,37.81,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.61,37.61,37.61,0.0,0.0
2019-01-27,38.82,38.82,38.82,0.0,0.0,39.13,39.13,39.13,0.0,0.0,38.75,38.75,38.75,0.0,0.0,39.13,39.13,39.13,0.0,0.0
2019-02-03,38.1,38.1,38.1,0.0,0.0,38.1,38.1,38.1,0.0,0.0,37.77,37.77,37.77,0.0,0.0,38.08,38.08,38.08,0.0,0.0
2019-02-10,39.33,39.33,39.33,0.0,0.0,39.33,39.33,39.33,0.0,0.0,39.13,39.13,39.13,0.0,0.0,39.19,39.19,39.19,0.0,0.0
2019-02-17,40.92,40.92,40.92,0.0,0.0,41.07,41.07,41.07,0.0,0.0,40.83,40.83,40.83,0.0,0.0,40.99,40.99,40.99,0.0,0.0
2019-02-24,40.12,40.12,40.12,0.0,0.0,40.27,40.27,40.27,0.0,0.0,39.84,39.84,39.84,0.0,0.0,40.21,40.21,40.21,0.0,0.0
2019-03-03,38.58,38.58,38.58,0.0,0.0,39.32,39.32,39.32,0.0,0.0,38.58,38.58,38.58,0.0,0.0,39.32,39.32,39.32,0.0,0.0
2019-03-10,39.91,39.91,39.91,0.0,0.0,40.31,40.31,40.31,0.0,0.0,39.91,39.91,39.91,0.0,0.0,40.31,40.31,40.31,0.0,0.0
2019-03-17,38.87,38.87,38.87,0.0,0.0,39.18,39.18,39.18,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.94,38.94,38.94,0.0,0.0
2019-03-24,41.1,41.1,41.1,0.0,0.0,41.36,41.36,41.36,0.0,0.0,40.89,40.89,40.89,0.0,0.0,41.26,41.26,41.26,0.0,0.0
2019-03-31,42.2,42.2,42.2,0.0,0.0,42.2,42.2,42.2,0.0,0.0,41.76,41.76,41.76,0.0,0.0,42.09,42.09,42.09,0.0,0.0
2019-04-07,40.66,40.66,40.66,0.0,0.0,40.66,40.66,40.66,0.0,0.0,40.51,40.51,40.51,0.0,0.0,40.53,40.53,40.53,0.0,0.0
2019-04-14,40.01,40.01,40.01,0.0,0.0,40.01,40.01,40.01,0.0,0.0,39.48,39.48,39.48,0.0,0.0,39.64,39.64,39.64,0.0,0.0
2019-04-21,38.71,38.71,38.71,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.74,38.74,38.74,0.0,0.0
2019-04-28,37.95,37.95,37.95,0.0,0.0,38.63,38.63,38.63,0.0,0.0,37.95,37.95,37.95,0.0,0.0,38.55,38.55,38.55,0.0,0.0
2019-05-05,37.01,37.01,37.01,0.0,0.0,37.01,37.01,37.01,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.31,36.31,36.31,0.0,0.0
2019-05-12,36.91,36.91,36.91,0.0,0.0,36.91,36.91,36.91,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.55,36.55,36.55,0.0,0.0
2019-05-19,36.54,36.54,36.54,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.23,36.23,36.23,0.0,0.0,36.23,36.23,36.23,0.0,0.0
2019-05-26,35.25,35.25,35.25,0.0,0.0,35.89,35.89,35.89,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.8,35.8,35.8,0.0,0.0
2019-06-02,36.59,36.59,36.59,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.49,36.49,36.49,0.0,0.0
2019-06-09,36.4,36.4,36.4,0.0,0.0,36.81,36.81,36.81,0.0,0.0,36.33,36.33,36.33,0.0,0.0,36.54,36.54,36.54,0.0,0.0
2019-06-16,38.2,38.2,38.2,0.0,0.0,38.2,38.2,38.2,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.88,37.88,37.88,0.0,0.0
2019-06-23,39.67,39.67,39.67,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.37,39.37,39.37,0.0,0.0,39.37,39.37,39.37,0.0,0.0
2019-06-30,38.63,38.63,38.63,0.0,0.0,38.77,38.77,38.77,0.0,0.0,38.17,38.17,38.17,0.0,0.0,38.17,38.17,38.17,0.0,0.0
2019-07-07,38.63,38.63,38.63,0.0,0.0,38.79,38.79,38.79,0.0,0.0,38.49,38.49,38.49,0.0,0.0,38.76,38.76,38.76,0.0,0.0
2019-07-14,39.17,39.17,39.17,0.0,0.0,39.2,39.2,39.2,0.0,0.0,38.62,38.62,38.62,0.0,0.0,38.89,38.89,38.89,0.0,0.0
2019-07-21,38.11,38.11,38.11,0.0,0.0,38.13,38.13,38.13,0.0,0.0,37.91,37.91,37.91,0.0,0.0,38.09,38.09,38.09,0.0,0.0
2019-07-28,34.39,34.39,34.39,0.0,0.0,34.39,34.39,34.39,0.0,0.0,33.79,33.79,33.79,0.0,0.0,34.02,34.02,34.02,0.0,0.0
2019-08-04,33.17,33.17,33.17,0.0,0.0,33.17,33.17,33.17,0.0,0.0,32.43,32.43,32.43,0.0,0.0,32.44,32.44,32.44,0.0,0.0
2019-08-11,32.71,32.71,32.71,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.47,32.47,32.47,0.0,0.0
2019-08-18,31.6,31.6,31.6,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.17,31.17,31.17,0.0,0.0,31.26,31.26,31.26,0.0,0.0
2019-08-25,32.66,32.66,32.66,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.52,32.52,32.52,0.0,0.0
2019-09-01,33.2,33.2,33.2,0.0,0.0,34.03,34.03,34.03,0.0,0.0,33.2,33.2,33.2,0.0,0.0,33.99,33.99,33.99,0.0,0.0
2019-09-08,35.78,35.78,35.78,0.0,0.0,36.36,36.36,36.36,0.0,0.0,35.78,35.78,35.78,0.0,0.0,36.14,36.14,36.14,0.0,0.0
2019-09-15,33.98,33.98,33.98,0.0,0.0,34.67,34.67,34.67,0.0,0.0,33.98,33.98,33.98,0.0,0.0,34.51,34.51,34.51,0.0,0.0
2019-09-22,33.66,33.66,33.66,0.0,0.0,33.96,33.96,33.96,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.84,33.84,33.84,0.0,0.0
2019-09-29,33.03,33.03,33.03,0.0,0.0,33.11,33.11,33.11,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.77,32.77,32.77,0.0,0.0
2019-10-06,33.9,33.9,33.9,0.0,0.0,33.9,33.9,33.9,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.71,33.71,33.71,0.0,0.0
2019-10-13,33.79,33.79,33.79,0.0,0.0,33.94,33.94,33.94,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.7,33.7,33.7,0.0,0.0
2019-10-20,34.82,34.82,34.82,0.0,0.0,35.29,35.29,35.29,0.0,0.0,34.82,34.82,34.82,0.0,0.0,35.23,35.23,35.23,0.0,0.0
2019-10-27,36.53,36.53,36.53,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.5,36.5,36.5,0.0,0.0
2019-11-03,36.01,36.01,36.01,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.01,36.01,36.01,0.0,0.0,36.15,36.15,36.15,0.0,0.0
2019-11-10,35.36,35.36,35.36,0.0,0.0,35.51,35.51,35.51,0.0,0.0,35.21,35.21,35.21,0.0,0.0,35.48,35.48,35.48,0.0,0.0
2019-11-17,36.49,36.49,36.49,0.0,0.0,37.04,37.04,37.04,0.0,0.0,36.39,36.39,36.39,0.0,0.0,36.91,36.91,36.91,0.0,0.0
2019-11-24,36.86,36.86,36.86,0.0,0.0,37.08,37.08,37.08,0.0,0.0,36.86,36.86,36.86,0.0,0.0,37.04,37.04,37.04,0.0,0.0
2019-12-01,37.94,37.94,37.94,0.0,0.0,38.32,38.32,38.32,0.0,0.0,37.94,37.94,37.94,0.0,0.0,37.94,37.94,37.94,0.0,0.0
2019-12-08,38.98,38.98,38.98,0.0,0.0,38.98,38.98,38.98,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.41,38.41,38.41,0.0,0.0
2019-12-15,37.62,37.62,37.62,0.0,0.0,37.75,37.75,37.75,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.75,37.75,37.75,0.0,0.0
2019-12-22,38.06,38.06,38.06,0.0,0.0,38.06,38.06,38.06,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.69,37.69,37.69,0.0,0.0
2019-12-29,37.48,37.48,37.48,0.0,0.0,37.64,37.64,37.64,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.48,37.48,37.48,0.0,0.0
