Date,iShares Global Healthcare_etf_Open_average,iShares Global Healthcare_etf_Open_max,iShares Global Healthcare_etf_Open_min,iShares Global Healthcare_etf_Open_volatility,iShares Global Healthcare_etf_Open_change,iShares Global Healthcare_etf_High_average,iShares Global Healthcare_etf_High_max,iShares Global Healthcare_etf_High_min,iShares Global Healthcare_etf_High_volatility,iShares Global Healthcare_etf_High_change,iShares Global Healthcare_etf_Low_average,iShares Global Healthcare_etf_Low_max,iShares Global Healthcare_etf_Low_min,iShares Global Healthcare_etf_Low_volatility,iShares Global Healthcare_etf_Low_change,iShares Global Healthcare_etf_Close_average,iShares Global Healthcare_etf_Close_max,iShares Global Healthcare_etf_Close_min,iShares Global Healthcare_etf_Close_volatility,iShares Global Healthcare_etf_Close_change
2019-01-06,57.76,57.76,57.76,0.0,0.0,58.05,58.05,58.05,0.0,0.0,57.57,57.57,57.57,0.0,0.0,58.02,58.02,58.02,0.0,0.0
2019-01-13,58.96,58.96,58.96,0.0,0.0,59.18,59.18,59.18,0.0,0.0,58.58,58.58,58.58,0.0,0.0,59.12,59.12,59.12,0.0,0.0
2019-01-20,58.5,58.5,58.5,0.0,0.0,58.6,58.6,58.6,0.0,0.0,58.27,58.27,58.27,0.0,0.0,58.41,58.41,58.41,0.0,0.0
2019-01-27,59.55,59.55,59.55,0.0,0.0,59.78,59.78,59.78,0.0,0.0,59.32,59.32,59.32,0.0,0.0,59.64,59.64,59.64,0.0,0.0
2019-02-03,58.96,58.96,58.96,0.0,0.0,59.27,59.27,59.27,0.0,0.0,58.83,58.83,58.83,0.0,0.0,59.27,59.27,59.27,0.0,0.0
2019-02-10,60.53,60.53,60.53,0.0,0.0,61.0,61.0,61.0,0.0,0.0,60.49,60.49,60.49,0.0,0.0,60.99,60.99,60.99,0.0,0.0
2019-02-17,60.46,60.46,60.46,0.0,0.0,60.87,60.87,60.87,0.0,0.0,60.37,60.37,60.37,0.0,0.0,60.78,60.78,60.78,0.0,0.0
2019-02-24,61.0,61.0,61.0,0.0,0.0,61.38,61.38,61.38,0.0,0.0,60.95,60.95,60.95,0.0,0.0,61.33,61.33,61.33,0.0,0.0
2019-03-03,59.41,59.41,59.41,0.0,0.0,59.61,59.61,59.61,0.0,0.0,59.15,59.15,59.15,0.0,0.0,59.61,59.61,59.61,0.0,0.0
2019-03-10,61.16,61.16,61.16,0.0,0.0,61.42,61.42,61.42,0.0,0.0,61.01,61.01,61.01,0.0,0.0,61.35,61.35,61.35,0.0,0.0
2019-03-17,61.16,61.16,61.16,0.0,0.0,61.23,61.23,61.23,0.0,0.0,60.39,60.39,60.39,0.0,0.0,60.39,60.39,60.39,0.0,0.0
2019-03-24,60.78,60.78,60.78,0.0,0.0,61.23,61.23,61.23,0.0,0.0,60.68,60.68,60.68,0.0,0.0,61.1,61.1,61.1,0.0,0.0
2019-03-31,60.96,60.96,60.96,0.0,0.0,61.31,61.31,61.31,0.0,0.0,60.96,60.96,60.96,0.0,0.0,61.26,61.26,61.26,0.0,0.0
2019-04-07,60.38,60.38,60.38,0.0,0.0,60.38,60.38,60.38,0.0,0.0,59.74,59.74,59.74,0.0,0.0,59.78,59.78,59.78,0.0,0.0
2019-04-14,57.68,57.68,57.68,0.0,0.0,57.81,57.81,57.81,0.0,0.0,56.78,56.78,56.78,0.0,0.0,57.44,57.44,57.44,0.0,0.0
2019-04-21,58.88,58.88,58.88,0.0,0.0,59.34,59.34,59.34,0.0,0.0,58.77,58.77,58.77,0.0,0.0,59.32,59.32,59.32,0.0,0.0
2019-04-28,59.89,59.89,59.89,0.0,0.0,60.1,60.1,60.1,0.0,0.0,59.73,59.73,59.73,0.0,0.0,60.1,60.1,60.1,0.0,0.0
2019-05-05,59.18,59.18,59.18,0.0,0.0,59.44,59.44,59.44,0.0,0.0,58.31,58.31,58.31,0.0,0.0,59.29,59.29,59.29,0.0,0.0
2019-05-12,58.78,58.78,58.78,0.0,0.0,59.43,59.43,59.43,0.0,0.0,58.71,58.71,58.71,0.0,0.0,59.07,59.07,59.07,0.0,0.0
2019-05-19,59.94,59.94,59.94,0.0,0.0,60.09,60.09,60.09,0.0,0.0,59.78,59.78,59.78,0.0,0.0,59.96,59.96,59.96,0.0,0.0
2019-05-26,58.17,58.17,58.17,0.0,0.0,58.5,58.5,58.5,0.0,0.0,58.02,58.02,58.02,0.0,0.0,58.36,58.36,58.36,0.0,0.0
2019-06-02,60.35,60.35,60.35,0.0,0.0,60.83,60.83,60.83,0.0,0.0,60.35,60.35,60.35,0.0,0.0,60.7,60.7,60.7,0.0,0.0
2019-06-09,61.04,61.04,61.04,0.0,0.0,61.18,61.18,61.18,0.0,0.0,60.83,60.83,60.83,0.0,0.0,60.91,60.91,60.91,0.0,0.0
2019-06-16,61.94,61.94,61.94,0.0,0.0,62.19,62.19,62.19,0.0,0.0,61.59,61.59,61.59,0.0,0.0,62.07,62.07,62.07,0.0,0.0
2019-06-23,61.64,61.64,61.64,0.0,0.0,61.75,61.75,61.75,0.0,0.0,61.28,61.28,61.28,0.0,0.0,61.71,61.71,61.71,0.0,0.0
2019-06-30,62.47,62.47,62.47,0.0,0.0,62.64,62.64,62.64,0.0,0.0,62.19,62.19,62.19,0.0,0.0,62.33,62.33,62.33,0.0,0.0
2019-07-07,61.66,61.66,61.66,0.0,0.0,61.67,61.67,61.67,0.0,0.0,60.9,60.9,60.9,0.0,0.0,61.18,61.18,61.18,0.0,0.0
2019-07-14,61.75,61.75,61.75,0.0,0.0,61.75,61.75,61.75,0.0,0.0,61.11,61.11,61.11,0.0,0.0,61.11,61.11,61.11,0.0,0.0
2019-07-21,61.34,61.34,61.34,0.0,0.0,61.48,61.48,61.48,0.0,0.0,61.24,61.24,61.24,0.0,0.0,61.46,61.46,61.46,0.0,0.0
2019-07-28,60.99,60.99,60.99,0.0,0.0,61.06,61.06,61.06,0.0,0.0,60.5,60.5,60.5,0.0,0.0,60.9,60.9,60.9,0.0,0.0
2019-08-04,61.12,61.12,61.12,0.0,0.0,61.47,61.47,61.47,0.0,0.0,60.76,60.76,60.76,0.0,0.0,61.22,61.22,61.22,0.0,0.0
2019-08-11,60.48,60.48,60.48,0.0,0.0,60.87,60.87,60.87,0.0,0.0,60.34,60.34,60.34,0.0,0.0,60.79,60.79,60.79,0.0,0.0
2019-08-18,60.9,60.9,60.9,0.0,0.0,61.17,61.17,61.17,0.0,0.0,59.67,59.67,59.67,0.0,0.0,59.88,59.88,59.88,0.0,0.0
2019-08-25,61.08,61.08,61.08,0.0,0.0,61.23,61.23,61.23,0.0,0.0,60.68,60.68,60.68,0.0,0.0,60.99,60.99,60.99,0.0,0.0
2019-09-01,61.36,61.36,61.36,0.0,0.0,61.61,61.61,61.61,0.0,0.0,61.36,61.36,61.36,0.0,0.0,61.51,61.51,61.51,0.0,0.0
2019-09-08,61.38,61.38,61.38,0.0,0.0,61.59,61.59,61.59,0.0,0.0,61.15,61.15,61.15,0.0,0.0,61.21,61.21,61.21,0.0,0.0
2019-09-15,61.81,61.81,61.81,0.0,0.0,62.25,62.25,62.25,0.0,0.0,61.55,61.55,61.55,0.0,0.0,62.03,62.03,62.03,0.0,0.0
2019-09-22,61.0,61.0,61.0,0.0,0.0,61.13,61.13,61.13,0.0,0.0,60.48,60.48,60.48,0.0,0.0,60.64,60.64,60.64,0.0,0.0
2019-09-29,60.13,60.13,60.13,0.0,0.0,60.83,60.83,60.83,0.0,0.0,60.13,60.13,60.13,0.0,0.0,60.83,60.83,60.83,0.0,0.0
2019-10-06,60.88,60.88,60.88,0.0,0.0,61.39,61.39,61.39,0.0,0.0,60.84,60.84,60.84,0.0,0.0,60.88,60.88,60.88,0.0,0.0
2019-10-13,61.99,61.99,61.99,0.0,0.0,62.14,62.14,62.14,0.0,0.0,61.83,61.83,61.83,0.0,0.0,62.01,62.01,62.01,0.0,0.0
2019-10-20,62.34,62.34,62.34,0.0,0.0,62.7,62.7,62.7,0.0,0.0,62.21,62.21,62.21,0.0,0.0,62.6,62.6,62.6,0.0,0.0
2019-10-27,64.44,64.44,64.44,0.0,0.0,64.68,64.68,64.68,0.0,0.0,64.26,64.26,64.26,0.0,0.0,64.29,64.29,64.29,0.0,0.0
2019-11-03,64.01,64.01,64.01,0.0,0.0,64.49,64.49,64.49,0.0,0.0,63.97,63.97,63.97,0.0,0.0,64.49,64.49,64.49,0.0,0.0
2019-11-10,64.76,64.76,64.76,0.0,0.0,65.73,65.73,65.73,0.0,0.0,64.76,64.76,64.76,0.0,0.0,65.69,65.69,65.69,0.0,0.0
2019-11-17,66.11,66.11,66.11,0.0,0.0,66.2,66.2,66.2,0.0,0.0,65.95,65.95,65.95,0.0,0.0,66.19,66.19,66.19,0.0,0.0
2019-11-24,66.99,66.99,66.99,0.0,0.0,67.13,67.13,67.13,0.0,0.0,66.86,66.86,66.86,0.0,0.0,66.99,66.99,66.99,0.0,0.0
2019-12-01,67.35,67.35,67.35,0.0,0.0,67.61,67.61,67.61,0.0,0.0,67.34,67.34,67.34,0.0,0.0,67.51,67.51,67.51,0.0,0.0
2019-12-08,67.85,67.85,67.85,0.0,0.0,68.06,68.06,68.06,0.0,0.0,67.58,67.58,67.58,0.0,0.0,67.86,67.86,67.86,0.0,0.0
2019-12-15,68.62,68.62,68.62,0.0,0.0,68.97,68.97,68.97,0.0,0.0,68.53,68.53,68.53,0.0,0.0,68.87,68.87,68.87,0.0,0.0
2019-12-22,69.15,69.15,69.15,0.0,0.0,69.18,69.18,69.18,0.0,0.0,68.93,68.93,68.93,0.0,0.0,69.01,69.01,69.01,0.0,0.0
2019-12-29,68.23,68.23,68.23,0.0,0.0,68.76,68.76,68.76,0.0,0.0,68.0,68.0,68.0,0.0,0.0,68.46,68.46,68.46,0.0,0.0
