Date,Victory CEMP US 500 Enhanced Volatility WeightedEtf_Open_average,Victory CEMP US 500 Enhanced Volatility WeightedEtf_Open_max,Victory CEMP US 500 Enhanced Volatility WeightedEtf_Open_min,Victory CEMP US 500 Enhanced Volatility WeightedEtf_Open_volatility,Victory CEMP US 500 Enhanced Volatility WeightedEtf_Open_change,Victory CEMP US 500 Enhanced Volatility WeightedEtf_High_average,Victory CEMP US 500 Enhanced Volatility WeightedEtf_High_max,Victory CEMP US 500 Enhanced Volatility WeightedEtf_High_min,Victory CEMP US 500 Enhanced Volatility WeightedEtf_High_volatility,Victory CEMP US 500 Enhanced Volatility WeightedEtf_High_change,Victory CEMP US 500 Enhanced Volatility WeightedEtf_Low_average,Victory CEMP US 500 Enhanced Volatility WeightedEtf_Low_max,Victory CEMP US 500 Enhanced Volatility WeightedEtf_Low_min,Victory CEMP US 500 Enhanced Volatility WeightedEtf_Low_volatility,Victory CEMP US 500 Enhanced Volatility WeightedEtf_Low_change,Victory CEMP US 500 Enhanced Volatility WeightedEtf_Close_average,Victory CEMP US 500 Enhanced Volatility WeightedEtf_Close_max,Victory CEMP US 500 Enhanced Volatility WeightedEtf_Close_min,Victory CEMP US 500 Enhanced Volatility WeightedEtf_Close_volatility,Victory CEMP US 500 Enhanced Volatility WeightedEtf_Close_change
2018-01-14,50.87,50.87,50.87,0.0,0.0,51.08,51.08,51.08,0.0,0.0,50.81,50.81,50.81,0.0,0.0,51.08,51.08,51.08,0.0,0.0
2018-01-21,51.7,51.7,51.7,0.0,0.0,51.97,51.97,51.97,0.0,0.0,51.54,51.54,51.54,0.0,0.0,51.97,51.97,51.97,0.0,0.0
2018-01-28,50.93,50.93,50.93,0.0,0.0,50.93,50.93,50.93,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.1,50.1,50.1,0.0,0.0
2018-02-04,47.41,47.41,47.41,0.0,0.0,47.95,47.95,47.95,0.0,0.0,46.35,46.35,46.35,0.0,0.0,47.59,47.59,47.59,0.0,0.0
2018-02-11,49.32,49.32,49.32,0.0,0.0,50.05,50.05,50.05,0.0,0.0,49.32,49.32,49.32,0.0,0.0,49.78,49.78,49.78,0.0,0.0
2018-02-18,49.45,49.45,49.45,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.79,49.79,49.79,0.0,0.0
2018-02-25,48.54,48.54,48.54,0.0,0.0,49.03,49.03,49.03,0.0,0.0,48.24,48.24,48.24,0.0,0.0,48.97,48.97,48.97,0.0,0.0
2018-03-04,50.08,50.08,50.08,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.64,50.64,50.64,0.0,0.0
2018-03-11,50.17,50.17,50.17,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.17,50.17,50.17,0.0,0.0
2018-03-18,48.89,48.89,48.89,0.0,0.0,48.89,48.89,48.89,0.0,0.0,47.72,47.72,47.72,0.0,0.0,47.72,47.72,47.72,0.0,0.0
2018-03-25,48.48,48.48,48.48,0.0,0.0,49.03,49.03,49.03,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.86,48.86,48.86,0.0,0.0
2018-04-01,49.0,49.0,49.0,0.0,0.0,49.0,49.0,49.0,0.0,0.0,47.77,47.77,47.77,0.0,0.0,48.18,48.18,48.18,0.0,0.0
2018-04-08,49.26,49.26,49.26,0.0,0.0,49.26,49.26,49.26,0.0,0.0,48.54,48.54,48.54,0.0,0.0,48.72,48.72,48.72,0.0,0.0
2018-04-15,49.48,49.48,49.48,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.04,49.04,49.04,0.0,0.0,49.18,49.18,49.18,0.0,0.0
2018-04-22,49.14,49.14,49.14,0.0,0.0,49.14,49.14,49.14,0.0,0.0,48.89,48.89,48.89,0.0,0.0,49.04,49.04,49.04,0.0,0.0
2018-04-29,48.09,48.09,48.09,0.0,0.0,48.82,48.82,48.82,0.0,0.0,47.85,47.85,47.85,0.0,0.0,48.64,48.64,48.64,0.0,0.0
2018-05-06,49.6,49.6,49.6,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.57,49.57,49.57,0.0,0.0
2018-05-13,49.69,49.69,49.69,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.67,49.67,49.67,0.0,0.0
2018-05-20,49.89,49.89,49.89,0.0,0.0,49.89,49.89,49.89,0.0,0.0,49.64,49.64,49.64,0.0,0.0,49.75,49.75,49.75,0.0,0.0
2018-05-27,49.69,49.69,49.69,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.73,49.73,49.73,0.0,0.0
2018-06-03,50.48,50.48,50.48,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.68,50.68,50.68,0.0,0.0
2018-06-10,50.5,50.5,50.5,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.63,50.63,50.63,0.0,0.0
2018-06-17,50.48,50.48,50.48,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.22,50.22,50.22,0.0,0.0
2018-06-24,49.51,49.51,49.51,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.41,49.41,49.41,0.0,0.0
2018-07-01,49.83,49.83,49.83,0.0,0.0,50.12,50.12,50.12,0.0,0.0,49.66,49.66,49.66,0.0,0.0,50.05,50.05,50.05,0.0,0.0
2018-07-08,50.48,50.48,50.48,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.45,50.45,50.45,0.0,0.0
2018-07-15,50.79,50.79,50.79,0.0,0.0,50.79,50.79,50.79,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.67,50.67,50.67,0.0,0.0
2018-07-22,51.24,51.24,51.24,0.0,0.0,51.24,51.24,51.24,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.76,50.76,50.76,0.0,0.0
2018-07-29,51.0,51.0,51.0,0.0,0.0,51.07,51.07,51.07,0.0,0.0,50.85,50.85,50.85,0.0,0.0,51.03,51.03,51.03,0.0,0.0
2018-08-05,51.3,51.3,51.3,0.0,0.0,51.3,51.3,51.3,0.0,0.0,50.95,50.95,50.95,0.0,0.0,51.09,51.09,51.09,0.0,0.0
2018-08-12,51.4,51.4,51.4,0.0,0.0,51.64,51.64,51.64,0.0,0.0,51.31,51.31,51.31,0.0,0.0,51.58,51.58,51.58,0.0,0.0
2018-08-19,51.84,51.84,51.84,0.0,0.0,52.03,52.03,52.03,0.0,0.0,51.77,51.77,51.77,0.0,0.0,51.98,51.98,51.98,0.0,0.0
2018-08-26,51.86,51.86,51.86,0.0,0.0,52.21,52.21,52.21,0.0,0.0,51.86,51.86,51.86,0.0,0.0,52.19,52.19,52.19,0.0,0.0
2018-09-02,52.05,52.05,52.05,0.0,0.0,52.16,52.16,52.16,0.0,0.0,51.84,51.84,51.84,0.0,0.0,51.98,51.98,51.98,0.0,0.0
2018-09-09,52.47,52.47,52.47,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.34,52.34,52.34,0.0,0.0,52.51,52.51,52.51,0.0,0.0
2018-09-16,52.77,52.77,52.77,0.0,0.0,52.77,52.77,52.77,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.53,52.53,52.53,0.0,0.0
2018-09-23,51.63,51.63,51.63,0.0,0.0,51.88,51.88,51.88,0.0,0.0,51.62,51.62,51.62,0.0,0.0,51.73,51.73,51.73,0.0,0.0
2018-09-30,51.35,51.35,51.35,0.0,0.0,51.39,51.39,51.39,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.97,50.97,50.97,0.0,0.0
2018-10-07,48.83,48.83,48.83,0.0,0.0,48.9,48.9,48.9,0.0,0.0,47.93,47.93,47.93,0.0,0.0,48.47,48.47,48.47,0.0,0.0
2018-10-14,48.93,48.93,48.93,0.0,0.0,49.0,49.0,49.0,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.55,48.55,48.55,0.0,0.0
2018-10-21,46.49,46.49,46.49,0.0,0.0,46.98,46.98,46.98,0.0,0.0,45.99,45.99,45.99,0.0,0.0,46.47,46.47,46.47,0.0,0.0
2018-10-28,48.66,48.66,48.66,0.0,0.0,48.67,48.67,48.67,0.0,0.0,47.83,47.83,47.83,0.0,0.0,48.19,48.19,48.19,0.0,0.0
2018-11-04,49.15,49.15,49.15,0.0,0.0,49.21,49.21,49.21,0.0,0.0,48.75,48.75,48.75,0.0,0.0,49.08,49.08,49.08,0.0,0.0
2018-11-11,48.33,48.33,48.33,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.29,48.29,48.29,0.0,0.0,48.58,48.58,48.58,0.0,0.0
2018-11-18,47.09,47.09,47.09,0.0,0.0,47.65,47.65,47.65,0.0,0.0,47.09,47.09,47.09,0.0,0.0,47.39,47.39,47.39,0.0,0.0
2018-11-25,48.62,48.62,48.62,0.0,0.0,48.98,48.98,48.98,0.0,0.0,48.62,48.62,48.62,0.0,0.0,48.89,48.89,48.89,0.0,0.0
2018-12-02,47.28,47.28,47.28,0.0,0.0,47.8,47.8,47.8,0.0,0.0,46.36,46.36,46.36,0.0,0.0,46.48,46.48,46.48,0.0,0.0
2018-12-09,45.65,45.65,45.65,0.0,0.0,46.17,46.17,46.17,0.0,0.0,45.48,45.48,45.48,0.0,0.0,45.6,45.6,45.6,0.0,0.0
2018-12-16,43.52,43.52,43.52,0.0,0.0,43.87,43.87,43.87,0.0,0.0,42.37,42.37,42.37,0.0,0.0,42.52,42.52,42.52,0.0,0.0
2018-12-23,43.62,43.62,43.62,0.0,0.0,44.03,44.03,44.03,0.0,0.0,43.31,43.31,43.31,0.0,0.0,43.48,43.48,43.48,0.0,0.0
2018-12-30,43.86,43.86,43.86,0.0,0.0,44.0,44.0,44.0,0.0,0.0,43.72,43.72,43.72,0.0,0.0,43.95,43.95,43.95,0.0,0.0
2019-01-06,44.11,44.11,44.11,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.11,44.11,44.11,0.0,0.0,44.29,44.29,44.29,0.0,0.0
2019-01-13,44.46,44.46,44.46,0.0,0.0,44.73,44.73,44.73,0.0,0.0,44.46,44.46,44.46,0.0,0.0,44.71,44.71,44.71,0.0,0.0
2019-01-20,44.85,44.85,44.85,0.0,0.0,44.85,44.85,44.85,0.0,0.0,44.69,44.69,44.69,0.0,0.0,44.71,44.71,44.71,0.0,0.0
2019-01-27,44.9,44.9,44.9,0.0,0.0,44.97,44.97,44.97,0.0,0.0,44.88,44.88,44.88,0.0,0.0,44.92,44.92,44.92,0.0,0.0
2019-02-03,45.02,45.02,45.02,0.0,0.0,45.2,45.2,45.2,0.0,0.0,44.88,44.88,44.88,0.0,0.0,45.16,45.16,45.16,0.0,0.0
2019-02-10,46.03,46.03,46.03,0.0,0.0,46.43,46.43,46.43,0.0,0.0,46.03,46.03,46.03,0.0,0.0,46.43,46.43,46.43,0.0,0.0
2019-02-17,46.61,46.61,46.61,0.0,0.0,46.88,46.88,46.88,0.0,0.0,46.59,46.59,46.59,0.0,0.0,46.87,46.87,46.87,0.0,0.0
