Date,Arrow Investments DWA Tactical_Open_average,Arrow Investments DWA Tactical_Open_max,Arrow Investments DWA Tactical_Open_min,Arrow Investments DWA Tactical_Open_volatility,Arrow Investments DWA Tactical_Open_change,Arrow Investments DWA Tactical_High_average,Arrow Investments DWA Tactical_High_max,Arrow Investments DWA Tactical_High_min,Arrow Investments DWA Tactical_High_volatility,Arrow Investments DWA Tactical_High_change,Arrow Investments DWA Tactical_Low_average,Arrow Investments DWA Tactical_Low_max,Arrow Investments DWA Tactical_Low_min,Arrow Investments DWA Tactical_Low_volatility,Arrow Investments DWA Tactical_Low_change,Arrow Investments DWA Tactical_Close_average,Arrow Investments DWA Tactical_Close_max,Arrow Investments DWA Tactical_Close_min,Arrow Investments DWA Tactical_Close_volatility,Arrow Investments DWA Tactical_Close_change
2018-01-14,12.3,12.3,12.3,0.0,0.0,12.3,12.3,12.3,0.0,0.0,12.3,12.3,12.3,0.0,0.0,12.3,12.3,12.3,0.0,0.0
2018-01-21,12.47,12.47,12.47,0.0,0.0,12.47,12.47,12.47,0.0,0.0,12.47,12.47,12.47,0.0,0.0,12.47,12.47,12.47,0.0,0.0
2018-01-28,11.99,11.99,11.99,0.0,0.0,11.99,11.99,11.99,0.0,0.0,11.78,11.78,11.78,0.0,0.0,11.84,11.84,11.84,0.0,0.0
2018-02-04,11.57,11.57,11.57,0.0,0.0,11.57,11.57,11.57,0.0,0.0,11.57,11.57,11.57,0.0,0.0,11.57,11.57,11.57,0.0,0.0
2018-02-11,12.11,12.11,12.11,0.0,0.0,12.11,12.11,12.11,0.0,0.0,12.11,12.11,12.11,0.0,0.0,12.11,12.11,12.11,0.0,0.0
2018-02-18,12.1,12.1,12.1,0.0,0.0,12.14,12.14,12.14,0.0,0.0,12.1,12.1,12.1,0.0,0.0,12.14,12.14,12.14,0.0,0.0
2018-02-25,11.87,11.87,11.87,0.0,0.0,11.87,11.87,11.87,0.0,0.0,11.85,11.85,11.85,0.0,0.0,11.85,11.85,11.85,0.0,0.0
2018-03-04,12.22,12.22,12.22,0.0,0.0,12.22,12.22,12.22,0.0,0.0,12.22,12.22,12.22,0.0,0.0,12.22,12.22,12.22,0.0,0.0
2018-03-11,11.88,11.88,11.88,0.0,0.0,11.88,11.88,11.88,0.0,0.0,11.88,11.88,11.88,0.0,0.0,11.88,11.88,11.88,0.0,0.0
2018-03-18,11.67,11.67,11.67,0.0,0.0,11.67,11.67,11.67,0.0,0.0,11.67,11.67,11.67,0.0,0.0,11.67,11.67,11.67,0.0,0.0
2018-03-25,11.6,11.6,11.6,0.0,0.0,11.6,11.6,11.6,0.0,0.0,11.32,11.32,11.32,0.0,0.0,11.32,11.32,11.32,0.0,0.0
2018-04-01,11.34,11.34,11.34,0.0,0.0,11.34,11.34,11.34,0.0,0.0,11.34,11.34,11.34,0.0,0.0,11.34,11.34,11.34,0.0,0.0
2018-04-08,11.71,11.71,11.71,0.0,0.0,11.71,11.71,11.71,0.0,0.0,11.71,11.71,11.71,0.0,0.0,11.71,11.71,11.71,0.0,0.0
2018-04-15,11.72,11.72,11.72,0.0,0.0,11.72,11.72,11.72,0.0,0.0,11.72,11.72,11.72,0.0,0.0,11.72,11.72,11.72,0.0,0.0
2018-04-22,11.76,11.76,11.76,0.0,0.0,11.76,11.76,11.76,0.0,0.0,11.76,11.76,11.76,0.0,0.0,11.76,11.76,11.76,0.0,0.0
2018-04-29,11.78,11.78,11.78,0.0,0.0,11.8,11.8,11.8,0.0,0.0,11.76,11.76,11.76,0.0,0.0,11.8,11.8,11.8,0.0,0.0
2018-05-06,12.05,12.05,12.05,0.0,0.0,12.05,12.05,12.05,0.0,0.0,12.05,12.05,12.05,0.0,0.0,12.05,12.05,12.05,0.0,0.0
2018-05-13,12.03,12.03,12.03,0.0,0.0,12.03,12.03,12.03,0.0,0.0,12.03,12.03,12.03,0.0,0.0,12.03,12.03,12.03,0.0,0.0
2018-05-20,12.06,12.06,12.06,0.0,0.0,12.06,12.06,12.06,0.0,0.0,12.06,12.06,12.06,0.0,0.0,12.06,12.06,12.06,0.0,0.0
2018-05-27,11.92,11.92,11.92,0.0,0.0,11.92,11.92,11.92,0.0,0.0,11.92,11.92,11.92,0.0,0.0,11.92,11.92,11.92,0.0,0.0
2018-06-03,12.01,12.01,12.01,0.0,0.0,12.04,12.04,12.04,0.0,0.0,11.99,11.99,11.99,0.0,0.0,12.04,12.04,12.04,0.0,0.0
2018-06-10,11.97,11.97,11.97,0.0,0.0,11.97,11.97,11.97,0.0,0.0,11.97,11.97,11.97,0.0,0.0,11.97,11.97,11.97,0.0,0.0
2018-06-17,11.93,11.93,11.93,0.0,0.0,11.93,11.93,11.93,0.0,0.0,11.93,11.93,11.93,0.0,0.0,11.93,11.93,11.93,0.0,0.0
2018-06-24,11.75,11.75,11.75,0.0,0.0,11.75,11.75,11.75,0.0,0.0,11.75,11.75,11.75,0.0,0.0,11.75,11.75,11.75,0.0,0.0
2018-07-01,11.9,11.9,11.9,0.0,0.0,12.09,12.09,12.09,0.0,0.0,11.9,11.9,11.9,0.0,0.0,12.09,12.09,12.09,0.0,0.0
2018-07-08,12.04,12.04,12.04,0.0,0.0,12.04,12.04,12.04,0.0,0.0,12.04,12.04,12.04,0.0,0.0,12.04,12.04,12.04,0.0,0.0
2018-07-15,12.09,12.09,12.09,0.0,0.0,12.09,12.09,12.09,0.0,0.0,12.09,12.09,12.09,0.0,0.0,12.09,12.09,12.09,0.0,0.0
2018-07-22,11.91,11.91,11.91,0.0,0.0,11.91,11.91,11.91,0.0,0.0,11.91,11.91,11.91,0.0,0.0,11.91,11.91,11.91,0.0,0.0
2018-07-29,12.11,12.11,12.11,0.0,0.0,12.15,12.15,12.15,0.0,0.0,12.11,12.11,12.11,0.0,0.0,12.15,12.15,12.15,0.0,0.0
2018-08-05,12.15,12.15,12.15,0.0,0.0,12.15,12.15,12.15,0.0,0.0,12.15,12.15,12.15,0.0,0.0,12.15,12.15,12.15,0.0,0.0
2018-08-12,11.9,11.9,11.9,0.0,0.0,11.9,11.9,11.9,0.0,0.0,11.9,11.9,11.9,0.0,0.0,11.9,11.9,11.9,0.0,0.0
2018-08-19,12.42,12.42,12.42,0.0,0.0,12.42,12.42,12.42,0.0,0.0,12.42,12.42,12.42,0.0,0.0,12.42,12.42,12.42,0.0,0.0
2018-08-26,12.41,12.41,12.41,0.0,0.0,12.41,12.41,12.41,0.0,0.0,12.41,12.41,12.41,0.0,0.0,12.41,12.41,12.41,0.0,0.0
2018-09-02,12.36,12.36,12.36,0.0,0.0,12.36,12.36,12.36,0.0,0.0,12.36,12.36,12.36,0.0,0.0,12.36,12.36,12.36,0.0,0.0
2018-09-09,12.5,12.5,12.5,0.0,0.0,12.5,12.5,12.5,0.0,0.0,12.46,12.46,12.46,0.0,0.0,12.46,12.46,12.46,0.0,0.0
