Date,Direxion Daily Retail Bull 3X Shares_etf_Open_average,Direxion Daily Retail Bull 3X Shares_etf_Open_max,Direxion Daily Retail Bull 3X Shares_etf_Open_min,Direxion Daily Retail Bull 3X Shares_etf_Open_volatility,Direxion Daily Retail Bull 3X Shares_etf_Open_change,Direxion Daily Retail Bull 3X Shares_etf_High_average,Direxion Daily Retail Bull 3X Shares_etf_High_max,Direxion Daily Retail Bull 3X Shares_etf_High_min,Direxion Daily Retail Bull 3X Shares_etf_High_volatility,Direxion Daily Retail Bull 3X Shares_etf_High_change,Direxion Daily Retail Bull 3X Shares_etf_Low_average,Direxion Daily Retail Bull 3X Shares_etf_Low_max,Direxion Daily Retail Bull 3X Shares_etf_Low_min,Direxion Daily Retail Bull 3X Shares_etf_Low_volatility,Direxion Daily Retail Bull 3X Shares_etf_Low_change,Direxion Daily Retail Bull 3X Shares_etf_Close_average,Direxion Daily Retail Bull 3X Shares_etf_Close_max,Direxion Daily Retail Bull 3X Shares_etf_Close_min,Direxion Daily Retail Bull 3X Shares_etf_Close_volatility,Direxion Daily Retail Bull 3X Shares_etf_Close_change
2018-03-25,32.15,32.15,32.15,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.05,32.05,32.05,0.0,0.0,32.67,32.67,32.67,0.0,0.0
2018-04-01,34.6,34.6,34.6,0.0,0.0,34.68,34.68,34.68,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.96,32.96,32.96,0.0,0.0
2018-04-08,34.05,34.05,34.05,0.0,0.0,34.5,34.5,34.5,0.0,0.0,32.27,32.27,32.27,0.0,0.0,32.75,32.75,32.75,0.0,0.0
2018-04-15,32.4,32.4,32.4,0.0,0.0,32.97,32.97,32.97,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.5,31.5,31.5,0.0,0.0
2018-04-22,34.48,34.48,34.48,0.0,0.0,35.53,35.53,35.53,0.0,0.0,34.45,34.45,34.45,0.0,0.0,35.38,35.38,35.38,0.0,0.0
2018-04-29,32.75,32.75,32.75,0.0,0.0,34.2,34.2,34.2,0.0,0.0,32.4,32.4,32.4,0.0,0.0,33.66,33.66,33.66,0.0,0.0
2018-05-06,34.28,34.28,34.28,0.0,0.0,35.0,35.0,35.0,0.0,0.0,34.24,34.24,34.24,0.0,0.0,34.77,34.77,34.77,0.0,0.0
2018-05-13,37.63,37.63,37.63,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.18,37.18,37.18,0.0,0.0,37.23,37.23,37.23,0.0,0.0
2018-05-20,37.0,37.0,37.0,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.0,37.0,37.0,0.0,0.0,37.33,37.33,37.33,0.0,0.0
2018-05-27,36.32,36.32,36.32,0.0,0.0,37.28,37.28,37.28,0.0,0.0,36.32,36.32,36.32,0.0,0.0,37.12,37.12,37.12,0.0,0.0
2018-06-03,43.14,43.14,43.14,0.0,0.0,44.54,44.54,44.54,0.0,0.0,43.14,43.14,43.14,0.0,0.0,44.5,44.5,44.5,0.0,0.0
2018-06-10,42.63,42.63,42.63,0.0,0.0,44.12,44.12,44.12,0.0,0.0,42.3,42.3,42.3,0.0,0.0,44.11,44.11,44.11,0.0,0.0
2018-06-17,48.79,48.79,48.79,0.0,0.0,48.79,48.79,48.79,0.0,0.0,46.25,46.25,46.25,0.0,0.0,46.99,46.99,46.99,0.0,0.0
2018-06-24,43.93,43.93,43.93,0.0,0.0,44.71,44.71,44.71,0.0,0.0,41.97,41.97,41.97,0.0,0.0,42.01,42.01,42.01,0.0,0.0
2018-07-01,43.79,43.79,43.79,0.0,0.0,45.24,45.24,45.24,0.0,0.0,43.59,43.59,43.59,0.0,0.0,44.99,44.99,44.99,0.0,0.0
2018-07-08,43.21,43.21,43.21,0.0,0.0,44.36,44.36,44.36,0.0,0.0,43.21,43.21,43.21,0.0,0.0,43.68,43.68,43.68,0.0,0.0
2018-07-15,47.58,47.58,47.58,0.0,0.0,47.58,47.58,47.58,0.0,0.0,45.55,45.55,45.55,0.0,0.0,45.65,45.65,45.65,0.0,0.0
2018-07-22,46.45,46.45,46.45,0.0,0.0,46.45,46.45,46.45,0.0,0.0,43.2,43.2,43.2,0.0,0.0,43.57,43.57,43.57,0.0,0.0
2018-07-29,44.77,44.77,44.77,0.0,0.0,45.25,45.25,45.25,0.0,0.0,44.44,44.44,44.44,0.0,0.0,45.17,45.17,45.17,0.0,0.0
2018-08-05,47.93,47.93,47.93,0.0,0.0,49.3,49.3,49.3,0.0,0.0,47.21,47.21,47.21,0.0,0.0,48.07,48.07,48.07,0.0,0.0
2018-08-12,46.96,46.96,46.96,0.0,0.0,48.47,48.47,48.47,0.0,0.0,46.7,46.7,46.7,0.0,0.0,48.34,48.34,48.34,0.0,0.0
2018-08-19,52.07,52.07,52.07,0.0,0.0,52.07,52.07,52.07,0.0,0.0,49.75,49.75,49.75,0.0,0.0,50.22,50.22,50.22,0.0,0.0
2018-08-26,48.61,48.61,48.61,0.0,0.0,50.61,50.61,50.61,0.0,0.0,48.61,48.61,48.61,0.0,0.0,50.53,50.53,50.53,0.0,0.0
2018-09-02,48.0,48.0,48.0,0.0,0.0,49.88,49.88,49.88,0.0,0.0,47.54,47.54,47.54,0.0,0.0,48.41,48.41,48.41,0.0,0.0
2018-09-09,49.28,49.28,49.28,0.0,0.0,49.68,49.68,49.68,0.0,0.0,48.4,48.4,48.4,0.0,0.0,49.6,49.6,49.6,0.0,0.0
2018-09-16,49.87,49.87,49.87,0.0,0.0,50.3,50.3,50.3,0.0,0.0,48.74,48.74,48.74,0.0,0.0,48.9,48.9,48.9,0.0,0.0
2018-09-23,48.0,48.0,48.0,0.0,0.0,49.07,49.07,49.07,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.79,47.79,47.79,0.0,0.0
2018-09-30,41.12,41.12,41.12,0.0,0.0,41.79,41.79,41.79,0.0,0.0,39.28,39.28,39.28,0.0,0.0,40.28,40.28,40.28,0.0,0.0
2018-10-07,37.97,37.97,37.97,0.0,0.0,38.51,38.51,38.51,0.0,0.0,36.6,36.6,36.6,0.0,0.0,37.89,37.89,37.89,0.0,0.0
2018-10-14,36.68,36.68,36.68,0.0,0.0,37.21,37.21,37.21,0.0,0.0,34.93,34.93,34.93,0.0,0.0,34.98,34.98,34.98,0.0,0.0
2018-10-21,35.58,35.58,35.58,0.0,0.0,36.08,36.08,36.08,0.0,0.0,33.32,33.32,33.32,0.0,0.0,34.78,34.78,34.78,0.0,0.0
2018-10-28,38.53,38.53,38.53,0.0,0.0,40.38,40.38,40.38,0.0,0.0,38.28,38.28,38.28,0.0,0.0,39.64,39.64,39.64,0.0,0.0
2018-11-04,41.86,41.86,41.86,0.0,0.0,42.58,42.58,42.58,0.0,0.0,39.59,39.59,39.59,0.0,0.0,40.27,40.27,40.27,0.0,0.0
2018-11-11,34.9,34.9,34.9,0.0,0.0,35.24,35.24,35.24,0.0,0.0,33.78,33.78,33.78,0.0,0.0,35.0,35.0,35.0,0.0,0.0
2018-11-18,31.0,31.0,31.0,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.3,31.3,31.3,0.0,0.0
2018-11-25,33.85,33.85,33.85,0.0,0.0,34.55,34.55,34.55,0.0,0.0,33.85,33.85,33.85,0.0,0.0,34.51,34.51,34.51,0.0,0.0
2018-12-02,31.05,31.05,31.05,0.0,0.0,31.35,31.35,31.35,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.72,27.72,27.72,0.0,0.0
2018-12-09,25.72,25.72,25.72,0.0,0.0,26.8,26.8,26.8,0.0,0.0,24.97,24.97,24.97,0.0,0.0,25.24,25.24,25.24,0.0,0.0
2018-12-16,21.54,21.54,21.54,0.0,0.0,22.65,22.65,22.65,0.0,0.0,19.53,19.53,19.53,0.0,0.0,19.57,19.57,19.57,0.0,0.0
2018-12-23,23.1,23.1,23.1,0.0,0.0,23.81,23.81,23.81,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.86,22.86,22.86,0.0,0.0
2018-12-30,24.09,24.09,24.09,0.0,0.0,25.74,25.74,25.74,0.0,0.0,24.09,24.09,24.09,0.0,0.0,25.24,25.24,25.24,0.0,0.0
2019-01-06,27.31,27.31,27.31,0.0,0.0,28.65,28.65,28.65,0.0,0.0,27.31,27.31,27.31,0.0,0.0,28.11,28.11,28.11,0.0,0.0
2019-01-13,29.0,29.0,29.0,0.0,0.0,30.3,30.3,30.3,0.0,0.0,28.91,28.91,28.91,0.0,0.0,30.02,30.02,30.02,0.0,0.0
2019-01-20,28.73,28.73,28.73,0.0,0.0,29.6,29.6,29.6,0.0,0.0,28.73,28.73,28.73,0.0,0.0,29.49,29.49,29.49,0.0,0.0
2019-01-27,28.24,28.24,28.24,0.0,0.0,28.29,28.29,28.29,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.86,27.86,27.86,0.0,0.0
2019-02-03,28.12,28.12,28.12,0.0,0.0,28.64,28.64,28.64,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2019-02-10,29.98,29.98,29.98,0.0,0.0,31.08,31.08,31.08,0.0,0.0,29.98,29.98,29.98,0.0,0.0,30.76,30.76,30.76,0.0,0.0
2019-02-17,29.8,29.8,29.8,0.0,0.0,30.31,30.31,30.31,0.0,0.0,29.53,29.53,29.53,0.0,0.0,30.24,30.24,30.24,0.0,0.0
2019-02-24,33.03,33.03,33.03,0.0,0.0,33.72,33.72,33.72,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.37,32.37,32.37,0.0,0.0
2019-03-03,28.65,28.65,28.65,0.0,0.0,28.65,28.65,28.65,0.0,0.0,27.96,27.96,27.96,0.0,0.0,28.51,28.51,28.51,0.0,0.0
2019-03-10,29.02,29.02,29.02,0.0,0.0,29.18,29.18,29.18,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.87,28.87,28.87,0.0,0.0
2019-03-17,28.8,28.8,28.8,0.0,0.0,28.8,28.8,28.8,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2019-03-24,29.75,29.75,29.75,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.67,29.67,29.67,0.0,0.0
2019-03-31,31.37,31.37,31.37,0.0,0.0,31.66,31.66,31.66,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.9,30.9,30.9,0.0,0.0
2019-04-07,30.57,30.57,30.57,0.0,0.0,30.58,30.58,30.58,0.0,0.0,29.99,29.99,29.99,0.0,0.0,29.99,29.99,29.99,0.0,0.0
2019-04-14,30.54,30.54,30.54,0.0,0.0,30.54,30.54,30.54,0.0,0.0,29.99,29.99,29.99,0.0,0.0,30.13,30.13,30.13,0.0,0.0
2019-04-21,29.85,29.85,29.85,0.0,0.0,31.03,31.03,31.03,0.0,0.0,29.79,29.79,29.79,0.0,0.0,30.98,30.98,30.98,0.0,0.0
2019-04-28,30.45,30.45,30.45,0.0,0.0,31.09,31.09,31.09,0.0,0.0,30.31,30.31,30.31,0.0,0.0,31.02,31.02,31.02,0.0,0.0
2019-05-05,27.74,27.74,27.74,0.0,0.0,27.82,27.82,27.82,0.0,0.0,26.12,26.12,26.12,0.0,0.0,27.59,27.59,27.59,0.0,0.0
2019-05-12,25.15,25.15,25.15,0.0,0.0,25.61,25.61,25.61,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.82,24.82,24.82,0.0,0.0
2019-05-19,23.0,23.0,23.0,0.0,0.0,23.5,23.5,23.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0,23.1,23.1,23.1,0.0,0.0
2019-05-26,20.6,20.6,20.6,0.0,0.0,20.6,20.6,20.6,0.0,0.0,19.69,19.69,19.69,0.0,0.0,20.35,20.35,20.35,0.0,0.0
2019-06-02,21.48,21.48,21.48,0.0,0.0,22.17,22.17,22.17,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.94,21.94,21.94,0.0,0.0
2019-06-09,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.51,23.51,23.51,0.0,0.0
2019-06-16,24.01,24.01,24.01,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.01,24.01,24.01,0.0,0.0,24.17,24.17,24.17,0.0,0.0
2019-06-23,23.75,23.75,23.75,0.0,0.0,24.28,24.28,24.28,0.0,0.0,23.75,23.75,23.75,0.0,0.0,24.06,24.06,24.06,0.0,0.0
2019-06-30,23.97,23.97,23.97,0.0,0.0,25.0,25.0,25.0,0.0,0.0,23.97,23.97,23.97,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2019-07-07,24.31,24.31,24.31,0.0,0.0,25.55,25.55,25.55,0.0,0.0,24.31,24.31,24.31,0.0,0.0,25.35,25.35,25.35,0.0,0.0
2019-07-14,23.98,23.98,23.98,0.0,0.0,24.39,24.39,24.39,0.0,0.0,23.98,23.98,23.98,0.0,0.0,24.09,24.09,24.09,0.0,0.0
2019-07-21,24.67,24.67,24.67,0.0,0.0,25.02,25.02,25.02,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.89,24.89,24.89,0.0,0.0
2019-07-28,21.57,21.57,21.57,0.0,0.0,21.64,21.64,21.64,0.0,0.0,21.11,21.11,21.11,0.0,0.0,21.44,21.44,21.44,0.0,0.0
2019-08-04,21.41,21.41,21.41,0.0,0.0,21.54,21.54,21.54,0.0,0.0,20.07,20.07,20.07,0.0,0.0,20.1,20.1,20.1,0.0,0.0
2019-08-11,17.09,17.09,17.09,0.0,0.0,17.7,17.7,17.7,0.0,0.0,16.98,16.98,16.98,0.0,0.0,17.67,17.67,17.67,0.0,0.0
2019-08-18,18.98,18.98,18.98,0.0,0.0,19.09,19.09,19.09,0.0,0.0,17.15,17.15,17.15,0.0,0.0,17.27,17.27,17.27,0.0,0.0
2019-08-25,19.76,19.76,19.76,0.0,0.0,19.99,19.99,19.99,0.0,0.0,18.78,18.78,18.78,0.0,0.0,18.89,18.89,18.89,0.0,0.0
2019-09-01,21.03,21.03,21.03,0.0,0.0,21.49,21.49,21.49,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.66,20.66,20.66,0.0,0.0
2019-09-08,24.71,24.71,24.71,0.0,0.0,25.58,25.58,25.58,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.68,24.68,24.68,0.0,0.0
2019-09-15,22.23,22.23,22.23,0.0,0.0,22.94,22.94,22.94,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.97,21.97,21.97,0.0,0.0
2019-09-22,22.6,22.6,22.6,0.0,0.0,22.9,22.9,22.9,0.0,0.0,21.98,21.98,21.98,0.0,0.0,22.19,22.19,22.19,0.0,0.0
2019-09-29,20.8,20.8,20.8,0.0,0.0,21.11,21.11,21.11,0.0,0.0,20.65,20.65,20.65,0.0,0.0,21.11,21.11,21.11,0.0,0.0
2019-10-06,21.89,21.89,21.89,0.0,0.0,23.54,23.54,23.54,0.0,0.0,21.89,21.89,21.89,0.0,0.0,22.74,22.74,22.74,0.0,0.0
2019-10-13,23.16,23.16,23.16,0.0,0.0,23.37,23.37,23.37,0.0,0.0,22.7,22.7,22.7,0.0,0.0,23.08,23.08,23.08,0.0,0.0
2019-10-20,24.61,24.61,24.61,0.0,0.0,25.86,25.86,25.86,0.0,0.0,24.61,24.61,24.61,0.0,0.0,25.76,25.76,25.76,0.0,0.0
2019-10-27,24.02,24.02,24.02,0.0,0.0,24.68,24.68,24.68,0.0,0.0,23.84,23.84,23.84,0.0,0.0,24.52,24.52,24.52,0.0,0.0
2019-11-03,26.11,26.11,26.11,0.0,0.0,26.33,26.33,26.33,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.76,25.76,25.76,0.0,0.0
2019-11-10,26.28,26.28,26.28,0.0,0.0,26.56,26.56,26.56,0.0,0.0,25.65,25.65,25.65,0.0,0.0,26.44,26.44,26.44,0.0,0.0
2019-11-17,24.42,24.42,24.42,0.0,0.0,24.66,24.66,24.66,0.0,0.0,23.99,23.99,23.99,0.0,0.0,24.59,24.59,24.59,0.0,0.0
2019-11-24,26.61,26.61,26.61,0.0,0.0,26.61,26.61,26.61,0.0,0.0,25.95,25.95,25.95,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2019-12-01,25.35,25.35,25.35,0.0,0.0,26.34,26.34,26.34,0.0,0.0,25.35,25.35,25.35,0.0,0.0,26.03,26.03,26.03,0.0,0.0
2019-12-08,27.34,27.34,27.34,0.0,0.0,27.34,27.34,27.34,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.62,25.62,25.62,0.0,0.0
2019-12-15,27.85,27.85,27.85,0.0,0.0,28.24,28.24,28.24,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2019-12-22,28.85,28.85,28.85,0.0,0.0,29.25,29.25,29.25,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.71,28.71,28.71,0.0,0.0
2019-12-29,26.57,26.57,26.57,0.0,0.0,27.12,27.12,27.12,0.0,0.0,26.54,26.54,26.54,0.0,0.0,27.0,27.0,27.0,0.0,0.0
