Date,LUNA_Open_average,LUNA_Open_max,LUNA_Open_min,LUNA_Open_volatility,LUNA_Open_change,LUNA_High_average,LUNA_High_max,LUNA_High_min,LUNA_High_volatility,LUNA_High_change,LUNA_Low_average,LUNA_Low_max,LUNA_Low_min,LUNA_Low_volatility,LUNA_Low_change,LUNA_Close_average,LUNA_Close_max,LUNA_Close_min,LUNA_Close_volatility,LUNA_Close_change,LUNA_Volume_average,LUNA_Volume_max,LUNA_Volume_min,LUNA_Volume_volatility,LUNA_Volume_change
2018-01-14,2.4979999999999998,2.59,2.42,0.16999999999999993,-0.10999999999999988,2.536,2.64,2.48,0.16000000000000014,-0.14000000000000012,2.416,2.46,2.39,0.06999999999999984,-0.06999999999999984,2.468,2.5,2.43,0.06999999999999984,-0.04999999999999982,120071,189820,69410,120410,-91153
2018-01-21,2.338,2.45,2.28,0.17000000000000037,-0.17000000000000037,2.384,2.46,2.34,0.1200000000000001,-0.1200000000000001,2.25,2.37,2.18,0.18999999999999995,-0.18999999999999995,2.302,2.4,2.23,0.16999999999999993,-0.16999999999999993,73058,114729,35631,79098,79098
2018-01-28,2.172,2.21,2.1,0.10999999999999988,-0.10000000000000009,2.236,2.28,2.2,0.07999999999999963,-0.009999999999999787,2.134,2.17,2.08,0.08999999999999986,-0.06999999999999984,2.18,2.22,2.12,0.10000000000000009,0.020000000000000018,83424,137120,36545,100575,-32613
2018-02-04,2.154,2.24,2.09,0.15000000000000036,0.06000000000000005,2.2319999999999998,2.34,2.15,0.18999999999999995,0.08999999999999986,2.092,2.18,2.03,0.15000000000000036,0.08000000000000007,2.158,2.29,2.05,0.2400000000000002,0.18999999999999995,104365,169801,43328,126473,-17458
2018-02-11,2.2675,2.31,2.18,0.1299999999999999,-0.11999999999999966,2.335,2.35,2.32,0.03000000000000025,-0.03000000000000025,2.2325,2.27,2.18,0.08999999999999986,-0.06999999999999984,2.27,2.31,2.23,0.08000000000000007,-0.06999999999999984,29166,53935,20289,33646,33646
2018-02-18,2.388,2.53,2.2,0.3299999999999996,0.3299999999999996,2.486,2.58,2.43,0.1499999999999999,0.1499999999999999,2.358,2.5,2.2,0.2999999999999998,0.2999999999999998,2.442,2.55,2.31,0.23999999999999977,0.23999999999999977,98451,175158,38200,136958,25853
2018-02-25,2.592,2.68,2.51,0.17000000000000037,0.020000000000000018,2.644,2.68,2.6,0.08000000000000007,-0.07000000000000028,2.4779999999999998,2.55,2.32,0.22999999999999998,-0.009999999999999787,2.59,2.67,2.5,0.16999999999999993,-0.10999999999999988,89881,199110,42483,156627,-156627
2018-03-04,2.594,2.62,2.56,0.06000000000000005,0.009999999999999787,2.632,2.65,2.6,0.04999999999999982,0.0,2.564,2.61,2.53,0.08000000000000007,0.0,2.586,2.63,2.55,0.08000000000000007,0.009999999999999787,48314,77295,25894,51401,-16032
2018-03-11,2.582,2.66,2.52,0.14000000000000012,-0.029999999999999805,2.606,2.66,2.56,0.10000000000000009,-0.03000000000000025,2.492,2.55,2.39,0.1599999999999997,0.10999999999999988,2.562,2.59,2.54,0.04999999999999982,-0.020000000000000018,33120,51632,22601,29031,21835
2018-03-18,2.79,3.19,2.57,0.6200000000000001,0.6200000000000001,2.926,3.19,2.65,0.54,0.54,2.704,2.96,2.48,0.48,0.48,2.862,3.1,2.53,0.5700000000000003,0.5700000000000003,392183,563192,104265,458927,179734
