Date,DAC_Open_average,DAC_Open_max,DAC_Open_min,DAC_Open_volatility,DAC_Open_change,DAC_High_average,DAC_High_max,DAC_High_min,DAC_High_volatility,DAC_High_change,DAC_Low_average,DAC_Low_max,DAC_Low_min,DAC_Low_volatility,DAC_Low_change,DAC_Close_average,DAC_Close_max,DAC_Close_min,DAC_Close_volatility,DAC_Close_change,DAC_Volume_average,DAC_Volume_max,DAC_Volume_min,DAC_Volume_volatility,DAC_Volume_change
2018-01-14,1.47,1.5,1.45,0.050000000000000044,-0.050000000000000044,1.504,1.52,1.5,0.020000000000000018,-0.020000000000000018,1.434,1.45,1.4,0.050000000000000044,0.0,1.444,1.5,1.4,0.10000000000000009,0.050000000000000044,37858,48225,18076,30149,-7902
2018-01-21,1.45,1.5,1.4,0.10000000000000009,-0.10000000000000009,1.48,1.5,1.45,0.050000000000000044,-0.050000000000000044,1.38,1.4,1.35,0.04999999999999982,0.04999999999999982,1.42,1.45,1.4,0.050000000000000044,-0.050000000000000044,99952,315925,15313,300612,-283084
2018-01-28,1.37,1.45,1.3,0.1499999999999999,-0.050000000000000044,1.41,1.45,1.4,0.050000000000000044,-0.050000000000000044,1.3,1.35,1.25,0.10000000000000009,-0.10000000000000009,1.332,1.38,1.25,0.1299999999999999,-0.1299999999999999,73661,125527,27310,98217,48893
2018-02-04,1.34,1.35,1.3,0.050000000000000044,0.0,1.35,1.35,1.35,0.0,0.0,1.28,1.3,1.25,0.050000000000000044,0.050000000000000044,1.31,1.35,1.3,0.050000000000000044,0.0,47978,88838,15266,73572,55632
2018-02-11,1.3625,1.4,1.35,0.04999999999999982,-0.04999999999999982,1.4,1.4,1.4,0.0,0.0,1.3,1.3,1.3,0.0,0.0,1.35,1.35,1.35,0.0,0.0,44574,65444,33981,31463,-31463
2018-02-18,1.35,1.4,1.3,0.09999999999999987,0.04999999999999982,1.4,1.4,1.4,0.0,0.0,1.32,1.35,1.3,0.050000000000000044,-0.050000000000000044,1.346,1.38,1.3,0.07999999999999985,-0.07999999999999985,29469,47584,17387,30197,7266
2018-02-25,1.32,1.35,1.3,0.050000000000000044,0.0,1.35,1.35,1.35,0.0,0.0,1.28,1.3,1.25,0.050000000000000044,-0.050000000000000044,1.3,1.3,1.3,0.0,0.0,34844,66330,6373,59957,59957
2018-03-04,1.3,1.3,1.3,0.0,0.0,1.3,1.3,1.3,0.0,0.0,1.25,1.25,1.25,0.0,0.0,1.27,1.3,1.25,0.050000000000000044,0.050000000000000044,32691,78931,3685,75246,8965
2018-03-11,1.27,1.3,1.25,0.050000000000000044,0.050000000000000044,1.3,1.3,1.3,0.0,0.0,1.25,1.25,1.25,0.0,0.0,1.264,1.3,1.25,0.050000000000000044,0.0,17810,29590,7022,22568,-16077
2018-03-18,1.29,1.3,1.25,0.050000000000000044,0.0,1.3,1.3,1.3,0.0,0.0,1.25,1.25,1.25,0.0,0.0,1.268,1.3,1.25,0.050000000000000044,0.020000000000000018,22481,31374,17764,13610,-9397
