Date,Guggenheim Invest S&P 500 Equal Weight_Open_average,Guggenheim Invest S&P 500 Equal Weight_Open_max,Guggenheim Invest S&P 500 Equal Weight_Open_min,Guggenheim Invest S&P 500 Equal Weight_Open_volatility,Guggenheim Invest S&P 500 Equal Weight_Open_change,Guggenheim Invest S&P 500 Equal Weight_High_average,Guggenheim Invest S&P 500 Equal Weight_High_max,Guggenheim Invest S&P 500 Equal Weight_High_min,Guggenheim Invest S&P 500 Equal Weight_High_volatility,Guggenheim Invest S&P 500 Equal Weight_High_change,Guggenheim Invest S&P 500 Equal Weight_Low_average,Guggenheim Invest S&P 500 Equal Weight_Low_max,Guggenheim Invest S&P 500 Equal Weight_Low_min,Guggenheim Invest S&P 500 Equal Weight_Low_volatility,Guggenheim Invest S&P 500 Equal Weight_Low_change,Guggenheim Invest S&P 500 Equal Weight_Close_average,Guggenheim Invest S&P 500 Equal Weight_Close_max,Guggenheim Invest S&P 500 Equal Weight_Close_min,Guggenheim Invest S&P 500 Equal Weight_Close_volatility,Guggenheim Invest S&P 500 Equal Weight_Close_change
2018-09-09,107.8,107.8,107.8,0.0,0.0,107.84,107.84,107.84,0.0,0.0,107.29,107.29,107.29,0.0,0.0,107.38,107.38,107.38,0.0,0.0
2018-09-16,107.93,107.93,107.93,0.0,0.0,107.98,107.98,107.98,0.0,0.0,107.18,107.18,107.18,0.0,0.0,107.33,107.33,107.33,0.0,0.0
2018-09-23,107.23,107.23,107.23,0.0,0.0,107.37,107.37,107.37,0.0,0.0,106.61,106.61,106.61,0.0,0.0,106.81,106.81,106.81,0.0,0.0
2018-09-30,105.19,105.19,105.19,0.0,0.0,105.68,105.68,105.68,0.0,0.0,104.86,104.86,104.86,0.0,0.0,105.54,105.54,105.54,0.0,0.0
2018-10-07,100.5,100.5,100.5,0.0,0.0,101.44,101.44,101.44,0.0,0.0,100.47,100.47,100.47,0.0,0.0,100.6,100.6,100.6,0.0,0.0
2018-10-14,100.99,100.99,100.99,0.0,0.0,101.15,101.15,101.15,0.0,0.0,100.06,100.06,100.06,0.0,0.0,100.13,100.13,100.13,0.0,0.0
2018-10-21,97.86,97.86,97.86,0.0,0.0,98.54,98.54,98.54,0.0,0.0,95.4,95.4,95.4,0.0,0.0,96.63,96.63,96.63,0.0,0.0
2018-10-28,100.36,100.36,100.36,0.0,0.0,101.11,101.11,101.11,0.0,0.0,100.08,100.08,100.08,0.0,0.0,100.9,100.9,100.9,0.0,0.0
2018-11-04,101.99,101.99,101.99,0.0,0.0,102.0,102.0,102.0,0.0,0.0,100.46,100.46,100.46,0.0,0.0,100.61,100.61,100.61,0.0,0.0
2018-11-11,100.95,100.95,100.95,0.0,0.0,101.18,101.18,101.18,0.0,0.0,99.41,99.41,99.41,0.0,0.0,99.78,99.78,99.78,0.0,0.0
2018-11-18,99.23,99.23,99.23,0.0,0.0,99.7,99.7,99.7,0.0,0.0,98.97,98.97,98.97,0.0,0.0,99.68,99.68,99.68,0.0,0.0
2018-11-25,103.04,103.04,103.04,0.0,0.0,103.34,103.34,103.34,0.0,0.0,102.11,102.11,102.11,0.0,0.0,102.89,102.89,102.89,0.0,0.0
2018-12-02,97.34,97.34,97.34,0.0,0.0,97.53,97.53,97.53,0.0,0.0,95.38,95.38,95.38,0.0,0.0,97.16,97.16,97.16,0.0,0.0
2018-12-09,95.42,95.42,95.42,0.0,0.0,95.73,95.73,95.73,0.0,0.0,93.16,93.16,93.16,0.0,0.0,93.67,93.67,93.67,0.0,0.0
2018-12-16,87.96,87.96,87.96,0.0,0.0,88.16,88.16,88.16,0.0,0.0,86.16,86.16,86.16,0.0,0.0,86.19,86.19,86.19,0.0,0.0
2018-12-23,91.19,91.19,91.19,0.0,0.0,91.43,91.43,91.43,0.0,0.0,90.36,90.36,90.36,0.0,0.0,91.4,91.4,91.4,0.0,0.0
2018-12-30,92.78,92.78,92.78,0.0,0.0,94.34,94.34,94.34,0.0,0.0,92.44,92.44,92.44,0.0,0.0,93.63,93.63,93.63,0.0,0.0
2019-01-06,95.28,95.28,95.28,0.0,0.0,95.8,95.8,95.8,0.0,0.0,95.07,95.07,95.07,0.0,0.0,95.44,95.44,95.44,0.0,0.0
2019-01-13,97.94,97.94,97.94,0.0,0.0,98.92,98.92,98.92,0.0,0.0,97.82,97.82,97.82,0.0,0.0,98.79,98.79,98.79,0.0,0.0
2019-01-20,98.12,98.12,98.12,0.0,0.0,98.52,98.52,98.52,0.0,0.0,97.72,97.72,97.72,0.0,0.0,98.49,98.49,98.49,0.0,0.0
2019-01-27,100.67,100.67,100.67,0.0,0.0,101.17,101.17,101.17,0.0,0.0,100.16,100.16,100.16,0.0,0.0,101.17,101.17,101.17,0.0,0.0
2019-02-03,101.16,101.16,101.16,0.0,0.0,101.3,101.3,101.3,0.0,0.0,100.9,100.9,100.9,0.0,0.0,101.21,101.21,101.21,0.0,0.0
2019-02-10,103.36,103.36,103.36,0.0,0.0,103.82,103.82,103.82,0.0,0.0,103.34,103.34,103.34,0.0,0.0,103.82,103.82,103.82,0.0,0.0
2019-02-17,105.05,105.05,105.05,0.0,0.0,105.26,105.26,105.26,0.0,0.0,104.5,104.5,104.5,0.0,0.0,104.55,104.55,104.55,0.0,0.0
2019-02-24,105.11,105.11,105.11,0.0,0.0,105.14,105.14,105.14,0.0,0.0,103.28,103.28,103.28,0.0,0.0,104.25,104.25,104.25,0.0,0.0
2019-03-03,102.13,102.13,102.13,0.0,0.0,103.25,103.25,103.25,0.0,0.0,102.13,102.13,102.13,0.0,0.0,103.22,103.22,103.22,0.0,0.0
2019-03-10,104.09,104.09,104.09,0.0,0.0,104.48,104.48,104.48,0.0,0.0,103.73,103.73,103.73,0.0,0.0,104.42,104.42,104.42,0.0,0.0
2019-03-17,102.62,102.62,102.62,0.0,0.0,103.18,103.18,103.18,0.0,0.0,102.12,102.12,102.12,0.0,0.0,102.72,102.72,102.72,0.0,0.0
2019-03-24,105.19,105.19,105.19,0.0,0.0,105.85,105.85,105.85,0.0,0.0,105.12,105.12,105.12,0.0,0.0,105.77,105.77,105.77,0.0,0.0
2019-03-31,106.9,106.9,106.9,0.0,0.0,107.1,107.1,107.1,0.0,0.0,106.61,106.61,106.61,0.0,0.0,107.09,107.09,107.09,0.0,0.0
2019-04-07,107.86,107.86,107.86,0.0,0.0,107.86,107.86,107.86,0.0,0.0,107.34,107.34,107.34,0.0,0.0,107.47,107.47,107.47,0.0,0.0
2019-04-14,106.88,106.88,106.88,0.0,0.0,106.98,106.98,106.98,0.0,0.0,106.65,106.65,106.65,0.0,0.0,106.86,106.86,106.86,0.0,0.0
2019-04-21,107.88,107.88,107.88,0.0,0.0,108.14,108.14,108.14,0.0,0.0,107.79,107.79,107.79,0.0,0.0,107.83,107.83,107.83,0.0,0.0
2019-04-28,106.4,106.4,106.4,0.0,0.0,107.75,107.75,107.75,0.0,0.0,106.23,106.23,106.23,0.0,0.0,107.56,107.56,107.56,0.0,0.0
2019-05-05,104.21,104.21,104.21,0.0,0.0,104.29,104.29,104.29,0.0,0.0,102.89,102.89,102.89,0.0,0.0,103.35,103.35,103.35,0.0,0.0
2019-05-12,104.12,104.12,104.12,0.0,0.0,104.53,104.53,104.53,0.0,0.0,103.75,103.75,103.75,0.0,0.0,104.05,104.05,104.05,0.0,0.0
2019-05-19,103.83,103.83,103.83,0.0,0.0,104.05,104.05,104.05,0.0,0.0,103.21,103.21,103.21,0.0,0.0,103.52,103.52,103.52,0.0,0.0
2019-05-26,100.75,100.75,100.75,0.0,0.0,101.71,101.71,101.71,0.0,0.0,100.73,100.73,100.73,0.0,0.0,101.27,101.27,101.27,0.0,0.0
2019-06-02,106.04,106.04,106.04,0.0,0.0,106.5,106.5,106.5,0.0,0.0,105.84,105.84,105.84,0.0,0.0,105.89,105.89,105.89,0.0,0.0
2019-06-09,106.1,106.1,106.1,0.0,0.0,106.19,106.19,106.19,0.0,0.0,105.77,105.77,105.77,0.0,0.0,105.81,105.81,105.81,0.0,0.0
2019-06-16,107.46,107.46,107.46,0.0,0.0,107.52,107.52,107.52,0.0,0.0,106.95,106.95,106.95,0.0,0.0,106.98,106.98,106.98,0.0,0.0
2019-06-23,109.0,109.0,109.0,0.0,0.0,109.24,109.24,109.24,0.0,0.0,108.01,108.01,108.01,0.0,0.0,108.57,108.57,108.57,0.0,0.0
2019-06-30,108.9,108.9,108.9,0.0,0.0,109.14,109.14,109.14,0.0,0.0,108.46,108.46,108.46,0.0,0.0,108.7,108.7,108.7,0.0,0.0
2019-07-07,109.85,109.85,109.85,0.0,0.0,109.85,109.85,109.85,0.0,0.0,109.42,109.42,109.42,0.0,0.0,109.65,109.65,109.65,0.0,0.0
2019-07-14,108.68,108.68,108.68,0.0,0.0,108.82,108.82,108.82,0.0,0.0,108.33,108.33,108.33,0.0,0.0,108.51,108.51,108.51,0.0,0.0
2019-07-21,110.02,110.02,110.02,0.0,0.0,110.02,110.02,110.02,0.0,0.0,109.55,109.55,109.55,0.0,0.0,109.7,109.7,109.7,0.0,0.0
2019-07-28,104.99,104.99,104.99,0.0,0.0,104.99,104.99,104.99,0.0,0.0,102.59,102.59,102.59,0.0,0.0,103.44,103.44,103.44,0.0,0.0
2019-08-04,105.06,105.06,105.06,0.0,0.0,105.13,105.13,105.13,0.0,0.0,103.92,103.92,103.92,0.0,0.0,104.29,104.29,104.29,0.0,0.0
2019-08-11,105.2,105.2,105.2,0.0,0.0,105.62,105.62,105.62,0.0,0.0,105.0,105.0,105.0,0.0,0.0,105.29,105.29,105.29,0.0,0.0
2019-08-18,103.36,103.36,103.36,0.0,0.0,103.54,103.54,103.54,0.0,0.0,102.73,102.73,102.73,0.0,0.0,103.41,103.41,103.41,0.0,0.0
2019-08-25,105.6,105.6,105.6,0.0,0.0,105.86,105.86,105.86,0.0,0.0,104.93,104.93,104.93,0.0,0.0,105.16,105.16,105.16,0.0,0.0
2019-09-01,107.95,107.95,107.95,0.0,0.0,108.22,108.22,108.22,0.0,0.0,107.7,107.7,107.7,0.0,0.0,108.21,108.21,108.21,0.0,0.0
2019-09-08,109.44,109.44,109.44,0.0,0.0,109.86,109.86,109.86,0.0,0.0,109.27,109.27,109.27,0.0,0.0,109.77,109.77,109.77,0.0,0.0
2019-09-15,108.09,108.09,108.09,0.0,0.0,108.72,108.72,108.72,0.0,0.0,107.98,107.98,107.98,0.0,0.0,108.48,108.48,108.48,0.0,0.0
2019-09-22,107.75,107.75,107.75,0.0,0.0,108.3,108.3,108.3,0.0,0.0,107.75,107.75,107.75,0.0,0.0,108.08,108.08,108.08,0.0,0.0
2019-09-29,106.0,106.0,106.0,0.0,0.0,106.58,106.58,106.58,0.0,0.0,105.7,105.7,105.7,0.0,0.0,105.75,105.75,105.75,0.0,0.0
2019-10-06,106.9,106.9,106.9,0.0,0.0,107.0,107.0,107.0,0.0,0.0,106.58,106.58,106.58,0.0,0.0,106.83,106.83,106.83,0.0,0.0
2019-10-13,108.41,108.41,108.41,0.0,0.0,108.7,108.7,108.7,0.0,0.0,108.25,108.25,108.25,0.0,0.0,108.66,108.66,108.66,0.0,0.0
2019-10-20,109.81,109.81,109.81,0.0,0.0,110.12,110.12,110.12,0.0,0.0,109.74,109.74,109.74,0.0,0.0,109.77,109.77,109.77,0.0,0.0
2019-10-27,111.33,111.33,111.33,0.0,0.0,111.49,111.49,111.49,0.0,0.0,111.18,111.18,111.18,0.0,0.0,111.4,111.4,111.4,0.0,0.0
2019-11-03,111.23,111.23,111.23,0.0,0.0,111.6,111.6,111.6,0.0,0.0,111.11,111.11,111.11,0.0,0.0,111.51,111.51,111.51,0.0,0.0
2019-11-10,112.4,112.4,112.4,0.0,0.0,112.5,112.5,112.5,0.0,0.0,112.2,112.2,112.2,0.0,0.0,112.42,112.42,112.42,0.0,0.0
2019-11-17,112.4,112.4,112.4,0.0,0.0,113.03,113.03,113.03,0.0,0.0,112.32,112.32,112.32,0.0,0.0,113.01,113.01,113.01,0.0,0.0
2019-11-24,113.16,113.16,113.16,0.0,0.0,113.16,113.16,113.16,0.0,0.0,112.12,112.12,112.12,0.0,0.0,112.18,112.18,112.18,0.0,0.0
2019-12-01,113.16,113.16,113.16,0.0,0.0,113.37,113.37,113.37,0.0,0.0,112.96,112.96,112.96,0.0,0.0,112.96,112.96,112.96,0.0,0.0
2019-12-08,114.78,114.78,114.78,0.0,0.0,115.07,115.07,115.07,0.0,0.0,114.64,114.64,114.64,0.0,0.0,114.76,114.76,114.76,0.0,0.0
2019-12-15,115.74,115.74,115.74,0.0,0.0,115.85,115.85,115.85,0.0,0.0,115.42,115.42,115.42,0.0,0.0,115.52,115.52,115.52,0.0,0.0
2019-12-22,115.74,115.74,115.74,0.0,0.0,115.8,115.8,115.8,0.0,0.0,115.13,115.13,115.13,0.0,0.0,115.29,115.29,115.29,0.0,0.0
2019-12-29,114.99,114.99,114.99,0.0,0.0,115.58,115.58,115.58,0.0,0.0,114.92,114.92,114.92,0.0,0.0,115.39,115.39,115.39,0.0,0.0
