Date,WDC_Open_average,WDC_Open_max,WDC_Open_min,WDC_Open_volatility,WDC_Open_change,WDC_High_average,WDC_High_max,WDC_High_min,WDC_High_volatility,WDC_High_change,WDC_Low_average,WDC_Low_max,WDC_Low_min,WDC_Low_volatility,WDC_Low_change,WDC_Close_average,WDC_Close_max,WDC_Close_min,WDC_Close_volatility,WDC_Close_change,WDC_Volume_average,WDC_Volume_max,WDC_Volume_min,WDC_Volume_volatility,WDC_Volume_change
2018-01-14,85.09400000000001,86.12,83.7,2.4200000000000017,2.239999999999995,86.098,87.07,84.98,2.089999999999989,1.4099999999999966,84.61,85.38,83.3,2.0799999999999983,1.7999999999999972,85.456,86.4,83.88,2.5200000000000102,2.3599999999999994,4609848,5574321,3938520,1635801,-1039852
2018-01-21,87.56,88.74,86.43,2.309999999999988,2.309999999999988,88.942,89.84,87.55,2.2900000000000063,2.25,86.744,87.64,86.01,1.6299999999999955,1.1700000000000017,87.87,89.6,86.97,2.6299999999999955,0.10999999999999943,5651057,8188499,3081448,5107051,1923244
2018-01-28,86.76,89.18,84.2,4.980000000000004,-1.7999999999999972,88.12,91.19,85.9,5.289999999999992,-1.3599999999999994,85.366,88.67,81.44,7.230000000000004,-3.6700000000000017,86.08200000000001,88.98,81.45,7.530000000000001,-5.6299999999999955,5405199,8524324,3555220,4969104,474330
2018-02-04,82.046,83.95,80.58,3.3700000000000045,0.6700000000000017,83.874,85.32,81.98,3.339999999999989,-1.539999999999992,80.518,83.1,77.9,5.199999999999989,1.0,82.196,84.25,80.09,4.159999999999997,-1.9099999999999966,4058136,4835812,3296765,1539047,-1539047
2018-02-11,82.98,84.29,81.86,2.430000000000007,2.430000000000007,84.4975,86.32,83.46,2.8599999999999994,2.8599999999999994,82.6675,84.23,81.58,2.6500000000000057,2.6500000000000057,83.9375,84.91,82.97,1.9399999999999977,1.9399999999999977,3086720,3273281,2943448,329833,54002
2018-02-18,86.496,89.14,84.13,5.010000000000005,5.010000000000005,88.198,89.52,87.26,2.259999999999991,2.1700000000000017,85.944,88.22,84.11,4.109999999999999,4.109999999999999,87.204,89.22,85.53,3.6899999999999977,2.760000000000005,3127131,4259902,2270637,1989265,-1004641
2018-02-25,87.852,89.42,86.28,3.1400000000000006,-1.4200000000000017,89.21000000000001,90.31,88.4,1.9099999999999966,0.37999999999999545,86.862,87.99,86.03,1.9599999999999937,1.019999999999996,87.94,89.95,87.04,2.9099999999999966,2.760000000000005,3196618,3554450,2505386,1049064,-682
2018-03-04,95.456,100.0,91.13,8.870000000000005,8.870000000000005,98.42,103.11,94.14,8.969999999999999,8.969999999999999,95.226,99.76,90.69,9.070000000000007,9.070000000000007,97.74,102.86,93.8,9.060000000000002,9.060000000000002,5403423,6593604,4115765,2477839,-831548
2018-03-11,103.926,105.99,103.12,2.8699999999999903,2.799999999999997,105.532,106.96,103.41,3.549999999999997,0.09000000000000341,102.308,103.43,101.38,2.0500000000000114,-0.21999999999999886,103.59,106.45,102.23,4.219999999999999,0.25,5057948,7289856,2696491,4593365,-2458953
2018-03-18,100.286,103.69,94.21,9.480000000000004,-9.330000000000013,101.134,104.6,94.51,10.08999999999999,-9.989999999999995,98.038,103.11,91.61,11.5,-11.5,98.79,103.67,92.34,11.329999999999998,-9.400000000000006,4212087,8564416,2381684,6182732,1881152
2018-03-25,92.635,94.93,91.28,3.6500000000000057,-2.4200000000000017,93.81,95.7,92.87,2.8299999999999983,-2.2900000000000063,90.3175,91.58,88.9,2.6799999999999926,-2.6799999999999926,91.31,92.27,89.99,2.280000000000001,-2.190000000000012,3228064,3404662,2808189,596473,78292
2018-04-01,89.97,93.08,88.09,4.989999999999995,-1.9599999999999937,91.912,93.39,90.62,2.769999999999996,-0.8100000000000023,88.6,90.07,87.15,2.9199999999999875,-0.9099999999999966,90.116,92.51,87.77,4.740000000000009,-2.6499999999999915,2605298,3690666,2315051,1375615,25273
2018-04-08,90.516,91.21,89.9,1.309999999999988,0.04000000000000625,91.374,92.3,90.6,1.7000000000000028,-1.7000000000000028,89.604,90.13,89.04,1.0899999999999892,-1.0899999999999892,90.26,90.72,89.63,1.0900000000000034,-0.20000000000000284,2673473,3009592,2322350,687242,-484474
2018-04-15,90.268,91.27,89.17,2.0999999999999943,-1.1899999999999977,91.426,92.06,90.14,1.9200000000000017,-1.7399999999999949,88.796,90.8,86.64,4.159999999999997,-4.159999999999997,89.828,91.7,87.0,4.700000000000003,-4.3700000000000045,2894602,3558513,2151145,1407368,1211565
2018-04-22,85.744,88.07,80.7,7.36999999999999,-7.36999999999999,86.866,89.78,82.0,7.780000000000001,-7.780000000000001,82.714,86.54,76.7,9.840000000000003,-9.170000000000002,83.986,87.91,78.79,9.11999999999999,-7.640000000000001,5418752,9130316,2609210,6521106,4111199
2018-04-29,77.738,79.48,76.62,2.8599999999999994,-0.4899999999999949,78.922,80.43,77.48,2.950000000000003,-1.2600000000000051,76.872,78.22,75.96,2.260000000000005,-0.7800000000000011,77.868,79.79,76.77,3.0200000000000102,-1.2700000000000102,4754838,5421935,4521026,900909,-4650
2018-05-06,79.108,80.94,78.06,2.8799999999999955,2.4399999999999977,79.924,82.97,78.69,4.280000000000001,4.069999999999993,78.29599999999999,80.63,77.03,3.5999999999999943,3.5999999999999943,79.028,81.12,77.73,3.3900000000000006,3.3900000000000006,3767866,6276882,2777076,3499806,3499806
2018-05-13,85.002,86.76,82.31,4.450000000000003,4.319999999999993,86.468,87.73,83.3,4.430000000000007,4.159999999999997,84.08200000000001,85.95,81.01,4.939999999999998,4.939999999999998,85.56,87.02,82.98,4.039999999999992,3.549999999999997,4904595,7123789,3432893,3690896,-1867230
2018-05-20,87.565,88.15,86.96,1.190000000000012,-1.0500000000000114,88.4225,88.62,87.92,0.7000000000000028,-0.7000000000000028,86.6525,87.25,86.08,1.1700000000000017,-1.1700000000000017,87.545,88.5,86.35,2.1500000000000057,-1.5200000000000102,4073050,4804288,2816559,1987729,-1432294
2018-05-27,85.762,87.15,84.21,2.940000000000012,-0.3100000000000023,86.574,87.26,85.48,1.7800000000000011,-1.7800000000000011,84.494,86.05,83.43,2.6199999999999903,-1.8500000000000085,85.45,86.53,83.51,3.019999999999996,-1.6400000000000006,3779748,4896130,2964325,1931805,1273971
2018-06-03,84.172,86.5,81.74,4.760000000000005,-3.069999999999993,84.886,87.16,82.85,4.310000000000002,-2.6099999999999994,82.758,85.12,80.64,4.480000000000004,-2.8100000000000023,83.768,85.9,82.6,3.3000000000000114,-2.9000000000000057,4653958,8824114,2851060,5973054,1065554
2018-06-10,82.184,83.33,80.05,3.280000000000001,-3.280000000000001,82.586,83.63,80.51,3.1199999999999903,-2.819999999999993,80.972,82.39,78.86,3.530000000000001,-2.510000000000005,81.67999999999999,82.86,80.27,2.5900000000000034,-1.8500000000000085,4354085,5520340,3917903,1602437,-86303
2018-06-17,80.69200000000001,82.76,79.07,3.690000000000012,-0.30000000000001137,81.338,83.78,79.47,4.310000000000002,-1.4200000000000017,79.242,80.73,77.01,3.719999999999999,-1.8900000000000006,79.886,80.89,78.13,2.760000000000005,-2.3800000000000097,3582177,4567303,2863109,1704194,1447198
2018-06-24,77.568,78.49,76.5,1.9899999999999949,-1.8100000000000023,78.408,78.92,77.58,1.3400000000000034,-0.6400000000000006,76.934,77.72,76.06,1.6599999999999966,-1.6599999999999966,77.638,78.51,76.93,1.5799999999999983,-0.46999999999999886,3033417,3512437,2486483,1025954,-1025954
2018-07-01,77.855,78.5,77.22,1.2800000000000011,-0.09999999999999432,78.565,79.7,77.72,1.980000000000004,0.8900000000000006,76.945,78.12,76.49,1.6300000000000097,1.5,77.985,79.68,76.87,2.8100000000000023,2.8100000000000023,2350294,2712216,1864298,847918,847918
2018-07-08,79.282,79.88,78.79,1.0899999999999892,-0.19999999999998863,79.626,80.12,78.93,1.1899999999999977,-0.4399999999999977,78.472,79.13,77.89,1.2399999999999949,-0.8999999999999915,79.014,80.08,78.19,1.8900000000000006,-1.6499999999999915,2380028,3200284,1691284,1509000,-610160
2018-07-15,77.818,79.0,76.24,2.760000000000005,-1.6000000000000085,78.282,79.26,76.53,2.730000000000004,-2.5799999999999983,76.93599999999999,78.52,74.81,3.7099999999999937,-2.8499999999999943,77.64999999999999,78.99,76.38,2.6099999999999994,-2.6099999999999994,2780888,3813925,1642792,2171133,2171133
2018-07-22,74.548,76.5,71.05,5.450000000000003,-5.450000000000003,75.512,77.54,71.9,5.640000000000001,-5.079999999999998,72.978,75.38,69.53,5.849999999999994,-5.439999999999998,73.798,77.09,70.03,7.060000000000002,-5.079999999999998,5871844,11225805,3016466,8209339,3190496
2018-07-29,69.322,71.04,67.63,3.410000000000011,-3.410000000000011,69.724,71.72,68.46,3.260000000000005,-3.260000000000005,68.534,70.12,67.33,2.7900000000000063,-2.5,68.832,70.15,67.96,2.190000000000012,-1.8500000000000085,4532347,4954475,3582410,1372065,-1372065
2018-08-05,66.70400000000001,68.54,64.97,3.5700000000000074,-3.5700000000000074,67.13,69.55,65.38,4.170000000000002,-4.170000000000002,65.752,67.72,64.04,3.6799999999999926,-3.6799999999999926,65.984,67.75,64.22,3.530000000000001,-3.530000000000001,4273244,5907033,3150579,2756454,-479530
2018-08-12,64.384,64.85,63.26,1.5899999999999963,0.14000000000000057,65.05199999999999,65.79,64.19,1.6000000000000085,-0.9400000000000119,63.444,64.36,61.54,2.8200000000000003,-1.0499999999999972,64.53,65.06,63.95,1.1099999999999994,-0.9699999999999989,4912282,10172696,3257922,6914774,241151
2018-08-19,64.178,64.83,63.72,1.1099999999999994,-0.4000000000000057,64.804,65.24,64.25,0.9899999999999949,-0.01999999999999602,63.79,64.36,63.18,1.1799999999999997,-0.35999999999999943,64.108,64.89,63.35,1.5399999999999991,-0.4200000000000017,2958137,3163882,2617030,546852,85396
2018-08-26,64.0125,64.78,63.18,1.6000000000000014,-1.5800000000000054,64.155,64.93,63.33,1.6000000000000085,-1.6000000000000085,63.255,64.17,62.6,1.5700000000000003,-1.5700000000000003,63.645,64.67,63.24,1.4299999999999997,-1.4299999999999997,3074406,3614380,2132945,1481435,1188545
2018-09-02,59.444,61.75,57.5,4.25,-3.75,59.774,61.75,58.06,3.6899999999999977,-3.6899999999999977,57.854,59.3,56.61,2.6899999999999977,-2.010000000000005,58.556,60.24,57.05,3.190000000000005,-3.190000000000005,5788337,8858175,3628043,5230132,-5230132
2018-09-09,56.152,57.35,53.85,3.5,1.1600000000000037,57.466,58.11,55.88,2.229999999999997,2.229999999999997,55.35,56.7,53.61,3.0900000000000034,2.5800000000000054,56.558,57.18,54.98,2.200000000000003,2.200000000000003,5249446,7373197,3028898,4344299,-3871758
2018-09-16,59.142,60.27,57.46,2.8100000000000023,2.8100000000000023,60.086,61.09,58.94,2.1500000000000057,1.509999999999998,58.602,59.52,57.26,2.260000000000005,2.260000000000005,59.436,60.72,58.1,2.6199999999999974,1.8200000000000003,6157898,9921216,3552694,6368522,962525
2018-09-23,58.769999999999996,59.92,58.01,1.9100000000000037,-1.9100000000000037,59.572,60.43,59.2,1.2299999999999969,-0.8699999999999974,57.996,58.97,57.36,1.6099999999999994,-1.6099999999999994,58.692,59.68,58.02,1.6599999999999966,-1.6599999999999966,4232646,5000383,2938711,2061672,-44454
2018-09-30,57.294000000000004,58.09,55.9,2.190000000000005,-2.190000000000005,58.052,59.28,56.46,2.8200000000000003,-2.8200000000000003,56.566,57.76,55.33,2.4299999999999997,-2.3400000000000034,56.897999999999996,58.36,55.65,2.710000000000001,-2.0700000000000003,4084103,5437028,2533260,2903768,-1684147
2018-10-07,54.664,55.55,54.02,1.529999999999994,-1.529999999999994,55.608,55.91,55.36,0.5499999999999972,-0.1700000000000017,53.796,53.95,53.58,0.37000000000000455,0.23000000000000398,54.322,54.5,54.13,0.36999999999999744,0.0799999999999983,4272128,5430693,2931264,2499429,-1109537
2018-10-14,55.954,56.73,55.3,1.4299999999999997,1.4299999999999997,56.972,57.77,56.24,1.5300000000000011,0.8799999999999955,55.37,56.06,54.78,1.2800000000000011,0.4799999999999969,55.91,56.54,55.36,1.1799999999999997,-0.7000000000000028,4375685,6278810,3007953,3270857,1228063
2018-10-21,50.844,55.48,44.65,10.829999999999998,-9.149999999999999,51.822,56.05,44.93,11.119999999999997,-11.119999999999997,48.318,53.6,41.11,12.490000000000002,-12.490000000000002,49.55,55.66,41.55,14.11,-14.11,12094460,29766848,3903071,25863777,9818441
2018-10-28,44.156,47.76,41.56,6.199999999999996,6.199999999999996,46.28,49.22,42.6,6.619999999999997,6.619999999999997,43.702,46.97,40.58,6.390000000000001,6.390000000000001,45.524,48.36,41.37,6.990000000000002,6.990000000000002,8266361,10247406,5951311,4296095,-4296095
2018-11-04,47.656,49.4,45.29,4.109999999999999,-2.780000000000001,48.054,49.58,45.32,4.259999999999998,-3.8699999999999974,46.147999999999996,47.87,43.19,4.68,-4.68,46.836,48.9,43.46,5.439999999999998,-5.439999999999998,4486573,5726310,3667697,2058613,1395811
