Date,iShares MSCI Chile Capped_Open_average,iShares MSCI Chile Capped_Open_max,iShares MSCI Chile Capped_Open_min,iShares MSCI Chile Capped_Open_volatility,iShares MSCI Chile Capped_Open_change,iShares MSCI Chile Capped_High_average,iShares MSCI Chile Capped_High_max,iShares MSCI Chile Capped_High_min,iShares MSCI Chile Capped_High_volatility,iShares MSCI Chile Capped_High_change,iShares MSCI Chile Capped_Low_average,iShares MSCI Chile Capped_Low_max,iShares MSCI Chile Capped_Low_min,iShares MSCI Chile Capped_Low_volatility,iShares MSCI Chile Capped_Low_change,iShares MSCI Chile Capped_Close_average,iShares MSCI Chile Capped_Close_max,iShares MSCI Chile Capped_Close_min,iShares MSCI Chile Capped_Close_volatility,iShares MSCI Chile Capped_Close_change
2018-05-13,51.62,51.62,51.62,0.0,0.0,51.82,51.82,51.82,0.0,0.0,51.24,51.24,51.24,0.0,0.0,51.47,51.47,51.47,0.0,0.0
2018-05-20,51.22,51.22,51.22,0.0,0.0,51.84,51.84,51.84,0.0,0.0,50.97,50.97,50.97,0.0,0.0,51.37,51.37,51.37,0.0,0.0
2018-05-27,50.27,50.27,50.27,0.0,0.0,51.0,51.0,51.0,0.0,0.0,50.02,50.02,50.02,0.0,0.0,50.87,50.87,50.87,0.0,0.0
2018-06-03,50.23,50.23,50.23,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.13,50.13,50.13,0.0,0.0
2018-06-10,49.24,49.24,49.24,0.0,0.0,49.77,49.77,49.77,0.0,0.0,48.95,48.95,48.95,0.0,0.0,49.2,49.2,49.2,0.0,0.0
2018-06-17,47.23,47.23,47.23,0.0,0.0,47.47,47.47,47.47,0.0,0.0,46.58,46.58,46.58,0.0,0.0,46.81,46.81,46.81,0.0,0.0
2018-06-24,45.24,45.24,45.24,0.0,0.0,45.91,45.91,45.91,0.0,0.0,45.24,45.24,45.24,0.0,0.0,45.71,45.71,45.71,0.0,0.0
2018-07-01,46.41,46.41,46.41,0.0,0.0,46.67,46.67,46.67,0.0,0.0,45.97,45.97,45.97,0.0,0.0,46.51,46.51,46.51,0.0,0.0
2018-07-08,46.18,46.18,46.18,0.0,0.0,46.18,46.18,46.18,0.0,0.0,45.88,45.88,45.88,0.0,0.0,46.03,46.03,46.03,0.0,0.0
2018-07-15,46.25,46.25,46.25,0.0,0.0,46.37,46.37,46.37,0.0,0.0,45.99,45.99,45.99,0.0,0.0,46.11,46.11,46.11,0.0,0.0
2018-07-22,47.31,47.31,47.31,0.0,0.0,47.79,47.79,47.79,0.0,0.0,47.15,47.15,47.15,0.0,0.0,47.52,47.52,47.52,0.0,0.0
2018-07-29,47.2,47.2,47.2,0.0,0.0,47.2,47.2,47.2,0.0,0.0,46.71,46.71,46.71,0.0,0.0,46.77,46.77,46.77,0.0,0.0
2018-08-05,45.24,45.24,45.24,0.0,0.0,45.24,45.24,45.24,0.0,0.0,44.42,44.42,44.42,0.0,0.0,44.53,44.53,44.53,0.0,0.0
2018-08-12,44.06,44.06,44.06,0.0,0.0,44.14,44.14,44.14,0.0,0.0,43.88,43.88,43.88,0.0,0.0,44.13,44.13,44.13,0.0,0.0
2018-08-19,45.15,45.15,45.15,0.0,0.0,45.76,45.76,45.76,0.0,0.0,45.15,45.15,45.15,0.0,0.0,45.23,45.23,45.23,0.0,0.0
2018-08-26,42.98,42.98,42.98,0.0,0.0,43.62,43.62,43.62,0.0,0.0,42.98,42.98,42.98,0.0,0.0,43.34,43.34,43.34,0.0,0.0
2018-09-02,42.4,42.4,42.4,0.0,0.0,42.47,42.47,42.47,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.83,41.83,41.83,0.0,0.0
2018-09-09,44.21,44.21,44.21,0.0,0.0,44.76,44.76,44.76,0.0,0.0,44.14,44.14,44.14,0.0,0.0,44.66,44.66,44.66,0.0,0.0
2018-09-16,46.18,46.18,46.18,0.0,0.0,46.18,46.18,46.18,0.0,0.0,45.39,45.39,45.39,0.0,0.0,45.65,45.65,45.65,0.0,0.0
2018-09-23,45.35,45.35,45.35,0.0,0.0,45.58,45.58,45.58,0.0,0.0,45.26,45.26,45.26,0.0,0.0,45.31,45.31,45.31,0.0,0.0
2018-09-30,44.06,44.06,44.06,0.0,0.0,44.42,44.42,44.42,0.0,0.0,43.96,43.96,43.96,0.0,0.0,44.34,44.34,44.34,0.0,0.0
2018-10-07,42.9,42.9,42.9,0.0,0.0,43.21,43.21,43.21,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.89,42.89,42.89,0.0,0.0
2018-10-14,42.91,42.91,42.91,0.0,0.0,42.91,42.91,42.91,0.0,0.0,42.27,42.27,42.27,0.0,0.0,42.41,42.41,42.41,0.0,0.0
2018-10-21,42.38,42.38,42.38,0.0,0.0,42.54,42.54,42.54,0.0,0.0,40.83,40.83,40.83,0.0,0.0,41.15,41.15,41.15,0.0,0.0
2018-10-28,43.17,43.17,43.17,0.0,0.0,43.98,43.98,43.98,0.0,0.0,43.17,43.17,43.17,0.0,0.0,43.75,43.75,43.75,0.0,0.0
2018-11-04,42.94,42.94,42.94,0.0,0.0,42.94,42.94,42.94,0.0,0.0,42.28,42.28,42.28,0.0,0.0,42.34,42.34,42.34,0.0,0.0
2018-11-11,44.15,44.15,44.15,0.0,0.0,44.19,44.19,44.19,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.78,43.78,43.78,0.0,0.0
2018-11-18,43.01,43.01,43.01,0.0,0.0,43.24,43.24,43.24,0.0,0.0,42.88,42.88,42.88,0.0,0.0,43.03,43.03,43.03,0.0,0.0
2018-11-25,44.03,44.03,44.03,0.0,0.0,44.34,44.34,44.34,0.0,0.0,43.69,43.69,43.69,0.0,0.0,43.87,43.87,43.87,0.0,0.0
2018-12-02,42.5,42.5,42.5,0.0,0.0,42.56,42.56,42.56,0.0,0.0,41.85,41.85,41.85,0.0,0.0,42.34,42.34,42.34,0.0,0.0
2018-12-09,42.8,42.8,42.8,0.0,0.0,42.8,42.8,42.8,0.0,0.0,41.88,41.88,41.88,0.0,0.0,42.07,42.07,42.07,0.0,0.0
2018-12-16,41.05,41.05,41.05,0.0,0.0,41.3,41.3,41.3,0.0,0.0,40.69,40.69,40.69,0.0,0.0,40.69,40.69,40.69,0.0,0.0
2018-12-23,41.43,41.43,41.43,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.24,41.24,41.24,0.0,0.0,41.41,41.41,41.41,0.0,0.0
2018-12-30,43.25,43.25,43.25,0.0,0.0,43.36,43.36,43.36,0.0,0.0,42.94,42.94,42.94,0.0,0.0,43.01,43.01,43.01,0.0,0.0
2019-01-06,44.72,44.72,44.72,0.0,0.0,44.91,44.91,44.91,0.0,0.0,44.54,44.54,44.54,0.0,0.0,44.78,44.78,44.78,0.0,0.0
2019-01-13,46.06,46.06,46.06,0.0,0.0,46.15,46.15,46.15,0.0,0.0,45.72,45.72,45.72,0.0,0.0,45.89,45.89,45.89,0.0,0.0
2019-01-20,45.13,45.13,45.13,0.0,0.0,45.43,45.43,45.43,0.0,0.0,44.37,44.37,44.37,0.0,0.0,45.37,45.37,45.37,0.0,0.0
2019-01-27,46.82,46.82,46.82,0.0,0.0,47.41,47.41,47.41,0.0,0.0,46.73,46.73,46.73,0.0,0.0,47.36,47.36,47.36,0.0,0.0
2019-02-03,46.04,46.04,46.04,0.0,0.0,46.06,46.06,46.06,0.0,0.0,45.53,45.53,45.53,0.0,0.0,45.68,45.68,45.68,0.0,0.0
2019-02-10,45.57,45.57,45.57,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.4,45.4,45.4,0.0,0.0,45.52,45.52,45.52,0.0,0.0
2019-02-17,47.6,47.6,47.6,0.0,0.0,47.93,47.93,47.93,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.51,47.51,47.51,0.0,0.0
2019-02-24,44.87,44.87,44.87,0.0,0.0,44.97,44.97,44.97,0.0,0.0,44.44,44.44,44.44,0.0,0.0,44.56,44.56,44.56,0.0,0.0
2019-03-03,44.27,44.27,44.27,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.22,44.22,44.22,0.0,0.0,44.39,44.39,44.39,0.0,0.0
2019-03-10,44.72,44.72,44.72,0.0,0.0,45.0,45.0,45.0,0.0,0.0,44.72,44.72,44.72,0.0,0.0,45.0,45.0,45.0,0.0,0.0
2019-03-17,42.44,42.44,42.44,0.0,0.0,42.75,42.75,42.75,0.0,0.0,42.36,42.36,42.36,0.0,0.0,42.72,42.72,42.72,0.0,0.0
2019-03-24,43.91,43.91,43.91,0.0,0.0,44.26,44.26,44.26,0.0,0.0,43.82,43.82,43.82,0.0,0.0,44.15,44.15,44.15,0.0,0.0
2019-03-31,44.24,44.24,44.24,0.0,0.0,44.57,44.57,44.57,0.0,0.0,44.24,44.24,44.24,0.0,0.0,44.49,44.49,44.49,0.0,0.0
2019-04-07,44.6,44.6,44.6,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.11,44.11,44.11,0.0,0.0,44.27,44.27,44.27,0.0,0.0
2019-04-14,44.46,44.46,44.46,0.0,0.0,44.46,44.46,44.46,0.0,0.0,44.03,44.03,44.03,0.0,0.0,44.04,44.04,44.04,0.0,0.0
2019-04-21,42.92,42.92,42.92,0.0,0.0,43.02,43.02,43.02,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.67,42.67,42.67,0.0,0.0
2019-04-28,41.64,41.64,41.64,0.0,0.0,42.09,42.09,42.09,0.0,0.0,41.45,41.45,41.45,0.0,0.0,42.09,42.09,42.09,0.0,0.0
2019-05-05,40.44,40.44,40.44,0.0,0.0,40.67,40.67,40.67,0.0,0.0,39.87,39.87,39.87,0.0,0.0,40.05,40.05,40.05,0.0,0.0
2019-05-12,39.14,39.14,39.14,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.11,39.11,39.11,0.0,0.0,39.42,39.42,39.42,0.0,0.0
2019-05-19,39.03,39.03,39.03,0.0,0.0,39.24,39.24,39.24,0.0,0.0,38.91,38.91,38.91,0.0,0.0,38.94,38.94,38.94,0.0,0.0
2019-05-26,39.11,39.11,39.11,0.0,0.0,39.79,39.79,39.79,0.0,0.0,38.8,38.8,38.8,0.0,0.0,39.66,39.66,39.66,0.0,0.0
2019-06-02,39.46,39.46,39.46,0.0,0.0,40.1,40.1,40.1,0.0,0.0,39.39,39.39,39.39,0.0,0.0,40.02,40.02,40.02,0.0,0.0
2019-06-09,39.42,39.42,39.42,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.16,39.16,39.16,0.0,0.0,39.16,39.16,39.16,0.0,0.0
2019-06-16,40.48,40.48,40.48,0.0,0.0,40.88,40.88,40.88,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.77,40.77,40.77,0.0,0.0
2019-06-23,41.24,41.24,41.24,0.0,0.0,41.36,41.36,41.36,0.0,0.0,40.64,40.64,40.64,0.0,0.0,40.68,40.68,40.68,0.0,0.0
2019-06-30,40.35,40.35,40.35,0.0,0.0,40.41,40.41,40.41,0.0,0.0,40.11,40.11,40.11,0.0,0.0,40.26,40.26,40.26,0.0,0.0
2019-07-07,41.0,41.0,41.0,0.0,0.0,41.09,41.09,41.09,0.0,0.0,40.64,40.64,40.64,0.0,0.0,40.79,40.79,40.79,0.0,0.0
2019-07-14,40.11,40.11,40.11,0.0,0.0,40.2,40.2,40.2,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.66,39.66,39.66,0.0,0.0
2019-07-21,38.86,38.86,38.86,0.0,0.0,39.0,39.0,39.0,0.0,0.0,38.82,38.82,38.82,0.0,0.0,38.93,38.93,38.93,0.0,0.0
2019-07-28,36.53,36.53,36.53,0.0,0.0,36.69,36.69,36.69,0.0,0.0,35.74,35.74,35.74,0.0,0.0,36.03,36.03,36.03,0.0,0.0
2019-08-04,36.72,36.72,36.72,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.43,36.43,36.43,0.0,0.0
2019-08-11,36.71,36.71,36.71,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.19,36.19,36.19,0.0,0.0,36.31,36.31,36.31,0.0,0.0
2019-08-18,35.04,35.04,35.04,0.0,0.0,35.1,35.1,35.1,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.59,34.59,34.59,0.0,0.0
2019-08-25,35.23,35.23,35.23,0.0,0.0,35.87,35.87,35.87,0.0,0.0,35.03,35.03,35.03,0.0,0.0,35.69,35.69,35.69,0.0,0.0
2019-09-01,36.46,36.46,36.46,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.77,36.77,36.77,0.0,0.0
2019-09-08,37.7,37.7,37.7,0.0,0.0,38.31,38.31,38.31,0.0,0.0,37.68,37.68,37.68,0.0,0.0,38.2,38.2,38.2,0.0,0.0
2019-09-15,37.72,37.72,37.72,0.0,0.0,38.02,38.02,38.02,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.58,37.58,37.58,0.0,0.0
2019-09-22,37.85,37.85,37.85,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.21,37.21,37.21,0.0,0.0,37.44,37.44,37.44,0.0,0.0
2019-09-29,38.03,38.03,38.03,0.0,0.0,38.03,38.03,38.03,0.0,0.0,37.61,37.61,37.61,0.0,0.0,37.66,37.66,37.66,0.0,0.0
2019-10-06,38.95,38.95,38.95,0.0,0.0,39.06,39.06,39.06,0.0,0.0,38.63,38.63,38.63,0.0,0.0,38.65,38.65,38.65,0.0,0.0
2019-10-13,37.92,37.92,37.92,0.0,0.0,38.16,38.16,38.16,0.0,0.0,36.5,36.5,36.5,0.0,0.0,37.17,37.17,37.17,0.0,0.0
2019-10-20,36.6,36.6,36.6,0.0,0.0,36.93,36.93,36.93,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.65,36.65,36.65,0.0,0.0
2019-10-27,35.21,35.21,35.21,0.0,0.0,35.22,35.22,35.22,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.95,34.95,34.95,0.0,0.0
2019-11-03,32.8,32.8,32.8,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.66,32.66,32.66,0.0,0.0
2019-11-10,33.43,33.43,33.43,0.0,0.0,33.54,33.54,33.54,0.0,0.0,32.91,32.91,32.91,0.0,0.0,33.27,33.27,33.27,0.0,0.0
2019-11-17,32.18,32.18,32.18,0.0,0.0,32.3,32.3,32.3,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.62,31.62,31.62,0.0,0.0
2019-11-24,30.2,30.2,30.2,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.01,30.01,30.01,0.0,0.0,30.2,30.2,30.2,0.0,0.0
2019-12-01,32.62,32.62,32.62,0.0,0.0,32.98,32.98,32.98,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.71,32.71,32.71,0.0,0.0
2019-12-08,34.04,34.04,34.04,0.0,0.0,34.26,34.26,34.26,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.96,33.96,33.96,0.0,0.0
2019-12-15,33.98,33.98,33.98,0.0,0.0,33.98,33.98,33.98,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.46,33.46,33.46,0.0,0.0
2019-12-22,33.41,33.41,33.41,0.0,0.0,33.42,33.42,33.42,0.0,0.0,32.92,32.92,32.92,0.0,0.0,33.1,33.1,33.1,0.0,0.0
2019-12-29,33.79,33.79,33.79,0.0,0.0,34.06,34.06,34.06,0.0,0.0,33.54,33.54,33.54,0.0,0.0,33.87,33.87,33.87,0.0,0.0
