Date,ABCB_Open_average,ABCB_Open_max,ABCB_Open_min,ABCB_Open_volatility,ABCB_Open_change,ABCB_High_average,ABCB_High_max,ABCB_High_min,ABCB_High_volatility,ABCB_High_change,ABCB_Low_average,ABCB_Low_max,ABCB_Low_min,ABCB_Low_volatility,ABCB_Low_change,ABCB_Close_average,ABCB_Close_max,ABCB_Close_min,ABCB_Close_volatility,ABCB_Close_change,ABCB_Volume_average,ABCB_Volume_max,ABCB_Volume_min,ABCB_Volume_volatility,ABCB_Volume_change
2018-01-14,53.56,53.95,53.35,0.6000000000000014,0.45000000000000284,53.774,53.95,53.6,0.3500000000000014,0.10000000000000142,53.11,53.4,52.6,0.7999999999999972,0.3500000000000014,53.53,53.85,53.1,0.75,0.6999999999999957,158239,200785,92463,108322,-108322
2018-01-21,54.81,56.85,53.8,3.0500000000000043,1.5500000000000043,55.01,56.85,53.95,2.8999999999999986,1.3500000000000014,53.55,54.75,52.85,1.8999999999999986,1.2000000000000028,54.2,55.1,53.45,1.6499999999999986,1.0500000000000043,220607,296592,101105,195487,109616
2018-01-28,54.18,54.85,53.4,1.4500000000000028,-1.0499999999999972,55.03,55.9,54.35,1.5499999999999972,-1.5499999999999972,53.45,54.6,51.85,2.75,-2.75,53.82,54.95,51.85,3.1000000000000014,-3.1000000000000014,175987,222276,146219,76057,-76057
2018-02-04,52.15,52.75,51.2,1.5499999999999972,1.5499999999999972,52.86,53.1,52.6,0.5,0.30000000000000426,51.4,51.9,51.0,0.8999999999999986,0.8999999999999986,52.29,52.7,51.6,1.1000000000000014,0.45000000000000284,198828,292156,113037,179119,-123069
2018-02-11,53.2,54.2,52.25,1.9500000000000028,1.6499999999999986,54.0125,55.2,52.85,2.3500000000000014,2.3500000000000014,52.8875,53.9,52.05,1.8500000000000014,1.8500000000000014,53.7625,54.65,52.6,2.049999999999997,2.049999999999997,203641,279883,150732,129151,60435
2018-02-18,54.36,54.85,53.95,0.8999999999999986,0.5,54.986,55.2,54.58,0.6200000000000045,-0.05000000000000426,53.42,54.25,51.55,2.700000000000003,0.5499999999999972,54.43,55.1,53.8,1.3000000000000043,1.1499999999999986,163974,230474,114571,115903,40028
2018-02-25,53.74,54.9,52.65,2.25,-1.1000000000000014,54.726,55.55,54.0,1.5499999999999972,-0.09999999999999432,53.05,53.8,52.35,1.4499999999999957,-0.5,53.83,55.1,53.0,2.1000000000000014,1.25,260753,424326,192440,231886,12162
2018-03-04,56.76,58.0,55.55,2.450000000000003,2.450000000000003,57.7,59.05,56.45,2.5999999999999943,2.5999999999999943,56.136,56.83,54.85,1.9799999999999969,1.9799999999999969,57.08,58.1,56.4,1.7000000000000028,0.9499999999999957,252879,317018,179290,137728,-98225
2018-03-11,57.03,57.75,56.2,1.5499999999999972,-1.5499999999999972,57.31,57.75,56.75,1.0,-1.0,56.25,56.85,55.55,1.3000000000000043,-1.3000000000000043,56.79,57.4,56.5,0.8999999999999986,-0.7999999999999972,389398,752068,228875,523193,89393
2018-03-18,55.04,56.75,52.9,3.8500000000000014,-3.8500000000000014,55.43,56.9,53.75,3.1499999999999986,-3.1499999999999986,53.98,56.05,52.1,3.9499999999999957,-3.549999999999997,54.42,56.3,52.15,4.149999999999999,-2.549999999999997,255814,310579,170328,140251,-61990
2018-03-25,53.0125,54.0,52.45,1.5499999999999972,-1.1499999999999986,53.4375,54.0,52.95,1.0499999999999972,-0.6499999999999986,52.055,52.6,51.65,0.9500000000000028,-0.5500000000000043,52.5,52.9,52.15,0.75,-0.3500000000000014,196612,259690,175003,84687,-470
2018-04-01,52.9,53.95,52.4,1.5500000000000043,0.10000000000000142,53.524,53.95,53.1,0.8500000000000014,-0.14999999999999858,52.21,53.25,51.5,1.75,-0.10000000000000142,52.93,53.9,51.9,2.0,-1.3500000000000014,161636,210166,120761,89405,-70992
2018-04-08,52.800000000000004,53.95,52.35,1.6000000000000014,-0.25,53.354,53.95,52.85,1.1000000000000014,-0.4200000000000017,51.92,52.05,51.8,0.25,0.25,52.65,53.6,52.05,1.5500000000000043,-0.5,287407,430124,177839,252285,-250567
2018-04-15,51.81,52.8,50.55,2.25,-0.6999999999999957,52.68,52.95,52.2,0.75,-0.4000000000000057,51.236000000000004,51.7,50.2,1.5,-0.29999999999999716,52.13,52.7,51.8,0.9000000000000057,0.30000000000000426,216038,268155,195785,72370,-12734
2018-04-22,52.5,52.7,51.95,0.75,0.6999999999999957,53.0,53.25,52.85,0.3999999999999986,0.0,52.02,52.3,51.7,0.5999999999999943,-0.14999999999999858,52.35,52.65,51.7,0.9499999999999957,-0.75,178298,259509,118401,141108,-141108
2018-04-29,52.160000000000004,53.3,51.7,1.5999999999999943,1.5999999999999943,53.0,54.15,52.3,1.8500000000000014,1.8500000000000014,51.6,52.7,50.8,1.9000000000000057,1.9000000000000057,52.67,53.9,52.0,1.8999999999999986,1.8999999999999986,189499,215775,165328,50447,31097
2018-05-06,54.97,55.45,53.7,1.75,1.5,55.45,55.7,55.2,0.5,0.19999999999999574,54.56,55.0,53.7,1.2999999999999972,0.8999999999999986,55.13,55.3,54.8,0.5,-0.4000000000000057,182476,259830,122633,137197,-57465
2018-05-13,55.589999999999996,56.15,54.8,1.3500000000000014,1.3500000000000014,56.14,56.85,55.75,1.1000000000000014,1.1000000000000014,55.448,56.15,54.8,1.3500000000000014,1.3500000000000014,55.92,56.75,55.35,1.3999999999999986,1.3999999999999986,242477,343082,160723,182359,-35310
2018-05-20,56.3625,56.8,55.9,0.8999999999999986,-0.8999999999999986,56.575,57.05,56.3,0.75,-0.6999999999999957,55.8375,56.5,55.25,1.25,-0.8999999999999986,56.3,56.5,56.15,0.3500000000000014,-0.3500000000000014,237175,541623,102940,438683,353556
2018-05-27,55.76,56.05,55.0,1.0499999999999972,0.04999999999999716,56.46,57.05,55.95,1.0999999999999943,1.0999999999999943,55.35,56.05,54.45,1.5999999999999943,1.5499999999999972,55.97,56.9,55.0,1.8999999999999986,1.8999999999999986,394062,777798,204359,573439,-466101
