Date,First Trust Small Cap Core AlphaDEX_Open_average,First Trust Small Cap Core AlphaDEX_Open_max,First Trust Small Cap Core AlphaDEX_Open_min,First Trust Small Cap Core AlphaDEX_Open_volatility,First Trust Small Cap Core AlphaDEX_Open_change,First Trust Small Cap Core AlphaDEX_High_average,First Trust Small Cap Core AlphaDEX_High_max,First Trust Small Cap Core AlphaDEX_High_min,First Trust Small Cap Core AlphaDEX_High_volatility,First Trust Small Cap Core AlphaDEX_High_change,First Trust Small Cap Core AlphaDEX_Low_average,First Trust Small Cap Core AlphaDEX_Low_max,First Trust Small Cap Core AlphaDEX_Low_min,First Trust Small Cap Core AlphaDEX_Low_volatility,First Trust Small Cap Core AlphaDEX_Low_change,First Trust Small Cap Core AlphaDEX_Close_average,First Trust Small Cap Core AlphaDEX_Close_max,First Trust Small Cap Core AlphaDEX_Close_min,First Trust Small Cap Core AlphaDEX_Close_volatility,First Trust Small Cap Core AlphaDEX_Close_change
2018-07-15,68.27,68.27,68.27,0.0,0.0,68.35,68.35,68.35,0.0,0.0,67.88,67.88,67.88,0.0,0.0,68.14,68.14,68.14,0.0,0.0
2018-07-22,66.6,66.6,66.6,0.0,0.0,66.87,66.87,66.87,0.0,0.0,66.13,66.13,66.13,0.0,0.0,66.13,66.13,66.13,0.0,0.0
2018-07-29,67.01,67.01,67.01,0.0,0.0,67.64,67.64,67.64,0.0,0.0,67.01,67.01,67.01,0.0,0.0,67.6,67.6,67.6,0.0,0.0
2018-08-05,68.21,68.21,68.21,0.0,0.0,68.21,68.21,68.21,0.0,0.0,67.24,67.24,67.24,0.0,0.0,67.47,67.47,67.47,0.0,0.0
2018-08-12,68.55,68.55,68.55,0.0,0.0,68.73,68.73,68.73,0.0,0.0,68.13,68.13,68.13,0.0,0.0,68.61,68.61,68.61,0.0,0.0
2018-08-19,70.01,70.01,70.01,0.0,0.0,70.3,70.3,70.3,0.0,0.0,69.81,69.81,69.81,0.0,0.0,69.86,69.86,69.86,0.0,0.0
2018-08-26,69.82,69.82,69.82,0.0,0.0,70.45,70.45,70.45,0.0,0.0,69.82,69.82,69.82,0.0,0.0,70.34,70.34,70.34,0.0,0.0
2018-09-02,69.89,69.89,69.89,0.0,0.0,69.89,69.89,69.89,0.0,0.0,69.42,69.42,69.42,0.0,0.0,69.5,69.5,69.5,0.0,0.0
2018-09-09,70.03,70.03,70.03,0.0,0.0,70.03,70.03,70.03,0.0,0.0,69.19,69.19,69.19,0.0,0.0,69.28,69.28,69.28,0.0,0.0
2018-09-16,69.21,69.21,69.21,0.0,0.0,69.46,69.46,69.46,0.0,0.0,68.75,68.75,68.75,0.0,0.0,69.04,69.04,69.04,0.0,0.0
2018-09-23,69.34,69.34,69.34,0.0,0.0,69.34,69.34,69.34,0.0,0.0,67.86,67.86,67.86,0.0,0.0,68.02,68.02,68.02,0.0,0.0
2018-09-30,66.02,66.02,66.02,0.0,0.0,66.09,66.09,66.09,0.0,0.0,65.43,65.43,65.43,0.0,0.0,66.0,66.0,66.0,0.0,0.0
2018-10-07,62.26,62.26,62.26,0.0,0.0,63.23,63.23,63.23,0.0,0.0,62.18,62.18,62.18,0.0,0.0,62.86,62.86,62.86,0.0,0.0
2018-10-14,62.24,62.24,62.24,0.0,0.0,62.61,62.61,62.61,0.0,0.0,61.96,61.96,61.96,0.0,0.0,62.17,62.17,62.17,0.0,0.0
2018-10-21,60.62,60.62,60.62,0.0,0.0,61.09,61.09,61.09,0.0,0.0,58.87,58.87,58.87,0.0,0.0,59.49,59.49,59.49,0.0,0.0
2018-10-28,62.87,62.87,62.87,0.0,0.0,63.2,63.2,63.2,0.0,0.0,62.26,62.26,62.26,0.0,0.0,62.92,62.92,62.92,0.0,0.0
2018-11-04,62.92,62.92,62.92,0.0,0.0,62.92,62.92,62.92,0.0,0.0,61.69,61.69,61.69,0.0,0.0,61.75,61.75,61.75,0.0,0.0
2018-11-11,61.85,61.85,61.85,0.0,0.0,61.85,61.85,61.85,0.0,0.0,60.65,60.65,60.65,0.0,0.0,60.75,60.75,60.75,0.0,0.0
2018-11-18,60.93,60.93,60.93,0.0,0.0,61.27,61.27,61.27,0.0,0.0,60.62,60.62,60.62,0.0,0.0,61.04,61.04,61.04,0.0,0.0
2018-11-25,62.92,62.92,62.92,0.0,0.0,62.92,62.92,62.92,0.0,0.0,61.78,61.78,61.78,0.0,0.0,62.63,62.63,62.63,0.0,0.0
2018-12-02,58.45,58.45,58.45,0.0,0.0,58.74,58.74,58.74,0.0,0.0,57.35,57.35,57.35,0.0,0.0,58.19,58.19,58.19,0.0,0.0
2018-12-09,56.67,56.67,56.67,0.0,0.0,57.2,57.2,57.2,0.0,0.0,55.36,55.36,55.36,0.0,0.0,55.62,55.62,55.62,0.0,0.0
2018-12-16,51.8,51.8,51.8,0.0,0.0,52.05,52.05,52.05,0.0,0.0,50.98,50.98,50.98,0.0,0.0,50.98,50.98,50.98,0.0,0.0
2018-12-23,54.38,54.38,54.38,0.0,0.0,54.42,54.42,54.42,0.0,0.0,53.47,53.47,53.47,0.0,0.0,54.15,54.15,54.15,0.0,0.0
2018-12-30,55.66,55.66,55.66,0.0,0.0,57.09,57.09,57.09,0.0,0.0,55.66,55.66,55.66,0.0,0.0,56.74,56.74,56.74,0.0,0.0
2019-01-06,58.16,58.16,58.16,0.0,0.0,58.5,58.5,58.5,0.0,0.0,57.92,57.92,57.92,0.0,0.0,58.12,58.12,58.12,0.0,0.0
2019-01-13,59.75,59.75,59.75,0.0,0.0,60.27,60.27,60.27,0.0,0.0,59.62,59.62,59.62,0.0,0.0,60.02,60.02,60.02,0.0,0.0
2019-01-20,59.38,59.38,59.38,0.0,0.0,59.74,59.74,59.74,0.0,0.0,59.09,59.09,59.09,0.0,0.0,59.53,59.53,59.53,0.0,0.0
2019-01-27,60.57,60.57,60.57,0.0,0.0,61.22,61.22,61.22,0.0,0.0,60.4,60.4,60.4,0.0,0.0,61.22,61.22,61.22,0.0,0.0
2019-02-03,60.7,60.7,60.7,0.0,0.0,61.05,61.05,61.05,0.0,0.0,60.39,60.39,60.39,0.0,0.0,61.03,61.03,61.03,0.0,0.0
2019-02-10,62.49,62.49,62.49,0.0,0.0,63.23,63.23,63.23,0.0,0.0,62.45,62.45,62.45,0.0,0.0,63.13,63.13,63.13,0.0,0.0
2019-02-17,64.3,64.3,64.3,0.0,0.0,64.39,64.39,64.39,0.0,0.0,63.8,63.8,63.8,0.0,0.0,63.81,63.81,63.81,0.0,0.0
2019-02-24,63.58,63.58,63.58,0.0,0.0,63.58,63.58,63.58,0.0,0.0,62.54,62.54,62.54,0.0,0.0,62.91,62.91,62.91,0.0,0.0
2019-03-03,60.99,60.99,60.99,0.0,0.0,61.85,61.85,61.85,0.0,0.0,60.99,60.99,60.99,0.0,0.0,61.85,61.85,61.85,0.0,0.0
2019-03-10,61.87,61.87,61.87,0.0,0.0,62.49,62.49,62.49,0.0,0.0,61.87,61.87,61.87,0.0,0.0,62.41,62.41,62.41,0.0,0.0
2019-03-17,60.24,60.24,60.24,0.0,0.0,60.85,60.85,60.85,0.0,0.0,59.77,59.77,59.77,0.0,0.0,60.52,60.52,60.52,0.0,0.0
2019-03-24,62.15,62.15,62.15,0.0,0.0,62.48,62.48,62.48,0.0,0.0,61.92,61.92,61.92,0.0,0.0,62.4,62.4,62.4,0.0,0.0
2019-03-31,63.17,63.17,63.17,0.0,0.0,63.25,63.25,63.25,0.0,0.0,62.93,62.93,62.93,0.0,0.0,63.16,63.16,63.16,0.0,0.0
2019-04-07,63.57,63.57,63.57,0.0,0.0,63.57,63.57,63.57,0.0,0.0,63.05,63.05,63.05,0.0,0.0,63.2,63.2,63.2,0.0,0.0
2019-04-14,62.94,62.94,62.94,0.0,0.0,63.01,63.01,63.01,0.0,0.0,62.5,62.5,62.5,0.0,0.0,62.81,62.81,62.81,0.0,0.0
2019-04-21,63.5,63.5,63.5,0.0,0.0,64.07,64.07,64.07,0.0,0.0,63.5,63.5,63.5,0.0,0.0,63.79,63.79,63.79,0.0,0.0
2019-04-28,63.04,63.04,63.04,0.0,0.0,64.31,64.31,64.31,0.0,0.0,63.04,63.04,63.04,0.0,0.0,64.16,64.16,64.16,0.0,0.0
2019-05-05,61.22,61.22,61.22,0.0,0.0,61.3,61.3,61.3,0.0,0.0,60.22,60.22,60.22,0.0,0.0,60.42,60.42,60.42,0.0,0.0
2019-05-12,60.19,60.19,60.19,0.0,0.0,60.49,60.49,60.49,0.0,0.0,60.07,60.07,60.07,0.0,0.0,60.17,60.17,60.17,0.0,0.0
2019-05-19,59.28,59.28,59.28,0.0,0.0,59.49,59.49,59.49,0.0,0.0,58.98,58.98,58.98,0.0,0.0,59.34,59.34,59.34,0.0,0.0
2019-05-26,57.41,57.41,57.41,0.0,0.0,58.01,58.01,58.01,0.0,0.0,57.32,57.32,57.32,0.0,0.0,57.77,57.77,57.77,0.0,0.0
2019-06-02,59.52,59.52,59.52,0.0,0.0,60.11,60.11,60.11,0.0,0.0,59.48,59.48,59.48,0.0,0.0,59.57,59.57,59.57,0.0,0.0
2019-06-09,59.48,59.48,59.48,0.0,0.0,59.91,59.91,59.91,0.0,0.0,59.38,59.38,59.38,0.0,0.0,59.63,59.63,59.63,0.0,0.0
2019-06-16,60.52,60.52,60.52,0.0,0.0,60.53,60.53,60.53,0.0,0.0,59.58,59.58,59.58,0.0,0.0,59.6,59.6,59.6,0.0,0.0
2019-06-23,62.37,62.37,62.37,0.0,0.0,62.54,62.54,62.54,0.0,0.0,61.34,61.34,61.34,0.0,0.0,61.66,61.66,61.66,0.0,0.0
2019-06-30,61.52,61.52,61.52,0.0,0.0,61.7,61.7,61.7,0.0,0.0,61.19,61.19,61.19,0.0,0.0,61.21,61.21,61.21,0.0,0.0
2019-07-07,61.69,61.69,61.69,0.0,0.0,61.69,61.69,61.69,0.0,0.0,60.87,60.87,60.87,0.0,0.0,61.05,61.05,61.05,0.0,0.0
2019-07-14,60.49,60.49,60.49,0.0,0.0,60.77,60.77,60.77,0.0,0.0,60.18,60.18,60.18,0.0,0.0,60.2,60.2,60.2,0.0,0.0
2019-07-21,61.79,61.79,61.79,0.0,0.0,61.85,61.85,61.85,0.0,0.0,61.16,61.16,61.16,0.0,0.0,61.34,61.34,61.34,0.0,0.0
2019-07-28,58.81,58.81,58.81,0.0,0.0,58.81,58.81,58.81,0.0,0.0,57.75,57.75,57.75,0.0,0.0,58.12,58.12,58.12,0.0,0.0
2019-08-04,58.45,58.45,58.45,0.0,0.0,58.45,58.45,58.45,0.0,0.0,57.92,57.92,57.92,0.0,0.0,58.05,58.05,58.05,0.0,0.0
2019-08-11,58.75,58.75,58.75,0.0,0.0,59.02,59.02,59.02,0.0,0.0,58.63,58.63,58.63,0.0,0.0,58.72,58.72,58.72,0.0,0.0
2019-08-18,57.47,57.47,57.47,0.0,0.0,57.55,57.55,57.55,0.0,0.0,56.94,56.94,56.94,0.0,0.0,57.31,57.31,57.31,0.0,0.0
2019-08-25,58.85,58.85,58.85,0.0,0.0,58.85,58.85,58.85,0.0,0.0,58.11,58.11,58.11,0.0,0.0,58.24,58.24,58.24,0.0,0.0
2019-09-01,58.98,58.98,58.98,0.0,0.0,60.11,60.11,60.11,0.0,0.0,58.98,58.98,58.98,0.0,0.0,60.11,60.11,60.11,0.0,0.0
2019-09-08,62.36,62.36,62.36,0.0,0.0,62.95,62.95,62.95,0.0,0.0,62.24,62.24,62.24,0.0,0.0,62.67,62.67,62.67,0.0,0.0
2019-09-15,60.97,60.97,60.97,0.0,0.0,61.47,61.47,61.47,0.0,0.0,60.86,60.86,60.86,0.0,0.0,61.25,61.25,61.25,0.0,0.0
2019-09-22,59.99,59.99,59.99,0.0,0.0,60.34,60.34,60.34,0.0,0.0,59.74,59.74,59.74,0.0,0.0,60.07,60.07,60.07,0.0,0.0
2019-09-29,58.84,58.84,58.84,0.0,0.0,59.3,59.3,59.3,0.0,0.0,58.51,58.51,58.51,0.0,0.0,58.92,58.92,58.92,0.0,0.0
2019-10-06,59.07,59.07,59.07,0.0,0.0,59.07,59.07,59.07,0.0,0.0,58.58,58.58,58.58,0.0,0.0,58.93,58.93,58.93,0.0,0.0
2019-10-13,60.54,60.54,60.54,0.0,0.0,61.08,61.08,61.08,0.0,0.0,60.54,60.54,60.54,0.0,0.0,60.69,60.69,60.69,0.0,0.0
2019-10-20,61.6,61.6,61.6,0.0,0.0,62.04,62.04,62.04,0.0,0.0,61.6,61.6,61.6,0.0,0.0,61.79,61.79,61.79,0.0,0.0
2019-10-27,62.78,62.78,62.78,0.0,0.0,63.03,63.03,63.03,0.0,0.0,62.52,62.52,62.52,0.0,0.0,62.98,62.98,62.98,0.0,0.0
2019-11-03,62.79,62.79,62.79,0.0,0.0,63.01,63.01,63.01,0.0,0.0,62.5,62.5,62.5,0.0,0.0,63.01,63.01,63.01,0.0,0.0
2019-11-10,62.75,62.75,62.75,0.0,0.0,62.75,62.75,62.75,0.0,0.0,62.41,62.41,62.41,0.0,0.0,62.62,62.62,62.62,0.0,0.0
2019-11-17,62.19,62.19,62.19,0.0,0.0,63.33,63.33,63.33,0.0,0.0,61.97,61.97,61.97,0.0,0.0,63.26,63.26,63.26,0.0,0.0
2019-11-24,63.1,63.1,63.1,0.0,0.0,63.1,63.1,63.1,0.0,0.0,62.36,62.36,62.36,0.0,0.0,62.36,62.36,62.36,0.0,0.0
2019-12-01,63.83,63.83,63.83,0.0,0.0,63.97,63.97,63.97,0.0,0.0,63.74,63.74,63.74,0.0,0.0,63.74,63.74,63.74,0.0,0.0
2019-12-08,64.34,64.34,64.34,0.0,0.0,64.7,64.7,64.7,0.0,0.0,64.22,64.22,64.22,0.0,0.0,64.22,64.22,64.22,0.0,0.0
2019-12-15,65.1,65.1,65.1,0.0,0.0,65.1,65.1,65.1,0.0,0.0,64.64,64.64,64.64,0.0,0.0,64.86,64.86,64.86,0.0,0.0
2019-12-22,64.71,64.71,64.71,0.0,0.0,65.07,65.07,65.07,0.0,0.0,64.51,64.51,64.51,0.0,0.0,64.77,64.77,64.77,0.0,0.0
2019-12-29,64.4,64.4,64.4,0.0,0.0,64.78,64.78,64.78,0.0,0.0,64.36,64.36,64.36,0.0,0.0,64.77,64.77,64.77,0.0,0.0
