Date,Goldman Sachs ActiveBeta US Large Cap Equity_Open_average,Goldman Sachs ActiveBeta US Large Cap Equity_Open_max,Goldman Sachs ActiveBeta US Large Cap Equity_Open_min,Goldman Sachs ActiveBeta US Large Cap Equity_Open_volatility,Goldman Sachs ActiveBeta US Large Cap Equity_Open_change,Goldman Sachs ActiveBeta US Large Cap Equity_High_average,Goldman Sachs ActiveBeta US Large Cap Equity_High_max,Goldman Sachs ActiveBeta US Large Cap Equity_High_min,Goldman Sachs ActiveBeta US Large Cap Equity_High_volatility,Goldman Sachs ActiveBeta US Large Cap Equity_High_change,Goldman Sachs ActiveBeta US Large Cap Equity_Low_average,Goldman Sachs ActiveBeta US Large Cap Equity_Low_max,Goldman Sachs ActiveBeta US Large Cap Equity_Low_min,Goldman Sachs ActiveBeta US Large Cap Equity_Low_volatility,Goldman Sachs ActiveBeta US Large Cap Equity_Low_change,Goldman Sachs ActiveBeta US Large Cap Equity_Close_average,Goldman Sachs ActiveBeta US Large Cap Equity_Close_max,Goldman Sachs ActiveBeta US Large Cap Equity_Close_min,Goldman Sachs ActiveBeta US Large Cap Equity_Close_volatility,Goldman Sachs ActiveBeta US Large Cap Equity_Close_change
2018-09-09,58.91,58.91,58.91,0.0,0.0,58.91,58.91,58.91,0.0,0.0,58.5,58.5,58.5,0.0,0.0,58.55,58.55,58.55,0.0,0.0
2018-09-16,58.85,58.85,58.85,0.0,0.0,58.87,58.87,58.87,0.0,0.0,58.68,58.68,58.68,0.0,0.0,58.79,58.79,58.79,0.0,0.0
2018-09-23,59.03,59.03,59.03,0.0,0.0,59.13,59.13,59.13,0.0,0.0,58.72,58.72,58.72,0.0,0.0,58.85,58.85,58.85,0.0,0.0
2018-09-30,57.71,57.71,57.71,0.0,0.0,57.93,57.93,57.93,0.0,0.0,57.36,57.36,57.36,0.0,0.0,57.81,57.81,57.81,0.0,0.0
2018-10-07,55.47,55.47,55.47,0.0,0.0,55.76,55.76,55.76,0.0,0.0,55.23,55.23,55.23,0.0,0.0,55.3,55.3,55.3,0.0,0.0
2018-10-14,55.62,55.62,55.62,0.0,0.0,55.63,55.63,55.63,0.0,0.0,55.18,55.18,55.18,0.0,0.0,55.38,55.38,55.38,0.0,0.0
2018-10-21,54.04,54.04,54.04,0.0,0.0,54.35,54.35,54.35,0.0,0.0,52.37,52.37,52.37,0.0,0.0,53.05,53.05,53.05,0.0,0.0
2018-10-28,54.96,54.96,54.96,0.0,0.0,55.26,55.26,55.26,0.0,0.0,54.7,54.7,54.7,0.0,0.0,55.13,55.13,55.13,0.0,0.0
2018-11-04,55.92,55.92,55.92,0.0,0.0,55.92,55.92,55.92,0.0,0.0,54.98,54.98,54.98,0.0,0.0,55.04,55.04,55.04,0.0,0.0
2018-11-11,55.04,55.04,55.04,0.0,0.0,55.06,55.06,55.06,0.0,0.0,53.92,53.92,53.92,0.0,0.0,54.04,54.04,54.04,0.0,0.0
2018-11-18,53.58,53.58,53.58,0.0,0.0,53.89,53.89,53.89,0.0,0.0,53.46,53.46,53.46,0.0,0.0,53.87,53.87,53.87,0.0,0.0
2018-11-25,56.44,56.44,56.44,0.0,0.0,57.85,57.85,57.85,0.0,0.0,55.77,55.77,55.77,0.0,0.0,56.15,56.15,56.15,0.0,0.0
2018-12-02,52.94,52.94,52.94,0.0,0.0,53.31,53.31,53.31,0.0,0.0,52.04,52.04,52.04,0.0,0.0,53.14,53.14,53.14,0.0,0.0
2018-12-09,52.13,52.13,52.13,0.0,0.0,52.32,52.32,52.32,0.0,0.0,50.93,50.93,50.93,0.0,0.0,51.24,51.24,51.24,0.0,0.0
2018-12-16,48.04,48.04,48.04,0.0,0.0,48.25,48.25,48.25,0.0,0.0,47.19,47.19,47.19,0.0,0.0,47.19,47.19,47.19,0.0,0.0
2018-12-23,50.18,50.18,50.18,0.0,0.0,50.29,50.29,50.29,0.0,0.0,49.79,49.79,49.79,0.0,0.0,50.29,50.29,50.29,0.0,0.0
2018-12-30,50.68,50.68,50.68,0.0,0.0,51.42,51.42,51.42,0.0,0.0,50.55,50.55,50.55,0.0,0.0,51.09,51.09,51.09,0.0,0.0
2019-01-06,51.63,51.63,51.63,0.0,0.0,51.87,51.87,51.87,0.0,0.0,51.54,51.54,51.54,0.0,0.0,51.73,51.73,51.73,0.0,0.0
2019-01-13,53.23,53.23,53.23,0.0,0.0,53.63,53.63,53.63,0.0,0.0,53.06,53.06,53.06,0.0,0.0,53.56,53.56,53.56,0.0,0.0
2019-01-20,52.99,52.99,52.99,0.0,0.0,53.14,53.14,53.14,0.0,0.0,52.78,52.78,52.78,0.0,0.0,53.14,53.14,53.14,0.0,0.0
2019-01-27,54.38,54.38,54.38,0.0,0.0,54.75,54.75,54.75,0.0,0.0,54.24,54.24,54.24,0.0,0.0,54.75,54.75,54.75,0.0,0.0
2019-02-03,54.76,54.76,54.76,0.0,0.0,54.81,54.81,54.81,0.0,0.0,54.56,54.56,54.56,0.0,0.0,54.65,54.65,54.65,0.0,0.0
2019-02-10,55.77,55.77,55.77,0.0,0.0,55.98,55.98,55.98,0.0,0.0,55.76,55.76,55.76,0.0,0.0,55.97,55.97,55.97,0.0,0.0
2019-02-17,56.61,56.61,56.61,0.0,0.0,56.69,56.69,56.69,0.0,0.0,56.28,56.28,56.28,0.0,0.0,56.32,56.32,56.32,0.0,0.0
2019-02-24,56.69,56.69,56.69,0.0,0.0,56.7,56.7,56.7,0.0,0.0,55.67,55.67,55.67,0.0,0.0,56.17,56.17,56.17,0.0,0.0
2019-03-03,55.29,55.29,55.29,0.0,0.0,55.94,55.94,55.94,0.0,0.0,55.22,55.22,55.22,0.0,0.0,55.94,55.94,55.94,0.0,0.0
2019-03-10,56.76,56.76,56.76,0.0,0.0,56.97,56.97,56.97,0.0,0.0,56.66,56.66,56.66,0.0,0.0,56.9,56.9,56.9,0.0,0.0
2019-03-17,56.09,56.09,56.09,0.0,0.0,56.32,56.32,56.32,0.0,0.0,55.85,55.85,55.85,0.0,0.0,56.12,56.12,56.12,0.0,0.0
2019-03-24,57.26,57.26,57.26,0.0,0.0,57.49,57.49,57.49,0.0,0.0,57.2,57.2,57.2,0.0,0.0,57.46,57.46,57.46,0.0,0.0
2019-03-31,57.88,57.88,57.88,0.0,0.0,58.06,58.06,58.06,0.0,0.0,57.73,57.73,57.73,0.0,0.0,58.06,58.06,58.06,0.0,0.0
2019-04-07,58.32,58.32,58.32,0.0,0.0,58.5,58.5,58.5,0.0,0.0,58.09,58.09,58.09,0.0,0.0,58.29,58.29,58.29,0.0,0.0
2019-04-14,57.98,57.98,57.98,0.0,0.0,58.15,58.15,58.15,0.0,0.0,57.94,57.94,57.94,0.0,0.0,58.13,58.13,58.13,0.0,0.0
2019-04-21,58.9,58.9,58.9,0.0,0.0,59.0,59.0,59.0,0.0,0.0,58.83,58.83,58.83,0.0,0.0,58.88,58.88,58.88,0.0,0.0
2019-04-28,58.0,58.0,58.0,0.0,0.0,58.85,58.85,58.85,0.0,0.0,57.81,57.81,57.81,0.0,0.0,58.76,58.76,58.76,0.0,0.0
2019-05-05,56.66,56.66,56.66,0.0,0.0,56.81,56.81,56.81,0.0,0.0,56.09,56.09,56.09,0.0,0.0,56.29,56.29,56.29,0.0,0.0
2019-05-12,56.93,56.93,56.93,0.0,0.0,57.19,57.19,57.19,0.0,0.0,56.75,56.75,56.75,0.0,0.0,56.89,56.89,56.89,0.0,0.0
2019-05-19,56.88,56.88,56.88,0.0,0.0,56.98,56.98,56.98,0.0,0.0,56.6,56.6,56.6,0.0,0.0,56.72,56.72,56.72,0.0,0.0
2019-05-26,55.3,55.3,55.3,0.0,0.0,55.55,55.55,55.55,0.0,0.0,54.87,54.87,54.87,0.0,0.0,55.12,55.12,55.12,0.0,0.0
2019-06-02,58.07,58.07,58.07,0.0,0.0,58.36,58.36,58.36,0.0,0.0,57.99,57.99,57.99,0.0,0.0,57.99,57.99,57.99,0.0,0.0
2019-06-09,58.1,58.1,58.1,0.0,0.0,58.19,58.19,58.19,0.0,0.0,58.0,58.0,58.0,0.0,0.0,58.03,58.03,58.03,0.0,0.0
2019-06-16,58.96,58.96,58.96,0.0,0.0,59.02,59.02,59.02,0.0,0.0,58.8,58.8,58.8,0.0,0.0,58.83,58.83,58.83,0.0,0.0
2019-06-23,59.51,59.51,59.51,0.0,0.0,59.6,59.6,59.6,0.0,0.0,59.06,59.06,59.06,0.0,0.0,59.31,59.31,59.31,0.0,0.0
2019-06-30,59.71,59.71,59.71,0.0,0.0,59.77,59.77,59.77,0.0,0.0,59.54,59.54,59.54,0.0,0.0,59.66,59.66,59.66,0.0,0.0
2019-07-07,60.58,60.58,60.58,0.0,0.0,60.58,60.58,60.58,0.0,0.0,60.42,60.42,60.42,0.0,0.0,60.54,60.54,60.54,0.0,0.0
2019-07-14,59.9,59.9,59.9,0.0,0.0,60.06,60.06,60.06,0.0,0.0,59.78,59.78,59.78,0.0,0.0,59.95,59.95,59.95,0.0,0.0
2019-07-21,60.75,60.75,60.75,0.0,0.0,60.8,60.8,60.8,0.0,0.0,60.52,60.52,60.52,0.0,0.0,60.67,60.67,60.67,0.0,0.0
2019-07-28,57.98,57.98,57.98,0.0,0.0,58.0,58.0,58.0,0.0,0.0,56.67,56.67,56.67,0.0,0.0,57.12,57.12,57.12,0.0,0.0
2019-08-04,58.38,58.38,58.38,0.0,0.0,58.44,58.44,58.44,0.0,0.0,57.81,57.81,57.81,0.0,0.0,57.98,57.98,57.98,0.0,0.0
2019-08-11,58.82,58.82,58.82,0.0,0.0,59.0,59.0,59.0,0.0,0.0,58.7,58.7,58.7,0.0,0.0,58.87,58.87,58.87,0.0,0.0
2019-08-18,58.35,58.35,58.35,0.0,0.0,58.35,58.35,58.35,0.0,0.0,57.71,57.71,57.71,0.0,0.0,58.13,58.13,58.13,0.0,0.0
2019-08-25,59.39,59.39,59.39,0.0,0.0,59.39,59.39,59.39,0.0,0.0,58.86,58.86,58.86,0.0,0.0,59.07,59.07,59.07,0.0,0.0
2019-09-01,60.44,60.44,60.44,0.0,0.0,60.44,60.44,60.44,0.0,0.0,59.95,59.95,59.95,0.0,0.0,60.17,60.17,60.17,0.0,0.0
2019-09-08,60.27,60.27,60.27,0.0,0.0,60.5,60.5,60.5,0.0,0.0,60.23,60.23,60.23,0.0,0.0,60.4,60.4,60.4,0.0,0.0
2019-09-15,60.22,60.22,60.22,0.0,0.0,60.53,60.53,60.53,0.0,0.0,60.22,60.22,60.22,0.0,0.0,60.42,60.42,60.42,0.0,0.0
2019-09-22,59.74,59.74,59.74,0.0,0.0,60.05,60.05,60.05,0.0,0.0,59.74,59.74,59.74,0.0,0.0,59.89,59.89,59.89,0.0,0.0
2019-09-29,59.27,59.27,59.27,0.0,0.0,59.62,59.62,59.62,0.0,0.0,59.14,59.14,59.14,0.0,0.0,59.22,59.22,59.22,0.0,0.0
2019-10-06,59.84,59.84,59.84,0.0,0.0,59.94,59.94,59.94,0.0,0.0,59.62,59.62,59.62,0.0,0.0,59.81,59.81,59.81,0.0,0.0
2019-10-13,60.47,60.47,60.47,0.0,0.0,60.55,60.55,60.55,0.0,0.0,60.33,60.33,60.33,0.0,0.0,60.55,60.55,60.55,0.0,0.0
2019-10-20,61.05,61.05,61.05,0.0,0.0,61.25,61.25,61.25,0.0,0.0,61.05,61.05,61.05,0.0,0.0,61.16,61.16,61.16,0.0,0.0
2019-10-27,62.0,62.0,62.0,0.0,0.0,62.03,62.03,62.03,0.0,0.0,61.76,61.76,61.76,0.0,0.0,61.81,61.81,61.81,0.0,0.0
2019-11-03,61.76,61.76,61.76,0.0,0.0,61.96,61.96,61.96,0.0,0.0,61.76,61.76,61.76,0.0,0.0,61.95,61.95,61.95,0.0,0.0
2019-11-10,62.69,62.69,62.69,0.0,0.0,62.89,62.89,62.89,0.0,0.0,62.65,62.65,62.65,0.0,0.0,62.86,62.86,62.86,0.0,0.0
2019-11-17,62.84,62.84,62.84,0.0,0.0,63.11,63.11,63.11,0.0,0.0,62.84,62.84,62.84,0.0,0.0,63.07,63.07,63.07,0.0,0.0
2019-11-24,63.42,63.42,63.42,0.0,0.0,63.42,63.42,63.42,0.0,0.0,62.7,62.7,62.7,0.0,0.0,62.83,62.83,62.83,0.0,0.0
2019-12-01,63.31,63.31,63.31,0.0,0.0,63.44,63.44,63.44,0.0,0.0,63.17,63.17,63.17,0.0,0.0,63.17,63.17,63.17,0.0,0.0
2019-12-08,64.07,64.07,64.07,0.0,0.0,64.34,64.34,64.34,0.0,0.0,64.0,64.0,64.0,0.0,0.0,64.18,64.18,64.18,0.0,0.0
2019-12-15,65.03,65.03,65.03,0.0,0.0,65.03,65.03,65.03,0.0,0.0,64.79,64.79,64.79,0.0,0.0,64.81,64.81,64.81,0.0,0.0
2019-12-22,64.88,64.88,64.88,0.0,0.0,64.88,64.88,64.88,0.0,0.0,64.39,64.39,64.39,0.0,0.0,64.55,64.55,64.55,0.0,0.0
2019-12-29,64.55,64.55,64.55,0.0,0.0,64.99,64.99,64.99,0.0,0.0,64.55,64.55,64.55,0.0,0.0,64.75,64.75,64.75,0.0,0.0
