Date,EVBN_stock_Open_average,EVBN_stock_Open_max,EVBN_stock_Open_min,EVBN_stock_Open_volatility,EVBN_stock_Open_change,EVBN_stock_High_average,EVBN_stock_High_max,EVBN_stock_High_min,EVBN_stock_High_volatility,EVBN_stock_High_change,EVBN_stock_Low_average,EVBN_stock_Low_max,EVBN_stock_Low_min,EVBN_stock_Low_volatility,EVBN_stock_Low_change,EVBN_stock_Close_average,EVBN_stock_Close_max,EVBN_stock_Close_min,EVBN_stock_Close_volatility,EVBN_stock_Close_change,EVBN_stock_Volume_average,EVBN_stock_Volume_max,EVBN_stock_Volume_min,EVBN_stock_Volume_volatility,EVBN_stock_Volume_change
2018-01-14,42.65,43.1,42.05,1.0500000000000043,-0.6500000000000057,43.075,43.2,43.0,0.20000000000000284,-0.20000000000000284,42.325,42.7,42.05,0.6500000000000057,-0.6500000000000057,42.787499999999994,43.05,42.3,0.75,0.20000000000000284,1327,2069,757,1312,1312
2018-01-21,42.83,43.3,42.3,1.0,0.75,43.09,43.3,42.7,0.5999999999999943,0.5499999999999972,42.38,42.8,42.2,0.5999999999999943,0.19999999999999574,42.980000000000004,43.25,42.7,0.5499999999999972,0.5499999999999972,2279,3610,337,3273,800
2018-01-28,42.83,43.2,42.6,0.6000000000000014,-0.30000000000000426,42.97,43.2,42.65,0.5500000000000043,-0.3500000000000014,42.48,42.95,42.05,0.9000000000000057,-0.9000000000000057,42.72,43.1,42.05,1.0500000000000043,-0.9500000000000028,985,1728,525,1203,356
2018-02-04,41.76,42.7,40.9,1.8000000000000043,-0.5500000000000043,42.48,43.25,41.3,1.9500000000000028,-1.9500000000000028,41.17,41.85,40.7,1.1499999999999986,-0.9499999999999957,41.7,42.95,40.7,2.25,-0.9499999999999957,4401,7782,1506,6276,5632
2018-02-11,41.230000000000004,41.95,40.35,1.6000000000000014,1.4000000000000057,41.910000000000004,42.5,40.75,1.75,1.75,41.07,41.95,40.15,1.8000000000000043,1.8000000000000043,41.730000000000004,42.5,40.75,1.75,1.75,3358,4881,2032,2849,2849
2018-02-18,42.225,42.5,41.75,0.75,0.10000000000000142,42.5375,42.75,42.4,0.3500000000000014,0.3500000000000014,41.575,42.4,40.95,1.4499999999999957,1.4499999999999957,42.1625,42.75,40.95,1.7999999999999972,1.7999999999999972,2578,4600,1296,3304,2705
2018-02-25,43.62,44.75,42.95,1.7999999999999972,0.5999999999999943,44.550000000000004,45.6,43.45,2.1499999999999986,2.1499999999999986,43.0,43.25,42.5,0.75,0.5,43.9,44.95,43.1,1.8500000000000014,0.5499999999999972,3167,4461,1739,2722,690
2018-03-04,44.54,45.5,43.75,1.75,1.75,45.03,45.5,44.5,1.0,1.0,44.3,45.25,43.7,1.5499999999999972,1.5,44.71,45.25,43.85,1.3999999999999986,0.75,1856,3047,499,2548,-1799
2018-03-11,45.16,45.4,44.75,0.6499999999999986,0.29999999999999716,45.7,46.25,45.25,1.0,1.0,44.59,45.1,44.1,1.0,-1.0,45.41,46.25,44.35,1.8999999999999986,1.0,3446,10733,1099,9634,9634
2018-03-18,45.05,45.9,44.55,1.3500000000000014,-1.25,45.22,46.2,44.55,1.6500000000000057,-1.25,44.53,45.2,43.8,1.4000000000000057,-1.0500000000000043,44.91,45.75,44.15,1.6000000000000014,-1.6000000000000014,2152,3236,1441,1795,1194
