Date,Guggenheim S&P MidCap 400 EW_Open_average,Guggenheim S&P MidCap 400 EW_Open_max,Guggenheim S&P MidCap 400 EW_Open_min,Guggenheim S&P MidCap 400 EW_Open_volatility,Guggenheim S&P MidCap 400 EW_Open_change,Guggenheim S&P MidCap 400 EW_High_average,Guggenheim S&P MidCap 400 EW_High_max,Guggenheim S&P MidCap 400 EW_High_min,Guggenheim S&P MidCap 400 EW_High_volatility,Guggenheim S&P MidCap 400 EW_High_change,Guggenheim S&P MidCap 400 EW_Low_average,Guggenheim S&P MidCap 400 EW_Low_max,Guggenheim S&P MidCap 400 EW_Low_min,Guggenheim S&P MidCap 400 EW_Low_volatility,Guggenheim S&P MidCap 400 EW_Low_change,Guggenheim S&P MidCap 400 EW_Close_average,Guggenheim S&P MidCap 400 EW_Close_max,Guggenheim S&P MidCap 400 EW_Close_min,Guggenheim S&P MidCap 400 EW_Close_volatility,Guggenheim S&P MidCap 400 EW_Close_change
2018-01-14,67.06,67.06,67.06,0.0,0.0,67.2,67.2,67.2,0.0,0.0,66.88,66.88,66.88,0.0,0.0,67.2,67.2,67.2,0.0,0.0
2018-01-21,67.08,67.08,67.08,0.0,0.0,67.19,67.19,67.19,0.0,0.0,66.96,66.96,66.96,0.0,0.0,66.96,66.96,66.96,0.0,0.0
2018-01-28,64.18,64.18,64.18,0.0,0.0,64.3,64.3,64.3,0.0,0.0,62.56,62.56,62.56,0.0,0.0,62.84,62.84,62.84,0.0,0.0
2018-02-04,61.17,61.17,61.17,0.0,0.0,62.14,62.14,62.14,0.0,0.0,61.04,61.04,61.04,0.0,0.0,62.14,62.14,62.14,0.0,0.0
2018-02-11,63.81,63.81,63.81,0.0,0.0,64.26,64.26,64.26,0.0,0.0,63.81,63.81,63.81,0.0,0.0,64.09,64.09,64.09,0.0,0.0
2018-02-18,63.71,63.71,63.71,0.0,0.0,64.39,64.39,64.39,0.0,0.0,63.71,63.71,63.71,0.0,0.0,64.23,64.23,64.23,0.0,0.0
2018-02-25,63.07,63.07,63.07,0.0,0.0,64.09,64.09,64.09,0.0,0.0,63.07,63.07,63.07,0.0,0.0,63.89,63.89,63.89,0.0,0.0
2018-03-04,65.71,65.71,65.71,0.0,0.0,65.71,65.71,65.71,0.0,0.0,65.7,65.7,65.7,0.0,0.0,65.7,65.7,65.7,0.0,0.0
2018-03-11,64.29,64.29,64.29,0.0,0.0,64.29,64.29,64.29,0.0,0.0,63.93,63.93,63.93,0.0,0.0,64.1,64.1,64.1,0.0,0.0
2018-03-18,62.59,62.59,62.59,0.0,0.0,62.94,62.94,62.94,0.0,0.0,61.85,61.85,61.85,0.0,0.0,62.94,62.94,62.94,0.0,0.0
2018-03-25,62.51,62.51,62.51,0.0,0.0,62.51,62.51,62.51,0.0,0.0,61.3,61.3,61.3,0.0,0.0,61.49,61.49,61.49,0.0,0.0
2018-04-01,62.88,62.88,62.88,0.0,0.0,63.16,63.16,63.16,0.0,0.0,62.88,62.88,62.88,0.0,0.0,62.89,62.89,62.89,0.0,0.0
2018-04-08,63.92,63.92,63.92,0.0,0.0,64.26,64.26,64.26,0.0,0.0,63.92,63.92,63.92,0.0,0.0,64.26,64.26,64.26,0.0,0.0
2018-04-15,63.72,63.72,63.72,0.0,0.0,64.18,64.18,64.18,0.0,0.0,63.67,63.67,63.67,0.0,0.0,63.75,63.75,63.75,0.0,0.0
2018-04-22,64.04,64.04,64.04,0.0,0.0,64.04,64.04,64.04,0.0,0.0,63.17,63.17,63.17,0.0,0.0,63.29,63.29,63.29,0.0,0.0
2018-04-29,64.43,64.43,64.43,0.0,0.0,64.57,64.57,64.57,0.0,0.0,64.27,64.27,64.27,0.0,0.0,64.31,64.31,64.31,0.0,0.0
2018-05-06,65.64,65.64,65.64,0.0,0.0,65.64,65.64,65.64,0.0,0.0,65.32,65.32,65.32,0.0,0.0,65.49,65.49,65.49,0.0,0.0
2018-05-13,66.27,66.27,66.27,0.0,0.0,66.56,66.56,66.56,0.0,0.0,66.18,66.18,66.18,0.0,0.0,66.44,66.44,66.44,0.0,0.0
2018-05-20,65.85,65.85,65.85,0.0,0.0,65.92,65.92,65.92,0.0,0.0,65.7,65.7,65.7,0.0,0.0,65.7,65.7,65.7,0.0,0.0
2018-05-27,66.3,66.3,66.3,0.0,0.0,66.48,66.48,66.48,0.0,0.0,66.29,66.29,66.29,0.0,0.0,66.48,66.48,66.48,0.0,0.0
2018-06-03,68.04,68.04,68.04,0.0,0.0,68.04,68.04,68.04,0.0,0.0,67.85,67.85,67.85,0.0,0.0,67.92,67.92,67.92,0.0,0.0
2018-06-10,67.66,67.66,67.66,0.0,0.0,67.7,67.7,67.7,0.0,0.0,67.4,67.4,67.4,0.0,0.0,67.56,67.56,67.56,0.0,0.0
2018-06-17,67.54,67.54,67.54,0.0,0.0,67.54,67.54,67.54,0.0,0.0,66.73,66.73,66.73,0.0,0.0,66.85,66.85,66.85,0.0,0.0
2018-06-24,66.13,66.13,66.13,0.0,0.0,66.25,66.25,66.25,0.0,0.0,66.13,66.13,66.13,0.0,0.0,66.25,66.25,66.25,0.0,0.0
2018-07-01,68.2,68.2,68.2,0.0,0.0,68.49,68.49,68.49,0.0,0.0,68.2,68.2,68.2,0.0,0.0,68.49,68.49,68.49,0.0,0.0
2018-07-08,68.2,68.2,68.2,0.0,0.0,68.2,68.2,68.2,0.0,0.0,67.42,67.42,67.42,0.0,0.0,67.49,67.49,67.49,0.0,0.0
2018-07-15,67.78,67.78,67.78,0.0,0.0,68.04,68.04,68.04,0.0,0.0,67.78,67.78,67.78,0.0,0.0,67.95,67.95,67.95,0.0,0.0
2018-07-22,67.13,67.13,67.13,0.0,0.0,67.15,67.15,67.15,0.0,0.0,66.98,66.98,66.98,0.0,0.0,67.15,67.15,67.15,0.0,0.0
2018-07-29,68.18,68.18,68.18,0.0,0.0,68.29,68.29,68.29,0.0,0.0,68.18,68.18,68.18,0.0,0.0,68.21,68.21,68.21,0.0,0.0
2018-08-05,67.51,67.51,67.51,0.0,0.0,67.58,67.58,67.58,0.0,0.0,67.37,67.37,67.37,0.0,0.0,67.37,67.37,67.37,0.0,0.0
2018-08-12,68.34,68.34,68.34,0.0,0.0,68.75,68.75,68.75,0.0,0.0,68.34,68.34,68.34,0.0,0.0,68.68,68.68,68.68,0.0,0.0
2018-08-19,69.24,69.24,69.24,0.0,0.0,69.79,69.79,69.79,0.0,0.0,69.24,69.24,69.24,0.0,0.0,69.44,69.44,69.44,0.0,0.0
2018-08-26,69.27,69.27,69.27,0.0,0.0,69.27,69.27,69.27,0.0,0.0,69.17,69.17,69.17,0.0,0.0,69.17,69.17,69.17,0.0,0.0
2018-09-02,69.13,69.13,69.13,0.0,0.0,69.13,69.13,69.13,0.0,0.0,68.68,68.68,68.68,0.0,0.0,68.87,68.87,68.87,0.0,0.0
2018-09-09,69.72,69.72,69.72,0.0,0.0,69.72,69.72,69.72,0.0,0.0,68.68,68.68,68.68,0.0,0.0,68.75,68.75,68.75,0.0,0.0
2018-09-16,69.0,69.0,69.0,0.0,0.0,69.0,69.0,69.0,0.0,0.0,68.48,68.48,68.48,0.0,0.0,68.48,68.48,68.48,0.0,0.0
2018-09-23,68.23,68.23,68.23,0.0,0.0,68.23,68.23,68.23,0.0,0.0,67.61,67.61,67.61,0.0,0.0,67.61,67.61,67.61,0.0,0.0
2018-09-30,66.16,66.16,66.16,0.0,0.0,66.61,66.61,66.61,0.0,0.0,66.07,66.07,66.07,0.0,0.0,66.61,66.61,66.61,0.0,0.0
2018-10-07,63.06,63.06,63.06,0.0,0.0,63.9,63.9,63.9,0.0,0.0,63.06,63.06,63.06,0.0,0.0,63.9,63.9,63.9,0.0,0.0
2018-10-14,63.35,63.35,63.35,0.0,0.0,63.4,63.4,63.4,0.0,0.0,63.07,63.07,63.07,0.0,0.0,63.24,63.24,63.24,0.0,0.0
2018-10-21,61.33,61.33,61.33,0.0,0.0,61.86,61.86,61.86,0.0,0.0,61.33,61.33,61.33,0.0,0.0,61.55,61.55,61.55,0.0,0.0
2018-10-28,63.28,63.28,63.28,0.0,0.0,63.6,63.6,63.6,0.0,0.0,63.26,63.26,63.26,0.0,0.0,63.49,63.49,63.49,0.0,0.0
2018-11-04,63.4,63.4,63.4,0.0,0.0,63.4,63.4,63.4,0.0,0.0,63.02,63.02,63.02,0.0,0.0,63.02,63.02,63.02,0.0,0.0
2018-11-11,62.98,62.98,62.98,0.0,0.0,62.98,62.98,62.98,0.0,0.0,62.26,62.26,62.26,0.0,0.0,62.31,62.31,62.31,0.0,0.0
