Date,AGYS_Open_average,AGYS_Open_max,AGYS_Open_min,AGYS_Open_volatility,AGYS_Open_change,AGYS_High_average,AGYS_High_max,AGYS_High_min,AGYS_High_volatility,AGYS_High_change,AGYS_Low_average,AGYS_Low_max,AGYS_Low_min,AGYS_Low_volatility,AGYS_Low_change,AGYS_Close_average,AGYS_Close_max,AGYS_Close_min,AGYS_Close_volatility,AGYS_Close_change,AGYS_Volume_average,AGYS_Volume_max,AGYS_Volume_min,AGYS_Volume_volatility,AGYS_Volume_change
2018-01-14,12.56,12.72,12.46,0.2599999999999998,-0.2599999999999998,12.727500000000001,12.88,12.64,0.2400000000000002,-0.2400000000000002,12.39,12.47,12.35,0.120000000000001,-0.040000000000000924,12.52,12.65,12.41,0.2400000000000002,0.11999999999999922,28490,47554,19341,28213,-22501
2018-01-21,12.466000000000001,12.75,12.25,0.5,0.28999999999999915,12.67,13.0,12.42,0.5800000000000001,0.35999999999999943,12.276,12.35,12.22,0.129999999999999,0.0,12.468,12.85,12.25,0.5999999999999996,-0.05000000000000071,38025,90336,18276,72060,7445
2018-01-28,12.216,12.44,12.0,0.4399999999999995,0.08000000000000007,12.446,12.72,12.25,0.47000000000000064,0.3600000000000012,12.084,12.34,12.0,0.33999999999999986,0.2699999999999996,12.262,12.55,12.0,0.5500000000000007,0.1899999999999995,53461,85939,26955,58984,36966
2018-02-04,11.916,12.35,11.59,0.7599999999999998,-0.7599999999999998,12.084,12.62,11.75,0.8699999999999992,-0.8699999999999992,11.582,12.0,11.24,0.7599999999999998,-0.7599999999999998,11.72,12.19,11.28,0.9100000000000001,-0.9100000000000001,64423,97169,37786,59383,59383
2018-02-11,11.458,11.7,11.33,0.3699999999999992,0.3699999999999992,11.774000000000001,12.09,11.62,0.47000000000000064,0.4499999999999993,11.364,11.55,11.17,0.3800000000000008,0.25,11.534,11.75,11.43,0.3200000000000003,0.16000000000000014,25769,34524,17212,17312,-9260
2018-02-18,11.5975,11.77,11.41,0.35999999999999943,0.20999999999999908,11.8325,11.93,11.77,0.16000000000000014,0.0,11.4525,11.59,11.35,0.2400000000000002,0.11000000000000121,11.5725,11.7,11.39,0.3099999999999987,0.14999999999999858,24621,36554,18099,18455,-1233
2018-02-25,11.392,11.61,11.03,0.5800000000000001,-0.5,11.69,12.24,11.1,1.1400000000000006,-0.6799999999999997,11.177999999999999,11.54,10.77,0.7699999999999996,-0.6499999999999986,11.284,11.61,10.98,0.629999999999999,-0.629999999999999,28478,45903,13064,32839,32839
2018-03-04,11.286,11.54,10.95,0.5899999999999999,0.5899999999999999,11.574,11.78,11.19,0.5899999999999999,0.5899999999999999,11.112,11.29,10.95,0.33999999999999986,0.33999999999999986,11.454,11.78,10.99,0.7899999999999991,0.7899999999999991,29183,48389,20641,27748,-24634
2018-03-11,11.842,11.96,11.74,0.22000000000000064,0.040000000000000924,12.026,12.28,11.84,0.4399999999999995,0.4399999999999995,11.664,11.77,11.57,0.1999999999999993,0.1999999999999993,11.902,12.2,11.68,0.5199999999999996,0.5199999999999996,49075,140274,14831,125443,111309
2018-03-18,11.932,12.18,11.72,0.4599999999999991,-0.4599999999999991,12.126,12.36,11.85,0.5099999999999998,-0.33000000000000007,11.716,11.8,11.6,0.20000000000000107,-0.1899999999999995,11.862,12.0,11.63,0.3699999999999992,-0.34999999999999964,34396,50105,26357,23748,23748
2018-03-25,11.8375,12.0,11.7,0.3000000000000007,0.120000000000001,12.0275,12.24,11.9,0.33999999999999986,-0.02999999999999936,11.66,11.76,11.6,0.16000000000000014,-0.040000000000000924,11.8625,11.93,11.8,0.129999999999999,-0.009999999999999787,42926,70811,27932,42879,26422
2018-04-01,12.102,12.46,11.88,0.5800000000000001,0.3999999999999986,12.282,12.46,11.99,0.47000000000000064,0.4299999999999997,11.856,12.31,11.58,0.7300000000000004,0.009999999999999787,12.208,12.37,11.85,0.5199999999999996,0.5099999999999998,42365,54778,27757,27021,-27021
2018-04-08,12.225999999999999,12.44,12.12,0.3200000000000003,-0.17999999999999972,12.37,12.5,12.23,0.2699999999999996,-0.2400000000000002,12.022,12.1,11.91,0.1899999999999995,-0.10999999999999943,12.134,12.24,12.04,0.20000000000000107,-0.02000000000000135,42198,72206,27987,44219,36885
2018-04-15,12.238,12.4,12.05,0.34999999999999964,0.1399999999999988,12.344,12.4,12.23,0.16999999999999993,0.16999999999999993,12.144,12.23,11.98,0.25,0.16000000000000014,12.274,12.35,12.19,0.16000000000000014,0.120000000000001,21043,26078,8152,17926,-17
2018-04-22,12.266,12.33,12.2,0.13000000000000078,-0.10000000000000142,12.352,12.43,12.22,0.20999999999999908,-0.20999999999999908,12.058,12.22,11.79,0.4300000000000015,-0.4300000000000015,12.166,12.31,11.84,0.47000000000000064,-0.4399999999999995,22096,33119,16038,17081,-6396
2018-04-29,11.846,12.02,11.74,0.27999999999999936,0.019999999999999574,12.034,12.19,11.85,0.33999999999999986,0.27999999999999936,11.758,11.85,11.6,0.25,0.08000000000000007,11.918,12.11,11.78,0.33000000000000007,0.33000000000000007,18547,25521,12353,13168,-8047
2018-05-06,12.176,12.25,12.05,0.1999999999999993,0.13000000000000078,12.234,12.26,12.19,0.07000000000000028,0.07000000000000028,11.958,12.13,11.81,0.3200000000000003,-0.11999999999999922,12.154,12.24,12.01,0.23000000000000043,-0.08000000000000007,23274,33242,14395,18847,-2310
2018-05-13,12.094,12.6,11.85,0.75,0.5999999999999996,12.356,12.93,12.04,0.8900000000000006,0.8599999999999994,11.992,12.46,11.68,0.7800000000000011,0.6600000000000001,12.241999999999999,12.76,11.87,0.8900000000000006,0.8900000000000006,47607,132748,13673,119075,25433
2018-05-20,12.758,13.12,12.47,0.6499999999999986,0.33000000000000007,13.044,13.97,12.74,1.2300000000000004,1.0899999999999999,12.576,12.94,12.36,0.5800000000000001,0.27999999999999936,12.896,13.88,12.5,1.3800000000000008,1.17,89618,351484,16872,334612,321659
2018-05-27,14.195,14.35,13.88,0.46999999999999886,0.34999999999999964,14.3675,14.43,14.25,0.17999999999999972,-0.17999999999999972,14.0975,14.21,13.88,0.33000000000000007,0.20999999999999908,14.285,14.37,14.22,0.14999999999999858,-0.14999999999999858,95829,181336,49574,131762,-104471
2018-06-03,14.146,14.25,14.06,0.1899999999999995,-0.13000000000000078,14.282,14.5,14.14,0.35999999999999943,0.2400000000000002,14.040000000000001,14.09,13.96,0.129999999999999,-0.019999999999999574,14.176,14.41,14.05,0.35999999999999943,0.2400000000000002,73510,106177,50421,55756,55739
2018-06-10,14.748,15.3,14.4,0.9000000000000004,0.9000000000000004,15.026,15.62,14.55,1.0699999999999985,1.0699999999999985,14.718,15.24,14.39,0.8499999999999996,0.8499999999999996,14.916,15.3,14.51,0.7900000000000009,0.7900000000000009,113990,170352,72617,97735,90928
2018-06-17,15.42,15.59,15.3,0.28999999999999915,0.28999999999999915,15.554,15.6,15.5,0.09999999999999964,0.08999999999999986,15.33,15.39,15.29,0.10000000000000142,0.03999999999999915,15.462,15.55,15.38,0.16999999999999993,0.08000000000000007,122864,291940,56712,235228,235228
2018-06-24,15.338000000000001,15.5,15.19,0.3100000000000005,0.009999999999999787,15.468,15.6,15.32,0.27999999999999936,0.09999999999999964,15.146,15.32,15.03,0.2900000000000009,0.2599999999999998,15.314,15.5,15.19,0.3100000000000005,0.3100000000000005,63481,97374,44688,52686,52686
2018-07-01,15.6725,15.94,15.48,0.4599999999999991,0.4399999999999995,15.89,16.28,15.53,0.7500000000000018,0.7500000000000018,15.605,15.94,15.35,0.5899999999999999,0.5899999999999999,15.8275,16.27,15.4,0.8699999999999992,0.8699999999999992,173604,222231,103335,118896,-63464
2018-07-08,16.51,16.71,16.3,0.41000000000000014,0.25,16.67,16.8,16.55,0.25,-0.05000000000000071,16.322,16.39,16.21,0.17999999999999972,0.14999999999999858,16.526,16.72,16.33,0.39000000000000057,-0.060000000000002274,124256,202956,28559,174397,-160905
2018-07-15,16.458,16.5,16.43,0.07000000000000028,-0.05000000000000071,16.536,16.64,16.45,0.19000000000000128,-0.19000000000000128,16.314,16.38,16.25,0.129999999999999,-0.05000000000000071,16.438,16.5,16.38,0.120000000000001,-0.120000000000001,109918,266528,37095,229433,-229433
2018-07-22,16.502,16.65,16.31,0.33999999999999986,0.33999999999999986,16.692,16.79,16.62,0.16999999999999815,-0.08999999999999986,16.266,16.36,16.05,0.3099999999999987,-0.259999999999998,16.456,16.64,16.13,0.5100000000000016,-0.2900000000000027,111044,247777,71782,175995,2853
2018-07-29,16.138,16.55,15.41,1.1400000000000006,-0.7100000000000009,16.276,16.55,15.41,1.1400000000000006,-0.9899999999999984,15.524,16.12,14.61,1.5100000000000016,-1.1500000000000004,15.822,16.45,14.72,1.7299999999999986,-1.429999999999998,143423,357507,69355,288152,7963
2018-08-05,15.396,15.76,14.75,1.0099999999999998,1.0099999999999998,15.704,16.07,15.51,0.5600000000000005,0.5099999999999998,15.174,15.74,14.67,1.0700000000000003,0.9900000000000002,15.58,15.95,15.26,0.6899999999999995,0.47999999999999865,109555,192826,34623,158203,27694
2018-08-12,15.896,15.92,15.85,0.07000000000000028,0.019999999999999574,16.086,16.17,16.01,0.16000000000000014,-0.010000000000001563,15.784,15.85,15.75,0.09999999999999964,0.05000000000000071,15.904,15.97,15.84,0.13000000000000078,0.13000000000000078,59139,87154,46271,40883,-263
2018-08-19,16.094,16.51,15.88,0.6300000000000008,0.5500000000000007,16.286,16.74,15.96,0.7799999999999976,0.7799999999999976,15.994,16.49,15.75,0.7399999999999984,0.7399999999999984,16.224,16.7,15.85,0.8499999999999996,0.8499999999999996,58799,75560,40514,35046,8330
2018-08-26,16.352,16.75,16.07,0.6799999999999997,-0.6799999999999997,16.46,16.87,16.09,0.7800000000000011,-0.7800000000000011,16.098,16.33,15.89,0.4399999999999977,-0.4399999999999977,16.212,16.48,16.07,0.41000000000000014,-0.41000000000000014,45278,99001,21409,77592,-77592
2018-09-02,15.5525,15.98,15.33,0.6500000000000004,-0.5099999999999998,15.6725,15.98,15.45,0.5300000000000011,-0.2699999999999996,15.1425,15.34,14.97,0.3699999999999992,0.3000000000000007,15.455,15.57,15.33,0.2400000000000002,0.15000000000000036,59905,109067,38329,70738,-64825
2018-09-09,15.618,15.75,15.56,0.1899999999999995,0.16000000000000014,15.916,16.41,15.62,0.7900000000000009,0.5500000000000007,15.564,15.75,15.38,0.3699999999999992,0.21000000000000085,15.772,16.33,15.56,0.7699999999999978,0.7199999999999989,113591,383375,37517,345858,340498
2018-09-16,16.272000000000002,16.46,16.03,0.4299999999999997,-0.1700000000000017,16.45,16.57,16.29,0.28000000000000114,-0.28000000000000114,15.998,16.22,15.89,0.3299999999999983,-0.010000000000001563,16.162,16.3,15.99,0.3100000000000005,-0.2400000000000002,182618,370254,72033,298221,298221
