Date,FLT_Open_average,FLT_Open_max,FLT_Open_min,FLT_Open_volatility,FLT_Open_change,FLT_High_average,FLT_High_max,FLT_High_min,FLT_High_volatility,FLT_High_change,FLT_Low_average,FLT_Low_max,FLT_Low_min,FLT_Low_volatility,FLT_Low_change,FLT_Close_average,FLT_Close_max,FLT_Close_min,FLT_Close_volatility,FLT_Close_change,FLT_Volume_average,FLT_Volume_max,FLT_Volume_min,FLT_Volume_volatility,FLT_Volume_change
2018-01-14,204.776,207.56,203.25,4.310000000000002,2.539999999999992,206.104,207.96,204.27,3.6899999999999977,1.7600000000000193,202.728,205.01,200.51,4.5,4.5,204.374,206.77,201.8,4.969999999999999,4.969999999999999,449491,493456,348989,144467,143909
2018-01-21,210.146,212.5,206.69,5.810000000000002,5.259999999999991,211.894,213.74,209.18,4.560000000000002,3.789999999999992,208.506,211.3,205.58,5.719999999999999,4.109999999999985,210.166,212.12,207.83,4.289999999999992,1.1500000000000057,441189,550465,317631,232834,93247
2018-01-28,209.53,211.73,206.7,5.030000000000001,-2.490000000000009,211.434,212.96,209.49,3.469999999999999,-1.4699999999999989,206.754,209.97,199.46,10.509999999999991,-8.090000000000003,208.238,212.5,200.34,12.159999999999997,-9.25,482113,707450,362575,344875,341036
2018-02-04,197.706,203.98,191.94,12.039999999999992,-4.8700000000000045,202.09199999999998,208.26,193.71,14.549999999999983,-12.009999999999991,192.718,200.92,182.5,18.419999999999987,-6.659999999999997,196.798,203.45,189.92,13.530000000000001,-10.759999999999991,1049217,1637377,775812,861565,37566
2018-02-11,194.4025,196.37,192.9,3.469999999999999,2.0999999999999943,196.8475,200.51,194.56,5.949999999999989,5.949999999999989,192.4525,194.34,190.39,3.950000000000017,3.5900000000000034,195.98250000000002,198.6,194.2,4.400000000000006,4.400000000000006,685488,723907,610475,113432,-30511
2018-02-18,202.338,206.56,197.94,8.620000000000005,8.620000000000005,205.594,207.17,201.64,5.530000000000001,5.100000000000023,201.156,203.25,197.87,5.3799999999999955,4.8799999999999955,203.46,206.18,199.45,6.730000000000018,4.510000000000019,627624,820754,492409,328345,-273693
2018-02-25,201.246,204.33,198.38,5.950000000000017,-3.3300000000000125,203.5,205.54,201.37,4.1699999999999875,0.5699999999999932,198.936,200.88,196.9,3.9799999999999898,-1.0999999999999943,201.23,203.7,199.75,3.9499999999999886,2.3799999999999955,593326,859051,471250,387801,-127277
2018-03-04,205.698,209.43,200.87,8.560000000000002,5.189999999999998,207.832,210.94,204.55,6.389999999999986,5.659999999999997,204.56,208.24,200.83,7.409999999999997,5.980000000000018,206.638,209.4,203.42,5.980000000000018,5.27000000000001,364641,394479,283679,110800,-110800
2018-03-11,208.364,210.0,206.69,3.3100000000000023,-1.6999999999999886,209.04,210.0,208.3,1.6999999999999886,-1.6999999999999886,205.386,206.32,202.83,3.4899999999999807,-3.3799999999999955,207.324,209.01,205.13,3.8799999999999955,-2.670000000000016,359972,431158,281743,149415,35765
2018-03-18,204.952,210.41,200.54,9.870000000000005,-4.950000000000017,207.526,211.87,202.69,9.180000000000007,-7.210000000000008,202.32,208.37,198.03,10.340000000000003,-4.909999999999997,204.03799999999998,208.64,198.23,10.409999999999997,-6.099999999999994,494139,576890,372254,204636,75561
2018-03-25,200.2425,203.44,197.6,5.840000000000003,-1.509999999999991,201.9075,203.9,198.53,5.3700000000000045,-1.5,196.255,197.99,194.17,3.8200000000000216,-2.0100000000000193,198.975,202.5,196.63,5.8700000000000045,-0.45000000000001705,486581,625224,412657,212567,44674
2018-04-01,198.56,200.64,195.58,5.059999999999974,-0.8900000000000148,200.62800000000001,202.61,199.9,2.710000000000008,-0.37000000000000455,196.562,199.9,194.2,5.700000000000017,-0.3499999999999943,198.276,200.21,196.34,3.8700000000000045,-2.6399999999999864,312334,408199,215947,192252,-170805
2018-04-08,200.72199999999998,202.89,198.64,4.25,4.25,202.266,203.4,200.73,2.670000000000016,2.670000000000016,199.686,201.58,198.16,3.420000000000016,3.420000000000016,200.95,202.83,200.07,2.7600000000000193,2.640000000000015,345081,452764,303025,149739,139203
2018-04-15,208.838,210.39,204.72,5.6699999999999875,4.890000000000015,211.182,212.49,209.22,3.2700000000000102,2.75,206.564,209.46,203.84,5.6200000000000045,0.6899999999999977,208.994,210.89,206.39,4.5,-2.660000000000025,700364,1038686,356111,682575,-578324
2018-04-22,206.388,208.46,202.71,5.75,0.5800000000000125,207.828,209.25,206.16,3.0900000000000034,-0.44999999999998863,203.796,206.45,200.44,6.009999999999991,1.8200000000000216,205.624,207.73,201.29,6.439999999999998,1.5200000000000102,501589,545224,469905,75319,2544
2018-04-29,206.02,210.46,200.04,10.420000000000016,-7.030000000000001,209.02,213.26,204.21,9.049999999999983,-5.759999999999991,203.982,209.54,196.81,12.72999999999999,-6.660000000000025,206.874,210.47,200.04,10.430000000000007,-7.280000000000001,1064483,2021497,456566,1564931,723157
2018-05-06,203.884,205.07,202.66,2.4099999999999966,0.12000000000000455,204.79,206.29,203.39,2.9000000000000057,-0.4700000000000273,202.666,203.85,201.43,2.4199999999999875,-0.9199999999999875,203.29600000000002,204.24,202.3,1.9399999999999977,-0.9499999999999886,559778,748712,426208,322504,-146175
2018-05-13,203.73,205.6,202.17,3.430000000000007,3.430000000000007,205.196,206.87,202.24,4.6299999999999955,4.340000000000003,202.25,203.99,200.65,3.3400000000000034,1.509999999999991,203.806,205.5,202.2,3.3000000000000114,1.3300000000000125,496744,664706,356031,308675,51227
2018-05-20,201.14249999999998,203.6,198.18,5.4199999999999875,-1.259999999999991,203.1275,204.64,200.61,4.029999999999973,0.5799999999999841,199.7625,201.73,198.18,3.549999999999983,2.4299999999999784,201.16500000000002,202.36,199.58,2.780000000000001,2.539999999999992,616570,839353,334805,504548,215964
2018-05-27,200.874,201.66,200.03,1.6299999999999955,0.6099999999999852,202.464,203.49,201.22,2.2700000000000102,1.2299999999999898,197.394,199.46,192.4,7.060000000000002,4.319999999999993,200.71200000000002,202.24,199.35,2.890000000000015,2.280000000000001,1116696,2073579,676508,1397071,-966415
