Date,ASNA_Open_average,ASNA_Open_max,ASNA_Open_min,ASNA_Open_volatility,ASNA_Open_change,ASNA_High_average,ASNA_High_max,ASNA_High_min,ASNA_High_volatility,ASNA_High_change,ASNA_Low_average,ASNA_Low_max,ASNA_Low_min,ASNA_Low_volatility,ASNA_Low_change,ASNA_Close_average,ASNA_Close_max,ASNA_Close_min,ASNA_Close_volatility,ASNA_Close_change,ASNA_Volume_average,ASNA_Volume_max,ASNA_Volume_min,ASNA_Volume_volatility,ASNA_Volume_change
2018-01-14,42.44,43.6,42.0,1.6000000000000014,1.2000000000000028,43.8,45.4,42.8,2.6000000000000014,2.0,42.04,43.4,41.6,1.7999999999999972,1.7999999999999972,42.84,44.0,42.2,1.7999999999999972,1.7999999999999972,94875,116130,59723,56407,-4152
2018-01-21,44.24,45.0,43.6,1.3999999999999986,0.6000000000000014,45.28,46.2,44.0,2.200000000000003,1.4000000000000057,43.08,44.4,42.4,2.0,2.0,44.52,45.8,43.6,2.1999999999999957,1.1999999999999957,84654,120102,61275,58827,-33441
2018-01-28,42.6,45.2,39.8,5.400000000000006,-5.400000000000006,43.36,46.2,40.8,5.400000000000006,-5.400000000000006,40.64,42.6,36.8,5.800000000000004,-5.800000000000004,41.32,43.6,37.4,6.200000000000003,-6.200000000000003,108035,171145,57414,113731,87674
2018-02-04,37.76,38.8,36.6,2.1999999999999957,1.1999999999999957,38.64,39.2,38.0,1.2000000000000028,0.7999999999999972,36.38,37.0,35.8,1.2000000000000028,1.2000000000000028,37.839999999999996,38.8,36.4,2.3999999999999986,2.200000000000003,101251,138131,69065,69066,-61870
2018-02-11,41.3,43.8,38.2,5.599999999999994,5.599999999999994,43.25,45.0,40.6,4.399999999999999,4.399999999999999,40.427499999999995,42.4,37.8,4.600000000000001,4.600000000000001,42.85,44.4,40.4,4.0,3.6000000000000014,71882,91755,56994,34761,29605
2018-02-18,44.519999999999996,45.8,43.4,2.3999999999999986,2.3999999999999986,45.589999999999996,47.35,43.8,3.5500000000000043,3.5500000000000043,43.6,45.0,42.0,3.0,3.0,45.08,47.2,43.4,3.8000000000000043,3.8000000000000043,63004,75070,38379,36691,-2841
2018-02-25,46.52,49.0,44.2,4.799999999999997,1.3999999999999986,48.5,50.0,46.1,3.8999999999999986,-0.20000000000000284,45.22,46.9,43.8,3.1000000000000014,0.6999999999999957,46.8,48.8,45.2,3.5999999999999943,2.1999999999999957,81688,119775,57107,62668,23737
2018-03-04,42.68,44.8,40.4,4.399999999999999,-1.6000000000000014,44.52,47.2,41.8,5.400000000000006,-5.400000000000006,41.120000000000005,42.2,40.0,2.200000000000003,-2.0,42.42,45.5,40.2,5.299999999999997,-4.899999999999999,134282,233750,101130,132620,-132620
2018-03-11,40.88,41.4,40.2,1.1999999999999957,0.3999999999999986,41.52,42.4,41.2,1.1999999999999957,0.0,40.168,40.4,40.0,0.3999999999999986,-0.3999999999999986,40.68,41.6,40.2,1.3999999999999986,0.0,74930,151161,51859,99302,-5457
2018-03-18,40.28,41.2,39.0,2.200000000000003,-1.6000000000000014,41.316,42.6,39.8,2.8000000000000043,-0.19999999999999574,39.322,40.8,38.2,2.5999999999999943,-1.7899999999999991,40.160000000000004,41.4,38.2,3.1999999999999957,-0.7999999999999972,51342,58771,39470,19301,635
2018-03-25,41.1,42.0,40.4,1.6000000000000014,-0.6000000000000014,42.25,42.8,41.9,0.8999999999999986,-0.10000000000000142,39.975,40.7,39.2,1.5,-0.7999999999999972,40.8,41.8,40.2,1.5999999999999943,0.0,144905,409546,41358,368188,25190
2018-04-01,43.32,45.2,41.0,4.200000000000003,3.200000000000003,45.08,46.0,43.2,2.799999999999997,1.7999999999999972,42.68,43.8,41.0,2.799999999999997,2.200000000000003,43.92,45.2,42.8,2.4000000000000057,0.8000000000000043,86779,140588,40781,99807,-82257
