Date,SCX_Open_average,SCX_Open_max,SCX_Open_min,SCX_Open_volatility,SCX_Open_change,SCX_High_average,SCX_High_max,SCX_High_min,SCX_High_volatility,SCX_High_change,SCX_Low_average,SCX_Low_max,SCX_Low_min,SCX_Low_volatility,SCX_Low_change,SCX_Close_average,SCX_Close_max,SCX_Close_min,SCX_Close_volatility,SCX_Close_change,SCX_Volume_average,SCX_Volume_max,SCX_Volume_min,SCX_Volume_volatility,SCX_Volume_change
2018-01-14,8.704,9.07,8.43,0.6400000000000006,-0.6400000000000006,8.734,9.14,8.43,0.7100000000000009,-0.7100000000000009,8.49,8.65,8.35,0.3000000000000007,-0.3000000000000007,8.522,8.75,8.35,0.40000000000000036,-0.40000000000000036,4004,10310,957,9353,-6733
2018-01-21,8.186,8.4,8.05,0.34999999999999964,-0.34999999999999964,8.304,8.4,8.2,0.20000000000000107,-0.05000000000000071,8.128,8.3,8.05,0.25,-0.25,8.187999999999999,8.34,8.1,0.2400000000000002,-0.14000000000000057,9411,19567,3643,15924,9342
2018-01-28,8.276,8.45,8.1,0.34999999999999964,0.15000000000000036,8.554,9.0,8.22,0.7799999999999994,0.7799999999999994,8.16,8.3,8.05,0.25,-0.049999999999998934,8.284,8.4,8.1,0.3000000000000007,-0.120000000000001,21194,39603,2724,36879,36879
2018-02-04,8.2,8.35,8.05,0.29999999999999893,0.1999999999999993,8.45,8.9,8.15,0.75,-0.6500000000000004,7.822,8.1,7.5,0.5999999999999996,0.5999999999999996,8.1,8.2,7.95,0.2499999999999991,0.0,24180,64871,2116,62755,-62755
2018-02-11,8.15,8.25,8.05,0.1999999999999993,0.1999999999999993,8.2425,8.35,8.12,0.23000000000000043,0.23000000000000043,8.125,8.2,8.05,0.14999999999999858,0.14999999999999858,8.2075,8.35,8.08,0.2699999999999996,0.16999999999999993,2853,4691,933,3758,-3370
2018-02-18,8.47,8.6,8.3,0.29999999999999893,0.29999999999999893,8.54,8.65,8.45,0.20000000000000107,0.20000000000000107,8.41,8.5,8.25,0.25,0.1999999999999993,8.488,8.6,8.35,0.25,0.20000000000000107,5392,8638,3165,5473,1539
2018-02-25,8.61,8.93,8.45,0.4800000000000004,-0.05000000000000071,8.754,8.93,8.65,0.27999999999999936,-0.09999999999999964,8.42,8.5,8.35,0.15000000000000036,-0.09999999999999964,8.48,8.55,8.4,0.15000000000000036,-0.09999999999999964,7248,10178,4519,5659,200
2018-03-04,8.280000000000001,8.65,7.45,1.2000000000000002,-1.2000000000000002,8.388,8.7,7.69,1.009999999999999,-0.96,7.998,8.55,7.18,1.370000000000001,-0.8999999999999995,8.15,8.6,7.4,1.1999999999999993,-0.9500000000000011,28846,100199,5778,94421,6981
2018-03-11,7.38,7.6,7.25,0.34999999999999964,-0.1999999999999993,7.51,7.75,7.4,0.34999999999999964,-0.34999999999999964,7.248,7.35,7.15,0.1999999999999993,-0.08999999999999986,7.328,7.4,7.25,0.15000000000000036,0.009999999999999787,12966,29894,8462,21432,-20978
2018-03-18,7.2620000000000005,7.37,7.2,0.16999999999999993,-0.040000000000000036,7.343999999999999,7.37,7.3,0.07000000000000028,0.04999999999999982,7.134,7.2,7.05,0.15000000000000036,-0.009999999999999787,7.224,7.32,7.05,0.27000000000000046,0.0,8737,12784,6073,6711,198
2018-03-25,6.9625,7.15,6.7,0.4500000000000002,-0.4500000000000002,7.065,7.4,6.7,0.7000000000000002,-0.7000000000000002,6.645,7.05,6.08,0.9699999999999998,-0.9699999999999998,6.6875,7.05,6.1,0.9500000000000002,-0.9500000000000002,30354,39930,22312,17618,-936
