Date,ProShares UltraPro Short 20+ Year Treasury_Open_average,ProShares UltraPro Short 20+ Year Treasury_Open_max,ProShares UltraPro Short 20+ Year Treasury_Open_min,ProShares UltraPro Short 20+ Year Treasury_Open_volatility,ProShares UltraPro Short 20+ Year Treasury_Open_change,ProShares UltraPro Short 20+ Year Treasury_High_average,ProShares UltraPro Short 20+ Year Treasury_High_max,ProShares UltraPro Short 20+ Year Treasury_High_min,ProShares UltraPro Short 20+ Year Treasury_High_volatility,ProShares UltraPro Short 20+ Year Treasury_High_change,ProShares UltraPro Short 20+ Year Treasury_Low_average,ProShares UltraPro Short 20+ Year Treasury_Low_max,ProShares UltraPro Short 20+ Year Treasury_Low_min,ProShares UltraPro Short 20+ Year Treasury_Low_volatility,ProShares UltraPro Short 20+ Year Treasury_Low_change,ProShares UltraPro Short 20+ Year Treasury_Close_average,ProShares UltraPro Short 20+ Year Treasury_Close_max,ProShares UltraPro Short 20+ Year Treasury_Close_min,ProShares UltraPro Short 20+ Year Treasury_Close_volatility,ProShares UltraPro Short 20+ Year Treasury_Close_change
2018-01-14,26.53,26.53,26.53,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.6,26.6,26.6,0.0,0.0
2018-01-21,26.79,26.79,26.79,0.0,0.0,27.17,27.17,27.17,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2018-01-28,29.18,29.18,29.18,0.0,0.0,29.53,29.53,29.53,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.97,27.97,27.97,0.0,0.0
2018-02-04,29.55,29.55,29.55,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.03,29.03,29.03,0.0,0.0,29.64,29.64,29.64,0.0,0.0
2018-02-11,29.22,29.22,29.22,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.09,29.09,29.09,0.0,0.0,29.49,29.49,29.49,0.0,0.0
2018-02-18,29.43,29.43,29.43,0.0,0.0,29.96,29.96,29.96,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.88,29.88,29.88,0.0,0.0
2018-02-25,29.24,29.24,29.24,0.0,0.0,30.03,30.03,30.03,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.77,29.77,29.77,0.0,0.0
2018-03-04,29.58,29.58,29.58,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.32,29.32,29.32,0.0,0.0
2018-03-11,28.91,28.91,28.91,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.73,28.73,28.73,0.0,0.0
2018-03-18,28.32,28.32,28.32,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.52,28.52,28.52,0.0,0.0
2018-03-25,27.19,27.19,27.19,0.0,0.0,27.36,27.36,27.36,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.92,26.92,26.92,0.0,0.0
2018-04-01,27.72,27.72,27.72,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.26,27.26,27.26,0.0,0.0
2018-04-08,27.92,27.92,27.92,0.0,0.0,28.03,28.03,28.03,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.53,27.53,27.53,0.0,0.0
2018-04-15,29.43,29.43,29.43,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.16,29.16,29.16,0.0,0.0,29.23,29.23,29.23,0.0,0.0
2018-04-22,28.84,28.84,28.84,0.0,0.0,28.91,28.91,28.91,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.74,28.74,28.74,0.0,0.0
2018-04-29,28.71,28.71,28.71,0.0,0.0,28.85,28.85,28.85,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.81,28.81,28.81,0.0,0.0
2018-05-06,28.87,28.87,28.87,0.0,0.0,29.01,29.01,29.01,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.99,28.99,28.99,0.0,0.0
2018-05-13,30.1,30.1,30.1,0.0,0.0,30.22,30.22,30.22,0.0,0.0,29.89,29.89,29.89,0.0,0.0,29.97,29.97,29.97,0.0,0.0
2018-05-20,28.25,28.25,28.25,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.09,28.09,28.09,0.0,0.0,28.18,28.18,28.18,0.0,0.0
2018-05-27,27.6,27.6,27.6,0.0,0.0,28.15,28.15,28.15,0.0,0.0,27.6,27.6,27.6,0.0,0.0,28.15,28.15,28.15,0.0,0.0
2018-06-03,28.33,28.33,28.33,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.12,28.12,28.12,0.0,0.0,28.18,28.18,28.18,0.0,0.0
2018-06-10,27.37,27.37,27.37,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.51,27.51,27.51,0.0,0.0
2018-06-17,27.26,27.26,27.26,0.0,0.0,27.27,27.27,27.27,0.0,0.0,26.97,26.97,26.97,0.0,0.0,27.19,27.19,27.19,0.0,0.0
2018-06-24,26.39,26.39,26.39,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.63,26.63,26.63,0.0,0.0
2018-07-01,26.22,26.22,26.22,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2018-07-08,26.13,26.13,26.13,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.09,26.09,26.09,0.0,0.0,26.11,26.11,26.11,0.0,0.0
2018-07-15,27.3,27.3,27.3,0.0,0.0,28.11,28.11,28.11,0.0,0.0,27.3,27.3,27.3,0.0,0.0,28.02,28.02,28.02,0.0,0.0
2018-07-22,28.26,28.26,28.26,0.0,0.0,28.29,28.29,28.29,0.0,0.0,27.97,27.97,27.97,0.0,0.0,28.22,28.22,28.22,0.0,0.0
2018-07-29,27.74,27.74,27.74,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2018-08-05,27.22,27.22,27.22,0.0,0.0,27.24,27.24,27.24,0.0,0.0,26.94,26.94,26.94,0.0,0.0,27.08,27.08,27.08,0.0,0.0
2018-08-12,26.31,26.31,26.31,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2018-08-19,26.25,26.25,26.25,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.35,26.35,26.35,0.0,0.0
2018-08-26,26.18,26.18,26.18,0.0,0.0,26.82,26.82,26.82,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.76,26.76,26.76,0.0,0.0
2018-09-02,27.81,27.81,27.81,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.58,27.58,27.58,0.0,0.0
2018-09-09,28.54,28.54,28.54,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.13,28.13,28.13,0.0,0.0,28.24,28.24,28.24,0.0,0.0
2018-09-16,29.59,29.59,29.59,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.53,29.53,29.53,0.0,0.0
2018-09-23,29.47,29.47,29.47,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.32,29.32,29.32,0.0,0.0,29.81,29.81,29.81,0.0,0.0
2018-09-30,32.39,32.39,32.39,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.62,32.62,32.62,0.0,0.0
2018-10-07,30.99,30.99,30.99,0.0,0.0,31.25,31.25,31.25,0.0,0.0,30.86,30.86,30.86,0.0,0.0,31.11,31.11,31.11,0.0,0.0
2018-10-14,31.57,31.57,31.57,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.88,31.88,31.88,0.0,0.0
2018-10-21,30.81,30.81,30.81,0.0,0.0,31.31,31.31,31.31,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.91,30.91,30.91,0.0,0.0
2018-10-28,32.61,32.61,32.61,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.59,32.59,32.59,0.0,0.0
2018-11-04,31.28,31.28,31.28,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.07,31.07,31.07,0.0,0.0,31.18,31.18,31.18,0.0,0.0
2018-11-11,31.07,31.07,31.07,0.0,0.0,31.07,31.07,31.07,0.0,0.0,30.52,30.52,30.52,0.0,0.0,30.56,30.56,30.56,0.0,0.0
2018-11-18,30.65,30.65,30.65,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.65,30.65,30.65,0.0,0.0
2018-11-25,30.32,30.32,30.32,0.0,0.0,30.6,30.6,30.6,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.66,29.66,29.66,0.0,0.0
2018-12-02,27.47,27.47,27.47,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.47,27.47,27.47,0.0,0.0
2018-12-09,27.59,27.59,27.59,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2018-12-16,25.88,25.88,25.88,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.69,25.69,25.69,0.0,0.0
2018-12-23,26.06,26.06,26.06,0.0,0.0,26.18,26.18,26.18,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2018-12-30,24.82,24.82,24.82,0.0,0.0,25.37,25.37,25.37,0.0,0.0,24.77,24.77,24.77,0.0,0.0,25.32,25.32,25.32,0.0,0.0
2019-01-06,25.93,25.93,25.93,0.0,0.0,26.3,26.3,26.3,0.0,0.0,25.9,25.9,25.9,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2019-01-13,26.61,26.61,26.61,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2019-01-20,26.18,26.18,26.18,0.0,0.0,26.29,26.29,26.29,0.0,0.0,25.96,25.96,25.96,0.0,0.0,26.27,26.27,26.27,0.0,0.0
2019-01-27,26.07,26.07,26.07,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.09,26.09,26.09,0.0,0.0
2019-02-03,25.18,25.18,25.18,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2019-02-10,25.37,25.37,25.37,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.14,25.14,25.14,0.0,0.0
2019-02-17,25.67,25.67,25.67,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.62,25.62,25.62,0.0,0.0
2019-02-24,26.85,26.85,26.85,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.5,26.5,26.5,0.0,0.0
2019-03-03,25.37,25.37,25.37,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.51,25.51,25.51,0.0,0.0
2019-03-10,25.41,25.41,25.41,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.16,25.16,25.16,0.0,0.0
2019-03-17,23.35,23.35,23.35,0.0,0.0,23.44,23.44,23.44,0.0,0.0,22.75,22.75,22.75,0.0,0.0,23.14,23.14,23.14,0.0,0.0
2019-03-24,22.94,22.94,22.94,0.0,0.0,23.51,23.51,23.51,0.0,0.0,22.93,22.93,22.93,0.0,0.0,23.41,23.41,23.41,0.0,0.0
