Date,Guggenheim Invest S&P SmallCap 600 Pure Growth_Open_average,Guggenheim Invest S&P SmallCap 600 Pure Growth_Open_max,Guggenheim Invest S&P SmallCap 600 Pure Growth_Open_min,Guggenheim Invest S&P SmallCap 600 Pure Growth_Open_volatility,Guggenheim Invest S&P SmallCap 600 Pure Growth_Open_change,Guggenheim Invest S&P SmallCap 600 Pure Growth_High_average,Guggenheim Invest S&P SmallCap 600 Pure Growth_High_max,Guggenheim Invest S&P SmallCap 600 Pure Growth_High_min,Guggenheim Invest S&P SmallCap 600 Pure Growth_High_volatility,Guggenheim Invest S&P SmallCap 600 Pure Growth_High_change,Guggenheim Invest S&P SmallCap 600 Pure Growth_Low_average,Guggenheim Invest S&P SmallCap 600 Pure Growth_Low_max,Guggenheim Invest S&P SmallCap 600 Pure Growth_Low_min,Guggenheim Invest S&P SmallCap 600 Pure Growth_Low_volatility,Guggenheim Invest S&P SmallCap 600 Pure Growth_Low_change,Guggenheim Invest S&P SmallCap 600 Pure Growth_Close_average,Guggenheim Invest S&P SmallCap 600 Pure Growth_Close_max,Guggenheim Invest S&P SmallCap 600 Pure Growth_Close_min,Guggenheim Invest S&P SmallCap 600 Pure Growth_Close_volatility,Guggenheim Invest S&P SmallCap 600 Pure Growth_Close_change
2018-01-14,120.27,120.27,120.27,0.0,0.0,120.27,120.27,120.27,0.0,0.0,119.58,119.58,119.58,0.0,0.0,119.9,119.9,119.9,0.0,0.0
2018-01-21,120.51,120.51,120.51,0.0,0.0,121.03,121.03,121.03,0.0,0.0,120.1,120.1,120.1,0.0,0.0,120.42,120.42,120.42,0.0,0.0
2018-01-28,115.63,115.63,115.63,0.0,0.0,115.63,115.63,115.63,0.0,0.0,111.38,111.38,111.38,0.0,0.0,111.61,111.61,111.61,0.0,0.0
2018-02-04,110.29,110.29,110.29,0.0,0.0,111.6,111.6,111.6,0.0,0.0,109.82,109.82,109.82,0.0,0.0,111.6,111.6,111.6,0.0,0.0
2018-02-11,114.58,114.58,114.58,0.0,0.0,115.54,115.54,115.54,0.0,0.0,114.48,114.48,114.48,0.0,0.0,115.17,115.17,115.17,0.0,0.0
2018-02-18,115.13,115.13,115.13,0.0,0.0,115.66,115.66,115.66,0.0,0.0,114.19,114.19,114.19,0.0,0.0,115.51,115.51,115.51,0.0,0.0
2018-02-25,112.64,112.64,112.64,0.0,0.0,114.02,114.02,114.02,0.0,0.0,112.06,112.06,112.06,0.0,0.0,113.63,113.63,113.63,0.0,0.0
2018-03-04,119.61,119.61,119.61,0.0,0.0,119.75,119.75,119.75,0.0,0.0,118.73,118.73,118.73,0.0,0.0,119.6,119.6,119.6,0.0,0.0
2018-03-11,118.08,118.08,118.08,0.0,0.0,118.08,118.08,118.08,0.0,0.0,116.16,116.16,116.16,0.0,0.0,117.41,117.41,117.41,0.0,0.0
2018-03-18,115.46,115.46,115.46,0.0,0.0,115.46,115.46,115.46,0.0,0.0,113.69,113.69,113.69,0.0,0.0,114.33,114.33,114.33,0.0,0.0
2018-03-25,114.37,114.37,114.37,0.0,0.0,114.37,114.37,114.37,0.0,0.0,111.62,111.62,111.62,0.0,0.0,112.14,112.14,112.14,0.0,0.0
2018-04-01,114.46,114.46,114.46,0.0,0.0,115.14,115.14,115.14,0.0,0.0,113.83,113.83,113.83,0.0,0.0,113.83,113.83,113.83,0.0,0.0
2018-04-08,116.94,116.94,116.94,0.0,0.0,117.91,117.91,117.91,0.0,0.0,116.94,116.94,116.94,0.0,0.0,117.65,117.65,117.65,0.0,0.0
2018-04-15,118.0,118.0,118.0,0.0,0.0,118.27,118.27,118.27,0.0,0.0,116.9,116.9,116.9,0.0,0.0,117.0,117.0,117.0,0.0,0.0
2018-04-22,115.79,115.79,115.79,0.0,0.0,115.79,115.79,115.79,0.0,0.0,114.59,114.59,114.59,0.0,0.0,114.59,114.59,114.59,0.0,0.0
2018-04-29,117.64,117.64,117.64,0.0,0.0,118.92,118.92,118.92,0.0,0.0,117.51,117.51,117.51,0.0,0.0,118.57,118.57,118.57,0.0,0.0
2018-05-06,120.56,120.56,120.56,0.0,0.0,120.56,120.56,120.56,0.0,0.0,119.11,119.11,119.11,0.0,0.0,119.38,119.38,119.38,0.0,0.0
2018-05-13,122.75,122.75,122.75,0.0,0.0,122.75,122.75,122.75,0.0,0.0,122.16,122.16,122.16,0.0,0.0,122.57,122.57,122.57,0.0,0.0
2018-05-20,122.58,122.58,122.58,0.0,0.0,122.98,122.98,122.98,0.0,0.0,122.5,122.5,122.5,0.0,0.0,122.62,122.62,122.62,0.0,0.0
2018-05-27,126.13,126.13,126.13,0.0,0.0,126.92,126.92,126.92,0.0,0.0,125.61,125.61,125.61,0.0,0.0,126.92,126.92,126.92,0.0,0.0
