Date,TDC_stock_Open_average,TDC_stock_Open_max,TDC_stock_Open_min,TDC_stock_Open_volatility,TDC_stock_Open_change,TDC_stock_High_average,TDC_stock_High_max,TDC_stock_High_min,TDC_stock_High_volatility,TDC_stock_High_change,TDC_stock_Low_average,TDC_stock_Low_max,TDC_stock_Low_min,TDC_stock_Low_volatility,TDC_stock_Low_change,TDC_stock_Close_average,TDC_stock_Close_max,TDC_stock_Close_min,TDC_stock_Close_volatility,TDC_stock_Close_change,TDC_stock_Volume_average,TDC_stock_Volume_max,TDC_stock_Volume_min,TDC_stock_Volume_volatility,TDC_stock_Volume_change
2018-01-14,38.5125,38.92,37.96,0.9600000000000009,0.6400000000000006,38.935,39.3,38.49,0.8099999999999952,0.8099999999999952,38.26,38.82,37.65,1.1700000000000017,1.1700000000000017,38.620000000000005,39.09,37.77,1.3200000000000003,1.3200000000000003,853997,1283341,567904,715437,-715437
2018-01-21,39.814,40.23,38.98,1.25,1.25,40.192,40.87,39.05,1.8200000000000003,1.8200000000000003,39.467999999999996,39.95,38.51,1.4400000000000048,1.4400000000000048,39.926,40.86,38.85,2.009999999999998,2.009999999999998,977653,1362236,685851,676385,184132
2018-01-28,41.138,42.53,40.44,2.0900000000000034,1.8000000000000043,41.62,42.74,41.3,1.4400000000000048,1.4200000000000017,40.582,40.8,40.31,0.4899999999999949,0.0799999999999983,40.955999999999996,41.37,40.5,0.8699999999999974,-0.4200000000000017,1515168,2559602,914699,1644903,1412364
2018-02-04,39.466,41.0,36.67,4.329999999999998,-3.739999999999995,40.257999999999996,41.44,37.44,4.0,-3.969999999999999,37.778,40.18,33.63,6.549999999999997,-6.549999999999997,38.498,40.34,35.0,5.340000000000003,-5.340000000000003,3407508,5688226,1624186,4064040,4064040
2018-02-11,36.128,36.92,35.36,1.5600000000000023,1.25,36.800000000000004,37.2,36.17,1.0300000000000011,1.0300000000000011,35.746,36.45,34.81,1.6400000000000006,1.6400000000000006,36.514,37.02,35.93,1.0900000000000034,0.7800000000000011,1760454,3239374,996685,2242689,-2242689
2018-02-18,36.655,36.93,36.27,0.6599999999999966,0.6599999999999966,37.14,37.37,36.93,0.4399999999999977,0.36999999999999744,36.5225,36.93,36.27,0.6599999999999966,0.6599999999999966,36.7575,37.2,36.46,0.740000000000002,0.44000000000000483,916362,1112532,787620,324912,-96208
2018-02-25,37.268,37.85,36.98,0.8700000000000045,0.6499999999999986,37.994,39.3,37.4,1.8999999999999986,1.759999999999998,36.976,37.66,36.68,0.9799999999999969,0.779999999999994,37.654,39.18,36.82,2.3599999999999994,1.8800000000000026,1546406,1898247,1200018,698229,516790
2018-03-04,41.424,42.0,40.11,1.8900000000000006,1.8900000000000006,42.254,42.84,41.69,1.1500000000000057,0.8599999999999994,41.16,42.0,39.59,2.4099999999999966,2.4099999999999966,41.866,42.4,41.59,0.8099999999999952,0.75,1486855,2774861,720071,2054790,-2012112
2018-03-11,42.468,42.68,42.38,0.29999999999999716,0.030000000000001137,42.692,42.82,42.59,0.22999999999999687,0.0799999999999983,41.996,42.04,41.91,0.13000000000000256,0.09000000000000341,42.342,42.59,42.01,0.5800000000000054,-0.5800000000000054,994378,1366681,665433,701248,348156
2018-03-18,41.716,42.34,40.75,1.5900000000000034,-1.1899999999999977,42.092,42.58,41.01,1.5700000000000003,-1.5700000000000003,41.2,41.94,39.89,2.049999999999997,-1.7299999999999969,41.428,42.45,39.9,2.5500000000000043,-2.5500000000000043,1005829,1181798,832627,349171,98054
2018-03-25,39.8525,40.54,38.98,1.5600000000000023,-1.480000000000004,40.317499999999995,40.82,39.65,1.1700000000000017,-0.7000000000000028,39.23,39.94,38.65,1.2899999999999991,-1.0799999999999983,39.68,40.73,38.75,1.9799999999999969,-1.0599999999999952,1226628,1485729,832950,652779,569179
2018-04-01,39.586,40.08,39.04,1.0399999999999991,0.030000000000001137,39.972,40.17,39.79,0.38000000000000256,0.0,39.184,39.74,38.92,0.8200000000000003,0.19999999999999574,39.574,39.92,39.15,0.7700000000000031,0.21999999999999886,852700,1052228,572800,479428,-402240
2018-04-08,39.984,40.59,39.57,1.0200000000000031,1.0200000000000031,40.496,40.75,39.95,0.7999999999999972,0.6599999999999966,39.692,40.16,39.21,0.9499999999999957,0.6899999999999977,39.96,40.46,39.26,1.2000000000000028,0.8100000000000023,815170,1175253,462039,713214,-83003
2018-04-15,41.142,41.52,40.4,1.1200000000000045,0.8700000000000045,41.532000000000004,41.9,40.99,0.9099999999999966,0.509999999999998,40.922000000000004,41.32,40.27,1.0499999999999972,0.509999999999998,41.272,41.6,40.91,0.6900000000000048,0.020000000000003126,659629,945624,460943,484681,-420303
2018-04-22,40.714,41.08,40.2,0.8799999999999955,-0.05999999999999517,40.912,41.2,40.23,0.970000000000006,-0.12999999999999545,40.11,40.56,39.6,0.9600000000000009,0.21000000000000085,40.536,40.93,40.13,0.7999999999999972,0.3200000000000003,564923,827799,335392,492407,492407
2018-04-29,40.326,41.1,38.01,3.0900000000000034,-3.0900000000000034,40.712,41.36,38.95,2.4099999999999966,-2.4099999999999966,39.708,40.89,36.62,4.270000000000003,-4.270000000000003,40.158,41.0,38.06,2.9399999999999977,-2.8599999999999994,1990738,4829171,829681,3999490,3892416
2018-05-06,39.058,39.79,38.0,1.7899999999999991,1.6599999999999966,39.57,40.07,38.71,1.3599999999999994,1.2199999999999989,38.870000000000005,39.56,37.88,1.6799999999999997,1.2999999999999972,39.252,39.59,38.46,1.1300000000000026,1.019999999999996,1133499,1653316,695659,957657,-254384
2018-05-13,38.732,39.75,37.69,2.0600000000000023,-0.6999999999999957,39.172,40.45,38.05,2.4000000000000057,-0.1700000000000017,38.105999999999995,38.83,37.41,1.4200000000000017,0.46999999999999886,38.312,38.86,37.99,0.8699999999999974,0.6999999999999957,1258296,1623903,855152,768751,-633589
2018-05-20,38.544000000000004,38.78,38.2,0.5799999999999983,-0.10999999999999943,38.784,38.97,38.5,0.46999999999999886,-0.01999999999999602,38.278,38.57,37.95,0.6199999999999974,0.28999999999999915,38.55,38.8,38.3,0.5,0.28000000000000114,585276,841197,370286,470911,-470911
2018-05-27,39.43,39.94,38.28,1.6599999999999966,1.6599999999999966,39.89,40.43,38.79,1.6400000000000006,1.6400000000000006,39.28,39.67,38.28,1.3900000000000006,1.3900000000000006,39.4725,39.87,38.67,1.1999999999999957,1.0300000000000011,883496,1253624,446312,807312,355009
2018-06-03,41.211999999999996,42.67,39.9,2.770000000000003,0.9600000000000009,41.784,42.76,40.84,1.9199999999999946,0.13999999999999346,40.638,41.49,39.85,1.6400000000000006,0.5300000000000011,41.368,42.63,40.72,1.9100000000000037,-0.03999999999999915,1021347,1706084,699241,1006843,230730
2018-06-10,41.506,42.31,40.89,1.4200000000000017,1.4200000000000017,42.13,43.33,41.25,2.0799999999999983,2.0799999999999983,41.216,42.05,40.49,1.5599999999999952,1.5599999999999952,41.882,43.26,41.0,2.259999999999998,2.259999999999998,1512262,3428384,769707,2658677,2658677
2018-06-17,43.23,43.7,42.47,1.230000000000004,-0.5799999999999983,43.574,44.27,42.47,1.8000000000000043,-1.8000000000000043,42.466,43.15,40.83,2.3200000000000003,-2.1700000000000017,42.912,44.0,41.08,2.9200000000000017,-2.9200000000000017,1285389,2855532,552337,2303195,1414676
2018-06-24,40.14,40.84,39.35,1.490000000000002,-0.6800000000000068,40.534,40.95,39.96,0.990000000000002,-0.2700000000000031,39.583999999999996,39.98,39.19,0.7899999999999991,0.5200000000000031,39.94,40.25,39.55,0.7000000000000028,0.240000000000002,1027096,1157171,878606,278565,45220
2018-07-01,40.965,41.37,40.02,1.3499999999999943,1.3499999999999943,41.480000000000004,41.84,41.11,0.730000000000004,0.730000000000004,40.735,41.2,39.92,1.2800000000000011,1.2800000000000011,41.292500000000004,41.84,41.01,0.8300000000000054,0.8300000000000054,831755,1138683,534503,604180,-286330
2018-07-08,42.464,43.21,41.97,1.240000000000002,1.240000000000002,42.818,43.41,42.39,1.019999999999996,1.019999999999996,42.18,42.8,41.78,1.019999999999996,1.019999999999996,42.594,43.19,42.11,1.0799999999999983,0.6299999999999955,1043762,1429682,742008,687674,138978
2018-07-15,42.961999999999996,43.18,42.79,0.39000000000000057,-0.21000000000000085,43.192,43.38,42.9,0.480000000000004,-0.480000000000004,42.426,42.88,41.32,1.5600000000000023,-1.5200000000000031,42.736,43.33,41.36,1.9699999999999989,-1.6400000000000006,1036156,1183674,817099,366575,-39182
2018-07-22,41.388,42.66,40.72,1.9399999999999977,-0.060000000000002274,41.862,42.84,41.26,1.5800000000000054,-1.0700000000000003,40.624,41.38,39.82,1.5600000000000023,-1.5600000000000023,41.134,42.39,40.29,2.1000000000000014,-2.1000000000000014,975050,1315227,653949,661278,-285708
2018-07-29,38.678,40.26,37.6,2.6599999999999966,-0.9600000000000009,39.334,40.26,38.61,1.6499999999999986,-0.0899999999999963,37.516,37.82,37.23,0.5900000000000034,-0.5900000000000034,38.214,38.66,37.98,0.6799999999999997,0.15000000000000568,1903833,2620959,1216165,1404794,687184
2018-08-05,39.59,40.38,38.01,2.3700000000000045,2.25,40.318,41.07,39.33,1.740000000000002,1.5900000000000034,39.46,40.29,37.79,2.5,2.469999999999999,40.11,40.63,39.14,1.490000000000002,1.490000000000002,1102517,1451452,760514,690938,-506971
2018-08-12,40.55,40.75,40.14,0.6099999999999994,-0.4099999999999966,40.896,40.99,40.76,0.23000000000000398,-0.10999999999999943,40.192,40.49,39.85,0.6400000000000006,-0.35999999999999943,40.576,40.93,40.25,0.6799999999999997,-0.00999999999999801,851218,1064386,670147,394239,-45380
2018-08-19,40.616,40.95,40.44,0.5100000000000051,0.14000000000000057,41.01,41.18,40.62,0.5600000000000023,0.020000000000003126,40.458,40.72,40.12,0.6000000000000014,0.13000000000000256,40.73,41.03,40.4,0.6300000000000026,-0.13000000000000256,714886,925551,530045,395506,297920
2018-08-26,41.152,41.27,41.08,0.19000000000000483,0.03999999999999915,41.502,41.59,41.38,0.21000000000000085,0.09999999999999432,41.046,41.12,40.92,0.19999999999999574,0.14000000000000057,41.339999999999996,41.47,41.23,0.240000000000002,0.240000000000002,575439,712556,501956,210600,88254
2018-09-02,40.0625,41.32,38.87,2.450000000000003,-2.450000000000003,40.165,41.43,39.14,2.289999999999999,-2.289999999999999,39.2025,40.87,38.45,2.4199999999999946,-2.4199999999999946,39.445,40.99,38.78,2.210000000000001,-2.210000000000001,1133462,1519913,829256,690657,-108764
2018-09-09,39.342,39.98,38.76,1.2199999999999989,0.8099999999999952,39.696000000000005,40.35,38.99,1.3599999999999994,1.1799999999999997,39.12,39.83,38.47,1.3599999999999994,1.1299999999999955,39.464,39.91,38.92,0.9899999999999949,0.8299999999999983,757303,885731,647735,237996,210197
2018-09-16,38.842,39.72,38.0,1.7199999999999989,-0.4399999999999977,39.230000000000004,39.85,38.4,1.4500000000000028,-0.3299999999999983,38.22,39.01,37.54,1.4699999999999989,0.7100000000000009,38.592,39.31,37.96,1.3500000000000014,0.759999999999998,1095690,1390817,872901,517916,239625
2018-09-23,38.362,38.61,37.72,0.8900000000000006,-0.8900000000000006,38.54,38.85,38.08,0.7700000000000031,-0.5300000000000011,38.004,38.31,37.64,0.6700000000000017,-0.4399999999999977,38.174,38.52,37.71,0.8100000000000023,-0.7199999999999989,963033,1370747,671239,699508,141869
2018-09-30,37.442,37.94,37.13,0.8099999999999952,-0.8099999999999952,37.702,38.08,37.42,0.6599999999999966,-0.5899999999999963,36.992,37.35,36.5,0.8500000000000014,-0.8500000000000014,37.252,37.5,36.77,0.7299999999999969,-0.6699999999999946,870667,1206379,511875,694504,-386080
2018-10-07,35.446,36.54,34.32,2.219999999999999,-1.6199999999999974,35.774,36.78,35.0,1.7800000000000011,-1.6099999999999994,34.858,35.69,34.09,1.5999999999999943,-1.1899999999999977,35.07,36.04,34.13,1.9099999999999966,-1.0499999999999972,1096689,1329137,795171,533966,209294
2018-10-14,35.29,35.68,34.98,0.7000000000000028,0.7000000000000028,35.558,35.99,35.12,0.8700000000000045,0.8700000000000045,34.938,35.19,34.64,0.5499999999999972,0.5499999999999972,35.234,35.49,34.72,0.7700000000000031,0.480000000000004,991216,1474030,531086,942944,419906
2018-10-21,35.342,35.65,34.94,0.7100000000000009,-0.240000000000002,36.068,36.28,35.82,0.46000000000000085,-0.38000000000000256,34.954,35.36,34.53,0.8299999999999983,-0.8200000000000003,35.456,35.99,34.64,1.3500000000000014,-0.9200000000000017,1105614,1240051,1028545,211506,67518
