Date,Vanguard High Dividend Yield_etf_Open_average,Vanguard High Dividend Yield_etf_Open_max,Vanguard High Dividend Yield_etf_Open_min,Vanguard High Dividend Yield_etf_Open_volatility,Vanguard High Dividend Yield_etf_Open_change,Vanguard High Dividend Yield_etf_High_average,Vanguard High Dividend Yield_etf_High_max,Vanguard High Dividend Yield_etf_High_min,Vanguard High Dividend Yield_etf_High_volatility,Vanguard High Dividend Yield_etf_High_change,Vanguard High Dividend Yield_etf_Low_average,Vanguard High Dividend Yield_etf_Low_max,Vanguard High Dividend Yield_etf_Low_min,Vanguard High Dividend Yield_etf_Low_volatility,Vanguard High Dividend Yield_etf_Low_change,Vanguard High Dividend Yield_etf_Close_average,Vanguard High Dividend Yield_etf_Close_max,Vanguard High Dividend Yield_etf_Close_min,Vanguard High Dividend Yield_etf_Close_volatility,Vanguard High Dividend Yield_etf_Close_change
2018-06-03,85.6,85.6,85.6,0.0,0.0,85.99,85.99,85.99,0.0,0.0,85.56,85.56,85.56,0.0,0.0,85.98,85.98,85.98,0.0,0.0
2018-06-10,85.22,85.22,85.22,0.0,0.0,85.47,85.47,85.47,0.0,0.0,84.73,84.73,84.73,0.0,0.0,85.34,85.34,85.34,0.0,0.0
2018-06-17,84.0,84.0,84.0,0.0,0.0,84.16,84.16,84.16,0.0,0.0,83.78,83.78,83.78,0.0,0.0,83.86,83.86,83.86,0.0,0.0
2018-06-24,83.29,83.29,83.29,0.0,0.0,83.8,83.8,83.8,0.0,0.0,83.02,83.02,83.02,0.0,0.0,83.05,83.05,83.05,0.0,0.0
2018-07-01,83.66,83.66,83.66,0.0,0.0,84.34,84.34,84.34,0.0,0.0,83.5,83.5,83.5,0.0,0.0,84.2,84.2,84.2,0.0,0.0
2018-07-08,84.69,84.69,84.69,0.0,0.0,84.97,84.97,84.97,0.0,0.0,84.63,84.63,84.63,0.0,0.0,84.76,84.76,84.76,0.0,0.0
2018-07-15,84.7,84.7,84.7,0.0,0.0,84.74,84.74,84.74,0.0,0.0,84.48,84.48,84.48,0.0,0.0,84.63,84.63,84.63,0.0,0.0
2018-07-22,85.83,85.83,85.83,0.0,0.0,86.12,86.12,86.12,0.0,0.0,85.64,85.64,85.64,0.0,0.0,85.88,85.88,85.88,0.0,0.0
2018-07-29,86.0,86.0,86.0,0.0,0.0,86.64,86.64,86.64,0.0,0.0,86.0,86.0,86.0,0.0,0.0,86.64,86.64,86.64,0.0,0.0
2018-08-05,86.17,86.17,86.17,0.0,0.0,86.27,86.27,86.27,0.0,0.0,85.85,85.85,85.85,0.0,0.0,86.08,86.08,86.08,0.0,0.0
2018-08-12,86.76,86.76,86.76,0.0,0.0,87.49,87.49,87.49,0.0,0.0,86.76,86.76,86.76,0.0,0.0,87.33,87.33,87.33,0.0,0.0
2018-08-19,87.19,87.19,87.19,0.0,0.0,87.52,87.52,87.52,0.0,0.0,87.11,87.11,87.11,0.0,0.0,87.44,87.44,87.44,0.0,0.0
2018-08-26,87.36,87.36,87.36,0.0,0.0,87.56,87.56,87.56,0.0,0.0,87.08,87.08,87.08,0.0,0.0,87.41,87.41,87.41,0.0,0.0
2018-09-02,87.36,87.36,87.36,0.0,0.0,87.53,87.53,87.53,0.0,0.0,87.1,87.1,87.1,0.0,0.0,87.37,87.37,87.37,0.0,0.0
2018-09-09,88.0,88.0,88.0,0.0,0.0,88.08,88.08,88.08,0.0,0.0,87.75,87.75,87.75,0.0,0.0,88.04,88.04,88.04,0.0,0.0
2018-09-16,89.47,89.47,89.47,0.0,0.0,89.47,89.47,89.47,0.0,0.0,89.28,89.28,89.28,0.0,0.0,89.34,89.34,89.34,0.0,0.0
2018-09-23,86.88,86.88,86.88,0.0,0.0,87.28,87.28,87.28,0.0,0.0,86.83,86.83,86.83,0.0,0.0,87.09,87.09,87.09,0.0,0.0
2018-09-30,87.87,87.87,87.87,0.0,0.0,88.1,88.1,88.1,0.0,0.0,87.21,87.21,87.21,0.0,0.0,87.55,87.55,87.55,0.0,0.0
2018-10-07,84.33,84.33,84.33,0.0,0.0,84.33,84.33,84.33,0.0,0.0,82.89,82.89,82.89,0.0,0.0,83.81,83.81,83.81,0.0,0.0
2018-10-14,84.51,84.51,84.51,0.0,0.0,85.14,85.14,85.14,0.0,0.0,84.39,84.39,84.39,0.0,0.0,84.54,84.54,84.54,0.0,0.0
2018-10-21,81.87,81.87,81.87,0.0,0.0,82.2,82.2,82.2,0.0,0.0,80.8,80.8,80.8,0.0,0.0,81.4,81.4,81.4,0.0,0.0
2018-10-28,84.54,84.54,84.54,0.0,0.0,84.61,84.61,84.61,0.0,0.0,82.94,82.94,82.94,0.0,0.0,83.63,83.63,83.63,0.0,0.0
2018-11-04,85.84,85.84,85.84,0.0,0.0,86.04,86.04,86.04,0.0,0.0,85.33,85.33,85.33,0.0,0.0,85.75,85.75,85.75,0.0,0.0
2018-11-11,84.65,84.65,84.65,0.0,0.0,85.5,85.5,85.5,0.0,0.0,84.65,84.65,84.65,0.0,0.0,85.29,85.29,85.29,0.0,0.0
2018-11-18,82.88,82.88,82.88,0.0,0.0,83.26,83.26,83.26,0.0,0.0,82.72,82.72,82.72,0.0,0.0,82.85,82.85,82.85,0.0,0.0
2018-11-25,85.31,85.31,85.31,0.0,0.0,86.31,86.31,86.31,0.0,0.0,85.21,85.21,85.21,0.0,0.0,86.22,86.22,86.22,0.0,0.0
2018-12-02,84.06,84.06,84.06,0.0,0.0,84.53,84.53,84.53,0.0,0.0,82.34,82.34,82.34,0.0,0.0,82.65,82.65,82.65,0.0,0.0
2018-12-09,82.17,82.17,82.17,0.0,0.0,82.48,82.48,82.48,0.0,0.0,81.23,81.23,81.23,0.0,0.0,81.46,81.46,81.46,0.0,0.0
2018-12-16,77.61,77.61,77.61,0.0,0.0,79.13,79.13,79.13,0.0,0.0,76.5,76.5,76.5,0.0,0.0,76.65,76.65,76.65,0.0,0.0
2018-12-23,77.84,77.84,77.84,0.0,0.0,78.35,78.35,78.35,0.0,0.0,77.09,77.09,77.09,0.0,0.0,77.32,77.32,77.32,0.0,0.0
2018-12-30,77.62,77.62,77.62,0.0,0.0,79.0,79.0,79.0,0.0,0.0,77.5,77.5,77.5,0.0,0.0,78.93,78.93,78.93,0.0,0.0
2019-01-06,80.06,80.06,80.06,0.0,0.0,80.46,80.46,80.46,0.0,0.0,79.85,79.85,79.85,0.0,0.0,80.42,80.42,80.42,0.0,0.0
2019-01-13,81.65,81.65,81.65,0.0,0.0,82.26,82.26,82.26,0.0,0.0,81.46,81.46,81.46,0.0,0.0,82.15,82.15,82.15,0.0,0.0
2019-01-20,81.8,81.8,81.8,0.0,0.0,82.01,82.01,82.01,0.0,0.0,81.48,81.48,81.48,0.0,0.0,81.59,81.59,81.59,0.0,0.0
2019-01-27,82.97,82.97,82.97,0.0,0.0,83.24,83.24,83.24,0.0,0.0,82.73,82.73,82.73,0.0,0.0,83.02,83.02,83.02,0.0,0.0
2019-02-03,82.54,82.54,82.54,0.0,0.0,83.0,83.0,83.0,0.0,0.0,82.23,82.23,82.23,0.0,0.0,83.0,83.0,83.0,0.0,0.0
2019-02-10,84.58,84.58,84.58,0.0,0.0,85.12,85.12,85.12,0.0,0.0,84.51,84.51,84.51,0.0,0.0,85.12,85.12,85.12,0.0,0.0
2019-02-17,85.63,85.63,85.63,0.0,0.0,85.88,85.88,85.88,0.0,0.0,85.47,85.47,85.47,0.0,0.0,85.83,85.83,85.83,0.0,0.0
2019-02-24,86.38,86.38,86.38,0.0,0.0,86.5,86.5,86.5,0.0,0.0,85.81,85.81,85.81,0.0,0.0,86.21,86.21,86.21,0.0,0.0
2019-03-03,84.22,84.22,84.22,0.0,0.0,84.56,84.56,84.56,0.0,0.0,83.96,83.96,83.96,0.0,0.0,84.54,84.54,84.54,0.0,0.0
2019-03-10,86.09,86.09,86.09,0.0,0.0,86.57,86.57,86.57,0.0,0.0,86.04,86.04,86.04,0.0,0.0,86.43,86.43,86.43,0.0,0.0
2019-03-17,86.24,86.24,86.24,0.0,0.0,86.38,86.38,86.38,0.0,0.0,85.21,85.21,85.21,0.0,0.0,85.33,85.33,85.33,0.0,0.0
2019-03-24,85.61,85.61,85.61,0.0,0.0,85.69,85.69,85.69,0.0,0.0,85.22,85.22,85.22,0.0,0.0,85.66,85.66,85.66,0.0,0.0
2019-03-31,86.88,86.88,86.88,0.0,0.0,87.09,87.09,87.09,0.0,0.0,86.72,86.72,86.72,0.0,0.0,87.09,87.09,87.09,0.0,0.0
2019-04-07,87.41,87.41,87.41,0.0,0.0,87.58,87.58,87.58,0.0,0.0,87.19,87.19,87.19,0.0,0.0,87.49,87.49,87.49,0.0,0.0
2019-04-14,88.02,88.02,88.02,0.0,0.0,88.02,88.02,88.02,0.0,0.0,87.46,87.46,87.46,0.0,0.0,87.67,87.67,87.67,0.0,0.0
2019-04-21,87.15,87.15,87.15,0.0,0.0,87.52,87.52,87.52,0.0,0.0,87.06,87.06,87.06,0.0,0.0,87.52,87.52,87.52,0.0,0.0
2019-04-28,87.5,87.5,87.5,0.0,0.0,87.94,87.94,87.94,0.0,0.0,87.4,87.4,87.4,0.0,0.0,87.84,87.84,87.84,0.0,0.0
2019-05-05,85.48,85.48,85.48,0.0,0.0,86.52,86.52,86.52,0.0,0.0,84.72,84.72,84.72,0.0,0.0,86.35,86.35,86.35,0.0,0.0
2019-05-12,85.65,85.65,85.65,0.0,0.0,86.52,86.52,86.52,0.0,0.0,85.56,85.56,85.56,0.0,0.0,85.94,85.94,85.94,0.0,0.0
2019-05-19,85.6,85.6,85.6,0.0,0.0,85.62,85.62,85.62,0.0,0.0,85.1,85.1,85.1,0.0,0.0,85.34,85.34,85.34,0.0,0.0
2019-05-26,82.89,82.89,82.89,0.0,0.0,83.04,83.04,83.04,0.0,0.0,82.45,82.45,82.45,0.0,0.0,82.53,82.53,82.53,0.0,0.0
2019-06-02,86.27,86.27,86.27,0.0,0.0,86.82,86.82,86.82,0.0,0.0,86.26,86.26,86.26,0.0,0.0,86.37,86.37,86.37,0.0,0.0
2019-06-09,86.77,86.77,86.77,0.0,0.0,87.02,87.02,87.02,0.0,0.0,86.56,86.56,86.56,0.0,0.0,86.82,86.82,86.82,0.0,0.0
2019-06-16,87.52,87.52,87.52,0.0,0.0,87.91,87.91,87.91,0.0,0.0,87.4,87.4,87.4,0.0,0.0,87.62,87.62,87.62,0.0,0.0
2019-06-23,87.11,87.11,87.11,0.0,0.0,87.44,87.44,87.44,0.0,0.0,87.07,87.07,87.07,0.0,0.0,87.38,87.38,87.38,0.0,0.0
2019-06-30,88.43,88.43,88.43,0.0,0.0,88.66,88.66,88.66,0.0,0.0,88.03,88.03,88.03,0.0,0.0,88.58,88.58,88.58,0.0,0.0
2019-07-07,88.52,88.52,88.52,0.0,0.0,88.72,88.72,88.72,0.0,0.0,88.37,88.37,88.37,0.0,0.0,88.72,88.72,88.72,0.0,0.0
2019-07-14,88.67,88.67,88.67,0.0,0.0,88.67,88.67,88.67,0.0,0.0,88.03,88.03,88.03,0.0,0.0,88.09,88.09,88.09,0.0,0.0
2019-07-21,88.9,88.9,88.9,0.0,0.0,89.27,89.27,89.27,0.0,0.0,88.73,88.73,88.73,0.0,0.0,89.22,89.22,89.22,0.0,0.0
2019-07-28,86.93,86.93,86.93,0.0,0.0,87.06,87.06,87.06,0.0,0.0,86.25,86.25,86.25,0.0,0.0,86.64,86.64,86.64,0.0,0.0
2019-08-04,86.37,86.37,86.37,0.0,0.0,86.56,86.56,86.56,0.0,0.0,85.55,85.55,85.55,0.0,0.0,86.14,86.14,86.14,0.0,0.0
2019-08-11,84.43,84.43,84.43,0.0,0.0,85.35,85.35,85.35,0.0,0.0,84.43,84.43,84.43,0.0,0.0,85.24,85.24,85.24,0.0,0.0
2019-08-18,85.79,85.79,85.79,0.0,0.0,86.11,86.11,86.11,0.0,0.0,83.62,83.62,83.62,0.0,0.0,84.07,84.07,84.07,0.0,0.0
2019-08-25,86.46,86.46,86.46,0.0,0.0,86.59,86.59,86.59,0.0,0.0,85.95,85.95,85.95,0.0,0.0,86.16,86.16,86.16,0.0,0.0
2019-09-01,87.9,87.9,87.9,0.0,0.0,88.07,88.07,88.07,0.0,0.0,87.71,87.71,87.71,0.0,0.0,87.92,87.92,87.92,0.0,0.0
2019-09-08,89.95,89.95,89.95,0.0,0.0,90.11,90.11,90.11,0.0,0.0,89.61,89.61,89.61,0.0,0.0,89.72,89.72,89.72,0.0,0.0
2019-09-15,89.66,89.66,89.66,0.0,0.0,89.9,89.9,89.9,0.0,0.0,89.16,89.16,89.16,0.0,0.0,89.37,89.37,89.37,0.0,0.0
2019-09-22,88.69,88.69,88.69,0.0,0.0,88.9,88.9,88.9,0.0,0.0,88.01,88.01,88.01,0.0,0.0,88.46,88.46,88.46,0.0,0.0
2019-09-29,86.63,86.63,86.63,0.0,0.0,87.69,87.69,87.69,0.0,0.0,86.61,86.61,86.61,0.0,0.0,87.64,87.64,87.64,0.0,0.0
2019-10-06,87.83,87.83,87.83,0.0,0.0,88.58,88.58,88.58,0.0,0.0,87.63,87.63,87.63,0.0,0.0,87.89,87.89,87.89,0.0,0.0
2019-10-13,88.23,88.23,88.23,0.0,0.0,88.58,88.58,88.58,0.0,0.0,88.15,88.15,88.15,0.0,0.0,88.37,88.37,88.37,0.0,0.0
2019-10-20,88.93,88.93,88.93,0.0,0.0,89.53,89.53,89.53,0.0,0.0,88.93,88.93,88.93,0.0,0.0,89.39,89.39,89.39,0.0,0.0
2019-10-27,90.0,90.0,90.0,0.0,0.0,90.4,90.4,90.4,0.0,0.0,89.99,89.99,89.99,0.0,0.0,90.4,90.4,90.4,0.0,0.0
2019-11-03,91.21,91.21,91.21,0.0,0.0,91.53,91.53,91.53,0.0,0.0,90.84,90.84,90.84,0.0,0.0,91.53,91.53,91.53,0.0,0.0
2019-11-10,91.38,91.38,91.38,0.0,0.0,91.5,91.5,91.5,0.0,0.0,91.13,91.13,91.13,0.0,0.0,91.5,91.5,91.5,0.0,0.0
2019-11-17,91.21,91.21,91.21,0.0,0.0,91.35,91.35,91.35,0.0,0.0,91.05,91.05,91.05,0.0,0.0,91.25,91.25,91.25,0.0,0.0
2019-11-24,91.95,91.95,91.95,0.0,0.0,92.04,92.04,92.04,0.0,0.0,91.64,91.64,91.64,0.0,0.0,91.76,91.76,91.76,0.0,0.0
2019-12-01,92.02,92.02,92.02,0.0,0.0,92.46,92.46,92.46,0.0,0.0,91.97,91.97,91.97,0.0,0.0,92.24,92.24,92.24,0.0,0.0
2019-12-08,93.16,93.16,93.16,0.0,0.0,93.48,93.48,93.48,0.0,0.0,92.62,92.62,92.62,0.0,0.0,92.97,92.97,92.97,0.0,0.0
2019-12-15,94.36,94.36,94.36,0.0,0.0,94.62,94.62,94.62,0.0,0.0,94.24,94.24,94.24,0.0,0.0,94.47,94.47,94.47,0.0,0.0
2019-12-22,94.07,94.07,94.07,0.0,0.0,94.07,94.07,94.07,0.0,0.0,93.73,93.73,93.73,0.0,0.0,93.87,93.87,93.87,0.0,0.0
2019-12-29,93.15,93.15,93.15,0.0,0.0,93.54,93.54,93.54,0.0,0.0,92.97,92.97,92.97,0.0,0.0,93.23,93.23,93.23,0.0,0.0
