Date,OFLX_stock_Open_average,OFLX_stock_Open_max,OFLX_stock_Open_min,OFLX_stock_Open_volatility,OFLX_stock_Open_change,OFLX_stock_High_average,OFLX_stock_High_max,OFLX_stock_High_min,OFLX_stock_High_volatility,OFLX_stock_High_change,OFLX_stock_Low_average,OFLX_stock_Low_max,OFLX_stock_Low_min,OFLX_stock_Low_volatility,OFLX_stock_Low_change,OFLX_stock_Close_average,OFLX_stock_Close_max,OFLX_stock_Close_min,OFLX_stock_Close_volatility,OFLX_stock_Close_change,OFLX_stock_Volume_average,OFLX_stock_Volume_max,OFLX_stock_Volume_min,OFLX_stock_Volume_volatility,OFLX_stock_Volume_change
2018-01-14,65.0275,66.56,63.49,3.0700000000000003,-3.0700000000000003,66.5075,67.87,65.86,2.010000000000005,-2.010000000000005,63.9375,64.66,63.33,1.3299999999999983,-1.1699999999999946,64.515,65.05,63.33,1.7199999999999989,-0.4200000000000017,16909,21233,11276,9957,9957
2018-01-21,64.446,64.88,63.67,1.2099999999999937,-0.9899999999999949,65.456,67.0,64.6,2.4000000000000057,-2.3799999999999955,63.498,64.33,62.02,2.309999999999995,-2.309999999999995,64.002,65.2,63.0,2.200000000000003,-2.200000000000003,7664,12612,3102,9510,4151
2018-01-28,62.36,63.59,61.11,2.480000000000004,-0.18000000000000682,62.952,63.94,62.05,1.8900000000000006,0.28999999999999915,60.624,61.46,59.61,1.8500000000000014,-1.5499999999999972,61.446,62.43,60.5,1.9299999999999997,-1.0200000000000031,11587,12226,10159,2067,18
2018-02-04,58.998,60.45,57.23,3.220000000000006,-1.3599999999999994,59.903999999999996,61.38,58.05,3.3300000000000054,-2.3800000000000026,56.754,58.45,53.5,4.950000000000003,-4.5,57.916000000000004,60.34,54.77,5.57,-3.3799999999999955,16304,25328,9578,15750,9263
2018-02-11,56.828,60.72,55.19,5.530000000000001,5.530000000000001,58.952,62.57,55.31,7.259999999999998,5.8799999999999955,56.314,60.52,53.81,6.710000000000001,5.330000000000005,57.996,61.55,55.02,6.529999999999994,5.949999999999996,12150,18732,9834,8898,347
2018-02-18,60.97,62.06,60.12,1.9400000000000048,-1.0300000000000011,62.3775,65.17,60.12,5.050000000000004,-5.050000000000004,59.277499999999996,60.66,57.4,3.259999999999998,-3.259999999999998,59.769999999999996,60.66,58.46,2.1999999999999957,-2.1999999999999957,11066,21111,5218,15893,-15893
2018-02-25,57.6,59.88,55.0,4.880000000000003,-3.6199999999999974,59.912,61.39,58.87,2.520000000000003,-2.490000000000002,56.304,58.62,55.0,3.6199999999999974,-3.6199999999999974,57.443999999999996,59.3,55.29,4.009999999999998,-0.9699999999999989,14655,22612,6528,16084,9564
2018-03-04,59.276,61.15,58.02,3.1299999999999955,3.1299999999999955,60.99,63.13,59.75,3.3800000000000026,3.3800000000000026,59.02,61.15,57.39,3.759999999999998,3.759999999999998,60.238,62.33,58.75,3.5799999999999983,3.5799999999999983,14874,23418,6973,16445,-12595
2018-03-11,63.37,63.72,62.26,1.4600000000000009,1.4600000000000009,64.378,66.36,63.6,2.759999999999998,2.759999999999998,62.588,62.95,61.72,1.230000000000004,1.1400000000000006,63.82,65.47,63.11,2.3599999999999994,1.9699999999999989,16397,36814,6567,30247,9306
2018-03-18,64.904,65.37,63.58,1.7900000000000063,0.2400000000000091,66.294,66.94,65.72,1.2199999999999989,0.29999999999999716,64.514,65.13,63.58,1.5499999999999972,0.23999999999999488,65.628,66.25,65.0,1.25,-0.5499999999999972,12632,25518,4173,21345,18123
2018-03-25,65.26,65.68,65.0,0.6800000000000068,0.6800000000000068,65.8875,66.4,65.6,0.8000000000000114,-0.18999999999999773,64.875,65.0,64.5,0.5,0.5,65.13,65.37,65.0,0.37000000000000455,0.04999999999999716,16329,30495,8031,22464,13251
2018-04-01,65.152,65.49,64.88,0.6099999999999994,-0.04999999999999716,66.42999999999999,67.77,65.74,2.030000000000001,1.8699999999999903,64.332,65.05,63.44,1.6099999999999994,-0.9000000000000057,65.416,66.26,65.0,1.2600000000000051,0.04000000000000625,17077,35393,3430,31963,16298
2018-04-08,65.914,66.63,65.01,1.6199999999999903,1.269999999999996,66.666,67.04,66.26,0.7800000000000011,0.4899999999999949,64.83200000000001,65.62,63.61,2.010000000000005,1.3900000000000006,66.116,66.5,65.45,1.0499999999999972,1.0499999999999972,18808,37333,9308,28025,-28025
