Date,iShares Int Agg Bond_Open_average,iShares Int Agg Bond_Open_max,iShares Int Agg Bond_Open_min,iShares Int Agg Bond_Open_volatility,iShares Int Agg Bond_Open_change,iShares Int Agg Bond_High_average,iShares Int Agg Bond_High_max,iShares Int Agg Bond_High_min,iShares Int Agg Bond_High_volatility,iShares Int Agg Bond_High_change,iShares Int Agg Bond_Low_average,iShares Int Agg Bond_Low_max,iShares Int Agg Bond_Low_min,iShares Int Agg Bond_Low_volatility,iShares Int Agg Bond_Low_change,iShares Int Agg Bond_Close_average,iShares Int Agg Bond_Close_max,iShares Int Agg Bond_Close_min,iShares Int Agg Bond_Close_volatility,iShares Int Agg Bond_Close_change
2019-04-28,53.14,53.14,53.14,0.0,0.0,53.14,53.14,53.14,0.0,0.0,53.06,53.06,53.06,0.0,0.0,53.12,53.12,53.12,0.0,0.0
2019-05-05,53.2,53.2,53.2,0.0,0.0,53.21,53.21,53.21,0.0,0.0,53.16,53.16,53.16,0.0,0.0,53.18,53.18,53.18,0.0,0.0
2019-05-12,53.27,53.27,53.27,0.0,0.0,53.29,53.29,53.29,0.0,0.0,53.26,53.26,53.26,0.0,0.0,53.26,53.26,53.26,0.0,0.0
2019-05-19,53.44,53.44,53.44,0.0,0.0,53.44,53.44,53.44,0.0,0.0,53.41,53.41,53.41,0.0,0.0,53.44,53.44,53.44,0.0,0.0
2019-05-26,53.66,53.66,53.66,0.0,0.0,53.68,53.68,53.68,0.0,0.0,53.61,53.61,53.61,0.0,0.0,53.65,53.65,53.65,0.0,0.0
2019-06-02,53.95,53.95,53.95,0.0,0.0,53.97,53.97,53.97,0.0,0.0,53.9,53.9,53.9,0.0,0.0,53.94,53.94,53.94,0.0,0.0
2019-06-09,54.08,54.08,54.08,0.0,0.0,54.08,54.08,54.08,0.0,0.0,54.03,54.03,54.03,0.0,0.0,54.07,54.07,54.07,0.0,0.0
2019-06-16,54.41,54.41,54.41,0.0,0.0,54.43,54.43,54.43,0.0,0.0,54.38,54.38,54.38,0.0,0.0,54.4,54.4,54.4,0.0,0.0
2019-06-23,54.4,54.4,54.4,0.0,0.0,54.43,54.43,54.43,0.0,0.0,54.35,54.35,54.35,0.0,0.0,54.42,54.42,54.42,0.0,0.0
2019-06-30,54.64,54.64,54.64,0.0,0.0,54.64,54.64,54.64,0.0,0.0,54.51,54.51,54.51,0.0,0.0,54.51,54.51,54.51,0.0,0.0
2019-07-07,54.33,54.33,54.33,0.0,0.0,54.4,54.4,54.4,0.0,0.0,54.33,54.33,54.33,0.0,0.0,54.35,54.35,54.35,0.0,0.0
2019-07-14,54.79,54.79,54.79,0.0,0.0,54.79,54.79,54.79,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.76,54.76,54.76,0.0,0.0
2019-07-21,54.98,54.98,54.98,0.0,0.0,54.98,54.98,54.98,0.0,0.0,54.92,54.92,54.92,0.0,0.0,54.98,54.98,54.98,0.0,0.0
2019-07-28,55.3,55.3,55.3,0.0,0.0,55.31,55.31,55.31,0.0,0.0,55.26,55.26,55.26,0.0,0.0,55.28,55.28,55.28,0.0,0.0
2019-08-04,55.49,55.49,55.49,0.0,0.0,55.52,55.52,55.52,0.0,0.0,55.39,55.39,55.39,0.0,0.0,55.49,55.49,55.49,0.0,0.0
2019-08-11,55.76,55.76,55.76,0.0,0.0,55.81,55.81,55.81,0.0,0.0,55.73,55.73,55.73,0.0,0.0,55.81,55.81,55.81,0.0,0.0
2019-08-18,55.74,55.74,55.74,0.0,0.0,55.84,55.84,55.84,0.0,0.0,55.74,55.74,55.74,0.0,0.0,55.78,55.78,55.78,0.0,0.0
2019-08-25,56.11,56.11,56.11,0.0,0.0,56.11,56.11,56.11,0.0,0.0,56.03,56.03,56.03,0.0,0.0,56.1,56.1,56.1,0.0,0.0
2019-09-01,55.61,55.61,55.61,0.0,0.0,55.62,55.62,55.62,0.0,0.0,55.56,55.56,55.56,0.0,0.0,55.6,55.6,55.6,0.0,0.0
2019-09-08,55.23,55.23,55.23,0.0,0.0,55.34,55.34,55.34,0.0,0.0,55.23,55.23,55.23,0.0,0.0,55.34,55.34,55.34,0.0,0.0
2019-09-15,55.63,55.63,55.63,0.0,0.0,55.76,55.76,55.76,0.0,0.0,55.63,55.63,55.63,0.0,0.0,55.72,55.72,55.72,0.0,0.0
2019-09-22,55.77,55.77,55.77,0.0,0.0,55.79,55.79,55.79,0.0,0.0,55.7,55.7,55.7,0.0,0.0,55.79,55.79,55.79,0.0,0.0
2019-09-29,55.8,55.8,55.8,0.0,0.0,55.81,55.81,55.81,0.0,0.0,55.74,55.74,55.74,0.0,0.0,55.76,55.76,55.76,0.0,0.0
2019-10-06,55.38,55.38,55.38,0.0,0.0,55.41,55.41,55.41,0.0,0.0,55.34,55.34,55.34,0.0,0.0,55.34,55.34,55.34,0.0,0.0
2019-10-13,55.08,55.08,55.08,0.0,0.0,55.08,55.08,55.08,0.0,0.0,54.98,54.98,54.98,0.0,0.0,55.03,55.03,55.03,0.0,0.0
2019-10-20,55.09,55.09,55.09,0.0,0.0,55.09,55.09,55.09,0.0,0.0,54.99,54.99,54.99,0.0,0.0,55.01,55.01,55.01,0.0,0.0
2019-10-27,55.18,55.18,55.18,0.0,0.0,55.18,55.18,55.18,0.0,0.0,55.04,55.04,55.04,0.0,0.0,55.07,55.07,55.07,0.0,0.0
2019-11-03,54.79,54.79,54.79,0.0,0.0,54.84,54.84,54.84,0.0,0.0,54.68,54.68,54.68,0.0,0.0,54.7,54.7,54.7,0.0,0.0
2019-11-10,55.02,55.02,55.02,0.0,0.0,55.05,55.05,55.05,0.0,0.0,54.96,54.96,54.96,0.0,0.0,54.98,54.98,54.98,0.0,0.0
2019-11-17,55.13,55.13,55.13,0.0,0.0,55.13,55.13,55.13,0.0,0.0,55.05,55.05,55.05,0.0,0.0,55.05,55.05,55.05,0.0,0.0
2019-11-24,54.85,54.85,54.85,0.0,0.0,54.86,54.86,54.86,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.8,54.8,54.8,0.0,0.0
2019-12-01,54.89,54.89,54.89,0.0,0.0,54.91,54.91,54.91,0.0,0.0,54.84,54.84,54.84,0.0,0.0,54.89,54.89,54.89,0.0,0.0
2019-12-08,54.96,54.96,54.96,0.0,0.0,55.02,55.02,55.02,0.0,0.0,54.93,54.93,54.93,0.0,0.0,54.95,54.95,54.95,0.0,0.0
2019-12-15,54.94,54.94,54.94,0.0,0.0,54.94,54.94,54.94,0.0,0.0,54.84,54.84,54.84,0.0,0.0,54.88,54.88,54.88,0.0,0.0
2019-12-22,54.82,54.82,54.82,0.0,0.0,54.84,54.84,54.84,0.0,0.0,54.76,54.76,54.76,0.0,0.0,54.83,54.83,54.83,0.0,0.0
2019-12-29,55.07,55.07,55.07,0.0,0.0,55.12,55.12,55.12,0.0,0.0,55.0,55.0,55.0,0.0,0.0,55.08,55.08,55.08,0.0,0.0
