Date,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Open_average,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Open_max,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Open_min,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Open_volatility,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Open_change,PowerShares DWA Consumer Staples Momentum PortfoliEtf_High_average,PowerShares DWA Consumer Staples Momentum PortfoliEtf_High_max,PowerShares DWA Consumer Staples Momentum PortfoliEtf_High_min,PowerShares DWA Consumer Staples Momentum PortfoliEtf_High_volatility,PowerShares DWA Consumer Staples Momentum PortfoliEtf_High_change,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Low_average,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Low_max,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Low_min,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Low_volatility,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Low_change,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Close_average,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Close_max,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Close_min,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Close_volatility,PowerShares DWA Consumer Staples Momentum PortfoliEtf_Close_change
2018-01-14,65.44,65.44,65.44,0.0,0.0,66.26,66.26,66.26,0.0,0.0,65.44,65.44,65.44,0.0,0.0,66.18,66.18,66.18,0.0,0.0
2018-01-21,66.33,66.33,66.33,0.0,0.0,66.86,66.86,66.86,0.0,0.0,66.33,66.33,66.33,0.0,0.0,66.86,66.86,66.86,0.0,0.0
2018-01-28,65.48,65.48,65.48,0.0,0.0,65.54,65.54,65.54,0.0,0.0,65.41,65.41,65.41,0.0,0.0,65.54,65.54,65.54,0.0,0.0
2018-02-04,63.76,63.76,63.76,0.0,0.0,63.76,63.76,63.76,0.0,0.0,62.46,62.46,62.46,0.0,0.0,63.3,63.3,63.3,0.0,0.0
2018-02-11,65.98,65.98,65.98,0.0,0.0,66.48,66.48,66.48,0.0,0.0,65.81,65.81,65.81,0.0,0.0,66.2,66.2,66.2,0.0,0.0
2018-02-18,66.0,66.0,66.0,0.0,0.0,66.33,66.33,66.33,0.0,0.0,66.0,66.0,66.0,0.0,0.0,66.33,66.33,66.33,0.0,0.0
2018-02-25,65.04,65.04,65.04,0.0,0.0,65.62,65.62,65.62,0.0,0.0,65.04,65.04,65.04,0.0,0.0,65.62,65.62,65.62,0.0,0.0
2018-03-04,67.85,67.85,67.85,0.0,0.0,68.34,68.34,68.34,0.0,0.0,67.85,67.85,67.85,0.0,0.0,68.34,68.34,68.34,0.0,0.0
2018-03-11,67.54,67.54,67.54,0.0,0.0,67.72,67.72,67.72,0.0,0.0,67.54,67.54,67.54,0.0,0.0,67.6,67.6,67.6,0.0,0.0
2018-03-18,66.76,66.76,66.76,0.0,0.0,66.76,66.76,66.76,0.0,0.0,65.62,65.62,65.62,0.0,0.0,65.62,65.62,65.62,0.0,0.0
