Date,Wisdom Tree International Dividend Ex-Financials_etf_Open_average,Wisdom Tree International Dividend Ex-Financials_etf_Open_max,Wisdom Tree International Dividend Ex-Financials_etf_Open_min,Wisdom Tree International Dividend Ex-Financials_etf_Open_volatility,Wisdom Tree International Dividend Ex-Financials_etf_Open_change,Wisdom Tree International Dividend Ex-Financials_etf_High_average,Wisdom Tree International Dividend Ex-Financials_etf_High_max,Wisdom Tree International Dividend Ex-Financials_etf_High_min,Wisdom Tree International Dividend Ex-Financials_etf_High_volatility,Wisdom Tree International Dividend Ex-Financials_etf_High_change,Wisdom Tree International Dividend Ex-Financials_etf_Low_average,Wisdom Tree International Dividend Ex-Financials_etf_Low_max,Wisdom Tree International Dividend Ex-Financials_etf_Low_min,Wisdom Tree International Dividend Ex-Financials_etf_Low_volatility,Wisdom Tree International Dividend Ex-Financials_etf_Low_change,Wisdom Tree International Dividend Ex-Financials_etf_Close_average,Wisdom Tree International Dividend Ex-Financials_etf_Close_max,Wisdom Tree International Dividend Ex-Financials_etf_Close_min,Wisdom Tree International Dividend Ex-Financials_etf_Close_volatility,Wisdom Tree International Dividend Ex-Financials_etf_Close_change
2018-01-14,45.65,45.65,45.65,0.0,0.0,45.69,45.69,45.69,0.0,0.0,45.54,45.54,45.54,0.0,0.0,45.64,45.64,45.64,0.0,0.0
2018-01-21,46.16,46.16,46.16,0.0,0.0,46.39,46.39,46.39,0.0,0.0,46.16,46.16,46.16,0.0,0.0,46.31,46.31,46.31,0.0,0.0
2018-01-28,45.33,45.33,45.33,0.0,0.0,45.34,45.34,45.34,0.0,0.0,44.78,44.78,44.78,0.0,0.0,44.78,44.78,44.78,0.0,0.0
2018-02-04,42.38,42.38,42.38,0.0,0.0,42.42,42.42,42.42,0.0,0.0,41.36,41.36,41.36,0.0,0.0,42.42,42.42,42.42,0.0,0.0
2018-02-11,43.75,43.75,43.75,0.0,0.0,44.03,44.03,44.03,0.0,0.0,43.75,43.75,43.75,0.0,0.0,43.91,43.91,43.91,0.0,0.0
2018-02-18,43.77,43.77,43.77,0.0,0.0,43.93,43.93,43.93,0.0,0.0,43.74,43.74,43.74,0.0,0.0,43.93,43.93,43.93,0.0,0.0
2018-02-25,42.37,42.37,42.37,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.3,42.3,42.3,0.0,0.0,42.7,42.7,42.7,0.0,0.0
2018-03-04,43.43,43.43,43.43,0.0,0.0,43.58,43.58,43.58,0.0,0.0,43.43,43.43,43.43,0.0,0.0,43.58,43.58,43.58,0.0,0.0
2018-03-11,43.62,43.62,43.62,0.0,0.0,43.62,43.62,43.62,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.62,43.62,43.62,0.0,0.0
2018-03-18,42.57,42.57,42.57,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.15,42.15,42.15,0.0,0.0,42.15,42.15,42.15,0.0,0.0
2018-03-25,43.25,43.25,43.25,0.0,0.0,43.46,43.46,43.46,0.0,0.0,43.18,43.18,43.18,0.0,0.0,43.38,43.38,43.38,0.0,0.0
2018-04-01,43.65,43.65,43.65,0.0,0.0,43.7,43.7,43.7,0.0,0.0,43.26,43.26,43.26,0.0,0.0,43.38,43.38,43.38,0.0,0.0
2018-04-08,44.14,44.14,44.14,0.0,0.0,44.16,44.16,44.16,0.0,0.0,44.02,44.02,44.02,0.0,0.0,44.02,44.02,44.02,0.0,0.0
2018-04-15,44.33,44.33,44.33,0.0,0.0,44.42,44.42,44.42,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.31,44.31,44.31,0.0,0.0
2018-04-22,44.41,44.41,44.41,0.0,0.0,44.59,44.59,44.59,0.0,0.0,44.31,44.31,44.31,0.0,0.0,44.56,44.56,44.56,0.0,0.0
2018-04-29,44.39,44.39,44.39,0.0,0.0,44.43,44.43,44.43,0.0,0.0,44.36,44.36,44.36,0.0,0.0,44.42,44.42,44.42,0.0,0.0
2018-05-06,44.88,44.88,44.88,0.0,0.0,44.98,44.98,44.98,0.0,0.0,44.85,44.85,44.85,0.0,0.0,44.85,44.85,44.85,0.0,0.0
2018-05-13,44.46,44.46,44.46,0.0,0.0,44.48,44.48,44.48,0.0,0.0,44.41,44.41,44.41,0.0,0.0,44.45,44.45,44.45,0.0,0.0
2018-05-20,43.13,43.13,43.13,0.0,0.0,43.32,43.32,43.32,0.0,0.0,43.13,43.13,43.13,0.0,0.0,43.22,43.22,43.22,0.0,0.0
2018-05-27,43.2,43.2,43.2,0.0,0.0,43.29,43.29,43.29,0.0,0.0,43.06,43.06,43.06,0.0,0.0,43.19,43.19,43.19,0.0,0.0
2018-06-03,43.66,43.66,43.66,0.0,0.0,43.71,43.71,43.71,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.64,43.64,43.64,0.0,0.0
2018-06-10,43.41,43.41,43.41,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.25,43.25,43.25,0.0,0.0,43.37,43.37,43.37,0.0,0.0
2018-06-17,42.89,42.89,42.89,0.0,0.0,42.96,42.96,42.96,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.86,42.86,42.86,0.0,0.0
2018-06-24,41.96,41.96,41.96,0.0,0.0,42.06,42.06,42.06,0.0,0.0,41.84,41.84,41.84,0.0,0.0,41.84,41.84,41.84,0.0,0.0
2018-07-01,42.73,42.73,42.73,0.0,0.0,42.92,42.92,42.92,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.89,42.89,42.89,0.0,0.0
2018-07-08,42.44,42.44,42.44,0.0,0.0,42.52,42.52,42.52,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.51,42.51,42.51,0.0,0.0
2018-07-15,42.26,42.26,42.26,0.0,0.0,42.48,42.48,42.48,0.0,0.0,42.26,42.26,42.26,0.0,0.0,42.47,42.47,42.47,0.0,0.0
2018-07-22,43.1,43.1,43.1,0.0,0.0,43.2,43.2,43.2,0.0,0.0,42.97,42.97,42.97,0.0,0.0,43.0,43.0,43.0,0.0,0.0
2018-07-29,42.69,42.69,42.69,0.0,0.0,42.89,42.89,42.89,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.89,42.89,42.89,0.0,0.0
2018-08-05,41.97,41.97,41.97,0.0,0.0,42.01,42.01,42.01,0.0,0.0,41.87,41.87,41.87,0.0,0.0,41.88,41.88,41.88,0.0,0.0
2018-08-12,41.36,41.36,41.36,0.0,0.0,41.72,41.72,41.72,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.72,41.72,41.72,0.0,0.0
2018-08-19,42.21,42.21,42.21,0.0,0.0,42.32,42.32,42.32,0.0,0.0,42.21,42.21,42.21,0.0,0.0,42.3,42.3,42.3,0.0,0.0
2018-08-26,42.11,42.11,42.11,0.0,0.0,42.11,42.11,42.11,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.87,41.87,41.87,0.0,0.0
2018-09-02,40.79,40.79,40.79,0.0,0.0,40.98,40.98,40.98,0.0,0.0,40.79,40.79,40.79,0.0,0.0,40.88,40.88,40.88,0.0,0.0
2018-09-09,41.66,41.66,41.66,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.62,41.62,41.62,0.0,0.0
2018-09-16,42.59,42.59,42.59,0.0,0.0,42.74,42.74,42.74,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.68,42.68,42.68,0.0,0.0
2018-09-23,42.05,42.05,42.05,0.0,0.0,42.23,42.23,42.23,0.0,0.0,41.97,41.97,41.97,0.0,0.0,42.04,42.04,42.04,0.0,0.0
2018-09-30,41.43,41.43,41.43,0.0,0.0,41.45,41.45,41.45,0.0,0.0,41.2,41.2,41.2,0.0,0.0,41.3,41.3,41.3,0.0,0.0
2018-10-07,40.36,40.36,40.36,0.0,0.0,40.36,40.36,40.36,0.0,0.0,39.82,39.82,39.82,0.0,0.0,40.16,40.16,40.16,0.0,0.0
2018-10-14,40.5,40.5,40.5,0.0,0.0,40.69,40.69,40.69,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.63,40.63,40.63,0.0,0.0
2018-10-21,38.86,38.86,38.86,0.0,0.0,39.35,39.35,39.35,0.0,0.0,38.67,38.67,38.67,0.0,0.0,39.05,39.05,39.05,0.0,0.0
2018-10-28,40.3,40.3,40.3,0.0,0.0,40.3,40.3,40.3,0.0,0.0,39.84,39.84,39.84,0.0,0.0,40.07,40.07,40.07,0.0,0.0
2018-11-04,40.29,40.29,40.29,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.1,40.1,40.1,0.0,0.0,40.19,40.19,40.19,0.0,0.0
2018-11-11,39.91,39.91,39.91,0.0,0.0,40.03,40.03,40.03,0.0,0.0,39.9,39.9,39.9,0.0,0.0,40.01,40.01,40.01,0.0,0.0
2018-11-18,39.25,39.25,39.25,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.22,39.22,39.22,0.0,0.0,39.22,39.22,39.22,0.0,0.0
2018-11-25,39.75,39.75,39.75,0.0,0.0,39.75,39.75,39.75,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.72,39.72,39.72,0.0,0.0
2018-12-02,39.15,39.15,39.15,0.0,0.0,39.3,39.3,39.3,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.8,38.8,38.8,0.0,0.0
2018-12-09,38.87,38.87,38.87,0.0,0.0,38.99,38.99,38.99,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.8,38.8,38.8,0.0,0.0
2018-12-16,37.94,37.94,37.94,0.0,0.0,38.07,38.07,38.07,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.6,37.6,37.6,0.0,0.0
2018-12-23,37.94,37.94,37.94,0.0,0.0,37.94,37.94,37.94,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.75,37.75,37.75,0.0,0.0
2018-12-30,38.07,38.07,38.07,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.06,38.06,38.06,0.0,0.0,38.57,38.57,38.57,0.0,0.0
2019-01-06,39.11,39.11,39.11,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.09,39.09,39.09,0.0,0.0,39.16,39.16,39.16,0.0,0.0
2019-01-13,39.58,39.58,39.58,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.7,39.7,39.7,0.0,0.0
2019-01-20,39.62,39.62,39.62,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.62,39.62,39.62,0.0,0.0,39.64,39.64,39.64,0.0,0.0
2019-01-27,40.31,40.31,40.31,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.29,40.29,40.29,0.0,0.0
2019-02-03,39.59,39.59,39.59,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.59,39.59,39.59,0.0,0.0,39.74,39.74,39.74,0.0,0.0
2019-02-10,40.36,40.36,40.36,0.0,0.0,40.55,40.55,40.55,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.55,40.55,40.55,0.0,0.0
2019-02-17,40.84,40.84,40.84,0.0,0.0,40.98,40.98,40.98,0.0,0.0,40.84,40.84,40.84,0.0,0.0,40.87,40.87,40.87,0.0,0.0
2019-02-24,40.94,40.94,40.94,0.0,0.0,40.99,40.99,40.99,0.0,0.0,40.76,40.76,40.76,0.0,0.0,40.81,40.81,40.81,0.0,0.0
2019-03-03,40.27,40.27,40.27,0.0,0.0,40.52,40.52,40.52,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.5,40.5,40.5,0.0,0.0
2019-03-10,41.55,41.55,41.55,0.0,0.0,41.64,41.64,41.64,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.6,41.6,41.6,0.0,0.0
2019-03-17,41.55,41.55,41.55,0.0,0.0,41.61,41.61,41.61,0.0,0.0,41.33,41.33,41.33,0.0,0.0,41.34,41.34,41.34,0.0,0.0
2019-03-24,41.26,41.26,41.26,0.0,0.0,41.26,41.26,41.26,0.0,0.0,41.1,41.1,41.1,0.0,0.0,41.17,41.17,41.17,0.0,0.0
2019-03-31,41.69,41.69,41.69,0.0,0.0,41.74,41.74,41.74,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.74,41.74,41.74,0.0,0.0
2019-04-07,41.73,41.73,41.73,0.0,0.0,41.77,41.77,41.77,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.71,41.71,41.71,0.0,0.0
2019-04-14,41.65,41.65,41.65,0.0,0.0,41.66,41.66,41.66,0.0,0.0,41.53,41.53,41.53,0.0,0.0,41.59,41.59,41.59,0.0,0.0
2019-04-21,41.15,41.15,41.15,0.0,0.0,41.26,41.26,41.26,0.0,0.0,41.12,41.12,41.12,0.0,0.0,41.24,41.24,41.24,0.0,0.0
2019-04-28,41.12,41.12,41.12,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.12,41.12,41.12,0.0,0.0,41.34,41.34,41.34,0.0,0.0
2019-05-05,40.38,40.38,40.38,0.0,0.0,40.65,40.65,40.65,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.65,40.65,40.65,0.0,0.0
2019-05-12,40.4,40.4,40.4,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.35,40.35,40.35,0.0,0.0
2019-05-19,40.25,40.25,40.25,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.16,40.16,40.16,0.0,0.0,40.3,40.3,40.3,0.0,0.0
2019-05-26,39.38,39.38,39.38,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.38,39.38,39.38,0.0,0.0,39.5,39.5,39.5,0.0,0.0
2019-06-02,40.92,40.92,40.92,0.0,0.0,41.09,41.09,41.09,0.0,0.0,40.92,40.92,40.92,0.0,0.0,41.03,41.03,41.03,0.0,0.0
2019-06-09,40.83,40.83,40.83,0.0,0.0,40.83,40.83,40.83,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.8,40.8,40.8,0.0,0.0
2019-06-16,41.41,41.41,41.41,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.55,41.55,41.55,0.0,0.0
2019-06-23,41.11,41.11,41.11,0.0,0.0,41.13,41.13,41.13,0.0,0.0,41.06,41.06,41.06,0.0,0.0,41.09,41.09,41.09,0.0,0.0
2019-06-30,41.23,41.23,41.23,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.08,41.08,41.08,0.0,0.0,41.28,41.28,41.28,0.0,0.0
2019-07-07,41.1,41.1,41.1,0.0,0.0,41.1,41.1,41.1,0.0,0.0,41.01,41.01,41.01,0.0,0.0,41.07,41.07,41.07,0.0,0.0
2019-07-14,40.9,40.9,40.9,0.0,0.0,40.97,40.97,40.97,0.0,0.0,40.84,40.84,40.84,0.0,0.0,40.84,40.84,40.84,0.0,0.0
2019-07-21,41.0,41.0,41.0,0.0,0.0,41.06,41.06,41.06,0.0,0.0,40.97,40.97,40.97,0.0,0.0,41.03,41.03,41.03,0.0,0.0
2019-07-28,39.98,39.98,39.98,0.0,0.0,39.98,39.98,39.98,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.74,39.74,39.74,0.0,0.0
2019-08-04,39.46,39.46,39.46,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.48,39.48,39.48,0.0,0.0
