Date,NSSC_Open_average,NSSC_Open_max,NSSC_Open_min,NSSC_Open_volatility,NSSC_Open_change,NSSC_High_average,NSSC_High_max,NSSC_High_min,NSSC_High_volatility,NSSC_High_change,NSSC_Low_average,NSSC_Low_max,NSSC_Low_min,NSSC_Low_volatility,NSSC_Low_change,NSSC_Close_average,NSSC_Close_max,NSSC_Close_min,NSSC_Close_volatility,NSSC_Close_change,NSSC_Volume_average,NSSC_Volume_max,NSSC_Volume_min,NSSC_Volume_volatility,NSSC_Volume_change
2018-01-14,9.27,9.45,9.05,0.3999999999999986,-0.049999999999998934,9.48,9.55,9.4,0.15000000000000036,-0.10000000000000142,9.06,9.25,8.9,0.34999999999999964,0.25,9.276,9.4,9.05,0.34999999999999964,0.34999999999999964,31583,44494,25048,19446,-460
2018-01-21,9.294,9.4,9.2,0.20000000000000107,-0.20000000000000107,9.384,9.45,9.32,0.129999999999999,-0.129999999999999,9.16,9.3,9.05,0.25,-0.20000000000000107,9.23,9.3,9.1,0.20000000000000107,-0.20000000000000107,16568,19904,11326,8578,-1177
2018-01-28,9.24,9.5,9.0,0.5,0.5,9.538,9.9,9.18,0.7200000000000006,0.7200000000000006,8.93,9.2,8.8,0.3999999999999986,0.049999999999998934,9.43,9.8,9.1,0.7000000000000011,0.7000000000000011,49668,80627,23858,56769,-15475
2018-02-04,9.59,9.75,9.4,0.34999999999999964,-0.25,9.78,9.9,9.7,0.20000000000000107,-0.20000000000000107,9.416,9.48,9.4,0.08000000000000007,0.0,9.59,9.7,9.45,0.25,-0.10000000000000142,43155,55123,19190,35933,-20906
2018-02-11,9.475,9.7,9.35,0.34999999999999964,0.25,9.9775,10.35,9.71,0.6399999999999988,0.6399999999999988,9.0325,9.35,8.55,0.7999999999999989,0.4299999999999997,9.7,10.0,9.45,0.5500000000000007,0.5500000000000007,46881,74837,22495,52342,52342
2018-02-18,9.95,10.2,9.5,0.6999999999999993,0.15000000000000036,10.11,10.2,10.0,0.1999999999999993,0.05000000000000071,9.676,9.8,9.48,0.3200000000000003,-0.25,9.96,10.05,9.85,0.20000000000000107,0.10000000000000142,20549,32863,12572,20291,14509
2018-02-25,10.1,10.2,10.0,0.1999999999999993,0.05000000000000071,10.21,10.3,10.15,0.15000000000000036,0.049999999999998934,9.84,9.95,9.7,0.25,0.09999999999999964,10.129999999999999,10.25,10.0,0.25,-0.09999999999999964,30606,54888,14078,40810,-2857
2018-03-04,9.75,10.0,9.6,0.40000000000000036,-0.40000000000000036,9.92,10.0,9.8,0.1999999999999993,-0.1999999999999993,9.66,9.7,9.6,0.09999999999999964,-0.09999999999999964,9.8,9.85,9.75,0.09999999999999964,0.05000000000000071,15594,21867,9566,12301,-7903
2018-03-11,9.77,10.0,9.6,0.40000000000000036,0.40000000000000036,9.9,10.0,9.75,0.25,0.1999999999999993,9.67,9.85,9.55,0.29999999999999893,0.25,9.87,10.0,9.7,0.3000000000000007,0.3000000000000007,29121,51958,12592,39366,-3222
2018-03-18,10.02,10.15,9.85,0.3000000000000007,0.15000000000000036,10.33,10.5,10.1,0.40000000000000036,0.15000000000000036,9.91,10.15,9.75,0.40000000000000036,0.25,10.15,10.4,10.0,0.40000000000000036,0.3000000000000007,57173,95368,25166,70202,-43288
