Date,Victory CEMP US EQ Income Enhanced Volatility Weig_Open_average,Victory CEMP US EQ Income Enhanced Volatility Weig_Open_max,Victory CEMP US EQ Income Enhanced Volatility Weig_Open_min,Victory CEMP US EQ Income Enhanced Volatility Weig_Open_volatility,Victory CEMP US EQ Income Enhanced Volatility Weig_Open_change,Victory CEMP US EQ Income Enhanced Volatility Weig_High_average,Victory CEMP US EQ Income Enhanced Volatility Weig_High_max,Victory CEMP US EQ Income Enhanced Volatility Weig_High_min,Victory CEMP US EQ Income Enhanced Volatility Weig_High_volatility,Victory CEMP US EQ Income Enhanced Volatility Weig_High_change,Victory CEMP US EQ Income Enhanced Volatility Weig_Low_average,Victory CEMP US EQ Income Enhanced Volatility Weig_Low_max,Victory CEMP US EQ Income Enhanced Volatility Weig_Low_min,Victory CEMP US EQ Income Enhanced Volatility Weig_Low_volatility,Victory CEMP US EQ Income Enhanced Volatility Weig_Low_change,Victory CEMP US EQ Income Enhanced Volatility Weig_Close_average,Victory CEMP US EQ Income Enhanced Volatility Weig_Close_max,Victory CEMP US EQ Income Enhanced Volatility Weig_Close_min,Victory CEMP US EQ Income Enhanced Volatility Weig_Close_volatility,Victory CEMP US EQ Income Enhanced Volatility Weig_Close_change
2018-01-14,47.56,47.56,47.56,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.56,47.56,47.56,0.0,0.0,47.84,47.84,47.84,0.0,0.0
2018-01-21,48.81,48.81,48.81,0.0,0.0,48.81,48.81,48.81,0.0,0.0,48.33,48.33,48.33,0.0,0.0,48.4,48.4,48.4,0.0,0.0
2018-01-28,46.6,46.6,46.6,0.0,0.0,46.82,46.82,46.82,0.0,0.0,45.2,45.2,45.2,0.0,0.0,45.2,45.2,45.2,0.0,0.0
2018-02-04,45.36,45.36,45.36,0.0,0.0,45.59,45.59,45.59,0.0,0.0,44.97,44.97,44.97,0.0,0.0,45.34,45.34,45.34,0.0,0.0
2018-02-11,46.08,46.08,46.08,0.0,0.0,46.77,46.77,46.77,0.0,0.0,46.08,46.08,46.08,0.0,0.0,46.61,46.61,46.61,0.0,0.0
2018-02-18,46.47,46.47,46.47,0.0,0.0,46.55,46.55,46.55,0.0,0.0,46.14,46.14,46.14,0.0,0.0,46.49,46.49,46.49,0.0,0.0
2018-02-25,45.25,45.25,45.25,0.0,0.0,46.0,46.0,46.0,0.0,0.0,45.11,45.11,45.11,0.0,0.0,45.97,45.97,45.97,0.0,0.0
2018-03-04,46.49,46.49,46.49,0.0,0.0,46.55,46.55,46.55,0.0,0.0,46.22,46.22,46.22,0.0,0.0,46.34,46.34,46.34,0.0,0.0
2018-03-11,46.04,46.04,46.04,0.0,0.0,46.04,46.04,46.04,0.0,0.0,45.46,45.46,45.46,0.0,0.0,45.73,45.73,45.73,0.0,0.0
2018-03-18,44.55,44.55,44.55,0.0,0.0,44.9,44.9,44.9,0.0,0.0,44.32,44.32,44.32,0.0,0.0,44.9,44.9,44.9,0.0,0.0
2018-03-25,45.38,45.38,45.38,0.0,0.0,45.38,45.38,45.38,0.0,0.0,44.19,44.19,44.19,0.0,0.0,44.56,44.56,44.56,0.0,0.0
2018-04-01,45.2,45.2,45.2,0.0,0.0,45.59,45.59,45.59,0.0,0.0,45.14,45.14,45.14,0.0,0.0,45.36,45.36,45.36,0.0,0.0
2018-04-08,45.54,45.54,45.54,0.0,0.0,45.97,45.97,45.97,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.88,45.88,45.88,0.0,0.0
2018-04-15,45.54,45.54,45.54,0.0,0.0,45.65,45.65,45.65,0.0,0.0,45.43,45.43,45.43,0.0,0.0,45.53,45.53,45.53,0.0,0.0
2018-04-22,46.02,46.02,46.02,0.0,0.0,46.14,46.14,46.14,0.0,0.0,45.48,45.48,45.48,0.0,0.0,45.53,45.53,45.53,0.0,0.0
2018-04-29,45.45,45.45,45.45,0.0,0.0,45.67,45.67,45.67,0.0,0.0,45.39,45.39,45.39,0.0,0.0,45.42,45.42,45.42,0.0,0.0
2018-05-06,45.92,45.92,45.92,0.0,0.0,45.94,45.94,45.94,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.76,45.76,45.76,0.0,0.0
2018-05-13,45.52,45.52,45.52,0.0,0.0,45.91,45.91,45.91,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.87,45.87,45.87,0.0,0.0
2018-05-20,46.03,46.03,46.03,0.0,0.0,46.03,46.03,46.03,0.0,0.0,45.75,45.75,45.75,0.0,0.0,45.84,45.84,45.84,0.0,0.0
2018-05-27,46.14,46.14,46.14,0.0,0.0,46.15,46.15,46.15,0.0,0.0,45.88,45.88,45.88,0.0,0.0,45.94,45.94,45.94,0.0,0.0
2018-06-03,46.32,46.32,46.32,0.0,0.0,46.43,46.43,46.43,0.0,0.0,46.27,46.27,46.27,0.0,0.0,46.33,46.33,46.33,0.0,0.0
2018-06-10,46.02,46.02,46.02,0.0,0.0,46.26,46.26,46.26,0.0,0.0,46.02,46.02,46.02,0.0,0.0,46.22,46.22,46.22,0.0,0.0
2018-06-17,46.34,46.34,46.34,0.0,0.0,46.38,46.38,46.38,0.0,0.0,46.11,46.11,46.11,0.0,0.0,46.28,46.28,46.28,0.0,0.0
2018-06-24,46.36,46.36,46.36,0.0,0.0,46.36,46.36,46.36,0.0,0.0,45.88,45.88,45.88,0.0,0.0,46.12,46.12,46.12,0.0,0.0
2018-07-01,46.82,46.82,46.82,0.0,0.0,47.22,47.22,47.22,0.0,0.0,46.71,46.71,46.71,0.0,0.0,46.75,46.75,46.75,0.0,0.0
2018-07-08,47.08,47.08,47.08,0.0,0.0,47.08,47.08,47.08,0.0,0.0,46.61,46.61,46.61,0.0,0.0,46.7,46.7,46.7,0.0,0.0
2018-07-15,46.68,46.68,46.68,0.0,0.0,46.7,46.7,46.7,0.0,0.0,46.48,46.48,46.48,0.0,0.0,46.57,46.57,46.57,0.0,0.0
2018-07-22,47.35,47.35,47.35,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.05,47.05,47.05,0.0,0.0,47.12,47.12,47.12,0.0,0.0
2018-07-29,47.44,47.44,47.44,0.0,0.0,47.56,47.56,47.56,0.0,0.0,47.42,47.42,47.42,0.0,0.0,47.5,47.5,47.5,0.0,0.0
2018-08-05,47.39,47.39,47.39,0.0,0.0,47.39,47.39,47.39,0.0,0.0,47.04,47.04,47.04,0.0,0.0,47.19,47.19,47.19,0.0,0.0
2018-08-12,48.19,48.19,48.19,0.0,0.0,48.24,48.24,48.24,0.0,0.0,48.09,48.09,48.09,0.0,0.0,48.19,48.19,48.19,0.0,0.0
2018-08-19,48.39,48.39,48.39,0.0,0.0,48.39,48.39,48.39,0.0,0.0,48.1,48.1,48.1,0.0,0.0,48.21,48.21,48.21,0.0,0.0
