Date,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_etf_Open_average,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_etf_Open_max,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_etf_Open_min,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_etf_Open_volatility,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_etf_Open_change,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_etf_High_average,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_etf_High_max,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_etf_High_min,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_etf_High_volatility,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_etf_High_change,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_etf_Low_average,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_etf_Low_max,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_etf_Low_min,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_etf_Low_volatility,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_etf_Low_change,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_etf_Close_average,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_etf_Close_max,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_etf_Close_min,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_etf_Close_volatility,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_etf_Close_change
2018-01-14,25.43,25.43,25.43,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.71,25.71,25.71,0.0,0.0
2018-01-21,26.3,26.3,26.3,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.26,26.26,26.26,0.0,0.0
2018-01-28,25.15,25.15,25.15,0.0,0.0,25.15,25.15,25.15,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.63,24.63,24.63,0.0,0.0
2018-02-04,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0,22.97,22.97,22.97,0.0,0.0,23.52,23.52,23.52,0.0,0.0
2018-02-11,24.0,24.0,24.0,0.0,0.0,24.2,24.2,24.2,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2018-02-18,23.32,23.32,23.32,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.35,23.35,23.35,0.0,0.0
2018-02-25,22.69,22.69,22.69,0.0,0.0,22.85,22.85,22.85,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.77,22.77,22.77,0.0,0.0
2018-03-04,22.74,22.74,22.74,0.0,0.0,23.38,23.38,23.38,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.98,22.98,22.98,0.0,0.0
2018-03-11,22.02,22.02,22.02,0.0,0.0,22.51,22.51,22.51,0.0,0.0,21.56,21.56,21.56,0.0,0.0,22.2,22.2,22.2,0.0,0.0
2018-03-18,21.15,21.15,21.15,0.0,0.0,21.32,21.32,21.32,0.0,0.0,20.92,20.92,20.92,0.0,0.0,20.92,20.92,20.92,0.0,0.0
2018-03-25,20.79,20.79,20.79,0.0,0.0,21.24,21.24,21.24,0.0,0.0,20.79,20.79,20.79,0.0,0.0,21.13,21.13,21.13,0.0,0.0
2018-04-01,21.04,21.04,21.04,0.0,0.0,21.35,21.35,21.35,0.0,0.0,20.79,20.79,20.79,0.0,0.0,21.0,21.0,21.0,0.0,0.0
2018-04-08,21.26,21.26,21.26,0.0,0.0,21.39,21.39,21.39,0.0,0.0,21.03,21.03,21.03,0.0,0.0,21.29,21.29,21.29,0.0,0.0
2018-04-15,22.24,22.24,22.24,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.09,22.09,22.09,0.0,0.0
2018-04-22,22.19,22.19,22.19,0.0,0.0,22.41,22.41,22.41,0.0,0.0,22.05,22.05,22.05,0.0,0.0,22.35,22.35,22.35,0.0,0.0
2018-04-29,21.75,21.75,21.75,0.0,0.0,22.14,22.14,22.14,0.0,0.0,21.59,21.59,21.59,0.0,0.0,22.14,22.14,22.14,0.0,0.0
2018-05-06,22.73,22.73,22.73,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.66,22.66,22.66,0.0,0.0
2018-05-13,23.49,23.49,23.49,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.32,23.32,23.32,0.0,0.0,23.39,23.39,23.39,0.0,0.0
2018-05-20,22.74,22.74,22.74,0.0,0.0,22.91,22.91,22.91,0.0,0.0,22.41,22.41,22.41,0.0,0.0,22.78,22.78,22.78,0.0,0.0
2018-05-27,23.16,23.16,23.16,0.0,0.0,23.46,23.46,23.46,0.0,0.0,23.01,23.01,23.01,0.0,0.0,23.37,23.37,23.37,0.0,0.0
2018-06-03,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.41,23.41,23.41,0.0,0.0,23.5,23.5,23.5,0.0,0.0
2018-06-10,23.49,23.49,23.49,0.0,0.0,23.49,23.49,23.49,0.0,0.0,22.91,22.91,22.91,0.0,0.0,22.92,22.92,22.92,0.0,0.0
2018-06-17,23.37,23.37,23.37,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.3,23.3,23.3,0.0,0.0
2018-06-24,22.83,22.83,22.83,0.0,0.0,23.01,23.01,23.01,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.92,22.92,22.92,0.0,0.0
2018-07-01,22.78,22.78,22.78,0.0,0.0,23.12,23.12,23.12,0.0,0.0,22.59,22.59,22.59,0.0,0.0,23.05,23.05,23.05,0.0,0.0
2018-07-08,22.7,22.7,22.7,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.81,22.81,22.81,0.0,0.0
2018-07-15,23.57,23.57,23.57,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.19,23.19,23.19,0.0,0.0,23.24,23.24,23.24,0.0,0.0
2018-07-22,23.94,23.94,23.94,0.0,0.0,24.12,24.12,24.12,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.55,23.55,23.55,0.0,0.0
2018-07-29,24.86,24.86,24.86,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2018-08-05,25.44,25.44,25.44,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.47,25.47,25.47,0.0,0.0
2018-08-12,24.92,24.92,24.92,0.0,0.0,25.3,25.3,25.3,0.0,0.0,24.92,24.92,24.92,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2018-08-19,25.41,25.41,25.41,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.44,25.44,25.44,0.0,0.0
2018-08-26,24.6,24.6,24.6,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.33,24.33,24.33,0.0,0.0,24.57,24.57,24.57,0.0,0.0
2018-09-02,24.62,24.62,24.62,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.6,24.6,24.6,0.0,0.0
2018-09-09,24.67,24.67,24.67,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.65,24.65,24.65,0.0,0.0
2018-09-16,24.6,24.6,24.6,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.48,24.48,24.48,0.0,0.0
2018-09-23,23.85,23.85,23.85,0.0,0.0,24.18,24.18,24.18,0.0,0.0,23.75,23.75,23.75,0.0,0.0,24.05,24.05,24.05,0.0,0.0
2018-09-30,24.48,24.48,24.48,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.54,24.54,24.54,0.0,0.0
2018-10-07,23.75,23.75,23.75,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.12,23.12,23.12,0.0,0.0,23.34,23.34,23.34,0.0,0.0
2018-10-14,23.39,23.39,23.39,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.33,23.33,23.33,0.0,0.0,23.45,23.45,23.45,0.0,0.0
2018-10-21,22.08,22.08,22.08,0.0,0.0,22.1,22.1,22.1,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.8,21.8,21.8,0.0,0.0
2018-10-28,21.96,21.96,21.96,0.0,0.0,22.08,22.08,22.08,0.0,0.0,21.67,21.67,21.67,0.0,0.0,21.79,21.79,21.79,0.0,0.0
2018-11-04,22.38,22.38,22.38,0.0,0.0,22.47,22.47,22.47,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.5,21.5,21.5,0.0,0.0
2018-11-11,21.89,21.89,21.89,0.0,0.0,22.09,22.09,22.09,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.94,21.94,21.94,0.0,0.0
2018-11-18,21.44,21.44,21.44,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.05,21.05,21.05,0.0,0.0,21.25,21.25,21.25,0.0,0.0
2018-11-25,21.72,21.72,21.72,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.43,21.43,21.43,0.0,0.0,21.6,21.6,21.6,0.0,0.0
2018-12-02,21.58,21.58,21.58,0.0,0.0,22.0,22.0,22.0,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.44,21.44,21.44,0.0,0.0
2018-12-09,21.54,21.54,21.54,0.0,0.0,21.94,21.94,21.94,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.53,21.53,21.53,0.0,0.0
2018-12-16,20.04,20.04,20.04,0.0,0.0,20.25,20.25,20.25,0.0,0.0,19.54,19.54,19.54,0.0,0.0,19.68,19.68,19.68,0.0,0.0
