Date,SNOA_Open_average,SNOA_Open_max,SNOA_Open_min,SNOA_Open_volatility,SNOA_Open_change,SNOA_High_average,SNOA_High_max,SNOA_High_min,SNOA_High_volatility,SNOA_High_change,SNOA_Low_average,SNOA_Low_max,SNOA_Low_min,SNOA_Low_volatility,SNOA_Low_change,SNOA_Close_average,SNOA_Close_max,SNOA_Close_min,SNOA_Close_volatility,SNOA_Close_change,SNOA_Volume_average,SNOA_Volume_max,SNOA_Volume_min,SNOA_Volume_volatility,SNOA_Volume_change
2018-01-14,48.089999999999996,48.69,47.7,0.9899999999999949,0.0,48.438,48.69,47.79,0.8999999999999986,-0.09000000000000341,46.584,47.34,45.0,2.3400000000000034,0.45000000000000284,47.264,48.49,46.53,1.9600000000000009,-0.0899999999999963,1865,3175,825,2350,-1051
2018-01-21,47.968,48.25,47.7,0.5499999999999972,-0.0899999999999963,49.06,49.5,48.56,0.9399999999999977,0.30999999999999517,46.964,47.79,45.72,2.0700000000000003,-0.17999999999999972,48.266,48.87,47.7,1.1699999999999946,1.1699999999999946,1502,3046,944,2102,-1528
2018-01-28,45.138,47.28,42.96,4.32,-3.8399999999999963,46.397999999999996,47.79,44.1,3.6899999999999977,-3.6899999999999977,43.608,46.17,41.76,4.410000000000004,-4.410000000000004,44.46,46.35,43.02,3.3299999999999983,-3.1499999999999986,3322,8465,1545,6920,-868
2018-02-04,41.552,43.6,40.41,3.190000000000005,0.17999999999999972,43.182,44.64,42.21,2.4299999999999997,-0.990000000000002,39.572,40.41,38.43,1.9799999999999969,-1.6600000000000037,40.724,42.21,38.43,3.780000000000001,-2.6099999999999994,3457,6169,1551,4618,-3162
2018-02-11,39.64,40.4,38.97,1.4299999999999997,1.0700000000000003,40.879999999999995,41.75,40.16,1.5900000000000034,-0.9500000000000028,39.0825,39.24,38.7,0.5399999999999991,0.5399999999999991,40.0275,40.32,39.6,0.7199999999999989,-0.44999999999999574,1546,3213,306,2907,-795
2018-02-18,39.098,39.51,38.71,0.7999999999999972,-0.35999999999999943,40.656,42.06,40.14,1.9200000000000017,1.6600000000000037,38.158,38.79,36.45,2.3399999999999963,-2.3399999999999963,38.738,39.51,37.98,1.5300000000000011,-0.8200000000000003,4278,12222,905,11317,11317
2018-02-25,35.352,38.7,32.4,6.300000000000004,-2.8800000000000026,36.88,39.24,34.46,4.780000000000001,-1.8900000000000006,32.67,34.65,31.5,3.1499999999999986,1.3500000000000014,34.074,36.72,31.5,5.219999999999999,-1.9799999999999969,25178,57423,6267,51156,-9602
2018-03-04,35.226,36.0,34.29,1.7100000000000009,1.1700000000000017,36.548,37.33,35.73,1.6000000000000014,1.3500000000000014,34.338,35.55,33.39,2.1599999999999966,2.1599999999999966,35.604,36.45,34.29,2.1600000000000037,0.7199999999999989,7476,10401,5208,5193,4891
2018-03-11,35.513999999999996,36.18,34.65,1.5300000000000011,-0.6299999999999955,36.292,36.9,35.71,1.1899999999999977,-1.1899999999999977,34.256,35.1,33.75,1.3500000000000014,-1.230000000000004,35.37,36.18,34.65,1.5300000000000011,-1.5300000000000011,7107,15803,1167,14636,-6772
2018-03-18,34.536,35.28,33.75,1.5300000000000011,-0.39000000000000057,35.232,35.64,34.65,0.990000000000002,0.17999999999999972,33.378,34.02,32.58,1.4400000000000048,-0.990000000000002,34.506,35.46,33.84,1.6199999999999974,-0.2700000000000031,4767,9472,2257,7215,6511
2018-03-25,33.8175,34.56,32.67,1.8900000000000006,-1.8900000000000006,34.8525,35.91,33.93,1.9799999999999969,-1.0799999999999983,33.0975,33.39,32.58,0.8100000000000023,-0.8100000000000023,33.93,34.74,33.12,1.6200000000000045,-1.0800000000000054,3657,6020,639,5381,-3704
2018-04-01,36.182,42.39,32.23,10.160000000000004,3.240000000000002,36.766,43.2,32.67,10.530000000000001,2.6500000000000057,34.092,36.54,32.13,4.409999999999997,2.520000000000003,35.01,37.44,32.58,4.859999999999999,2.8800000000000026,119856,527600,4110,523490,9151
2018-04-08,35.082,35.64,34.29,1.3500000000000014,-0.09000000000000341,35.55,35.91,35.19,0.7199999999999989,-0.35999999999999943,34.22,35.01,33.13,1.8799999999999955,1.8799999999999955,34.974,35.28,34.65,0.6300000000000026,0.6300000000000026,6804,18266,3228,15038,-15038
2018-04-15,35.254,36.63,34.65,1.980000000000004,-1.6600000000000037,35.908,36.99,35.28,1.7100000000000009,-0.990000000000002,34.588,35.1,34.29,0.8100000000000023,-0.13000000000000256,35.298,35.91,34.65,1.259999999999998,0.44999999999999574,5275,8256,4363,3893,-68
2018-04-22,35.02,35.64,34.56,1.0799999999999983,-0.8999999999999986,35.456,36.0,34.92,1.0799999999999983,-0.9099999999999966,34.234,34.65,33.66,0.990000000000002,-0.990000000000002,34.578,35.46,34.11,1.3500000000000014,-1.3500000000000014,3877,5009,2546,2463,-2463
2018-04-29,33.946,34.38,33.48,0.9000000000000057,0.6300000000000026,34.36,34.65,33.93,0.7199999999999989,0.7199999999999989,33.278,33.77,32.85,0.9200000000000017,0.9200000000000017,34.002,34.29,33.84,0.44999999999999574,0.0899999999999963,4492,7459,2555,4904,-1708
2018-05-06,33.786,34.56,33.3,1.2600000000000051,-0.8100000000000023,34.702,35.63,34.29,1.3400000000000034,0.980000000000004,33.48,33.75,33.3,0.45000000000000284,0.2700000000000031,34.094,35.1,33.48,1.6200000000000045,1.1600000000000037,3322,5296,604,4692,2878
2018-05-13,34.418,35.37,33.76,1.6099999999999994,-0.8099999999999952,34.88,35.46,34.56,0.8999999999999986,-0.5399999999999991,34.038,34.29,33.75,0.5399999999999991,0.0,34.272,34.56,34.02,0.5399999999999991,0.2700000000000031,3650,6287,1332,4955,596
2018-05-20,34.29,34.56,33.66,0.9000000000000057,0.17999999999999972,35.3825,36.0,34.83,1.1700000000000017,0.7199999999999989,33.8875,34.39,33.3,1.0900000000000034,0.7199999999999989,34.475,34.92,33.66,1.2600000000000051,1.1200000000000045,5128,6565,3320,3245,-1235
2018-05-27,34.56,35.1,34.11,0.990000000000002,-0.17999999999999972,35.26,35.82,34.83,0.990000000000002,0.8999999999999986,34.056000000000004,34.47,33.84,0.6299999999999955,-0.269999999999996,34.416,34.74,34.11,0.6300000000000026,-0.35999999999999943,5121,11839,685,11154,11154
2018-06-03,34.892,35.55,34.29,1.259999999999998,-1.259999999999998,35.244,35.73,34.74,0.9899999999999949,-0.9899999999999949,34.308,34.65,34.02,0.6299999999999955,-0.5399999999999991,34.514,34.83,34.02,0.8099999999999952,-0.8099999999999952,11077,17306,6125,11181,-3343
2018-06-10,31.23,35.55,26.28,9.269999999999996,-8.82,31.678,36.89,26.28,10.61,-9.36,29.196,34.84,23.49,11.350000000000005,-10.610000000000003,29.952,36.09,23.58,12.510000000000005,-11.880000000000003,34878,73585,7068,66517,16651
2018-06-17,24.03,24.75,23.49,1.2600000000000016,1.0799999999999983,24.664,25.41,23.84,1.5700000000000003,1.5700000000000003,23.03,24.3,22.14,2.16,0.35999999999999943,23.94,24.48,23.67,0.8099999999999987,0.0,10333,19961,3977,15984,-7590
