Date,iShares Core Aggressive Allocation_Open_average,iShares Core Aggressive Allocation_Open_max,iShares Core Aggressive Allocation_Open_min,iShares Core Aggressive Allocation_Open_volatility,iShares Core Aggressive Allocation_Open_change,iShares Core Aggressive Allocation_High_average,iShares Core Aggressive Allocation_High_max,iShares Core Aggressive Allocation_High_min,iShares Core Aggressive Allocation_High_volatility,iShares Core Aggressive Allocation_High_change,iShares Core Aggressive Allocation_Low_average,iShares Core Aggressive Allocation_Low_max,iShares Core Aggressive Allocation_Low_min,iShares Core Aggressive Allocation_Low_volatility,iShares Core Aggressive Allocation_Low_change,iShares Core Aggressive Allocation_Close_average,iShares Core Aggressive Allocation_Close_max,iShares Core Aggressive Allocation_Close_min,iShares Core Aggressive Allocation_Close_volatility,iShares Core Aggressive Allocation_Close_change
2018-01-14,56.03,56.03,56.03,0.0,0.0,56.33,56.33,56.33,0.0,0.0,56.03,56.03,56.03,0.0,0.0,56.33,56.33,56.33,0.0,0.0
2018-01-21,56.71,56.71,56.71,0.0,0.0,56.75,56.75,56.75,0.0,0.0,56.51,56.51,56.51,0.0,0.0,56.56,56.56,56.56,0.0,0.0
2018-01-28,54.66,54.66,54.66,0.0,0.0,54.82,54.82,54.82,0.0,0.0,53.04,53.04,53.04,0.0,0.0,53.29,53.29,53.29,0.0,0.0
2018-02-04,53.03,53.03,53.03,0.0,0.0,53.51,53.51,53.51,0.0,0.0,52.81,52.81,52.81,0.0,0.0,53.22,53.22,53.22,0.0,0.0
2018-02-11,54.4,54.4,54.4,0.0,0.0,54.84,54.84,54.84,0.0,0.0,54.4,54.4,54.4,0.0,0.0,54.61,54.61,54.61,0.0,0.0
2018-02-18,55.09,55.09,55.09,0.0,0.0,55.2,55.2,55.2,0.0,0.0,54.77,54.77,54.77,0.0,0.0,55.17,55.17,55.17,0.0,0.0
2018-02-25,53.41,53.41,53.41,0.0,0.0,54.05,54.05,54.05,0.0,0.0,53.41,53.41,53.41,0.0,0.0,53.98,53.98,53.98,0.0,0.0
2018-03-04,55.05,55.05,55.05,0.0,0.0,55.13,55.13,55.13,0.0,0.0,54.92,54.92,54.92,0.0,0.0,55.03,55.03,55.03,0.0,0.0
2018-03-11,54.41,54.41,54.41,0.0,0.0,54.41,54.41,54.41,0.0,0.0,53.85,53.85,53.85,0.0,0.0,54.11,54.11,54.11,0.0,0.0
2018-03-18,53.13,53.13,53.13,0.0,0.0,53.5,53.5,53.5,0.0,0.0,52.85,52.85,52.85,0.0,0.0,53.47,53.47,53.47,0.0,0.0
2018-03-25,53.35,53.35,53.35,0.0,0.0,53.41,53.41,53.41,0.0,0.0,52.38,52.38,52.38,0.0,0.0,52.7,52.7,52.7,0.0,0.0
2018-04-01,53.19,53.19,53.19,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.05,53.05,53.05,0.0,0.0,53.14,53.14,53.14,0.0,0.0
2018-04-08,53.88,53.88,53.88,0.0,0.0,53.97,53.97,53.97,0.0,0.0,53.75,53.75,53.75,0.0,0.0,53.9,53.9,53.9,0.0,0.0
2018-04-15,53.8,53.8,53.8,0.0,0.0,53.88,53.88,53.88,0.0,0.0,53.54,53.54,53.54,0.0,0.0,53.74,53.74,53.74,0.0,0.0
2018-04-22,53.8,53.8,53.8,0.0,0.0,53.86,53.86,53.86,0.0,0.0,53.46,53.46,53.46,0.0,0.0,53.47,53.47,53.47,0.0,0.0
2018-04-29,53.45,53.45,53.45,0.0,0.0,53.71,53.71,53.71,0.0,0.0,53.45,53.45,53.45,0.0,0.0,53.55,53.55,53.55,0.0,0.0
2018-05-06,54.44,54.44,54.44,0.0,0.0,54.61,54.61,54.61,0.0,0.0,54.37,54.37,54.37,0.0,0.0,54.41,54.41,54.41,0.0,0.0
2018-05-13,54.25,54.25,54.25,0.0,0.0,54.38,54.38,54.38,0.0,0.0,54.25,54.25,54.25,0.0,0.0,54.34,54.34,54.34,0.0,0.0
2018-05-20,53.95,53.95,53.95,0.0,0.0,54.07,54.07,54.07,0.0,0.0,53.93,53.93,53.93,0.0,0.0,53.95,53.95,53.95,0.0,0.0
2018-05-27,54.23,54.23,54.23,0.0,0.0,54.38,54.38,54.38,0.0,0.0,54.22,54.22,54.22,0.0,0.0,54.22,54.22,54.22,0.0,0.0
2018-06-03,54.67,54.67,54.67,0.0,0.0,54.77,54.77,54.77,0.0,0.0,54.55,54.55,54.55,0.0,0.0,54.7,54.7,54.7,0.0,0.0
2018-06-10,53.95,53.95,53.95,0.0,0.0,54.18,54.18,54.18,0.0,0.0,53.9,53.9,53.9,0.0,0.0,54.18,54.18,54.18,0.0,0.0
2018-06-17,53.64,53.64,53.64,0.0,0.0,53.8,53.8,53.8,0.0,0.0,53.1,53.1,53.1,0.0,0.0,53.33,53.33,53.33,0.0,0.0
2018-06-24,52.87,52.87,52.87,0.0,0.0,53.25,53.25,53.25,0.0,0.0,52.87,52.87,52.87,0.0,0.0,53.25,53.25,53.25,0.0,0.0
2018-07-01,53.45,53.45,53.45,0.0,0.0,53.81,53.81,53.81,0.0,0.0,53.45,53.45,53.45,0.0,0.0,53.81,53.81,53.81,0.0,0.0
2018-07-08,53.85,53.85,53.85,0.0,0.0,53.85,53.85,53.85,0.0,0.0,53.68,53.68,53.68,0.0,0.0,53.78,53.78,53.78,0.0,0.0
2018-07-15,53.77,53.77,53.77,0.0,0.0,53.87,53.87,53.87,0.0,0.0,53.73,53.73,53.73,0.0,0.0,53.81,53.81,53.81,0.0,0.0
2018-07-22,54.21,54.21,54.21,0.0,0.0,54.27,54.27,54.27,0.0,0.0,54.02,54.02,54.02,0.0,0.0,54.1,54.1,54.1,0.0,0.0
2018-07-29,54.1,54.1,54.1,0.0,0.0,54.26,54.26,54.26,0.0,0.0,54.07,54.07,54.07,0.0,0.0,54.25,54.25,54.25,0.0,0.0
2018-08-05,53.74,53.74,53.74,0.0,0.0,53.87,53.87,53.87,0.0,0.0,53.53,53.53,53.53,0.0,0.0,53.61,53.61,53.61,0.0,0.0
2018-08-12,53.95,53.95,53.95,0.0,0.0,54.09,54.09,54.09,0.0,0.0,53.95,53.95,53.95,0.0,0.0,54.03,54.03,54.03,0.0,0.0
2018-08-19,54.65,54.65,54.65,0.0,0.0,54.85,54.85,54.85,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.8,54.8,54.8,0.0,0.0
2018-08-26,54.58,54.58,54.58,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.42,54.42,54.42,0.0,0.0,54.64,54.64,54.64,0.0,0.0
2018-09-02,54.0,54.0,54.0,0.0,0.0,54.0,54.0,54.0,0.0,0.0,53.8,53.8,53.8,0.0,0.0,53.86,53.86,53.86,0.0,0.0
2018-09-09,54.37,54.37,54.37,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.16,54.16,54.16,0.0,0.0,54.19,54.19,54.19,0.0,0.0
2018-09-16,54.87,54.87,54.87,0.0,0.0,54.92,54.92,54.92,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.81,54.81,54.81,0.0,0.0
2018-09-23,54.87,54.87,54.87,0.0,0.0,54.99,54.99,54.99,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.74,54.74,54.74,0.0,0.0
2018-09-30,53.38,53.38,53.38,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.18,53.18,53.18,0.0,0.0,53.5,53.5,53.5,0.0,0.0
2018-10-07,51.87,51.87,51.87,0.0,0.0,52.08,52.08,52.08,0.0,0.0,51.75,51.75,51.75,0.0,0.0,51.86,51.86,51.86,0.0,0.0
2018-10-14,52.03,52.03,52.03,0.0,0.0,52.05,52.05,52.05,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.72,51.72,51.72,0.0,0.0
2018-10-21,50.83,50.83,50.83,0.0,0.0,51.0,51.0,51.0,0.0,0.0,49.67,49.67,49.67,0.0,0.0,50.09,50.09,50.09,0.0,0.0
2018-10-28,51.66,51.66,51.66,0.0,0.0,51.77,51.77,51.77,0.0,0.0,51.53,51.53,51.53,0.0,0.0,51.68,51.68,51.68,0.0,0.0
2018-11-04,51.79,51.79,51.79,0.0,0.0,51.79,51.79,51.79,0.0,0.0,51.1,51.1,51.1,0.0,0.0,51.15,51.15,51.15,0.0,0.0
2018-11-11,51.52,51.52,51.52,0.0,0.0,51.64,51.64,51.64,0.0,0.0,50.98,50.98,50.98,0.0,0.0,51.0,51.0,51.0,0.0,0.0
2018-11-18,50.86,50.86,50.86,0.0,0.0,51.02,51.02,51.02,0.0,0.0,50.78,50.78,50.78,0.0,0.0,51.01,51.01,51.01,0.0,0.0
2018-11-25,52.31,52.31,52.31,0.0,0.0,52.51,52.51,52.51,0.0,0.0,52.12,52.12,52.12,0.0,0.0,52.29,52.29,52.29,0.0,0.0
2018-12-02,50.16,50.16,50.16,0.0,0.0,50.24,50.24,50.24,0.0,0.0,49.5,49.5,49.5,0.0,0.0,50.14,50.14,50.14,0.0,0.0
2018-12-09,49.77,49.77,49.77,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.08,49.08,49.08,0.0,0.0,49.28,49.28,49.28,0.0,0.0
2018-12-16,47.58,47.58,47.58,0.0,0.0,47.77,47.77,47.77,0.0,0.0,47.04,47.04,47.04,0.0,0.0,47.04,47.04,47.04,0.0,0.0
2018-12-23,48.7,48.7,48.7,0.0,0.0,49.67,49.67,49.67,0.0,0.0,48.29,48.29,48.29,0.0,0.0,48.55,48.55,48.55,0.0,0.0
2018-12-30,49.2,49.2,49.2,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.12,49.12,49.12,0.0,0.0,49.34,49.34,49.34,0.0,0.0
2019-01-06,49.77,49.77,49.77,0.0,0.0,49.94,49.94,49.94,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.86,49.86,49.86,0.0,0.0
