Date,iShares Core Aggressive Allocation_Open_average,iShares Core Aggressive Allocation_Open_max,iShares Core Aggressive Allocation_Open_min,iShares Core Aggressive Allocation_Open_volatility,iShares Core Aggressive Allocation_Open_change,iShares Core Aggressive Allocation_High_average,iShares Core Aggressive Allocation_High_max,iShares Core Aggressive Allocation_High_min,iShares Core Aggressive Allocation_High_volatility,iShares Core Aggressive Allocation_High_change,iShares Core Aggressive Allocation_Low_average,iShares Core Aggressive Allocation_Low_max,iShares Core Aggressive Allocation_Low_min,iShares Core Aggressive Allocation_Low_volatility,iShares Core Aggressive Allocation_Low_change,iShares Core Aggressive Allocation_Close_average,iShares Core Aggressive Allocation_Close_max,iShares Core Aggressive Allocation_Close_min,iShares Core Aggressive Allocation_Close_volatility,iShares Core Aggressive Allocation_Close_change
2019-01-13,50.92,50.92,50.92,0.0,0.0,51.08,51.08,51.08,0.0,0.0,50.77,50.77,50.77,0.0,0.0,51.02,51.02,51.02,0.0,0.0
2019-01-20,50.79,50.79,50.79,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.79,50.79,50.79,0.0,0.0
2019-01-27,51.65,51.65,51.65,0.0,0.0,51.85,51.85,51.85,0.0,0.0,51.56,51.56,51.56,0.0,0.0,51.85,51.85,51.85,0.0,0.0
2019-02-03,51.54,51.54,51.54,0.0,0.0,51.6,51.6,51.6,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.59,51.59,51.59,0.0,0.0
2019-02-10,52.31,52.31,52.31,0.0,0.0,52.48,52.48,52.48,0.0,0.0,52.31,52.31,52.31,0.0,0.0,52.46,52.46,52.46,0.0,0.0
2019-02-17,53.14,53.14,53.14,0.0,0.0,53.25,53.25,53.25,0.0,0.0,52.97,52.97,52.97,0.0,0.0,52.99,52.99,52.99,0.0,0.0
2019-02-24,53.15,53.15,53.15,0.0,0.0,53.18,53.18,53.18,0.0,0.0,52.62,52.62,52.62,0.0,0.0,52.86,52.86,52.86,0.0,0.0
2019-03-03,52.28,52.28,52.28,0.0,0.0,52.71,52.71,52.71,0.0,0.0,52.28,52.28,52.28,0.0,0.0,52.7,52.7,52.7,0.0,0.0
2019-03-10,53.43,53.43,53.43,0.0,0.0,53.61,53.61,53.61,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.57,53.57,53.57,0.0,0.0
2019-03-17,53.0,53.0,53.0,0.0,0.0,53.12,53.12,53.12,0.0,0.0,52.84,52.84,52.84,0.0,0.0,53.03,53.03,53.03,0.0,0.0
2019-03-24,53.81,53.81,53.81,0.0,0.0,54.05,54.05,54.05,0.0,0.0,53.81,53.81,53.81,0.0,0.0,54.0,54.0,54.0,0.0,0.0
2019-03-31,54.26,54.26,54.26,0.0,0.0,54.34,54.34,54.34,0.0,0.0,54.12,54.12,54.12,0.0,0.0,54.34,54.34,54.34,0.0,0.0
2019-04-07,54.5,54.5,54.5,0.0,0.0,54.5,54.5,54.5,0.0,0.0,54.34,54.34,54.34,0.0,0.0,54.46,54.46,54.46,0.0,0.0
2019-04-14,54.33,54.33,54.33,0.0,0.0,54.51,54.51,54.51,0.0,0.0,54.3,54.3,54.3,0.0,0.0,54.51,54.51,54.51,0.0,0.0
2019-04-21,54.7,54.7,54.7,0.0,0.0,54.85,54.85,54.85,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.82,54.82,54.82,0.0,0.0
2019-04-28,54.18,54.18,54.18,0.0,0.0,54.62,54.62,54.62,0.0,0.0,54.0,54.0,54.0,0.0,0.0,54.59,54.59,54.59,0.0,0.0
2019-05-05,53.03,53.03,53.03,0.0,0.0,53.1,53.1,53.1,0.0,0.0,52.65,52.65,52.65,0.0,0.0,52.81,52.81,52.81,0.0,0.0
2019-05-12,53.12,53.12,53.12,0.0,0.0,53.29,53.29,53.29,0.0,0.0,53.01,53.01,53.01,0.0,0.0,53.15,53.15,53.15,0.0,0.0
2019-05-19,53.12,53.12,53.12,0.0,0.0,53.19,53.19,53.19,0.0,0.0,52.99,52.99,52.99,0.0,0.0,53.1,53.1,53.1,0.0,0.0
2019-05-26,52.38,52.38,52.38,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.38,52.38,52.38,0.0,0.0
2019-06-02,54.02,54.02,54.02,0.0,0.0,54.25,54.25,54.25,0.0,0.0,54.02,54.02,54.02,0.0,0.0,54.1,54.1,54.1,0.0,0.0
2019-06-09,53.98,53.98,53.98,0.0,0.0,54.05,54.05,54.05,0.0,0.0,53.88,53.88,53.88,0.0,0.0,53.97,53.97,53.97,0.0,0.0
2019-06-16,55.06,55.06,55.06,0.0,0.0,55.14,55.14,55.14,0.0,0.0,55.03,55.03,55.03,0.0,0.0,55.06,55.06,55.06,0.0,0.0
2019-06-23,55.52,55.52,55.52,0.0,0.0,55.75,55.75,55.75,0.0,0.0,55.3,55.3,55.3,0.0,0.0,55.45,55.45,55.45,0.0,0.0
2019-06-30,54.93,54.93,54.93,0.0,0.0,54.97,54.97,54.97,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.91,54.91,54.91,0.0,0.0
2019-07-07,55.24,55.24,55.24,0.0,0.0,55.25,55.25,55.25,0.0,0.0,55.11,55.11,55.11,0.0,0.0,55.21,55.21,55.21,0.0,0.0
2019-07-14,54.91,54.91,54.91,0.0,0.0,54.99,54.99,54.99,0.0,0.0,54.85,54.85,54.85,0.0,0.0,54.89,54.89,54.89,0.0,0.0
2019-07-21,55.26,55.26,55.26,0.0,0.0,55.3,55.3,55.3,0.0,0.0,55.15,55.15,55.15,0.0,0.0,55.18,55.18,55.18,0.0,0.0
2019-07-28,53.41,53.41,53.41,0.0,0.0,53.5,53.5,53.5,0.0,0.0,52.56,52.56,52.56,0.0,0.0,52.81,52.81,52.81,0.0,0.0
2019-08-04,53.5,53.5,53.5,0.0,0.0,53.51,53.51,53.51,0.0,0.0,53.2,53.2,53.2,0.0,0.0,53.3,53.3,53.3,0.0,0.0
2019-08-11,53.72,53.72,53.72,0.0,0.0,53.78,53.78,53.78,0.0,0.0,53.65,53.65,53.65,0.0,0.0,53.72,53.72,53.72,0.0,0.0
2019-08-18,53.25,53.25,53.25,0.0,0.0,53.33,53.33,53.33,0.0,0.0,53.07,53.07,53.07,0.0,0.0,53.26,53.26,53.26,0.0,0.0
2019-08-25,54.08,54.08,54.08,0.0,0.0,54.1,54.1,54.1,0.0,0.0,53.81,53.81,53.81,0.0,0.0,53.98,53.98,53.98,0.0,0.0
2019-09-01,54.84,54.84,54.84,0.0,0.0,54.87,54.87,54.87,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.78,54.78,54.78,0.0,0.0
2019-09-08,55.16,55.16,55.16,0.0,0.0,55.23,55.23,55.23,0.0,0.0,55.07,55.07,55.07,0.0,0.0,55.17,55.17,55.17,0.0,0.0
2019-09-15,55.17,55.17,55.17,0.0,0.0,55.19,55.19,55.19,0.0,0.0,54.99,54.99,54.99,0.0,0.0,55.15,55.15,55.15,0.0,0.0
2019-09-22,54.79,54.79,54.79,0.0,0.0,54.99,54.99,54.99,0.0,0.0,54.79,54.79,54.79,0.0,0.0,54.92,54.92,54.92,0.0,0.0
2019-09-29,54.24,54.24,54.24,0.0,0.0,54.44,54.44,54.44,0.0,0.0,54.2,54.2,54.2,0.0,0.0,54.23,54.23,54.23,0.0,0.0
2019-10-06,54.72,54.72,54.72,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.66,54.66,54.66,0.0,0.0,54.75,54.75,54.75,0.0,0.0
2019-10-13,55.41,55.41,55.41,0.0,0.0,55.45,55.45,55.45,0.0,0.0,55.32,55.32,55.32,0.0,0.0,55.45,55.45,55.45,0.0,0.0
2019-10-20,55.73,55.73,55.73,0.0,0.0,55.93,55.93,55.93,0.0,0.0,55.73,55.73,55.73,0.0,0.0,55.85,55.85,55.85,0.0,0.0
2019-10-27,56.56,56.56,56.56,0.0,0.0,56.67,56.67,56.67,0.0,0.0,56.46,56.46,56.46,0.0,0.0,56.57,56.57,56.57,0.0,0.0
2019-11-03,56.41,56.41,56.41,0.0,0.0,56.53,56.53,56.53,0.0,0.0,56.33,56.33,56.33,0.0,0.0,56.52,56.52,56.52,0.0,0.0
2019-11-10,56.79,56.79,56.79,0.0,0.0,56.89,56.89,56.89,0.0,0.0,56.72,56.72,56.72,0.0,0.0,56.85,56.85,56.85,0.0,0.0
2019-11-17,56.8,56.8,56.8,0.0,0.0,57.0,57.0,57.0,0.0,0.0,56.8,56.8,56.8,0.0,0.0,57.0,57.0,57.0,0.0,0.0
2019-11-24,56.91,56.91,56.91,0.0,0.0,56.91,56.91,56.91,0.0,0.0,56.52,56.52,56.52,0.0,0.0,56.57,56.57,56.57,0.0,0.0
2019-12-01,57.11,57.11,57.11,0.0,0.0,57.21,57.21,57.21,0.0,0.0,56.95,56.95,56.95,0.0,0.0,56.95,56.95,56.95,0.0,0.0
2019-12-08,58.01,58.01,58.01,0.0,0.0,58.24,58.24,58.24,0.0,0.0,58.0,58.0,58.0,0.0,0.0,58.14,58.14,58.14,0.0,0.0
2019-12-15,58.41,58.41,58.41,0.0,0.0,58.42,58.42,58.42,0.0,0.0,58.35,58.35,58.35,0.0,0.0,58.4,58.4,58.4,0.0,0.0
2019-12-22,58.19,58.19,58.19,0.0,0.0,58.19,58.19,58.19,0.0,0.0,57.8,57.8,57.8,0.0,0.0,57.8,57.8,57.8,0.0,0.0
2019-12-29,57.92,57.92,57.92,0.0,0.0,58.26,58.26,58.26,0.0,0.0,57.89,57.89,57.89,0.0,0.0,58.11,58.11,58.11,0.0,0.0
