Date,Janus SmallMid Cap Growth Alpha_Open_average,Janus SmallMid Cap Growth Alpha_Open_max,Janus SmallMid Cap Growth Alpha_Open_min,Janus SmallMid Cap Growth Alpha_Open_volatility,Janus SmallMid Cap Growth Alpha_Open_change,Janus SmallMid Cap Growth Alpha_High_average,Janus SmallMid Cap Growth Alpha_High_max,Janus SmallMid Cap Growth Alpha_High_min,Janus SmallMid Cap Growth Alpha_High_volatility,Janus SmallMid Cap Growth Alpha_High_change,Janus SmallMid Cap Growth Alpha_Low_average,Janus SmallMid Cap Growth Alpha_Low_max,Janus SmallMid Cap Growth Alpha_Low_min,Janus SmallMid Cap Growth Alpha_Low_volatility,Janus SmallMid Cap Growth Alpha_Low_change,Janus SmallMid Cap Growth Alpha_Close_average,Janus SmallMid Cap Growth Alpha_Close_max,Janus SmallMid Cap Growth Alpha_Close_min,Janus SmallMid Cap Growth Alpha_Close_volatility,Janus SmallMid Cap Growth Alpha_Close_change
2018-03-25,39.31,39.31,39.31,0.0,0.0,39.81,39.81,39.81,0.0,0.0,38.86,38.86,38.86,0.0,0.0,39.02,39.02,39.02,0.0,0.0
2018-04-01,39.43,39.43,39.43,0.0,0.0,39.94,39.94,39.94,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.43,39.43,39.43,0.0,0.0
2018-04-08,40.03,40.03,40.03,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.03,40.03,40.03,0.0,0.0,40.34,40.34,40.34,0.0,0.0
2018-04-15,40.68,40.68,40.68,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.47,40.47,40.47,0.0,0.0
2018-04-22,39.92,39.92,39.92,0.0,0.0,39.92,39.92,39.92,0.0,0.0,39.82,39.82,39.82,0.0,0.0,39.82,39.82,39.82,0.0,0.0
2018-04-29,40.54,40.54,40.54,0.0,0.0,40.54,40.54,40.54,0.0,0.0,40.53,40.53,40.53,0.0,0.0,40.53,40.53,40.53,0.0,0.0
2018-05-06,41.44,41.44,41.44,0.0,0.0,41.78,41.78,41.78,0.0,0.0,41.4,41.4,41.4,0.0,0.0,41.4,41.4,41.4,0.0,0.0
2018-05-13,42.47,42.47,42.47,0.0,0.0,42.47,42.47,42.47,0.0,0.0,41.83,41.83,41.83,0.0,0.0,41.83,41.83,41.83,0.0,0.0
2018-05-20,42.27,42.27,42.27,0.0,0.0,42.27,42.27,42.27,0.0,0.0,41.93,41.93,41.93,0.0,0.0,41.97,41.97,41.97,0.0,0.0
2018-05-27,43.21,43.21,43.21,0.0,0.0,43.21,43.21,43.21,0.0,0.0,42.34,42.34,42.34,0.0,0.0,42.54,42.54,42.54,0.0,0.0
2018-06-03,43.77,43.77,43.77,0.0,0.0,43.77,43.77,43.77,0.0,0.0,43.32,43.32,43.32,0.0,0.0,43.37,43.37,43.37,0.0,0.0
2018-06-10,44.24,44.24,44.24,0.0,0.0,44.24,44.24,44.24,0.0,0.0,43.8,43.8,43.8,0.0,0.0,44.08,44.08,44.08,0.0,0.0
2018-06-17,43.03,43.03,43.03,0.0,0.0,43.03,43.03,43.03,0.0,0.0,42.38,42.38,42.38,0.0,0.0,42.38,42.38,42.38,0.0,0.0
2018-06-24,42.27,42.27,42.27,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.23,42.23,42.23,0.0,0.0,42.51,42.51,42.51,0.0,0.0
2018-07-01,44.25,44.25,44.25,0.0,0.0,44.25,44.25,44.25,0.0,0.0,43.8,43.8,43.8,0.0,0.0,44.0,44.0,44.0,0.0,0.0
2018-07-08,43.69,43.69,43.69,0.0,0.0,43.69,43.69,43.69,0.0,0.0,43.57,43.57,43.57,0.0,0.0,43.58,43.58,43.58,0.0,0.0
2018-07-15,44.52,44.52,44.52,0.0,0.0,44.52,44.52,44.52,0.0,0.0,44.21,44.21,44.21,0.0,0.0,44.21,44.21,44.21,0.0,0.0
2018-07-22,43.15,43.15,43.15,0.0,0.0,43.15,43.15,43.15,0.0,0.0,42.81,42.81,42.81,0.0,0.0,42.95,42.95,42.95,0.0,0.0
2018-07-29,44.01,44.01,44.01,0.0,0.0,44.07,44.07,44.07,0.0,0.0,43.92,43.92,43.92,0.0,0.0,44.07,44.07,44.07,0.0,0.0
2018-08-05,44.72,44.72,44.72,0.0,0.0,44.72,44.72,44.72,0.0,0.0,44.24,44.24,44.24,0.0,0.0,44.24,44.24,44.24,0.0,0.0
2018-08-12,45.23,45.23,45.23,0.0,0.0,45.27,45.27,45.27,0.0,0.0,45.04,45.04,45.04,0.0,0.0,45.25,45.25,45.25,0.0,0.0
2018-08-19,46.56,46.56,46.56,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.46,46.46,46.46,0.0,0.0,46.51,46.51,46.51,0.0,0.0
2018-08-26,46.92,46.92,46.92,0.0,0.0,47.15,47.15,47.15,0.0,0.0,46.92,46.92,46.92,0.0,0.0,47.15,47.15,47.15,0.0,0.0
2018-09-02,46.94,46.94,46.94,0.0,0.0,46.94,46.94,46.94,0.0,0.0,46.71,46.71,46.71,0.0,0.0,46.88,46.88,46.88,0.0,0.0
2018-09-09,46.95,46.95,46.95,0.0,0.0,46.95,46.95,46.95,0.0,0.0,46.63,46.63,46.63,0.0,0.0,46.63,46.63,46.63,0.0,0.0
2018-09-16,47.14,47.14,47.14,0.0,0.0,47.14,47.14,47.14,0.0,0.0,46.15,46.15,46.15,0.0,0.0,46.35,46.35,46.35,0.0,0.0
2018-09-23,46.9,46.9,46.9,0.0,0.0,46.9,46.9,46.9,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.55,45.55,45.55,0.0,0.0
2018-09-30,43.37,43.37,43.37,0.0,0.0,43.82,43.82,43.82,0.0,0.0,43.24,43.24,43.24,0.0,0.0,43.61,43.61,43.61,0.0,0.0
2018-10-07,41.74,41.74,41.74,0.0,0.0,41.96,41.96,41.96,0.0,0.0,41.47,41.47,41.47,0.0,0.0,41.9,41.9,41.9,0.0,0.0
2018-10-14,41.71,41.71,41.71,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.17,41.17,41.17,0.0,0.0,41.41,41.41,41.41,0.0,0.0
2018-10-21,40.46,40.46,40.46,0.0,0.0,41.48,41.48,41.48,0.0,0.0,38.76,38.76,38.76,0.0,0.0,39.46,39.46,39.46,0.0,0.0
2018-10-28,41.3,41.3,41.3,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.14,41.14,41.14,0.0,0.0,41.38,41.38,41.38,0.0,0.0
2018-11-04,42.2,42.2,42.2,0.0,0.0,42.2,42.2,42.2,0.0,0.0,40.71,40.71,40.71,0.0,0.0,41.0,41.0,41.0,0.0,0.0
2018-11-11,41.42,41.42,41.42,0.0,0.0,41.42,41.42,41.42,0.0,0.0,39.82,39.82,39.82,0.0,0.0,40.07,40.07,40.07,0.0,0.0
2018-11-18,40.26,40.26,40.26,0.0,0.0,40.73,40.73,40.73,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.45,40.45,40.45,0.0,0.0
2018-11-25,43.17,43.17,43.17,0.0,0.0,43.17,43.17,43.17,0.0,0.0,42.1,42.1,42.1,0.0,0.0,42.56,42.56,42.56,0.0,0.0
2018-12-02,39.5,39.5,39.5,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.0,39.0,39.0,0.0,0.0,39.26,39.26,39.26,0.0,0.0
2018-12-09,38.0,38.0,38.0,0.0,0.0,38.22,38.22,38.22,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.47,37.47,37.47,0.0,0.0
2018-12-16,34.46,34.46,34.46,0.0,0.0,35.09,35.09,35.09,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.41,34.41,34.41,0.0,0.0
2018-12-23,36.49,36.49,36.49,0.0,0.0,37.13,37.13,37.13,0.0,0.0,36.49,36.49,36.49,0.0,0.0,36.81,36.81,36.81,0.0,0.0
2018-12-30,38.08,38.08,38.08,0.0,0.0,38.08,38.08,38.08,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.85,37.85,37.85,0.0,0.0
2019-01-06,41.8,41.8,41.8,0.0,0.0,41.8,41.8,41.8,0.0,0.0,39.11,39.11,39.11,0.0,0.0,39.14,39.14,39.14,0.0,0.0
2019-01-13,40.01,40.01,40.01,0.0,0.0,40.74,40.74,40.74,0.0,0.0,40.01,40.01,40.01,0.0,0.0,40.6,40.6,40.6,0.0,0.0
2019-01-20,41.11,41.11,41.11,0.0,0.0,41.11,41.11,41.11,0.0,0.0,40.44,40.44,40.44,0.0,0.0,40.6,40.6,40.6,0.0,0.0
2019-01-27,41.41,41.41,41.41,0.0,0.0,41.85,41.85,41.85,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.81,41.81,41.81,0.0,0.0
2019-02-03,42.0,42.0,42.0,0.0,0.0,42.35,42.35,42.35,0.0,0.0,41.97,41.97,41.97,0.0,0.0,42.32,42.32,42.32,0.0,0.0
2019-02-10,43.59,43.59,43.59,0.0,0.0,43.84,43.84,43.84,0.0,0.0,43.58,43.58,43.58,0.0,0.0,43.73,43.73,43.73,0.0,0.0
2019-02-17,44.74,44.74,44.74,0.0,0.0,44.74,44.74,44.74,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.45,44.45,44.45,0.0,0.0
2019-02-24,44.68,44.68,44.68,0.0,0.0,44.68,44.68,44.68,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.56,43.56,43.56,0.0,0.0
2019-03-03,42.75,42.75,42.75,0.0,0.0,43.02,43.02,43.02,0.0,0.0,42.51,42.51,42.51,0.0,0.0,42.88,42.88,42.88,0.0,0.0
2019-03-10,43.03,43.03,43.03,0.0,0.0,43.46,43.46,43.46,0.0,0.0,43.03,43.03,43.03,0.0,0.0,43.39,43.39,43.39,0.0,0.0
2019-03-17,42.0,42.0,42.0,0.0,0.0,42.28,42.28,42.28,0.0,0.0,41.7,41.7,41.7,0.0,0.0,42.25,42.25,42.25,0.0,0.0
2019-03-24,43.77,43.77,43.77,0.0,0.0,43.77,43.77,43.77,0.0,0.0,43.49,43.49,43.49,0.0,0.0,43.7,43.7,43.7,0.0,0.0
2019-03-31,44.25,44.25,44.25,0.0,0.0,44.64,44.64,44.64,0.0,0.0,44.16,44.16,44.16,0.0,0.0,44.52,44.52,44.52,0.0,0.0
2019-04-07,44.85,44.85,44.85,0.0,0.0,44.98,44.98,44.98,0.0,0.0,44.81,44.81,44.81,0.0,0.0,44.82,44.82,44.82,0.0,0.0
2019-04-14,44.69,44.69,44.69,0.0,0.0,44.77,44.77,44.77,0.0,0.0,44.51,44.51,44.51,0.0,0.0,44.67,44.67,44.67,0.0,0.0
2019-04-21,45.28,45.28,45.28,0.0,0.0,45.7,45.7,45.7,0.0,0.0,45.28,45.28,45.28,0.0,0.0,45.56,45.56,45.56,0.0,0.0
2019-04-28,44.89,44.89,44.89,0.0,0.0,45.62,45.62,45.62,0.0,0.0,44.89,44.89,44.89,0.0,0.0,45.6,45.6,45.6,0.0,0.0
2019-05-05,44.0,44.0,44.0,0.0,0.0,44.0,44.0,44.0,0.0,0.0,42.42,42.42,42.42,0.0,0.0,42.55,42.55,42.55,0.0,0.0
2019-05-12,43.19,43.19,43.19,0.0,0.0,43.19,43.19,43.19,0.0,0.0,42.54,42.54,42.54,0.0,0.0,42.54,42.54,42.54,0.0,0.0
2019-05-19,42.74,42.74,42.74,0.0,0.0,42.74,42.74,42.74,0.0,0.0,42.32,42.32,42.32,0.0,0.0,42.56,42.56,42.56,0.0,0.0
2019-05-26,41.36,41.36,41.36,0.0,0.0,41.81,41.81,41.81,0.0,0.0,41.34,41.34,41.34,0.0,0.0,41.38,41.38,41.38,0.0,0.0
2019-06-02,43.99,43.99,43.99,0.0,0.0,44.33,44.33,44.33,0.0,0.0,43.99,43.99,43.99,0.0,0.0,44.07,44.07,44.07,0.0,0.0
2019-06-09,43.59,43.59,43.59,0.0,0.0,43.87,43.87,43.87,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.84,43.84,43.84,0.0,0.0
2019-06-16,44.51,44.51,44.51,0.0,0.0,44.62,44.62,44.62,0.0,0.0,44.29,44.29,44.29,0.0,0.0,44.29,44.29,44.29,0.0,0.0
2019-06-23,45.7,45.7,45.7,0.0,0.0,45.73,45.73,45.73,0.0,0.0,45.3,45.3,45.3,0.0,0.0,45.43,45.43,45.43,0.0,0.0
2019-06-30,45.7,45.7,45.7,0.0,0.0,45.7,45.7,45.7,0.0,0.0,44.63,44.63,44.63,0.0,0.0,44.95,44.95,44.95,0.0,0.0
2019-07-07,45.41,45.41,45.41,0.0,0.0,45.41,45.41,45.41,0.0,0.0,45.17,45.17,45.17,0.0,0.0,45.32,45.32,45.32,0.0,0.0
2019-07-14,45.18,45.18,45.18,0.0,0.0,45.55,45.55,45.55,0.0,0.0,45.18,45.18,45.18,0.0,0.0,45.38,45.38,45.38,0.0,0.0
2019-07-21,45.94,45.94,45.94,0.0,0.0,45.94,45.94,45.94,0.0,0.0,45.73,45.73,45.73,0.0,0.0,45.81,45.81,45.81,0.0,0.0
2019-07-28,43.98,43.98,43.98,0.0,0.0,43.98,43.98,43.98,0.0,0.0,42.62,42.62,42.62,0.0,0.0,43.07,43.07,43.07,0.0,0.0
2019-08-04,43.76,43.76,43.76,0.0,0.0,43.81,43.81,43.81,0.0,0.0,43.53,43.53,43.53,0.0,0.0,43.57,43.57,43.57,0.0,0.0
2019-08-11,43.58,43.58,43.58,0.0,0.0,44.29,44.29,44.29,0.0,0.0,43.58,43.58,43.58,0.0,0.0,44.07,44.07,44.07,0.0,0.0
2019-08-18,44.04,44.04,44.04,0.0,0.0,44.04,44.04,44.04,0.0,0.0,42.97,42.97,42.97,0.0,0.0,43.09,43.09,43.09,0.0,0.0
2019-08-25,44.06,44.06,44.06,0.0,0.0,44.06,44.06,44.06,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.69,43.69,43.69,0.0,0.0
2019-09-01,44.22,44.22,44.22,0.0,0.0,44.26,44.26,44.26,0.0,0.0,43.88,43.88,43.88,0.0,0.0,43.88,43.88,43.88,0.0,0.0
2019-09-08,45.33,45.33,45.33,0.0,0.0,45.34,45.34,45.34,0.0,0.0,44.78,44.78,44.78,0.0,0.0,45.21,45.21,45.21,0.0,0.0
2019-09-15,44.56,44.56,44.56,0.0,0.0,44.72,44.72,44.72,0.0,0.0,44.45,44.45,44.45,0.0,0.0,44.63,44.63,44.63,0.0,0.0
2019-09-22,43.36,43.36,43.36,0.0,0.0,43.98,43.98,43.98,0.0,0.0,43.36,43.36,43.36,0.0,0.0,43.77,43.77,43.77,0.0,0.0
2019-09-29,43.06,43.06,43.06,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.06,43.06,43.06,0.0,0.0,43.09,43.09,43.09,0.0,0.0
2019-10-06,42.95,42.95,42.95,0.0,0.0,43.47,43.47,43.47,0.0,0.0,42.95,42.95,42.95,0.0,0.0,43.32,43.32,43.32,0.0,0.0
2019-10-13,44.06,44.06,44.06,0.0,0.0,44.11,44.11,44.11,0.0,0.0,43.95,43.95,43.95,0.0,0.0,44.03,44.03,44.03,0.0,0.0
2019-10-20,44.26,44.26,44.26,0.0,0.0,45.19,45.19,45.19,0.0,0.0,44.26,44.26,44.26,0.0,0.0,45.05,45.05,45.05,0.0,0.0
2019-10-27,45.03,45.03,45.03,0.0,0.0,45.11,45.11,45.11,0.0,0.0,44.97,44.97,44.97,0.0,0.0,45.11,45.11,45.11,0.0,0.0
2019-11-03,45.48,45.48,45.48,0.0,0.0,45.53,45.53,45.53,0.0,0.0,45.35,45.35,45.35,0.0,0.0,45.35,45.35,45.35,0.0,0.0
2019-11-10,45.43,45.43,45.43,0.0,0.0,46.01,46.01,46.01,0.0,0.0,45.43,45.43,45.43,0.0,0.0,45.93,45.93,45.93,0.0,0.0
2019-11-17,46.67,46.67,46.67,0.0,0.0,47.08,47.08,47.08,0.0,0.0,46.67,46.67,46.67,0.0,0.0,46.92,46.92,46.92,0.0,0.0
2019-11-24,47.67,47.67,47.67,0.0,0.0,47.67,47.67,47.67,0.0,0.0,46.58,46.58,46.58,0.0,0.0,46.63,46.63,46.63,0.0,0.0
2019-12-01,47.35,47.35,47.35,0.0,0.0,47.35,47.35,47.35,0.0,0.0,46.98,46.98,46.98,0.0,0.0,47.02,47.02,47.02,0.0,0.0
2019-12-08,47.75,47.75,47.75,0.0,0.0,48.02,48.02,48.02,0.0,0.0,47.67,47.67,47.67,0.0,0.0,47.67,47.67,47.67,0.0,0.0
2019-12-15,48.72,48.72,48.72,0.0,0.0,48.74,48.74,48.74,0.0,0.0,48.14,48.14,48.14,0.0,0.0,48.3,48.3,48.3,0.0,0.0
2019-12-22,48.15,48.15,48.15,0.0,0.0,48.17,48.17,48.17,0.0,0.0,47.79,47.79,47.79,0.0,0.0,47.93,47.93,47.93,0.0,0.0
2019-12-29,47.34,47.34,47.34,0.0,0.0,48.37,48.37,48.37,0.0,0.0,47.34,47.34,47.34,0.0,0.0,48.28,48.28,48.28,0.0,0.0
