Date,AAM S&P EM Sector High Dividend_Open_average,AAM S&P EM Sector High Dividend_Open_max,AAM S&P EM Sector High Dividend_Open_min,AAM S&P EM Sector High Dividend_Open_volatility,AAM S&P EM Sector High Dividend_Open_change,AAM S&P EM Sector High Dividend_High_average,AAM S&P EM Sector High Dividend_High_max,AAM S&P EM Sector High Dividend_High_min,AAM S&P EM Sector High Dividend_High_volatility,AAM S&P EM Sector High Dividend_High_change,AAM S&P EM Sector High Dividend_Low_average,AAM S&P EM Sector High Dividend_Low_max,AAM S&P EM Sector High Dividend_Low_min,AAM S&P EM Sector High Dividend_Low_volatility,AAM S&P EM Sector High Dividend_Low_change,AAM S&P EM Sector High Dividend_Close_average,AAM S&P EM Sector High Dividend_Close_max,AAM S&P EM Sector High Dividend_Close_min,AAM S&P EM Sector High Dividend_Close_volatility,AAM S&P EM Sector High Dividend_Close_change
2018-04-29,25.16,25.16,25.16,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.19,25.19,25.19,0.0,0.0
2018-05-06,25.34,25.34,25.34,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.33,25.33,25.33,0.0,0.0
2018-05-13,24.87,24.87,24.87,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.87,24.87,24.87,0.0,0.0
2018-05-20,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2018-05-27,24.83,24.83,24.83,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.83,24.83,24.83,0.0,0.0
2018-06-03,25.01,25.01,25.01,0.0,0.0,25.01,25.01,25.01,0.0,0.0,25.01,25.01,25.01,0.0,0.0,25.01,25.01,25.01,0.0,0.0
2018-06-10,24.04,24.04,24.04,0.0,0.0,24.07,24.07,24.07,0.0,0.0,23.92,23.92,23.92,0.0,0.0,24.07,24.07,24.07,0.0,0.0
2018-06-17,23.7,23.7,23.7,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.73,23.73,23.73,0.0,0.0
2018-06-24,23.35,23.35,23.35,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.35,23.35,23.35,0.0,0.0
2018-07-01,23.67,23.67,23.67,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.67,23.67,23.67,0.0,0.0
2018-07-08,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0
2018-07-15,23.79,23.79,23.79,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.72,23.72,23.72,0.0,0.0
2018-07-22,24.46,24.46,24.46,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2018-07-29,23.91,23.91,23.91,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.91,23.91,23.91,0.0,0.0
2018-08-05,23.14,23.14,23.14,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.11,23.11,23.11,0.0,0.0,23.11,23.11,23.11,0.0,0.0
2018-08-12,22.93,22.93,22.93,0.0,0.0,22.98,22.98,22.98,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.98,22.98,22.98,0.0,0.0
2018-08-19,23.5,23.5,23.5,0.0,0.0,23.54,23.54,23.54,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.52,23.52,23.52,0.0,0.0
2018-08-26,23.21,23.21,23.21,0.0,0.0,23.33,23.33,23.33,0.0,0.0,23.17,23.17,23.17,0.0,0.0,23.32,23.32,23.32,0.0,0.0
2018-09-02,22.26,22.26,22.26,0.0,0.0,22.26,22.26,22.26,0.0,0.0,22.15,22.15,22.15,0.0,0.0,22.19,22.19,22.19,0.0,0.0
2018-09-09,22.48,22.48,22.48,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.45,22.45,22.45,0.0,0.0
2018-09-16,23.07,23.07,23.07,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.0,23.0,23.0,0.0,0.0
2018-09-23,22.7,22.7,22.7,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.7,22.7,22.7,0.0,0.0
2018-09-30,22.26,22.26,22.26,0.0,0.0,22.26,22.26,22.26,0.0,0.0,22.26,22.26,22.26,0.0,0.0,22.26,22.26,22.26,0.0,0.0
2018-10-07,21.65,21.65,21.65,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.7,21.7,21.7,0.0,0.0
2018-10-14,22.1,22.1,22.1,0.0,0.0,22.1,22.1,22.1,0.0,0.0,22.1,22.1,22.1,0.0,0.0,22.1,22.1,22.1,0.0,0.0
2018-10-21,21.75,21.75,21.75,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.75,21.75,21.75,0.0,0.0
2018-10-28,22.47,22.47,22.47,0.0,0.0,22.47,22.47,22.47,0.0,0.0,22.47,22.47,22.47,0.0,0.0,22.47,22.47,22.47,0.0,0.0
2018-11-04,21.91,21.91,21.91,0.0,0.0,21.91,21.91,21.91,0.0,0.0,21.91,21.91,21.91,0.0,0.0,21.91,21.91,21.91,0.0,0.0
2018-11-11,22.44,22.44,22.44,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.44,22.44,22.44,0.0,0.0
2018-11-18,22.01,22.01,22.01,0.0,0.0,22.01,22.01,22.01,0.0,0.0,22.01,22.01,22.01,0.0,0.0,22.01,22.01,22.01,0.0,0.0
2018-11-25,22.51,22.51,22.51,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.5,22.5,22.5,0.0,0.0
2018-12-02,21.49,21.49,21.49,0.0,0.0,21.64,21.64,21.64,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.64,21.64,21.64,0.0,0.0
2018-12-09,21.47,21.47,21.47,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.5,21.5,21.5,0.0,0.0
2018-12-16,21.1,21.1,21.1,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.1,21.1,21.1,0.0,0.0
2018-12-23,21.43,21.43,21.43,0.0,0.0,21.43,21.43,21.43,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.38,21.38,21.38,0.0,0.0
2018-12-30,22.15,22.15,22.15,0.0,0.0,22.15,22.15,22.15,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.14,22.14,22.14,0.0,0.0
2019-01-06,22.77,22.77,22.77,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.76,22.76,22.76,0.0,0.0,22.76,22.76,22.76,0.0,0.0
2019-01-13,23.16,23.16,23.16,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.13,23.13,23.13,0.0,0.0,23.13,23.13,23.13,0.0,0.0
2019-01-20,23.14,23.14,23.14,0.0,0.0,23.24,23.24,23.24,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.23,23.23,23.23,0.0,0.0
2019-01-27,23.89,23.89,23.89,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.86,23.86,23.86,0.0,0.0
2019-02-03,23.31,23.31,23.31,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.23,23.23,23.23,0.0,0.0
2019-02-10,23.12,23.12,23.12,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.12,23.12,23.12,0.0,0.0,23.14,23.14,23.14,0.0,0.0
2019-02-17,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.7,23.7,23.7,0.0,0.0
2019-02-24,23.25,23.25,23.25,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.39,23.39,23.39,0.0,0.0
2019-03-03,23.01,23.01,23.01,0.0,0.0,23.01,23.01,23.01,0.0,0.0,23.01,23.01,23.01,0.0,0.0,23.01,23.01,23.01,0.0,0.0
2019-03-10,23.36,23.36,23.36,0.0,0.0,23.36,23.36,23.36,0.0,0.0,23.36,23.36,23.36,0.0,0.0,23.36,23.36,23.36,0.0,0.0
2019-03-17,22.65,22.65,22.65,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.67,22.67,22.67,0.0,0.0
2019-03-24,23.05,23.05,23.05,0.0,0.0,23.09,23.09,23.09,0.0,0.0,22.96,22.96,22.96,0.0,0.0,23.09,23.09,23.09,0.0,0.0
2019-03-31,23.33,23.33,23.33,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.33,23.33,23.33,0.0,0.0,23.38,23.38,23.38,0.0,0.0
2019-04-07,23.08,23.08,23.08,0.0,0.0,23.08,23.08,23.08,0.0,0.0,23.08,23.08,23.08,0.0,0.0,23.08,23.08,23.08,0.0,0.0
2019-04-14,23.06,23.06,23.06,0.0,0.0,23.06,23.06,23.06,0.0,0.0,23.06,23.06,23.06,0.0,0.0,23.06,23.06,23.06,0.0,0.0
2019-04-21,22.74,22.74,22.74,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.68,22.68,22.68,0.0,0.0
2019-04-28,22.29,22.29,22.29,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.34,22.34,22.34,0.0,0.0
2019-05-05,21.27,21.27,21.27,0.0,0.0,21.29,21.29,21.29,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.23,21.23,21.23,0.0,0.0
2019-05-12,20.9,20.9,20.9,0.0,0.0,20.92,20.92,20.92,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.92,20.92,20.92,0.0,0.0
2019-05-19,20.96,20.96,20.96,0.0,0.0,20.96,20.96,20.96,0.0,0.0,20.86,20.86,20.86,0.0,0.0,20.86,20.86,20.86,0.0,0.0
2019-05-26,21.43,21.43,21.43,0.0,0.0,21.43,21.43,21.43,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.42,21.42,21.42,0.0,0.0
2019-06-02,21.56,21.56,21.56,0.0,0.0,21.56,21.56,21.56,0.0,0.0,21.44,21.44,21.44,0.0,0.0,21.5,21.5,21.5,0.0,0.0
2019-06-09,21.53,21.53,21.53,0.0,0.0,21.53,21.53,21.53,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.46,21.46,21.46,0.0,0.0
2019-06-16,22.37,22.37,22.37,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.32,22.32,22.32,0.0,0.0
2019-06-23,22.52,22.52,22.52,0.0,0.0,22.52,22.52,22.52,0.0,0.0,22.52,22.52,22.52,0.0,0.0,22.52,22.52,22.52,0.0,0.0
2019-06-30,22.21,22.21,22.21,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.23,22.23,22.23,0.0,0.0
2019-07-07,22.38,22.38,22.38,0.0,0.0,22.38,22.38,22.38,0.0,0.0,22.38,22.38,22.38,0.0,0.0,22.38,22.38,22.38,0.0,0.0
2019-07-14,22.46,22.46,22.46,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.46,22.46,22.46,0.0,0.0
2019-07-21,22.41,22.41,22.41,0.0,0.0,22.41,22.41,22.41,0.0,0.0,22.33,22.33,22.33,0.0,0.0,22.4,22.4,22.4,0.0,0.0
2019-07-28,20.87,20.87,20.87,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.54,20.54,20.54,0.0,0.0,20.59,20.59,20.59,0.0,0.0
2019-08-04,20.36,20.36,20.36,0.0,0.0,20.36,20.36,20.36,0.0,0.0,20.36,20.36,20.36,0.0,0.0,20.36,20.36,20.36,0.0,0.0
2019-08-11,20.21,20.21,20.21,0.0,0.0,20.24,20.24,20.24,0.0,0.0,20.21,20.21,20.21,0.0,0.0,20.24,20.24,20.24,0.0,0.0
2019-08-18,19.92,19.92,19.92,0.0,0.0,19.94,19.94,19.94,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.94,19.94,19.94,0.0,0.0
2019-08-25,20.61,20.61,20.61,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.61,20.61,20.61,0.0,0.0
2019-09-01,21.14,21.14,21.14,0.0,0.0,21.14,21.14,21.14,0.0,0.0,21.14,21.14,21.14,0.0,0.0,21.14,21.14,21.14,0.0,0.0
2019-09-08,21.67,21.67,21.67,0.0,0.0,21.67,21.67,21.67,0.0,0.0,21.67,21.67,21.67,0.0,0.0,21.67,21.67,21.67,0.0,0.0
2019-09-15,21.21,21.21,21.21,0.0,0.0,21.21,21.21,21.21,0.0,0.0,21.21,21.21,21.21,0.0,0.0,21.21,21.21,21.21,0.0,0.0
2019-09-22,20.96,20.96,20.96,0.0,0.0,20.96,20.96,20.96,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.95,20.95,20.95,0.0,0.0
2019-09-29,20.69,20.69,20.69,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.69,20.69,20.69,0.0,0.0
2019-10-06,21.03,21.03,21.03,0.0,0.0,21.03,21.03,21.03,0.0,0.0,20.98,20.98,20.98,0.0,0.0,20.98,20.98,20.98,0.0,0.0
2019-10-13,21.19,21.19,21.19,0.0,0.0,21.19,21.19,21.19,0.0,0.0,21.18,21.18,21.18,0.0,0.0,21.18,21.18,21.18,0.0,0.0
2019-10-20,21.65,21.65,21.65,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.63,21.63,21.63,0.0,0.0
2019-10-27,21.67,21.67,21.67,0.0,0.0,21.67,21.67,21.67,0.0,0.0,21.67,21.67,21.67,0.0,0.0,21.67,21.67,21.67,0.0,0.0
2019-11-03,21.61,21.61,21.61,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.59,21.59,21.59,0.0,0.0,21.65,21.65,21.65,0.0,0.0
2019-11-10,21.58,21.58,21.58,0.0,0.0,21.58,21.58,21.58,0.0,0.0,21.51,21.51,21.51,0.0,0.0,21.51,21.51,21.51,0.0,0.0
2019-11-17,21.87,21.87,21.87,0.0,0.0,21.87,21.87,21.87,0.0,0.0,21.83,21.83,21.83,0.0,0.0,21.83,21.83,21.83,0.0,0.0
2019-11-24,21.2,21.2,21.2,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.24,21.24,21.24,0.0,0.0
2019-12-01,21.49,21.49,21.49,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.49,21.49,21.49,0.0,0.0
2019-12-08,22.35,22.35,22.35,0.0,0.0,22.37,22.37,22.37,0.0,0.0,22.33,22.33,22.33,0.0,0.0,22.33,22.33,22.33,0.0,0.0
2019-12-15,22.54,22.54,22.54,0.0,0.0,22.58,22.58,22.58,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.55,22.55,22.55,0.0,0.0
2019-12-22,22.87,22.87,22.87,0.0,0.0,22.87,22.87,22.87,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.63,22.63,22.63,0.0,0.0
2019-12-29,22.72,22.72,22.72,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.71,22.71,22.71,0.0,0.0
