Date,CYRN_stock_Open_average,CYRN_stock_Open_max,CYRN_stock_Open_min,CYRN_stock_Open_volatility,CYRN_stock_Open_change,CYRN_stock_High_average,CYRN_stock_High_max,CYRN_stock_High_min,CYRN_stock_High_volatility,CYRN_stock_High_change,CYRN_stock_Low_average,CYRN_stock_Low_max,CYRN_stock_Low_min,CYRN_stock_Low_volatility,CYRN_stock_Low_change,CYRN_stock_Close_average,CYRN_stock_Close_max,CYRN_stock_Close_min,CYRN_stock_Close_volatility,CYRN_stock_Close_change,CYRN_stock_Volume_average,CYRN_stock_Volume_max,CYRN_stock_Volume_min,CYRN_stock_Volume_volatility,CYRN_stock_Volume_change
2018-01-14,2.3325,2.35,2.3,0.050000000000000266,-0.050000000000000266,2.37175,2.4,2.3369999999999997,0.06300000000000017,-0.04999999999999982,2.32825,2.35,2.3,0.050000000000000266,-0.050000000000000266,2.364,2.4,2.331,0.06899999999999995,-0.02499999999999991,3328,6273,960,5313,-366
2018-01-21,2.28,2.3,2.25,0.04999999999999982,0.0,2.357,2.395,2.34,0.05500000000000016,0.0,2.233,2.3,2.15,0.1499999999999999,-0.1499999999999999,2.315,2.35,2.25,0.10000000000000009,0.0,15014,22780,9326,13454,-1009
2018-01-28,2.21,2.25,2.2,0.04999999999999982,0.0,2.269,2.35,2.2,0.1499999999999999,-0.1499999999999999,2.17,2.2,2.1,0.10000000000000009,-0.10000000000000009,2.21,2.3,2.15,0.1499999999999999,-0.1499999999999999,24805,57329,13753,43576,-43576
2018-02-04,2.07,2.15,2.0,0.1499999999999999,0.10000000000000009,2.1564,2.182,2.15,0.03200000000000003,-0.03200000000000003,2.059,2.1,2.0,0.10000000000000009,0.0950000000000002,2.114,2.145,2.1,0.04499999999999993,0.02499999999999991,42234,166120,1032,165088,-159820
2018-02-11,2.07,2.1,2.05,0.050000000000000266,-0.050000000000000266,2.1328,2.15,2.1,0.04999999999999982,0.029999999999999805,2.05,2.1,2.0,0.10000000000000009,-0.04999999999999982,2.1012,2.141,2.05,0.09100000000000019,-0.03100000000000014,13106,43821,1603,42218,37613
2018-02-18,2.075,2.1,2.05,0.050000000000000266,0.050000000000000266,2.1125,2.15,2.1,0.04999999999999982,-0.04999999999999982,2.05625,2.075,2.05,0.025000000000000355,0.025000000000000355,2.09875,2.15,2.05,0.10000000000000009,-0.054999999999999716,8082,21841,538,21303,-2279
2018-02-25,2.17,2.25,2.1,0.1499999999999999,0.10000000000000009,2.238,2.3,2.15,0.1499999999999999,0.0900000000000003,2.144,2.2,2.1,0.10000000000000009,0.06000000000000005,2.1962,2.25,2.15,0.10000000000000009,0.050000000000000266,10369,18723,4617,14106,-9965
2018-03-04,2.16,2.2,2.1,0.10000000000000009,-0.050000000000000266,2.18,2.2,2.15,0.050000000000000266,-0.050000000000000266,2.12,2.15,2.1,0.04999999999999982,0.0,2.15,2.2,2.1,0.10000000000000009,0.0,4017,9771,196,9575,-670
2018-03-11,2.2782,2.45,2.15,0.30000000000000027,0.30000000000000027,2.35,2.5,2.2,0.2999999999999998,0.2999999999999998,2.2640000000000002,2.45,2.125,0.3250000000000002,0.3250000000000002,2.35,2.5,2.2,0.2999999999999998,0.2999999999999998,14709,30395,3677,26718,3214
2018-03-18,2.38,2.4,2.35,0.04999999999999982,-0.04999999999999982,2.448,2.6,2.4,0.20000000000000018,0.16000000000000014,2.36,2.4,2.35,0.04999999999999982,0.0,2.37,2.4,2.35,0.04999999999999982,0.0,11436,38344,778,37566,28224
2018-03-25,2.3375,2.35,2.3,0.050000000000000266,0.0,2.4025,2.55,2.35,0.19999999999999973,-0.009999999999999787,2.3137499999999998,2.35,2.3,0.050000000000000266,0.04499999999999993,2.349,2.4,2.3,0.10000000000000009,0.0040000000000000036,4272,11319,1030,10289,-2626
2018-04-01,2.38,2.45,2.35,0.10000000000000009,0.0,2.435,2.55,2.35,0.19999999999999973,-0.19999999999999973,2.38,2.45,2.35,0.10000000000000009,0.0,2.41,2.45,2.35,0.10000000000000009,-0.10000000000000009,7719,32709,452,32257,-31371
2018-04-08,2.589,3.05,2.3,0.75,0.605,2.68,3.15,2.35,0.7999999999999998,0.5999999999999996,2.52,2.9,2.3,0.6000000000000001,0.5499999999999998,2.602,3.0,2.31,0.69,0.6499999999999999,292417,1291389,2698,1288691,137974
2018-04-15,2.98,3.05,2.9,0.1499999999999999,-0.04999999999999982,3.035,3.075,3.0,0.07500000000000018,-0.04999999999999982,2.86,2.9,2.7,0.19999999999999973,0.0,2.96,3.05,2.9,0.1499999999999999,0.0,53570,134898,10629,124269,-124269
2018-04-22,2.81,2.9,2.65,0.25,-0.1499999999999999,2.915,2.975,2.85,0.125,0.02499999999999991,2.73,2.85,2.65,0.20000000000000018,-0.10000000000000009,2.825,2.975,2.65,0.3250000000000002,0.07500000000000018,54613,164621,15271,149350,16480
2018-04-29,2.98,3.1,2.85,0.25,-0.25,3.0,3.1,2.95,0.1499999999999999,-0.1499999999999999,2.879,2.9,2.85,0.04999999999999982,-0.04999999999999982,2.94,3.0,2.85,0.1499999999999999,-0.04999999999999982,48164,130965,14956,116009,-116009
