Date,ASFI_Open_average,ASFI_Open_max,ASFI_Open_min,ASFI_Open_volatility,ASFI_Open_change,ASFI_High_average,ASFI_High_max,ASFI_High_min,ASFI_High_volatility,ASFI_High_change,ASFI_Low_average,ASFI_Low_max,ASFI_Low_min,ASFI_Low_volatility,ASFI_Low_change,ASFI_Close_average,ASFI_Close_max,ASFI_Close_min,ASFI_Close_volatility,ASFI_Close_change,ASFI_Volume_average,ASFI_Volume_max,ASFI_Volume_min,ASFI_Volume_volatility,ASFI_Volume_change
2018-01-14,7.252,7.35,7.15,0.1999999999999993,0.0,7.312,7.36,7.25,0.11000000000000032,-0.04999999999999982,7.14,7.3,6.85,0.4500000000000002,-0.05000000000000071,7.25,7.35,7.1,0.25,-0.20000000000000018,13595,35192,2682,32510,5420
2018-01-21,7.16,7.33,7.05,0.28000000000000025,-0.03000000000000025,7.188,7.33,7.05,0.28000000000000025,0.009999999999999787,7.09,7.15,7.05,0.10000000000000053,0.04999999999999982,7.114,7.22,7.05,0.16999999999999993,0.10000000000000053,4496,9823,449,9374,8899
2018-01-28,7.1675,7.2,7.1,0.10000000000000053,-0.03000000000000025,7.205,7.25,7.17,0.08000000000000007,-0.08000000000000007,7.1375,7.2,7.1,0.10000000000000053,0.05000000000000071,7.2,7.25,7.15,0.09999999999999964,-0.09999999999999964,3506,8216,278,7938,-7333
2018-02-04,10.86,11.4,9.85,1.5500000000000007,1.450000000000001,11.22,11.45,10.95,0.5,0.3500000000000014,10.478,11.1,9.5,1.5999999999999996,1.5999999999999996,10.83,11.25,10.25,1.0,0.9000000000000004,150982,209616,112150,97466,-75844
2018-02-11,10.9375,11.5,10.2,1.3000000000000007,-0.75,11.149999999999999,11.5,10.7,0.8000000000000007,-0.5,10.31,11.09,8.15,2.9399999999999995,-2.799999999999999,10.91,11.15,10.25,0.9000000000000004,-0.8499999999999996,112979,238391,51279,187112,156838
2018-02-18,4.7,4.89,4.39,0.5,0.39000000000000057,4.864,4.96,4.64,0.3200000000000003,0.23000000000000043,4.58,4.87,4.23,0.6399999999999997,0.21999999999999975,4.7219999999999995,4.89,4.5,0.3899999999999997,-0.04999999999999982,31137,90109,5306,84803,-57978
2018-02-25,4.634,4.9,4.45,0.4500000000000002,-0.04999999999999982,4.77,5.3,4.45,0.8499999999999996,-0.17999999999999972,4.382,4.75,4.0,0.75,-0.4299999999999997,4.4799999999999995,4.85,4.1,0.75,-0.4500000000000002,66572,163683,11168,152515,36104
2018-03-04,4.18,4.4,4.1,0.3000000000000007,0.0,4.362,4.45,4.25,0.20000000000000018,-0.15000000000000036,4.109999999999999,4.2,4.05,0.15000000000000036,0.04999999999999982,4.22,4.45,4.1,0.35000000000000053,-0.25,22143,39304,8368,30936,-16159
2018-03-11,4.18,4.35,4.05,0.2999999999999998,-0.15000000000000036,4.33,4.45,4.2,0.25,-0.25,4.12,4.2,4.05,0.15000000000000036,-0.15000000000000036,4.16,4.3,4.1,0.20000000000000018,-0.10000000000000053,21143,53814,5449,48365,1359
2018-03-18,4.12,4.15,4.1,0.05000000000000071,0.0,4.19,4.2,4.15,0.04999999999999982,0.0,4.1,4.1,4.1,0.0,0.0,4.109999999999999,4.15,4.1,0.05000000000000071,0.0,3972,8035,1375,6660,5048
