Date,VanEck Vectors AMT-Free Long MunicipalEtf_Open_average,VanEck Vectors AMT-Free Long MunicipalEtf_Open_max,VanEck Vectors AMT-Free Long MunicipalEtf_Open_min,VanEck Vectors AMT-Free Long MunicipalEtf_Open_volatility,VanEck Vectors AMT-Free Long MunicipalEtf_Open_change,VanEck Vectors AMT-Free Long MunicipalEtf_High_average,VanEck Vectors AMT-Free Long MunicipalEtf_High_max,VanEck Vectors AMT-Free Long MunicipalEtf_High_min,VanEck Vectors AMT-Free Long MunicipalEtf_High_volatility,VanEck Vectors AMT-Free Long MunicipalEtf_High_change,VanEck Vectors AMT-Free Long MunicipalEtf_Low_average,VanEck Vectors AMT-Free Long MunicipalEtf_Low_max,VanEck Vectors AMT-Free Long MunicipalEtf_Low_min,VanEck Vectors AMT-Free Long MunicipalEtf_Low_volatility,VanEck Vectors AMT-Free Long MunicipalEtf_Low_change,VanEck Vectors AMT-Free Long MunicipalEtf_Close_average,VanEck Vectors AMT-Free Long MunicipalEtf_Close_max,VanEck Vectors AMT-Free Long MunicipalEtf_Close_min,VanEck Vectors AMT-Free Long MunicipalEtf_Close_volatility,VanEck Vectors AMT-Free Long MunicipalEtf_Close_change
2018-07-08,19.92,19.92,19.92,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.87,19.87,19.87,0.0,0.0,19.9,19.9,19.9,0.0,0.0
2018-07-15,19.9,19.9,19.9,0.0,0.0,19.91,19.91,19.91,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.81,19.81,19.81,0.0,0.0
2018-07-22,19.84,19.84,19.84,0.0,0.0,19.84,19.84,19.84,0.0,0.0,19.71,19.71,19.71,0.0,0.0,19.71,19.71,19.71,0.0,0.0
2018-07-29,19.76,19.76,19.76,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.71,19.71,19.71,0.0,0.0,19.71,19.71,19.71,0.0,0.0
2018-08-05,19.69,19.69,19.69,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.67,19.67,19.67,0.0,0.0
2018-08-12,19.71,19.71,19.71,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.73,19.73,19.73,0.0,0.0
2018-08-19,19.76,19.76,19.76,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.73,19.73,19.73,0.0,0.0,19.75,19.75,19.75,0.0,0.0
2018-08-26,19.76,19.76,19.76,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.68,19.68,19.68,0.0,0.0,19.69,19.69,19.69,0.0,0.0
2018-09-02,19.59,19.59,19.59,0.0,0.0,19.59,19.59,19.59,0.0,0.0,19.54,19.54,19.54,0.0,0.0,19.54,19.54,19.54,0.0,0.0
2018-09-09,19.48,19.48,19.48,0.0,0.0,19.49,19.49,19.49,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.47,19.47,19.47,0.0,0.0
2018-09-16,19.38,19.38,19.38,0.0,0.0,19.4,19.4,19.4,0.0,0.0,19.36,19.36,19.36,0.0,0.0,19.39,19.39,19.39,0.0,0.0
2018-09-23,19.43,19.43,19.43,0.0,0.0,19.47,19.47,19.47,0.0,0.0,19.37,19.37,19.37,0.0,0.0,19.37,19.37,19.37,0.0,0.0
2018-09-30,19.22,19.22,19.22,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.13,19.13,19.13,0.0,0.0,19.13,19.13,19.13,0.0,0.0
2018-10-07,19.04,19.04,19.04,0.0,0.0,19.1,19.1,19.1,0.0,0.0,19.03,19.03,19.03,0.0,0.0,19.03,19.03,19.03,0.0,0.0
2018-10-14,19.04,19.04,19.04,0.0,0.0,19.08,19.08,19.08,0.0,0.0,18.99,18.99,18.99,0.0,0.0,19.03,19.03,19.03,0.0,0.0
2018-10-21,19.21,19.21,19.21,0.0,0.0,19.22,19.22,19.22,0.0,0.0,19.17,19.17,19.17,0.0,0.0,19.18,19.18,19.18,0.0,0.0
2018-10-28,19.02,19.02,19.02,0.0,0.0,19.03,19.03,19.03,0.0,0.0,18.95,18.95,18.95,0.0,0.0,18.96,18.96,18.96,0.0,0.0
2018-11-04,19.03,19.03,19.03,0.0,0.0,19.1,19.1,19.1,0.0,0.0,19.03,19.03,19.03,0.0,0.0,19.06,19.06,19.06,0.0,0.0
2018-11-11,19.16,19.16,19.16,0.0,0.0,19.22,19.22,19.22,0.0,0.0,19.14,19.14,19.14,0.0,0.0,19.19,19.19,19.19,0.0,0.0
2018-11-18,19.22,19.22,19.22,0.0,0.0,19.3,19.3,19.3,0.0,0.0,19.22,19.22,19.22,0.0,0.0,19.22,19.22,19.22,0.0,0.0
2018-11-25,19.35,19.35,19.35,0.0,0.0,19.36,19.36,19.36,0.0,0.0,19.3,19.3,19.3,0.0,0.0,19.35,19.35,19.35,0.0,0.0
2018-12-02,19.49,19.49,19.49,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.44,19.44,19.44,0.0,0.0,19.5,19.5,19.5,0.0,0.0
2018-12-09,19.45,19.45,19.45,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.37,19.37,19.37,0.0,0.0,19.37,19.37,19.37,0.0,0.0
2018-12-16,19.56,19.56,19.56,0.0,0.0,19.6,19.6,19.6,0.0,0.0,19.47,19.47,19.47,0.0,0.0,19.5,19.5,19.5,0.0,0.0
2018-12-23,19.47,19.47,19.47,0.0,0.0,19.53,19.53,19.53,0.0,0.0,19.47,19.47,19.47,0.0,0.0,19.51,19.51,19.51,0.0,0.0
2018-12-30,19.62,19.62,19.62,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.6,19.6,19.6,0.0,0.0
2019-01-06,19.55,19.55,19.55,0.0,0.0,19.55,19.55,19.55,0.0,0.0,19.49,19.49,19.49,0.0,0.0,19.54,19.54,19.54,0.0,0.0
2019-01-13,19.66,19.66,19.66,0.0,0.0,19.66,19.66,19.66,0.0,0.0,19.55,19.55,19.55,0.0,0.0,19.56,19.56,19.56,0.0,0.0
2019-01-20,19.51,19.51,19.51,0.0,0.0,19.59,19.59,19.59,0.0,0.0,19.46,19.46,19.46,0.0,0.0,19.46,19.46,19.46,0.0,0.0
2019-01-27,19.66,19.66,19.66,0.0,0.0,19.66,19.66,19.66,0.0,0.0,19.57,19.57,19.57,0.0,0.0,19.6,19.6,19.6,0.0,0.0
2019-02-03,19.72,19.72,19.72,0.0,0.0,19.73,19.73,19.73,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.73,19.73,19.73,0.0,0.0
2019-02-10,19.67,19.67,19.67,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.67,19.67,19.67,0.0,0.0,19.71,19.71,19.71,0.0,0.0
2019-02-17,19.76,19.76,19.76,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.73,19.73,19.73,0.0,0.0
2019-02-24,19.72,19.72,19.72,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.71,19.71,19.71,0.0,0.0,19.72,19.72,19.72,0.0,0.0
2019-03-03,19.87,19.87,19.87,0.0,0.0,19.87,19.87,19.87,0.0,0.0,19.83,19.83,19.83,0.0,0.0,19.86,19.86,19.86,0.0,0.0
2019-03-10,19.89,19.89,19.89,0.0,0.0,19.91,19.91,19.91,0.0,0.0,19.84,19.84,19.84,0.0,0.0,19.88,19.88,19.88,0.0,0.0
2019-03-17,20.15,20.15,20.15,0.0,0.0,20.21,20.21,20.21,0.0,0.0,20.12,20.12,20.12,0.0,0.0,20.21,20.21,20.21,0.0,0.0
2019-03-24,20.29,20.29,20.29,0.0,0.0,20.31,20.31,20.31,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.31,20.31,20.31,0.0,0.0
2019-03-31,20.14,20.14,20.14,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.2,20.2,20.2,0.0,0.0
2019-04-07,20.22,20.22,20.22,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.17,20.17,20.17,0.0,0.0,20.21,20.21,20.21,0.0,0.0
2019-04-14,20.24,20.24,20.24,0.0,0.0,20.28,20.28,20.28,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.25,20.25,20.25,0.0,0.0
2019-04-21,20.43,20.43,20.43,0.0,0.0,20.43,20.43,20.43,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.41,20.41,20.41,0.0,0.0
2019-04-28,20.39,20.39,20.39,0.0,0.0,20.43,20.43,20.43,0.0,0.0,20.39,20.39,20.39,0.0,0.0,20.41,20.41,20.41,0.0,0.0
2019-05-05,20.5,20.5,20.5,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.52,20.52,20.52,0.0,0.0
2019-05-12,20.63,20.63,20.63,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.64,20.64,20.64,0.0,0.0
2019-05-19,20.61,20.61,20.61,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.64,20.64,20.64,0.0,0.0
2019-05-26,20.81,20.81,20.81,0.0,0.0,20.81,20.81,20.81,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.79,20.79,20.79,0.0,0.0
2019-06-02,20.76,20.76,20.76,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.69,20.69,20.69,0.0,0.0
2019-06-09,20.67,20.67,20.67,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.66,20.66,20.66,0.0,0.0,20.68,20.68,20.68,0.0,0.0
2019-06-16,20.73,20.73,20.73,0.0,0.0,20.73,20.73,20.73,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.71,20.71,20.71,0.0,0.0
2019-06-23,20.7,20.7,20.7,0.0,0.0,20.76,20.76,20.76,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.76,20.76,20.76,0.0,0.0
2019-06-30,20.73,20.73,20.73,0.0,0.0,20.74,20.74,20.74,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.71,20.71,20.71,0.0,0.0
2019-07-07,20.78,20.78,20.78,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.79,20.79,20.79,0.0,0.0
2019-07-14,20.84,20.84,20.84,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.81,20.81,20.81,0.0,0.0,20.86,20.86,20.86,0.0,0.0
2019-07-21,20.84,20.84,20.84,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.86,20.86,20.86,0.0,0.0
2019-07-28,20.98,20.98,20.98,0.0,0.0,20.98,20.98,20.98,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.94,20.94,20.94,0.0,0.0
2019-08-04,21.15,21.15,21.15,0.0,0.0,21.18,21.18,21.18,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.17,21.17,21.17,0.0,0.0
2019-08-11,21.38,21.38,21.38,0.0,0.0,21.39,21.39,21.39,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.38,21.38,21.38,0.0,0.0
2019-08-18,21.37,21.37,21.37,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.41,21.41,21.41,0.0,0.0
2019-08-25,21.39,21.39,21.39,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.37,21.37,21.37,0.0,0.0,21.42,21.42,21.42,0.0,0.0
2019-09-01,21.3,21.3,21.3,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.3,21.3,21.3,0.0,0.0,21.32,21.32,21.32,0.0,0.0
2019-09-08,21.0,21.0,21.0,0.0,0.0,21.03,21.03,21.03,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.91,20.91,20.91,0.0,0.0
2019-09-15,21.04,21.04,21.04,0.0,0.0,21.06,21.06,21.06,0.0,0.0,21.02,21.02,21.02,0.0,0.0,21.05,21.05,21.05,0.0,0.0
2019-09-22,21.06,21.06,21.06,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.06,21.06,21.06,0.0,0.0,21.11,21.11,21.11,0.0,0.0
2019-09-29,21.21,21.21,21.21,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.18,21.18,21.18,0.0,0.0,21.2,21.2,21.2,0.0,0.0
2019-10-06,21.21,21.21,21.21,0.0,0.0,21.21,21.21,21.21,0.0,0.0,21.07,21.07,21.07,0.0,0.0,21.11,21.11,21.11,0.0,0.0
2019-10-13,21.03,21.03,21.03,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.03,21.03,21.03,0.0,0.0,21.04,21.04,21.04,0.0,0.0
2019-10-20,20.99,20.99,20.99,0.0,0.0,21.06,21.06,21.06,0.0,0.0,20.99,20.99,20.99,0.0,0.0,21.0,21.0,21.0,0.0,0.0
2019-10-27,21.05,21.05,21.05,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.03,21.03,21.03,0.0,0.0,21.05,21.05,21.05,0.0,0.0
2019-11-03,20.83,20.83,20.83,0.0,0.0,20.92,20.92,20.92,0.0,0.0,20.82,20.82,20.82,0.0,0.0,20.85,20.85,20.85,0.0,0.0
2019-11-10,21.0,21.0,21.0,0.0,0.0,21.0,21.0,21.0,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.98,20.98,20.98,0.0,0.0
2019-11-17,21.09,21.09,21.09,0.0,0.0,21.09,21.09,21.09,0.0,0.0,21.05,21.05,21.05,0.0,0.0,21.06,21.06,21.06,0.0,0.0
2019-11-24,21.15,21.15,21.15,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.08,21.08,21.08,0.0,0.0,21.08,21.08,21.08,0.0,0.0
2019-12-01,21.09,21.09,21.09,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.02,21.02,21.02,0.0,0.0,21.02,21.02,21.02,0.0,0.0
2019-12-08,21.14,21.14,21.14,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.14,21.14,21.14,0.0,0.0
2019-12-15,21.09,21.09,21.09,0.0,0.0,21.09,21.09,21.09,0.0,0.0,21.06,21.06,21.06,0.0,0.0,21.06,21.06,21.06,0.0,0.0
2019-12-22,21.11,21.11,21.11,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.11,21.11,21.11,0.0,0.0,21.11,21.11,21.11,0.0,0.0
2019-12-29,21.09,21.09,21.09,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.09,21.09,21.09,0.0,0.0,21.16,21.16,21.16,0.0,0.0
