Date,Global X MSCI China Communication Services_etf_Open_average,Global X MSCI China Communication Services_etf_Open_max,Global X MSCI China Communication Services_etf_Open_min,Global X MSCI China Communication Services_etf_Open_volatility,Global X MSCI China Communication Services_etf_Open_change,Global X MSCI China Communication Services_etf_High_average,Global X MSCI China Communication Services_etf_High_max,Global X MSCI China Communication Services_etf_High_min,Global X MSCI China Communication Services_etf_High_volatility,Global X MSCI China Communication Services_etf_High_change,Global X MSCI China Communication Services_etf_Low_average,Global X MSCI China Communication Services_etf_Low_max,Global X MSCI China Communication Services_etf_Low_min,Global X MSCI China Communication Services_etf_Low_volatility,Global X MSCI China Communication Services_etf_Low_change,Global X MSCI China Communication Services_etf_Close_average,Global X MSCI China Communication Services_etf_Close_max,Global X MSCI China Communication Services_etf_Close_min,Global X MSCI China Communication Services_etf_Close_volatility,Global X MSCI China Communication Services_etf_Close_change
2018-04-01,29.62,29.62,29.62,0.0,0.0,29.97,29.97,29.97,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.24,29.24,29.24,0.0,0.0
2018-04-08,30.18,30.18,30.18,0.0,0.0,30.18,30.18,30.18,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2018-04-15,29.54,29.54,29.54,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.12,29.12,29.12,0.0,0.0,29.27,29.27,29.27,0.0,0.0
2018-04-22,29.0,29.0,29.0,0.0,0.0,29.0,29.0,29.0,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.74,28.74,28.74,0.0,0.0
2018-04-29,29.07,29.07,29.07,0.0,0.0,29.21,29.21,29.21,0.0,0.0,28.85,28.85,28.85,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2018-05-06,30.27,30.27,30.27,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.2,30.2,30.2,0.0,0.0
2018-05-13,30.13,30.13,30.13,0.0,0.0,30.23,30.23,30.23,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.74,29.74,29.74,0.0,0.0
2018-05-20,29.96,29.96,29.96,0.0,0.0,29.99,29.99,29.99,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.99,29.99,29.99,0.0,0.0
2018-05-27,30.6,30.6,30.6,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2018-06-03,31.19,31.19,31.19,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.55,31.55,31.55,0.0,0.0
2018-06-10,31.75,31.75,31.75,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.82,31.82,31.82,0.0,0.0
2018-06-17,30.95,30.95,30.95,0.0,0.0,31.09,31.09,31.09,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.91,30.91,30.91,0.0,0.0
2018-06-24,29.29,29.29,29.29,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.59,29.59,29.59,0.0,0.0
2018-07-01,28.58,28.58,28.58,0.0,0.0,29.28,29.28,29.28,0.0,0.0,28.58,28.58,28.58,0.0,0.0,29.11,29.11,29.11,0.0,0.0
2018-07-08,30.17,30.17,30.17,0.0,0.0,30.17,30.17,30.17,0.0,0.0,29.76,29.76,29.76,0.0,0.0,29.76,29.76,29.76,0.0,0.0
2018-07-15,29.61,29.61,29.61,0.0,0.0,30.0,30.0,30.0,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.69,29.69,29.69,0.0,0.0
2018-07-22,29.88,29.88,29.88,0.0,0.0,29.88,29.88,29.88,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.33,29.33,29.33,0.0,0.0
2018-07-29,27.62,27.62,27.62,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.83,27.83,27.83,0.0,0.0
2018-08-05,27.51,27.51,27.51,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.24,27.24,27.24,0.0,0.0,27.29,27.29,27.29,0.0,0.0
2018-08-12,25.17,25.17,25.17,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.59,25.59,25.59,0.0,0.0
2018-08-19,26.46,26.46,26.46,0.0,0.0,27.13,27.13,27.13,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2018-08-26,26.19,26.19,26.19,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2018-09-02,25.27,25.27,25.27,0.0,0.0,26.11,26.11,26.11,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.57,25.57,25.57,0.0,0.0
2018-09-09,25.92,25.92,25.92,0.0,0.0,25.96,25.96,25.96,0.0,0.0,25.9,25.9,25.9,0.0,0.0,25.9,25.9,25.9,0.0,0.0
2018-09-16,26.82,26.82,26.82,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2018-09-23,26.63,26.63,26.63,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.69,26.69,26.69,0.0,0.0
2018-09-30,24.53,24.53,24.53,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.1,24.1,24.1,0.0,0.0,24.42,24.42,24.42,0.0,0.0
2018-10-07,23.72,23.72,23.72,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.42,23.42,23.42,0.0,0.0
2018-10-14,22.72,22.72,22.72,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.41,22.41,22.41,0.0,0.0,22.41,22.41,22.41,0.0,0.0
2018-10-21,21.39,21.39,21.39,0.0,0.0,22.06,22.06,22.06,0.0,0.0,21.37,21.37,21.37,0.0,0.0,21.85,21.85,21.85,0.0,0.0
2018-10-28,24.63,24.63,24.63,0.0,0.0,24.88,24.88,24.88,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.9,23.9,23.9,0.0,0.0
2018-11-04,22.94,22.94,22.94,0.0,0.0,23.1,23.1,23.1,0.0,0.0,22.54,22.54,22.54,0.0,0.0,22.79,22.79,22.79,0.0,0.0
2018-11-11,24.0,24.0,24.0,0.0,0.0,24.16,24.16,24.16,0.0,0.0,23.47,23.47,23.47,0.0,0.0,24.07,24.07,24.07,0.0,0.0
2018-11-18,23.29,23.29,23.29,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.29,23.29,23.29,0.0,0.0,23.3,23.3,23.3,0.0,0.0
2018-11-25,23.74,23.74,23.74,0.0,0.0,23.97,23.97,23.97,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.97,23.97,23.97,0.0,0.0
2018-12-02,23.2,23.2,23.2,0.0,0.0,24.06,24.06,24.06,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.35,23.35,23.35,0.0,0.0
2018-12-09,24.1,24.1,24.1,0.0,0.0,24.1,24.1,24.1,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.8,23.8,23.8,0.0,0.0
2018-12-16,23.03,23.03,23.03,0.0,0.0,23.2,23.2,23.2,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.64,22.64,22.64,0.0,0.0
2018-12-23,22.6,22.6,22.6,0.0,0.0,23.03,23.03,23.03,0.0,0.0,22.6,22.6,22.6,0.0,0.0,23.03,23.03,23.03,0.0,0.0
2018-12-30,22.68,22.68,22.68,0.0,0.0,23.47,23.47,23.47,0.0,0.0,22.68,22.68,22.68,0.0,0.0,23.4,23.4,23.4,0.0,0.0
2019-01-06,23.88,23.88,23.88,0.0,0.0,24.0,24.0,24.0,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.74,23.74,23.74,0.0,0.0
2019-01-13,23.78,23.78,23.78,0.0,0.0,24.34,24.34,24.34,0.0,0.0,23.78,23.78,23.78,0.0,0.0,24.34,24.34,24.34,0.0,0.0
2019-01-20,24.61,24.61,24.61,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.81,24.81,24.81,0.0,0.0
2019-01-27,23.79,23.79,23.79,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.82,23.82,23.82,0.0,0.0
2019-02-03,24.83,24.83,24.83,0.0,0.0,25.09,25.09,25.09,0.0,0.0,24.13,24.13,24.13,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2019-02-10,25.7,25.7,25.7,0.0,0.0,25.7,25.7,25.7,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2019-02-17,25.92,25.92,25.92,0.0,0.0,25.99,25.99,25.99,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.84,25.84,25.84,0.0,0.0
2019-02-24,26.48,26.48,26.48,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.55,26.55,26.55,0.0,0.0
2019-03-03,25.13,25.13,25.13,0.0,0.0,25.28,25.28,25.28,0.0,0.0,24.91,24.91,24.91,0.0,0.0,25.16,25.16,25.16,0.0,0.0
2019-03-10,26.81,26.81,26.81,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.97,26.97,26.97,0.0,0.0
2019-03-17,26.45,26.45,26.45,0.0,0.0,26.45,26.45,26.45,0.0,0.0,25.96,25.96,25.96,0.0,0.0,26.41,26.41,26.41,0.0,0.0
2019-03-24,26.15,26.15,26.15,0.0,0.0,26.73,26.73,26.73,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.58,25.58,25.58,0.0,0.0
2019-03-31,28.06,28.06,28.06,0.0,0.0,29.03,29.03,29.03,0.0,0.0,27.78,27.78,27.78,0.0,0.0,28.3,28.3,28.3,0.0,0.0
2019-04-07,27.85,27.85,27.85,0.0,0.0,27.99,27.99,27.99,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.99,27.99,27.99,0.0,0.0
2019-04-14,27.5,27.5,27.5,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.37,27.37,27.37,0.0,0.0
2019-04-21,27.13,27.13,27.13,0.0,0.0,27.58,27.58,27.58,0.0,0.0,26.81,26.81,26.81,0.0,0.0,27.31,27.31,27.31,0.0,0.0
2019-04-28,27.34,27.34,27.34,0.0,0.0,27.93,27.93,27.93,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.55,27.55,27.55,0.0,0.0
2019-05-05,26.12,26.12,26.12,0.0,0.0,26.12,26.12,26.12,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.57,25.57,25.57,0.0,0.0
2019-05-12,24.23,24.23,24.23,0.0,0.0,24.3,24.3,24.3,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2019-05-19,22.68,22.68,22.68,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.39,22.39,22.39,0.0,0.0
2019-05-26,22.33,22.33,22.33,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.33,22.33,22.33,0.0,0.0,22.5,22.5,22.5,0.0,0.0
2019-06-02,22.95,22.95,22.95,0.0,0.0,23.0,23.0,23.0,0.0,0.0,22.61,22.61,22.61,0.0,0.0,23.0,23.0,23.0,0.0,0.0
2019-06-09,22.81,22.81,22.81,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.88,22.88,22.88,0.0,0.0
2019-06-16,23.83,23.83,23.83,0.0,0.0,24.14,24.14,24.14,0.0,0.0,23.2,23.2,23.2,0.0,0.0,24.14,24.14,24.14,0.0,0.0
2019-06-23,23.88,23.88,23.88,0.0,0.0,24.25,24.25,24.25,0.0,0.0,23.63,23.63,23.63,0.0,0.0,24.06,24.06,24.06,0.0,0.0
2019-06-30,24.03,24.03,24.03,0.0,0.0,24.03,24.03,24.03,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2019-07-07,23.19,23.19,23.19,0.0,0.0,23.34,23.34,23.34,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.34,23.34,23.34,0.0,0.0
2019-07-14,23.64,23.64,23.64,0.0,0.0,23.64,23.64,23.64,0.0,0.0,22.96,22.96,22.96,0.0,0.0,23.17,23.17,23.17,0.0,0.0
2019-07-21,22.86,22.86,22.86,0.0,0.0,23.04,23.04,23.04,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.75,22.75,22.75,0.0,0.0
2019-07-28,21.59,21.59,21.59,0.0,0.0,21.95,21.95,21.95,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.95,21.95,21.95,0.0,0.0
2019-08-04,21.1,21.1,21.1,0.0,0.0,21.1,21.1,21.1,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.83,20.83,20.83,0.0,0.0
2019-08-11,21.14,21.14,21.14,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.14,21.14,21.14,0.0,0.0,21.4,21.4,21.4,0.0,0.0
2019-08-18,21.64,21.64,21.64,0.0,0.0,22.49,22.49,22.49,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.86,21.86,21.86,0.0,0.0
2019-08-25,21.85,21.85,21.85,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.84,21.84,21.84,0.0,0.0
2019-09-01,22.8,22.8,22.8,0.0,0.0,22.87,22.87,22.87,0.0,0.0,22.76,22.76,22.76,0.0,0.0,22.87,22.87,22.87,0.0,0.0
2019-09-08,23.55,23.55,23.55,0.0,0.0,24.01,24.01,24.01,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.56,23.56,23.56,0.0,0.0
2019-09-15,22.89,22.89,22.89,0.0,0.0,22.89,22.89,22.89,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.86,22.86,22.86,0.0,0.0
2019-09-22,22.35,22.35,22.35,0.0,0.0,22.42,22.42,22.42,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.41,21.41,21.41,0.0,0.0
2019-09-29,22.21,22.21,22.21,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.21,22.21,22.21,0.0,0.0,22.27,22.27,22.27,0.0,0.0
2019-10-06,22.55,22.55,22.55,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.52,22.52,22.52,0.0,0.0
2019-10-13,22.3,22.3,22.3,0.0,0.0,22.33,22.33,22.33,0.0,0.0,22.04,22.04,22.04,0.0,0.0,22.32,22.32,22.32,0.0,0.0
2019-10-20,21.89,21.89,21.89,0.0,0.0,22.11,22.11,22.11,0.0,0.0,21.89,21.89,21.89,0.0,0.0,22.11,22.11,22.11,0.0,0.0
2019-10-27,22.2,22.2,22.2,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.34,22.34,22.34,0.0,0.0
2019-11-03,23.06,23.06,23.06,0.0,0.0,23.4,23.4,23.4,0.0,0.0,22.88,22.88,22.88,0.0,0.0,23.27,23.27,23.27,0.0,0.0
2019-11-10,21.99,21.99,21.99,0.0,0.0,22.11,22.11,22.11,0.0,0.0,21.99,21.99,21.99,0.0,0.0,22.06,22.06,22.06,0.0,0.0
2019-11-17,22.3,22.3,22.3,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.71,22.71,22.71,0.0,0.0
2019-11-24,22.32,22.32,22.32,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.61,22.61,22.61,0.0,0.0
2019-12-01,22.36,22.36,22.36,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.64,22.64,22.64,0.0,0.0
2019-12-08,23.11,23.11,23.11,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.21,23.21,23.21,0.0,0.0
2019-12-15,24.29,24.29,24.29,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.26,24.26,24.26,0.0,0.0,24.41,24.41,24.41,0.0,0.0
2019-12-22,24.73,24.73,24.73,0.0,0.0,24.73,24.73,24.73,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.44,24.44,24.44,0.0,0.0
2019-12-29,25.45,25.45,25.45,0.0,0.0,26.14,26.14,26.14,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.5,25.5,25.5,0.0,0.0
