Date,NTESStock_Open_average,NTESStock_Open_max,NTESStock_Open_min,NTESStock_Open_volatility,NTESStock_Open_change,NTESStock_High_average,NTESStock_High_max,NTESStock_High_min,NTESStock_High_volatility,NTESStock_High_change,NTESStock_Low_average,NTESStock_Low_max,NTESStock_Low_min,NTESStock_Low_volatility,NTESStock_Low_change,NTESStock_Close_average,NTESStock_Close_max,NTESStock_Close_min,NTESStock_Close_volatility,NTESStock_Close_change,NTESStock_Volume_average,NTESStock_Volume_max,NTESStock_Volume_min,NTESStock_Volume_volatility,NTESStock_Volume_change
2018-01-14,327.8925,332.38,323.88,8.5,-2.230000000000018,329.9625,334.94,325.16,9.779999999999973,-2.990000000000009,320.5075,323.0,316.7,6.300000000000011,2.8899999999999864,323.555,325.55,322.08,3.4700000000000273,3.4700000000000273,1348404,1622008,1031733,590275,-208241
2018-01-21,330.384,335.51,325.77,9.740000000000009,5.140000000000043,337.312,343.77,331.6,12.169999999999959,9.439999999999998,325.61400000000003,330.79,321.0,9.79000000000002,9.79000000000002,331.24,335.91,324.63,11.28000000000003,4.410000000000025,1367049,2004597,1017317,987280,439948
2018-01-28,325.344,343.0,315.01,27.99000000000001,-27.99000000000001,328.2,343.0,321.23,21.769999999999982,-21.769999999999982,317.61,326.26,311.66,14.599999999999966,-14.599999999999966,320.624,326.7,316.06,10.639999999999986,-9.300000000000011,1278001,1939107,1038759,900348,-754453
2018-02-04,303.696,315.0,291.72,23.279999999999973,-23.279999999999973,313.782,325.9,296.65,29.25,-29.25,299.462,312.45,283.84,28.610000000000014,-28.610000000000014,303.306,313.84,289.61,24.22999999999996,-20.819999999999993,2080809,3059696,1534667,1525029,887232
2018-02-11,300.884,309.97,291.55,18.420000000000016,16.519999999999982,305.94,312.1,296.44,15.660000000000025,15.660000000000025,297.968,306.76,287.82,18.939999999999998,18.939999999999998,303.614,309.57,294.9,14.670000000000016,12.54000000000002,885547,1085957,663500,422457,-422457
2018-02-18,309.63,313.56,304.26,9.300000000000011,8.439999999999998,313.95,316.2,313.0,3.1999999999999886,-0.2300000000000182,305.435,306.36,303.8,2.5600000000000023,1.7799999999999727,309.655,311.64,306.75,4.889999999999986,0.8499999999999659,973835,1189733,757343,432390,-346333
2018-02-25,299.31,313.0,283.17,29.829999999999984,-29.829999999999984,302.24,316.9,289.69,27.20999999999998,-27.20999999999998,291.536,307.69,279.0,28.689999999999998,-28.689999999999998,294.696,308.56,286.55,22.00999999999999,-19.850000000000023,1273373,1532465,838031,694434,625937
2018-03-04,301.568,314.44,289.0,25.439999999999998,25.439999999999998,307.584,318.79,296.19,22.600000000000023,22.600000000000023,300.18199999999996,311.28,288.71,22.569999999999993,22.569999999999993,305.556,313.45,294.78,18.670000000000016,17.75,1151433,1730996,919539,811457,-101139
2018-03-11,316.69,324.15,312.55,11.599999999999966,11.599999999999966,322.124,329.0,317.3,11.699999999999989,10.639999999999986,314.062,323.12,306.02,17.100000000000023,11.160000000000025,318.52,326.94,311.62,15.319999999999993,12.649999999999977,1178815,1714714,813642,901072,901072
2018-03-18,313.138,320.07,301.86,18.20999999999998,-18.20999999999998,316.98,324.36,303.93,20.430000000000007,-20.430000000000007,305.508,311.22,295.35,15.870000000000005,-14.92999999999995,310.1,319.77,295.66,24.109999999999957,-22.289999999999964,1024243,1414907,666476,748431,-704919
