Date,CECO_stock_Open_average,CECO_stock_Open_max,CECO_stock_Open_min,CECO_stock_Open_volatility,CECO_stock_Open_change,CECO_stock_High_average,CECO_stock_High_max,CECO_stock_High_min,CECO_stock_High_volatility,CECO_stock_High_change,CECO_stock_Low_average,CECO_stock_Low_max,CECO_stock_Low_min,CECO_stock_Low_volatility,CECO_stock_Low_change,CECO_stock_Close_average,CECO_stock_Close_max,CECO_stock_Close_min,CECO_stock_Close_volatility,CECO_stock_Close_change,CECO_stock_Volume_average,CECO_stock_Volume_max,CECO_stock_Volume_min,CECO_stock_Volume_volatility,CECO_stock_Volume_change
2018-01-14,12.407499999999999,12.66,12.2,0.46000000000000085,-0.46000000000000085,12.5125,12.69,12.41,0.27999999999999936,-0.27999999999999936,12.2125,12.29,12.09,0.1999999999999993,-0.1999999999999993,12.33,12.39,12.22,0.16999999999999993,0.0600000000000005,173913,226847,90397,136450,-18483
2018-01-21,12.478,12.64,12.29,0.3500000000000014,0.3200000000000003,12.604000000000001,12.76,12.4,0.35999999999999943,0.25,12.352,12.48,12.21,0.2699999999999996,0.20999999999999908,12.514,12.63,12.35,0.28000000000000114,0.2599999999999998,260086,509603,104605,404998,218617
2018-01-28,12.372,12.55,12.29,0.26000000000000156,-0.26000000000000156,12.444,12.55,12.34,0.21000000000000085,-0.1800000000000015,12.21,12.35,12.06,0.28999999999999915,-0.1999999999999993,12.354000000000001,12.4,12.28,0.120000000000001,-0.08999999999999986,166249,232301,120148,112153,56609
2018-02-04,11.966000000000001,12.21,11.71,0.5,-0.5,12.262,12.72,11.81,0.9100000000000001,-0.7400000000000002,11.629999999999999,11.86,11.38,0.47999999999999865,-0.47999999999999865,11.870000000000001,12.15,11.53,0.620000000000001,-0.2599999999999998,269126,353677,193065,160612,-3157
2018-02-11,11.78,12.0,11.58,0.41999999999999993,0.2599999999999998,11.98,12.19,11.8,0.3899999999999988,0.3200000000000003,11.677999999999999,11.86,11.58,0.27999999999999936,0.2599999999999998,11.842,11.93,11.73,0.1999999999999993,0.16999999999999993,137913,176928,86630,90298,19949
2018-02-18,12.405000000000001,13.65,11.73,1.92,1.8499999999999996,12.8625,13.78,11.95,1.83,1.700000000000001,11.9725,13.04,11.55,1.4899999999999984,1.3999999999999986,12.66,13.71,11.74,1.9700000000000006,1.5399999999999991,339236,763178,149839,613339,112794
2018-02-25,13.268,13.64,12.77,0.870000000000001,-0.6799999999999997,13.53,13.82,13.28,0.5400000000000009,-0.35999999999999943,12.916,13.37,12.61,0.7599999999999998,-0.7599999999999998,13.274,13.69,12.82,0.8699999999999992,-0.3200000000000003,289290,369847,211369,158478,-12358
2018-03-04,13.762,14.13,13.32,0.8100000000000005,0.6799999999999997,14.062000000000001,14.33,13.73,0.5999999999999996,0.5999999999999996,13.562,13.92,13.31,0.6099999999999994,0.6099999999999994,13.912,14.14,13.58,0.5600000000000005,0.5,410083,531283,296722,234561,-52956
2018-03-11,13.932,14.12,13.7,0.41999999999999993,-0.40000000000000036,14.040000000000001,14.26,13.88,0.379999999999999,-0.379999999999999,13.654,14.02,13.22,0.7999999999999989,-0.7999999999999989,13.846,14.1,13.75,0.34999999999999964,-0.33999999999999986,277884,634958,140882,494076,379141
2018-03-18,13.746,13.94,13.61,0.33000000000000007,-0.08000000000000007,13.892,13.99,13.72,0.2699999999999996,-0.25,13.482,13.59,13.25,0.33999999999999986,-0.25,13.672,13.94,13.25,0.6899999999999995,-0.6899999999999995,167567,219465,124761,94704,60672
2018-03-25,13.3025,13.52,13.11,0.41000000000000014,-0.25,13.39,13.58,13.23,0.34999999999999964,-0.34999999999999964,12.5275,13.1,11.78,1.3200000000000003,-0.5500000000000007,13.21,13.49,13.03,0.46000000000000085,-0.34999999999999964,256825,450907,159701,291206,196731
2018-04-01,13.03,13.15,12.84,0.3100000000000005,-0.05000000000000071,13.222000000000001,13.31,13.07,0.2400000000000002,-0.009999999999999787,12.856,13.07,12.69,0.3800000000000008,0.1999999999999993,13.024000000000001,13.15,12.89,0.2599999999999998,0.10999999999999943,154216,191457,127113,64344,-3453
2018-04-08,13.036,13.1,12.97,0.129999999999999,-0.08000000000000007,13.112,13.18,13.06,0.11999999999999922,-0.09999999999999964,12.912,12.98,12.85,0.13000000000000078,-0.13000000000000078,12.985999999999999,13.04,12.93,0.10999999999999943,-0.10999999999999943,126610,201670,75476,126194,-72211
2018-04-15,13.282,13.7,12.99,0.7099999999999991,0.4299999999999997,13.538,13.86,13.1,0.7599999999999998,0.6300000000000008,13.196,13.46,12.94,0.5200000000000014,0.4800000000000004,13.378,13.74,13.04,0.7000000000000011,0.41000000000000014,272557,489000,112699,376301,170128
2018-04-22,13.266,13.5,13.15,0.34999999999999964,-0.25,13.418000000000001,13.6,13.3,0.29999999999999893,-0.29999999999999893,13.072000000000001,13.21,12.91,0.3000000000000007,-0.14000000000000057,13.202,13.26,13.15,0.10999999999999943,-0.08000000000000007,254864,339027,198541,140486,21205
2018-04-29,13.354000000000001,14.51,12.83,1.6799999999999997,1.3399999999999999,13.756,14.68,12.97,1.709999999999999,1.3500000000000014,12.992,13.82,12.47,1.3499999999999996,0.8599999999999994,13.566,14.51,12.78,1.7300000000000004,1.33,410411,820450,186392,634058,196671
2018-05-06,14.332,14.35,14.3,0.049999999999998934,0.009999999999999787,14.43,14.5,14.37,0.13000000000000078,0.08000000000000007,14.186,14.3,14.1,0.20000000000000107,0.20000000000000107,14.33,14.37,14.31,0.05999999999999872,0.02999999999999936,332390,455444,243709,211735,-102238
2018-05-13,14.225999999999999,14.48,13.95,0.5300000000000011,0.08000000000000007,14.42,14.65,14.15,0.5,0.25,14.086,14.34,13.95,0.39000000000000057,0.34999999999999964,14.226,14.43,13.99,0.4399999999999995,0.4399999999999995,241936,265397,171609,93788,77975
2018-05-20,14.504,14.78,14.4,0.379999999999999,0.33000000000000007,14.688,14.96,14.5,0.46000000000000085,0.46000000000000085,14.422,14.72,14.33,0.39000000000000057,0.370000000000001,14.597999999999999,14.94,14.4,0.5399999999999991,0.5,195485,266048,129792,136256,58415
2018-05-27,15.31,15.6,14.9,0.6999999999999993,0.6999999999999993,15.6475,15.91,15.39,0.5199999999999996,0.5199999999999996,15.235,15.45,14.88,0.5699999999999985,0.5699999999999985,15.41,15.73,15.19,0.5400000000000009,0.5400000000000009,362872,515681,273326,242355,-163734
2018-06-03,16.108,16.4,15.72,0.6799999999999979,0.45000000000000107,16.33,16.49,16.09,0.3999999999999986,0.26000000000000156,15.942,16.16,15.5,0.6600000000000001,0.6099999999999994,16.19,16.35,15.99,0.3600000000000012,0.2400000000000002,362512,410874,289503,121371,46534
2018-06-10,16.176,16.29,16.04,0.25,-0.21000000000000085,16.404,16.58,16.29,0.28999999999999915,-0.060000000000002274,15.952,16.19,15.66,0.5300000000000011,-0.3100000000000005,16.186,16.28,16.02,0.26000000000000156,-0.0400000000000027,303648,554906,173292,381614,310098
2018-06-17,16.446,16.6,16.34,0.26000000000000156,0.010000000000001563,16.528000000000002,16.67,16.39,0.28000000000000114,0.030000000000001137,16.224,16.48,16.05,0.4299999999999997,-0.05000000000000071,16.414,16.59,16.27,0.3200000000000003,-0.10000000000000142,1034126,2714907,283846,2431061,2412764
