Date,First Trust FTSE EPRANAREIT Global Developed Mark_Open_average,First Trust FTSE EPRANAREIT Global Developed Mark_Open_max,First Trust FTSE EPRANAREIT Global Developed Mark_Open_min,First Trust FTSE EPRANAREIT Global Developed Mark_Open_volatility,First Trust FTSE EPRANAREIT Global Developed Mark_Open_change,First Trust FTSE EPRANAREIT Global Developed Mark_High_average,First Trust FTSE EPRANAREIT Global Developed Mark_High_max,First Trust FTSE EPRANAREIT Global Developed Mark_High_min,First Trust FTSE EPRANAREIT Global Developed Mark_High_volatility,First Trust FTSE EPRANAREIT Global Developed Mark_High_change,First Trust FTSE EPRANAREIT Global Developed Mark_Low_average,First Trust FTSE EPRANAREIT Global Developed Mark_Low_max,First Trust FTSE EPRANAREIT Global Developed Mark_Low_min,First Trust FTSE EPRANAREIT Global Developed Mark_Low_volatility,First Trust FTSE EPRANAREIT Global Developed Mark_Low_change,First Trust FTSE EPRANAREIT Global Developed Mark_Close_average,First Trust FTSE EPRANAREIT Global Developed Mark_Close_max,First Trust FTSE EPRANAREIT Global Developed Mark_Close_min,First Trust FTSE EPRANAREIT Global Developed Mark_Close_volatility,First Trust FTSE EPRANAREIT Global Developed Mark_Close_change
2018-03-25,43.49,43.49,43.49,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.48,43.48,43.48,0.0,0.0,43.59,43.59,43.59,0.0,0.0
2018-04-01,43.69,43.69,43.69,0.0,0.0,43.81,43.81,43.81,0.0,0.0,43.53,43.53,43.53,0.0,0.0,43.53,43.53,43.53,0.0,0.0
2018-04-08,43.67,43.67,43.67,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.66,43.66,43.66,0.0,0.0,43.66,43.66,43.66,0.0,0.0
2018-04-15,43.57,43.57,43.57,0.0,0.0,43.57,43.57,43.57,0.0,0.0,43.3,43.3,43.3,0.0,0.0,43.3,43.3,43.3,0.0,0.0
2018-04-22,44.12,44.12,44.12,0.0,0.0,44.32,44.32,44.32,0.0,0.0,44.12,44.12,44.12,0.0,0.0,44.3,44.3,44.3,0.0,0.0
2018-04-29,44.5,44.5,44.5,0.0,0.0,44.56,44.56,44.56,0.0,0.0,44.45,44.45,44.45,0.0,0.0,44.54,44.54,44.54,0.0,0.0
2018-05-06,45.16,45.16,45.16,0.0,0.0,45.16,45.16,45.16,0.0,0.0,45.15,45.15,45.15,0.0,0.0,45.15,45.15,45.15,0.0,0.0
2018-05-13,43.96,43.96,43.96,0.0,0.0,44.0,44.0,44.0,0.0,0.0,43.96,43.96,43.96,0.0,0.0,43.96,43.96,43.96,0.0,0.0
2018-05-20,44.56,44.56,44.56,0.0,0.0,44.62,44.62,44.62,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.62,44.62,44.62,0.0,0.0
2018-05-27,45.01,45.01,45.01,0.0,0.0,45.08,45.08,45.08,0.0,0.0,45.01,45.01,45.01,0.0,0.0,45.04,45.04,45.04,0.0,0.0
2018-06-03,45.45,45.45,45.45,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.45,45.45,45.45,0.0,0.0
2018-06-10,45.32,45.32,45.32,0.0,0.0,45.43,45.43,45.43,0.0,0.0,45.25,45.25,45.25,0.0,0.0,45.26,45.26,45.26,0.0,0.0
2018-06-17,45.15,45.15,45.15,0.0,0.0,45.35,45.35,45.35,0.0,0.0,45.15,45.15,45.15,0.0,0.0,45.35,45.35,45.35,0.0,0.0
2018-06-24,45.34,45.34,45.34,0.0,0.0,45.49,45.49,45.49,0.0,0.0,45.34,45.34,45.34,0.0,0.0,45.36,45.36,45.36,0.0,0.0
2018-07-01,45.87,45.87,45.87,0.0,0.0,46.04,46.04,46.04,0.0,0.0,45.87,45.87,45.87,0.0,0.0,45.88,45.88,45.88,0.0,0.0
2018-07-08,45.66,45.66,45.66,0.0,0.0,45.78,45.78,45.78,0.0,0.0,45.62,45.62,45.62,0.0,0.0,45.67,45.67,45.67,0.0,0.0
2018-07-15,45.36,45.36,45.36,0.0,0.0,45.36,45.36,45.36,0.0,0.0,45.25,45.25,45.25,0.0,0.0,45.25,45.25,45.25,0.0,0.0
2018-07-22,45.54,45.54,45.54,0.0,0.0,45.54,45.54,45.54,0.0,0.0,45.54,45.54,45.54,0.0,0.0,45.54,45.54,45.54,0.0,0.0
2018-07-29,45.52,45.52,45.52,0.0,0.0,45.89,45.89,45.89,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.89,45.89,45.89,0.0,0.0
2018-08-05,45.44,45.44,45.44,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.14,45.14,45.14,0.0,0.0,45.14,45.14,45.14,0.0,0.0
2018-08-12,45.8,45.8,45.8,0.0,0.0,45.98,45.98,45.98,0.0,0.0,45.8,45.8,45.8,0.0,0.0,45.98,45.98,45.98,0.0,0.0
2018-08-19,45.87,45.87,45.87,0.0,0.0,46.06,46.06,46.06,0.0,0.0,45.87,45.87,45.87,0.0,0.0,46.0,46.0,46.0,0.0,0.0
2018-08-26,46.29,46.29,46.29,0.0,0.0,46.48,46.48,46.48,0.0,0.0,46.24,46.24,46.24,0.0,0.0,46.34,46.34,46.34,0.0,0.0
2018-09-02,45.56,45.56,45.56,0.0,0.0,45.66,45.66,45.66,0.0,0.0,45.56,45.56,45.56,0.0,0.0,45.6,45.6,45.6,0.0,0.0
2018-09-09,45.66,45.66,45.66,0.0,0.0,45.66,45.66,45.66,0.0,0.0,45.38,45.38,45.38,0.0,0.0,45.44,45.44,45.44,0.0,0.0
2018-09-16,45.53,45.53,45.53,0.0,0.0,45.56,45.56,45.56,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.53,45.53,45.53,0.0,0.0
2018-09-23,44.67,44.67,44.67,0.0,0.0,44.89,44.89,44.89,0.0,0.0,44.67,44.67,44.67,0.0,0.0,44.88,44.88,44.88,0.0,0.0
2018-09-30,43.58,43.58,43.58,0.0,0.0,43.77,43.77,43.77,0.0,0.0,43.54,43.54,43.54,0.0,0.0,43.61,43.61,43.61,0.0,0.0
2018-10-07,42.81,42.81,42.81,0.0,0.0,42.9,42.9,42.9,0.0,0.0,42.54,42.54,42.54,0.0,0.0,42.54,42.54,42.54,0.0,0.0
2018-10-14,43.66,43.66,43.66,0.0,0.0,43.66,43.66,43.66,0.0,0.0,43.66,43.66,43.66,0.0,0.0,43.66,43.66,43.66,0.0,0.0
2018-10-21,43.54,43.54,43.54,0.0,0.0,43.54,43.54,43.54,0.0,0.0,43.01,43.01,43.01,0.0,0.0,43.24,43.24,43.24,0.0,0.0
2018-10-28,43.87,43.87,43.87,0.0,0.0,43.87,43.87,43.87,0.0,0.0,43.15,43.15,43.15,0.0,0.0,43.15,43.15,43.15,0.0,0.0
2018-11-04,44.45,44.45,44.45,0.0,0.0,44.46,44.46,44.46,0.0,0.0,44.34,44.34,44.34,0.0,0.0,44.46,44.46,44.46,0.0,0.0
2018-11-11,44.4,44.4,44.4,0.0,0.0,44.59,44.59,44.59,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.59,44.59,44.59,0.0,0.0
2018-11-18,44.3,44.3,44.3,0.0,0.0,44.56,44.56,44.56,0.0,0.0,44.23,44.23,44.23,0.0,0.0,44.56,44.56,44.56,0.0,0.0
2018-11-25,44.78,44.78,44.78,0.0,0.0,44.91,44.91,44.91,0.0,0.0,44.78,44.78,44.78,0.0,0.0,44.84,44.84,44.84,0.0,0.0
2018-12-02,45.57,45.57,45.57,0.0,0.0,45.57,45.57,45.57,0.0,0.0,45.05,45.05,45.05,0.0,0.0,45.2,45.2,45.2,0.0,0.0
2018-12-09,44.52,44.52,44.52,0.0,0.0,44.52,44.52,44.52,0.0,0.0,44.52,44.52,44.52,0.0,0.0,44.52,44.52,44.52,0.0,0.0
2018-12-16,42.31,42.31,42.31,0.0,0.0,42.99,42.99,42.99,0.0,0.0,41.95,41.95,41.95,0.0,0.0,42.05,42.05,42.05,0.0,0.0
2018-12-23,42.09,42.09,42.09,0.0,0.0,42.19,42.19,42.19,0.0,0.0,41.8,41.8,41.8,0.0,0.0,41.99,41.99,41.99,0.0,0.0
2018-12-30,42.22,42.22,42.22,0.0,0.0,42.24,42.24,42.24,0.0,0.0,42.12,42.12,42.12,0.0,0.0,42.12,42.12,42.12,0.0,0.0
2019-01-06,43.7,43.7,43.7,0.0,0.0,43.81,43.81,43.81,0.0,0.0,43.64,43.64,43.64,0.0,0.0,43.76,43.76,43.76,0.0,0.0
2019-01-13,44.48,44.48,44.48,0.0,0.0,44.54,44.54,44.54,0.0,0.0,44.36,44.36,44.36,0.0,0.0,44.54,44.54,44.54,0.0,0.0
2019-01-20,45.04,45.04,45.04,0.0,0.0,45.16,45.16,45.16,0.0,0.0,44.77,44.77,44.77,0.0,0.0,45.1,45.1,45.1,0.0,0.0
2019-01-27,46.26,46.26,46.26,0.0,0.0,46.26,46.26,46.26,0.0,0.0,45.78,45.78,45.78,0.0,0.0,46.19,46.19,46.19,0.0,0.0
2019-02-03,46.62,46.62,46.62,0.0,0.0,46.62,46.62,46.62,0.0,0.0,46.46,46.46,46.46,0.0,0.0,46.47,46.47,46.47,0.0,0.0
2019-02-10,46.56,46.56,46.56,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.53,46.53,46.53,0.0,0.0,46.61,46.61,46.61,0.0,0.0
2019-02-17,46.63,46.63,46.63,0.0,0.0,46.93,46.93,46.93,0.0,0.0,46.63,46.63,46.63,0.0,0.0,46.76,46.76,46.76,0.0,0.0
2019-02-24,46.17,46.17,46.17,0.0,0.0,46.23,46.23,46.23,0.0,0.0,46.01,46.01,46.01,0.0,0.0,46.23,46.23,46.23,0.0,0.0
2019-03-03,46.13,46.13,46.13,0.0,0.0,46.26,46.26,46.26,0.0,0.0,46.06,46.06,46.06,0.0,0.0,46.19,46.19,46.19,0.0,0.0
2019-03-10,47.13,47.13,47.13,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.13,47.13,47.13,0.0,0.0,47.24,47.24,47.24,0.0,0.0
2019-03-17,47.4,47.4,47.4,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.22,47.22,47.22,0.0,0.0,47.22,47.22,47.22,0.0,0.0
2019-03-24,48.04,48.04,48.04,0.0,0.0,48.04,48.04,48.04,0.0,0.0,47.79,47.79,47.79,0.0,0.0,47.85,47.85,47.85,0.0,0.0
2019-03-31,47.72,47.72,47.72,0.0,0.0,47.85,47.85,47.85,0.0,0.0,47.72,47.72,47.72,0.0,0.0,47.83,47.83,47.83,0.0,0.0
2019-04-07,47.72,47.72,47.72,0.0,0.0,47.92,47.92,47.92,0.0,0.0,47.71,47.71,47.71,0.0,0.0,47.73,47.73,47.73,0.0,0.0
2019-04-14,46.59,46.59,46.59,0.0,0.0,46.79,46.79,46.79,0.0,0.0,46.59,46.59,46.59,0.0,0.0,46.79,46.79,46.79,0.0,0.0
2019-04-21,47.18,47.18,47.18,0.0,0.0,47.23,47.23,47.23,0.0,0.0,46.9,46.9,46.9,0.0,0.0,47.15,47.15,47.15,0.0,0.0
2019-04-28,47.51,47.51,47.51,0.0,0.0,47.69,47.69,47.69,0.0,0.0,47.36,47.36,47.36,0.0,0.0,47.69,47.69,47.69,0.0,0.0
2019-05-05,46.94,46.94,46.94,0.0,0.0,47.51,47.51,47.51,0.0,0.0,46.91,46.91,46.91,0.0,0.0,47.3,47.3,47.3,0.0,0.0
2019-05-12,47.57,47.57,47.57,0.0,0.0,47.76,47.76,47.76,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.68,47.68,47.68,0.0,0.0
2019-05-19,48.08,48.08,48.08,0.0,0.0,48.08,48.08,48.08,0.0,0.0,48.01,48.01,48.01,0.0,0.0,48.01,48.01,48.01,0.0,0.0
2019-05-26,46.76,46.76,46.76,0.0,0.0,46.95,46.95,46.95,0.0,0.0,46.76,46.76,46.76,0.0,0.0,46.95,46.95,46.95,0.0,0.0
2019-06-02,48.2,48.2,48.2,0.0,0.0,48.2,48.2,48.2,0.0,0.0,48.03,48.03,48.03,0.0,0.0,48.08,48.08,48.08,0.0,0.0
2019-06-09,47.94,47.94,47.94,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.76,47.76,47.76,0.0,0.0,47.84,47.84,47.84,0.0,0.0
2019-06-16,48.21,48.21,48.21,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.21,48.21,48.21,0.0,0.0,48.31,48.31,48.31,0.0,0.0
2019-06-23,47.43,47.43,47.43,0.0,0.0,47.64,47.64,47.64,0.0,0.0,47.43,47.43,47.43,0.0,0.0,47.51,47.51,47.51,0.0,0.0
2019-06-30,48.69,48.69,48.69,0.0,0.0,48.71,48.71,48.71,0.0,0.0,48.28,48.28,48.28,0.0,0.0,48.64,48.64,48.64,0.0,0.0
2019-07-07,48.63,48.63,48.63,0.0,0.0,48.63,48.63,48.63,0.0,0.0,48.46,48.46,48.46,0.0,0.0,48.58,48.58,48.58,0.0,0.0
2019-07-14,47.9,47.9,47.9,0.0,0.0,48.07,48.07,48.07,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.88,47.88,47.88,0.0,0.0
2019-07-21,47.89,47.89,47.89,0.0,0.0,47.98,47.98,47.98,0.0,0.0,47.74,47.74,47.74,0.0,0.0,47.91,47.91,47.91,0.0,0.0
2019-07-28,47.62,47.62,47.62,0.0,0.0,47.79,47.79,47.79,0.0,0.0,47.49,47.49,47.49,0.0,0.0,47.72,47.72,47.72,0.0,0.0
2019-08-04,47.71,47.71,47.71,0.0,0.0,47.87,47.87,47.87,0.0,0.0,47.71,47.71,47.71,0.0,0.0,47.87,47.87,47.87,0.0,0.0
2019-08-11,48.02,48.02,48.02,0.0,0.0,48.15,48.15,48.15,0.0,0.0,47.98,47.98,47.98,0.0,0.0,48.08,48.08,48.08,0.0,0.0
2019-08-18,48.14,48.14,48.14,0.0,0.0,48.24,48.24,48.24,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.78,47.78,47.78,0.0,0.0
2019-08-25,48.42,48.42,48.42,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.42,48.42,48.42,0.0,0.0,48.5,48.5,48.5,0.0,0.0
2019-09-01,49.02,49.02,49.02,0.0,0.0,49.08,49.08,49.08,0.0,0.0,48.91,48.91,48.91,0.0,0.0,49.08,49.08,49.08,0.0,0.0
2019-09-08,49.18,49.18,49.18,0.0,0.0,49.18,49.18,49.18,0.0,0.0,48.81,48.81,48.81,0.0,0.0,48.82,48.82,48.82,0.0,0.0
2019-09-15,49.38,49.38,49.38,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.41,49.41,49.41,0.0,0.0
2019-09-22,49.36,49.36,49.36,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.32,49.32,49.32,0.0,0.0
2019-09-29,49.48,49.48,49.48,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.68,49.68,49.68,0.0,0.0
2019-10-06,49.95,49.95,49.95,0.0,0.0,50.08,50.08,50.08,0.0,0.0,49.89,49.89,49.89,0.0,0.0,49.92,49.92,49.92,0.0,0.0
2019-10-13,50.34,50.34,50.34,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.5,50.5,50.5,0.0,0.0
2019-10-20,50.34,50.34,50.34,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.44,50.44,50.44,0.0,0.0
2019-10-27,50.95,50.95,50.95,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.79,50.79,50.79,0.0,0.0
2019-11-03,49.38,49.38,49.38,0.0,0.0,49.61,49.61,49.61,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.46,49.46,49.46,0.0,0.0
2019-11-10,49.36,49.36,49.36,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.47,49.47,49.47,0.0,0.0
2019-11-17,49.33,49.33,49.33,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.18,49.18,49.18,0.0,0.0,49.19,49.19,49.19,0.0,0.0
2019-11-24,50.01,50.01,50.01,0.0,0.0,50.01,50.01,50.01,0.0,0.0,49.95,49.95,49.95,0.0,0.0,49.95,49.95,49.95,0.0,0.0
2019-12-01,49.98,49.98,49.98,0.0,0.0,50.15,50.15,50.15,0.0,0.0,49.98,49.98,49.98,0.0,0.0,50.07,50.07,50.07,0.0,0.0
2019-12-08,47.46,47.46,47.46,0.0,0.0,47.46,47.46,47.46,0.0,0.0,47.11,47.11,47.11,0.0,0.0,47.26,47.26,47.26,0.0,0.0
2019-12-15,47.77,47.77,47.77,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.76,47.76,47.76,0.0,0.0
2019-12-22,48.13,48.13,48.13,0.0,0.0,48.29,48.29,48.29,0.0,0.0,48.13,48.13,48.13,0.0,0.0,48.23,48.23,48.23,0.0,0.0
2019-12-29,47.84,47.84,47.84,0.0,0.0,48.45,48.45,48.45,0.0,0.0,47.84,47.84,47.84,0.0,0.0,48.37,48.37,48.37,0.0,0.0
