Date,iShares 20+ Year Treasury Bond_Open_average,iShares 20+ Year Treasury Bond_Open_max,iShares 20+ Year Treasury Bond_Open_min,iShares 20+ Year Treasury Bond_Open_volatility,iShares 20+ Year Treasury Bond_Open_change,iShares 20+ Year Treasury Bond_High_average,iShares 20+ Year Treasury Bond_High_max,iShares 20+ Year Treasury Bond_High_min,iShares 20+ Year Treasury Bond_High_volatility,iShares 20+ Year Treasury Bond_High_change,iShares 20+ Year Treasury Bond_Low_average,iShares 20+ Year Treasury Bond_Low_max,iShares 20+ Year Treasury Bond_Low_min,iShares 20+ Year Treasury Bond_Low_volatility,iShares 20+ Year Treasury Bond_Low_change,iShares 20+ Year Treasury Bond_Close_average,iShares 20+ Year Treasury Bond_Close_max,iShares 20+ Year Treasury Bond_Close_min,iShares 20+ Year Treasury Bond_Close_volatility,iShares 20+ Year Treasury Bond_Close_change
2018-06-17,120.66,120.66,120.66,0.0,0.0,121.11,121.11,121.11,0.0,0.0,120.64,120.64,120.64,0.0,0.0,120.8,120.8,120.8,0.0,0.0
2018-06-24,121.74,121.74,121.74,0.0,0.0,121.75,121.75,121.75,0.0,0.0,121.29,121.29,121.29,0.0,0.0,121.35,121.35,121.35,0.0,0.0
2018-07-01,122.07,122.07,122.07,0.0,0.0,122.21,122.21,122.21,0.0,0.0,121.9,121.9,121.9,0.0,0.0,121.96,121.96,121.96,0.0,0.0
2018-07-08,122.21,122.21,122.21,0.0,0.0,122.28,122.28,122.28,0.0,0.0,121.64,121.64,121.64,0.0,0.0,122.21,122.21,122.21,0.0,0.0
2018-07-15,120.38,120.38,120.38,0.0,0.0,120.38,120.38,120.38,0.0,0.0,119.18,119.18,119.18,0.0,0.0,119.27,119.27,119.27,0.0,0.0
2018-07-22,118.99,118.99,118.99,0.0,0.0,119.41,119.41,119.41,0.0,0.0,118.97,118.97,118.97,0.0,0.0,119.05,119.05,119.05,0.0,0.0
2018-07-29,119.54,119.54,119.54,0.0,0.0,119.84,119.84,119.84,0.0,0.0,119.27,119.27,119.27,0.0,0.0,119.29,119.29,119.29,0.0,0.0
2018-08-05,120.25,120.25,120.25,0.0,0.0,120.7,120.7,120.7,0.0,0.0,120.21,120.21,120.21,0.0,0.0,120.41,120.41,120.41,0.0,0.0
2018-08-12,121.64,121.64,121.64,0.0,0.0,121.91,121.91,121.91,0.0,0.0,121.53,121.53,121.53,0.0,0.0,121.79,121.79,121.79,0.0,0.0
2018-08-19,121.78,121.78,121.78,0.0,0.0,121.87,121.87,121.87,0.0,0.0,121.52,121.52,121.52,0.0,0.0,121.59,121.59,121.59,0.0,0.0
2018-08-26,121.89,121.89,121.89,0.0,0.0,121.92,121.92,121.92,0.0,0.0,120.89,120.89,120.89,0.0,0.0,121.0,121.0,121.0,0.0,0.0
2018-09-02,119.17,119.17,119.17,0.0,0.0,119.6,119.6,119.6,0.0,0.0,119.17,119.17,119.17,0.0,0.0,119.57,119.57,119.57,0.0,0.0
2018-09-09,118.18,118.18,118.18,0.0,0.0,118.82,118.82,118.82,0.0,0.0,118.12,118.12,118.12,0.0,0.0,118.55,118.55,118.55,0.0,0.0
2018-09-16,116.74,116.74,116.74,0.0,0.0,117.27,117.27,117.27,0.0,0.0,116.72,116.72,116.72,0.0,0.0,116.8,116.8,116.8,0.0,0.0
2018-09-23,116.66,116.66,116.66,0.0,0.0,116.83,116.83,116.83,0.0,0.0,116.12,116.12,116.12,0.0,0.0,116.15,116.15,116.15,0.0,0.0
2018-09-30,112.99,112.99,112.99,0.0,0.0,113.11,113.11,113.11,0.0,0.0,112.64,112.64,112.64,0.0,0.0,112.66,112.66,112.66,0.0,0.0
2018-10-07,114.66,114.66,114.66,0.0,0.0,114.82,114.82,114.82,0.0,0.0,114.29,114.29,114.29,0.0,0.0,114.42,114.42,114.42,0.0,0.0
2018-10-14,113.95,113.95,113.95,0.0,0.0,114.08,114.08,114.08,0.0,0.0,113.53,113.53,113.53,0.0,0.0,113.56,113.56,113.56,0.0,0.0
2018-10-21,114.84,114.84,114.84,0.0,0.0,115.02,115.02,115.02,0.0,0.0,114.26,114.26,114.26,0.0,0.0,114.73,114.73,114.73,0.0,0.0
2018-10-28,112.48,112.48,112.48,0.0,0.0,112.71,112.71,112.71,0.0,0.0,112.35,112.35,112.35,0.0,0.0,112.44,112.44,112.44,0.0,0.0
2018-11-04,113.95,113.95,113.95,0.0,0.0,114.31,114.31,114.31,0.0,0.0,113.91,113.91,113.91,0.0,0.0,114.09,114.09,114.09,0.0,0.0
2018-11-11,114.41,114.41,114.41,0.0,0.0,115.02,115.02,115.02,0.0,0.0,114.41,114.41,114.41,0.0,0.0,115.02,115.02,115.02,0.0,0.0
2018-11-18,114.86,114.86,114.86,0.0,0.0,115.06,115.06,115.06,0.0,0.0,114.78,114.78,114.78,0.0,0.0,114.88,114.88,114.88,0.0,0.0
2018-11-25,114.68,114.68,114.68,0.0,0.0,115.88,115.88,115.88,0.0,0.0,114.66,114.66,114.66,0.0,0.0,115.88,115.88,115.88,0.0,0.0
2018-12-02,118.87,118.87,118.87,0.0,0.0,119.28,119.28,119.28,0.0,0.0,118.44,118.44,118.44,0.0,0.0,118.9,118.9,118.9,0.0,0.0
2018-12-09,118.59,118.59,118.59,0.0,0.0,119.3,119.3,119.3,0.0,0.0,118.58,118.58,118.58,0.0,0.0,119.17,119.17,119.17,0.0,0.0
2018-12-16,121.13,121.13,121.13,0.0,0.0,121.42,121.42,121.42,0.0,0.0,120.91,120.91,120.91,0.0,0.0,121.32,121.32,121.32,0.0,0.0
2018-12-23,120.65,120.65,120.65,0.0,0.0,121.56,121.56,121.56,0.0,0.0,120.46,120.46,120.46,0.0,0.0,121.51,121.51,121.51,0.0,0.0
2018-12-30,122.62,122.62,122.62,0.0,0.0,122.65,122.65,122.65,0.0,0.0,121.62,121.62,121.62,0.0,0.0,121.75,121.75,121.75,0.0,0.0
2019-01-06,120.9,120.9,120.9,0.0,0.0,121.01,121.01,121.01,0.0,0.0,120.24,120.24,120.24,0.0,0.0,120.48,120.48,120.48,0.0,0.0
2019-01-13,119.84,119.84,119.84,0.0,0.0,120.12,120.12,120.12,0.0,0.0,119.39,119.39,119.39,0.0,0.0,119.56,119.56,119.56,0.0,0.0
2019-01-20,120.54,120.54,120.54,0.0,0.0,120.94,120.94,120.94,0.0,0.0,120.41,120.41,120.41,0.0,0.0,120.41,120.41,120.41,0.0,0.0
2019-01-27,120.44,120.44,120.44,0.0,0.0,120.55,120.55,120.55,0.0,0.0,120.02,120.02,120.02,0.0,0.0,120.42,120.42,120.42,0.0,0.0
2019-02-03,121.86,121.86,121.86,0.0,0.0,122.18,122.18,122.18,0.0,0.0,121.75,121.75,121.75,0.0,0.0,121.87,121.87,121.87,0.0,0.0
2019-02-10,121.56,121.56,121.56,0.0,0.0,122.02,122.02,122.02,0.0,0.0,121.54,121.54,121.54,0.0,0.0,121.98,121.98,121.98,0.0,0.0
2019-02-17,121.17,121.17,121.17,0.0,0.0,121.3,121.3,121.3,0.0,0.0,120.92,120.92,120.92,0.0,0.0,121.21,121.21,121.21,0.0,0.0
2019-02-24,119.29,119.29,119.29,0.0,0.0,119.77,119.77,119.77,0.0,0.0,119.06,119.06,119.06,0.0,0.0,119.59,119.59,119.59,0.0,0.0
2019-03-03,121.4,121.4,121.4,0.0,0.0,121.42,121.42,121.42,0.0,0.0,120.98,120.98,120.98,0.0,0.0,121.21,121.21,121.21,0.0,0.0
2019-03-10,121.57,121.57,121.57,0.0,0.0,121.87,121.87,121.87,0.0,0.0,121.52,121.52,121.52,0.0,0.0,121.68,121.68,121.68,0.0,0.0
2019-03-17,124.81,124.81,124.81,0.0,0.0,125.94,125.94,125.94,0.0,0.0,124.51,124.51,124.51,0.0,0.0,125.06,125.06,125.06,0.0,0.0
2019-03-24,125.29,125.29,125.29,0.0,0.0,125.36,125.36,125.36,0.0,0.0,124.19,124.19,124.19,0.0,0.0,124.37,124.37,124.37,0.0,0.0
2019-03-31,123.83,123.83,123.83,0.0,0.0,123.95,123.95,123.95,0.0,0.0,123.52,123.52,123.52,0.0,0.0,123.59,123.59,123.59,0.0,0.0
2019-04-07,122.78,122.78,122.78,0.0,0.0,122.99,122.99,122.99,0.0,0.0,122.72,122.72,122.72,0.0,0.0,122.98,122.98,122.98,0.0,0.0
2019-04-14,122.47,122.47,122.47,0.0,0.0,122.57,122.57,122.57,0.0,0.0,122.23,122.23,122.23,0.0,0.0,122.31,122.31,122.31,0.0,0.0
2019-04-21,123.23,123.23,123.23,0.0,0.0,123.35,123.35,123.35,0.0,0.0,122.85,122.85,122.85,0.0,0.0,123.02,123.02,123.02,0.0,0.0
2019-04-28,124.31,124.31,124.31,0.0,0.0,124.38,124.38,124.38,0.0,0.0,123.92,123.92,123.92,0.0,0.0,124.0,124.0,124.0,0.0,0.0
2019-05-05,125.4,125.4,125.4,0.0,0.0,125.93,125.93,125.93,0.0,0.0,125.25,125.25,125.25,0.0,0.0,125.73,125.73,125.73,0.0,0.0
2019-05-12,126.12,126.12,126.12,0.0,0.0,126.38,126.38,126.38,0.0,0.0,125.65,125.65,125.65,0.0,0.0,125.73,125.73,125.73,0.0,0.0
2019-05-19,127.56,127.56,127.56,0.0,0.0,127.78,127.78,127.78,0.0,0.0,127.39,127.39,127.39,0.0,0.0,127.78,127.78,127.78,0.0,0.0
2019-05-26,131.91,131.91,131.91,0.0,0.0,132.58,132.58,132.58,0.0,0.0,131.55,131.55,131.55,0.0,0.0,132.44,132.44,132.44,0.0,0.0
2019-06-02,130.68,130.68,130.68,0.0,0.0,130.7,130.7,130.7,0.0,0.0,130.32,130.32,130.32,0.0,0.0,130.5,130.5,130.5,0.0,0.0
2019-06-09,131.39,131.39,131.39,0.0,0.0,131.76,131.76,131.76,0.0,0.0,131.13,131.13,131.13,0.0,0.0,131.69,131.69,131.69,0.0,0.0
2019-06-16,132.16,132.16,132.16,0.0,0.0,132.53,132.53,132.53,0.0,0.0,132.08,132.08,132.08,0.0,0.0,132.41,132.41,132.41,0.0,0.0
2019-06-23,132.57,132.57,132.57,0.0,0.0,132.75,132.75,132.75,0.0,0.0,131.59,131.59,131.59,0.0,0.0,132.24,132.24,132.24,0.0,0.0
2019-06-30,133.05,133.05,133.05,0.0,0.0,133.22,133.22,133.22,0.0,0.0,132.61,132.61,132.61,0.0,0.0,132.61,132.61,132.61,0.0,0.0
2019-07-07,130.45,130.45,130.45,0.0,0.0,131.05,131.05,131.05,0.0,0.0,130.45,130.45,130.45,0.0,0.0,130.97,130.97,130.97,0.0,0.0
2019-07-14,132.47,132.47,132.47,0.0,0.0,132.49,132.49,132.49,0.0,0.0,131.74,131.74,131.74,0.0,0.0,131.94,131.94,131.94,0.0,0.0
2019-07-21,131.82,131.82,131.82,0.0,0.0,131.95,131.95,131.95,0.0,0.0,131.4,131.4,131.4,0.0,0.0,131.51,131.51,131.51,0.0,0.0
2019-07-28,138.14,138.14,138.14,0.0,0.0,138.89,138.89,138.89,0.0,0.0,137.66,137.66,137.66,0.0,0.0,138.87,138.87,138.87,0.0,0.0
2019-08-04,141.72,141.72,141.72,0.0,0.0,143.43,143.43,143.43,0.0,0.0,141.51,141.51,141.51,0.0,0.0,142.97,142.97,142.97,0.0,0.0
2019-08-11,143.57,143.57,143.57,0.0,0.0,144.66,144.66,144.66,0.0,0.0,143.51,143.51,143.51,0.0,0.0,144.04,144.04,144.04,0.0,0.0
2019-08-18,145.87,145.87,145.87,0.0,0.0,146.29,146.29,146.29,0.0,0.0,145.29,145.29,145.29,0.0,0.0,145.37,145.37,145.37,0.0,0.0
2019-08-25,146.61,146.61,146.61,0.0,0.0,147.48,147.48,147.48,0.0,0.0,146.36,146.36,146.36,0.0,0.0,147.28,147.28,147.28,0.0,0.0
2019-09-01,143.83,143.83,143.83,0.0,0.0,144.0,144.0,144.0,0.0,0.0,143.19,143.19,143.19,0.0,0.0,143.2,143.2,143.2,0.0,0.0
2019-09-08,137.88,137.88,137.88,0.0,0.0,138.57,138.57,138.57,0.0,0.0,137.25,137.25,137.25,0.0,0.0,138.28,138.28,138.28,0.0,0.0
2019-09-15,142.24,142.24,142.24,0.0,0.0,143.16,143.16,143.16,0.0,0.0,141.7,141.7,141.7,0.0,0.0,141.86,141.86,141.86,0.0,0.0
2019-09-22,141.88,141.88,141.88,0.0,0.0,143.09,143.09,143.09,0.0,0.0,141.84,141.84,141.84,0.0,0.0,143.08,143.08,143.08,0.0,0.0
2019-09-29,145.16,145.16,145.16,0.0,0.0,145.53,145.53,145.53,0.0,0.0,144.71,144.71,144.71,0.0,0.0,144.78,144.78,144.78,0.0,0.0
2019-10-06,141.48,141.48,141.48,0.0,0.0,141.5,141.5,141.5,0.0,0.0,141.08,141.08,141.08,0.0,0.0,141.46,141.46,141.46,0.0,0.0
2019-10-13,138.57,138.57,138.57,0.0,0.0,138.99,138.99,138.99,0.0,0.0,138.22,138.22,138.22,0.0,0.0,138.53,138.53,138.53,0.0,0.0
2019-10-20,137.58,137.58,137.58,0.0,0.0,137.58,137.58,137.58,0.0,0.0,136.99,136.99,136.99,0.0,0.0,137.26,137.26,137.26,0.0,0.0
2019-10-27,138.97,138.97,138.97,0.0,0.0,139.14,139.14,139.14,0.0,0.0,138.53,138.53,138.53,0.0,0.0,138.71,138.71,138.71,0.0,0.0
2019-11-03,135.38,135.38,135.38,0.0,0.0,135.39,135.39,135.39,0.0,0.0,134.64,134.64,134.64,0.0,0.0,135.0,135.0,135.0,0.0,0.0
2019-11-10,138.21,138.21,138.21,0.0,0.0,138.61,138.61,138.61,0.0,0.0,137.93,137.93,137.93,0.0,0.0,138.01,138.01,138.01,0.0,0.0
2019-11-17,140.3,140.3,140.3,0.0,0.0,140.53,140.53,140.53,0.0,0.0,140.18,140.18,140.18,0.0,0.0,140.31,140.31,140.31,0.0,0.0
2019-11-24,138.14,138.14,138.14,0.0,0.0,138.67,138.67,138.67,0.0,0.0,137.95,137.95,137.95,0.0,0.0,138.31,138.31,138.31,0.0,0.0
2019-12-01,138.99,138.99,138.99,0.0,0.0,139.11,139.11,139.11,0.0,0.0,138.57,138.57,138.57,0.0,0.0,138.65,138.65,138.65,0.0,0.0
2019-12-08,138.4,138.4,138.4,0.0,0.0,138.46,138.46,138.46,0.0,0.0,137.43,137.43,137.43,0.0,0.0,137.79,137.79,137.79,0.0,0.0
2019-12-15,136.81,136.81,136.81,0.0,0.0,136.97,136.97,136.97,0.0,0.0,136.0,136.0,136.0,0.0,0.0,136.45,136.45,136.45,0.0,0.0
2019-12-22,135.89,135.89,135.89,0.0,0.0,136.9,136.9,136.9,0.0,0.0,135.66,135.66,135.66,0.0,0.0,136.82,136.82,136.82,0.0,0.0
2019-12-29,138.27,138.27,138.27,0.0,0.0,139.16,139.16,139.16,0.0,0.0,137.88,137.88,137.88,0.0,0.0,139.12,139.12,139.12,0.0,0.0
