Date,Hartford Multifactor REIT_Open_average,Hartford Multifactor REIT_Open_max,Hartford Multifactor REIT_Open_min,Hartford Multifactor REIT_Open_volatility,Hartford Multifactor REIT_Open_change,Hartford Multifactor REIT_High_average,Hartford Multifactor REIT_High_max,Hartford Multifactor REIT_High_min,Hartford Multifactor REIT_High_volatility,Hartford Multifactor REIT_High_change,Hartford Multifactor REIT_Low_average,Hartford Multifactor REIT_Low_max,Hartford Multifactor REIT_Low_min,Hartford Multifactor REIT_Low_volatility,Hartford Multifactor REIT_Low_change,Hartford Multifactor REIT_Close_average,Hartford Multifactor REIT_Close_max,Hartford Multifactor REIT_Close_min,Hartford Multifactor REIT_Close_volatility,Hartford Multifactor REIT_Close_change
2018-01-14,14.89,14.89,14.89,0.0,0.0,14.94,14.94,14.94,0.0,0.0,14.89,14.89,14.89,0.0,0.0,14.91,14.91,14.91,0.0,0.0
2018-01-21,14.75,14.75,14.75,0.0,0.0,14.75,14.75,14.75,0.0,0.0,14.7,14.7,14.7,0.0,0.0,14.71,14.71,14.71,0.0,0.0
2018-01-28,14.33,14.33,14.33,0.0,0.0,14.33,14.33,14.33,0.0,0.0,13.89,13.89,13.89,0.0,0.0,13.89,13.89,13.89,0.0,0.0
2018-02-04,13.32,13.32,13.32,0.0,0.0,13.67,13.67,13.67,0.0,0.0,13.27,13.27,13.27,0.0,0.0,13.66,13.66,13.66,0.0,0.0
2018-02-11,13.84,13.84,13.84,0.0,0.0,13.96,13.96,13.96,0.0,0.0,13.84,13.84,13.84,0.0,0.0,13.96,13.96,13.96,0.0,0.0
2018-02-18,13.87,13.87,13.87,0.0,0.0,13.92,13.92,13.92,0.0,0.0,13.86,13.86,13.86,0.0,0.0,13.92,13.92,13.92,0.0,0.0
2018-02-25,13.77,13.77,13.77,0.0,0.0,13.77,13.77,13.77,0.0,0.0,13.76,13.76,13.76,0.0,0.0,13.76,13.76,13.76,0.0,0.0
2018-03-04,14.0,14.0,14.0,0.0,0.0,14.05,14.05,14.05,0.0,0.0,13.99,13.99,13.99,0.0,0.0,14.05,14.05,14.05,0.0,0.0
2018-03-11,13.9,13.9,13.9,0.0,0.0,13.93,13.93,13.93,0.0,0.0,13.9,13.9,13.9,0.0,0.0,13.92,13.92,13.92,0.0,0.0
2018-03-18,13.43,13.43,13.43,0.0,0.0,13.43,13.43,13.43,0.0,0.0,13.39,13.39,13.39,0.0,0.0,13.41,13.41,13.41,0.0,0.0
2018-03-25,14.05,14.05,14.05,0.0,0.0,14.05,14.05,14.05,0.0,0.0,13.7,13.7,13.7,0.0,0.0,13.7,13.7,13.7,0.0,0.0
2018-04-01,13.93,13.93,13.93,0.0,0.0,13.93,13.93,13.93,0.0,0.0,13.93,13.93,13.93,0.0,0.0,13.93,13.93,13.93,0.0,0.0
2018-04-08,13.77,13.77,13.77,0.0,0.0,13.83,13.83,13.83,0.0,0.0,13.77,13.77,13.77,0.0,0.0,13.83,13.83,13.83,0.0,0.0
2018-04-15,13.71,13.71,13.71,0.0,0.0,13.71,13.71,13.71,0.0,0.0,13.69,13.69,13.69,0.0,0.0,13.69,13.69,13.69,0.0,0.0
2018-04-22,14.17,14.17,14.17,0.0,0.0,14.17,14.17,14.17,0.0,0.0,14.1,14.1,14.1,0.0,0.0,14.1,14.1,14.1,0.0,0.0
2018-04-29,14.36,14.36,14.36,0.0,0.0,14.36,14.36,14.36,0.0,0.0,14.36,14.36,14.36,0.0,0.0,14.36,14.36,14.36,0.0,0.0
2018-05-06,14.56,14.56,14.56,0.0,0.0,14.56,14.56,14.56,0.0,0.0,14.51,14.51,14.51,0.0,0.0,14.51,14.51,14.51,0.0,0.0
2018-05-13,14.21,14.21,14.21,0.0,0.0,14.35,14.35,14.35,0.0,0.0,14.2,14.2,14.2,0.0,0.0,14.34,14.34,14.34,0.0,0.0
2018-05-20,14.61,14.61,14.61,0.0,0.0,14.61,14.61,14.61,0.0,0.0,14.61,14.61,14.61,0.0,0.0,14.61,14.61,14.61,0.0,0.0
2018-05-27,15.06,15.06,15.06,0.0,0.0,15.06,15.06,15.06,0.0,0.0,15.06,15.06,15.06,0.0,0.0,15.06,15.06,15.06,0.0,0.0
2018-06-03,15.25,15.25,15.25,0.0,0.0,15.25,15.25,15.25,0.0,0.0,15.24,15.24,15.24,0.0,0.0,15.24,15.24,15.24,0.0,0.0
2018-06-10,15.08,15.08,15.08,0.0,0.0,15.18,15.18,15.18,0.0,0.0,15.08,15.08,15.08,0.0,0.0,15.16,15.16,15.16,0.0,0.0
2018-06-17,15.42,15.42,15.42,0.0,0.0,15.46,15.46,15.46,0.0,0.0,15.42,15.42,15.42,0.0,0.0,15.46,15.46,15.46,0.0,0.0
2018-06-24,15.77,15.77,15.77,0.0,0.0,15.77,15.77,15.77,0.0,0.0,15.4,15.4,15.4,0.0,0.0,15.45,15.45,15.45,0.0,0.0
2018-07-01,15.78,15.78,15.78,0.0,0.0,15.8,15.8,15.8,0.0,0.0,15.64,15.64,15.64,0.0,0.0,15.66,15.66,15.66,0.0,0.0
2018-07-08,15.69,15.69,15.69,0.0,0.0,15.69,15.69,15.69,0.0,0.0,15.69,15.69,15.69,0.0,0.0,15.69,15.69,15.69,0.0,0.0
2018-07-15,15.38,15.38,15.38,0.0,0.0,15.38,15.38,15.38,0.0,0.0,15.38,15.38,15.38,0.0,0.0,15.38,15.38,15.38,0.0,0.0
2018-07-22,15.28,15.28,15.28,0.0,0.0,15.36,15.36,15.36,0.0,0.0,15.26,15.26,15.26,0.0,0.0,15.36,15.36,15.36,0.0,0.0
2018-07-29,15.74,15.74,15.74,0.0,0.0,15.74,15.74,15.74,0.0,0.0,15.69,15.69,15.69,0.0,0.0,15.69,15.69,15.69,0.0,0.0
2018-08-05,15.48,15.48,15.48,0.0,0.0,15.48,15.48,15.48,0.0,0.0,15.43,15.43,15.43,0.0,0.0,15.43,15.43,15.43,0.0,0.0
2018-08-12,16.15,16.15,16.15,0.0,0.0,16.15,16.15,16.15,0.0,0.0,16.07,16.07,16.07,0.0,0.0,16.07,16.07,16.07,0.0,0.0
2018-08-19,16.05,16.05,16.05,0.0,0.0,16.05,16.05,16.05,0.0,0.0,15.89,15.89,15.89,0.0,0.0,15.9,15.9,15.9,0.0,0.0
2018-08-26,16.0,16.0,16.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0
2018-09-02,16.0,16.0,16.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,15.81,15.81,15.81,0.0,0.0,15.84,15.84,15.84,0.0,0.0
2018-09-09,15.95,15.95,15.95,0.0,0.0,15.95,15.95,15.95,0.0,0.0,15.95,15.95,15.95,0.0,0.0,15.95,15.95,15.95,0.0,0.0
2018-09-16,15.24,15.24,15.24,0.0,0.0,15.24,15.24,15.24,0.0,0.0,15.24,15.24,15.24,0.0,0.0,15.24,15.24,15.24,0.0,0.0
2018-09-23,15.27,15.27,15.27,0.0,0.0,15.27,15.27,15.27,0.0,0.0,15.27,15.27,15.27,0.0,0.0,15.27,15.27,15.27,0.0,0.0
2018-09-30,15.08,15.08,15.08,0.0,0.0,15.08,15.08,15.08,0.0,0.0,15.08,15.08,15.08,0.0,0.0,15.08,15.08,15.08,0.0,0.0
2018-10-07,14.58,14.58,14.58,0.0,0.0,14.58,14.58,14.58,0.0,0.0,14.51,14.51,14.51,0.0,0.0,14.52,14.52,14.52,0.0,0.0
2018-10-14,14.79,14.79,14.79,0.0,0.0,14.79,14.79,14.79,0.0,0.0,14.79,14.79,14.79,0.0,0.0,14.79,14.79,14.79,0.0,0.0
2018-10-21,14.81,14.81,14.81,0.0,0.0,14.82,14.82,14.82,0.0,0.0,14.81,14.81,14.81,0.0,0.0,14.82,14.82,14.82,0.0,0.0
2018-10-28,14.8,14.8,14.8,0.0,0.0,14.8,14.8,14.8,0.0,0.0,14.8,14.8,14.8,0.0,0.0,14.8,14.8,14.8,0.0,0.0
2018-11-04,15.1,15.1,15.1,0.0,0.0,15.15,15.15,15.15,0.0,0.0,15.01,15.01,15.01,0.0,0.0,15.01,15.01,15.01,0.0,0.0
2018-11-11,14.84,14.84,14.84,0.0,0.0,14.84,14.84,14.84,0.0,0.0,14.84,14.84,14.84,0.0,0.0,14.84,14.84,14.84,0.0,0.0
2018-11-18,14.8,14.8,14.8,0.0,0.0,14.8,14.8,14.8,0.0,0.0,14.8,14.8,14.8,0.0,0.0,14.8,14.8,14.8,0.0,0.0
2018-11-25,16.01,16.01,16.01,0.0,0.0,16.01,16.01,16.01,0.0,0.0,15.19,15.19,15.19,0.0,0.0,15.29,15.29,15.29,0.0,0.0
2018-12-02,15.0,15.0,15.0,0.0,0.0,15.18,15.18,15.18,0.0,0.0,15.0,15.0,15.0,0.0,0.0,15.12,15.12,15.12,0.0,0.0
2018-12-09,14.45,14.45,14.45,0.0,0.0,14.45,14.45,14.45,0.0,0.0,14.45,14.45,14.45,0.0,0.0,14.45,14.45,14.45,0.0,0.0
2018-12-16,13.57,13.57,13.57,0.0,0.0,13.57,13.57,13.57,0.0,0.0,13.29,13.29,13.29,0.0,0.0,13.29,13.29,13.29,0.0,0.0
2018-12-23,13.63,13.63,13.63,0.0,0.0,13.75,13.75,13.75,0.0,0.0,13.63,13.63,13.63,0.0,0.0,13.75,13.75,13.75,0.0,0.0
2018-12-30,14.03,14.03,14.03,0.0,0.0,14.03,14.03,14.03,0.0,0.0,14.02,14.02,14.02,0.0,0.0,14.02,14.02,14.02,0.0,0.0
2019-01-06,14.45,14.45,14.45,0.0,0.0,14.45,14.45,14.45,0.0,0.0,14.45,14.45,14.45,0.0,0.0,14.45,14.45,14.45,0.0,0.0
2019-01-13,14.8,14.8,14.8,0.0,0.0,14.8,14.8,14.8,0.0,0.0,14.79,14.79,14.79,0.0,0.0,14.79,14.79,14.79,0.0,0.0
2019-01-20,15.13,15.13,15.13,0.0,0.0,15.14,15.14,15.14,0.0,0.0,15.12,15.12,15.12,0.0,0.0,15.12,15.12,15.12,0.0,0.0
2019-01-27,15.42,15.42,15.42,0.0,0.0,15.57,15.57,15.57,0.0,0.0,15.42,15.42,15.42,0.0,0.0,15.57,15.57,15.57,0.0,0.0
2019-02-03,15.8,15.8,15.8,0.0,0.0,15.8,15.8,15.8,0.0,0.0,15.79,15.79,15.79,0.0,0.0,15.8,15.8,15.8,0.0,0.0
2019-02-10,15.61,15.61,15.61,0.0,0.0,15.8,15.8,15.8,0.0,0.0,15.61,15.61,15.61,0.0,0.0,15.8,15.8,15.8,0.0,0.0
2019-02-17,15.7,15.7,15.7,0.0,0.0,15.7,15.7,15.7,0.0,0.0,15.7,15.7,15.7,0.0,0.0,15.7,15.7,15.7,0.0,0.0
2019-02-24,15.4,15.4,15.4,0.0,0.0,15.53,15.53,15.53,0.0,0.0,15.39,15.39,15.39,0.0,0.0,15.53,15.53,15.53,0.0,0.0
