Date,Hartford Multifactor REIT_Open_average,Hartford Multifactor REIT_Open_max,Hartford Multifactor REIT_Open_min,Hartford Multifactor REIT_Open_volatility,Hartford Multifactor REIT_Open_change,Hartford Multifactor REIT_High_average,Hartford Multifactor REIT_High_max,Hartford Multifactor REIT_High_min,Hartford Multifactor REIT_High_volatility,Hartford Multifactor REIT_High_change,Hartford Multifactor REIT_Low_average,Hartford Multifactor REIT_Low_max,Hartford Multifactor REIT_Low_min,Hartford Multifactor REIT_Low_volatility,Hartford Multifactor REIT_Low_change,Hartford Multifactor REIT_Close_average,Hartford Multifactor REIT_Close_max,Hartford Multifactor REIT_Close_min,Hartford Multifactor REIT_Close_volatility,Hartford Multifactor REIT_Close_change
2019-03-03,15.61,15.61,15.61,0.0,0.0,15.61,15.61,15.61,0.0,0.0,15.4,15.4,15.4,0.0,0.0,15.57,15.57,15.57,0.0,0.0
2019-03-10,15.51,15.51,15.51,0.0,0.0,15.51,15.51,15.51,0.0,0.0,15.51,15.51,15.51,0.0,0.0,15.51,15.51,15.51,0.0,0.0
2019-03-17,15.28,15.28,15.28,0.0,0.0,15.33,15.33,15.33,0.0,0.0,15.26,15.26,15.26,0.0,0.0,15.33,15.33,15.33,0.0,0.0
2019-03-24,15.7,15.7,15.7,0.0,0.0,15.7,15.7,15.7,0.0,0.0,15.58,15.58,15.58,0.0,0.0,15.58,15.58,15.58,0.0,0.0
2019-03-31,15.6,15.6,15.6,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.6,15.6,15.6,0.0,0.0,15.62,15.62,15.62,0.0,0.0
2019-04-07,15.62,15.62,15.62,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.62,15.62,15.62,0.0,0.0
2019-04-14,14.94,14.94,14.94,0.0,0.0,15.04,15.04,15.04,0.0,0.0,14.94,14.94,14.94,0.0,0.0,15.04,15.04,15.04,0.0,0.0
2019-04-21,15.4,15.4,15.4,0.0,0.0,15.4,15.4,15.4,0.0,0.0,15.31,15.31,15.31,0.0,0.0,15.31,15.31,15.31,0.0,0.0
2019-04-28,15.72,15.72,15.72,0.0,0.0,15.74,15.74,15.74,0.0,0.0,15.71,15.71,15.71,0.0,0.0,15.71,15.71,15.71,0.0,0.0
2019-05-05,15.61,15.61,15.61,0.0,0.0,15.61,15.61,15.61,0.0,0.0,15.61,15.61,15.61,0.0,0.0,15.61,15.61,15.61,0.0,0.0
2019-05-12,15.53,15.53,15.53,0.0,0.0,15.53,15.53,15.53,0.0,0.0,15.53,15.53,15.53,0.0,0.0,15.53,15.53,15.53,0.0,0.0
2019-05-19,15.7,15.7,15.7,0.0,0.0,15.73,15.73,15.73,0.0,0.0,15.7,15.7,15.7,0.0,0.0,15.71,15.71,15.71,0.0,0.0
2019-05-26,15.4,15.4,15.4,0.0,0.0,15.42,15.42,15.42,0.0,0.0,15.36,15.36,15.36,0.0,0.0,15.36,15.36,15.36,0.0,0.0
2019-06-02,15.48,15.48,15.48,0.0,0.0,15.54,15.54,15.54,0.0,0.0,15.48,15.48,15.48,0.0,0.0,15.54,15.54,15.54,0.0,0.0
2019-06-09,15.84,15.84,15.84,0.0,0.0,15.91,15.91,15.91,0.0,0.0,15.83,15.83,15.83,0.0,0.0,15.91,15.91,15.91,0.0,0.0
2019-06-16,15.66,15.66,15.66,0.0,0.0,15.7,15.7,15.7,0.0,0.0,15.59,15.59,15.59,0.0,0.0,15.61,15.61,15.61,0.0,0.0
2019-06-23,15.22,15.22,15.22,0.0,0.0,15.23,15.23,15.23,0.0,0.0,15.16,15.16,15.16,0.0,0.0,15.23,15.23,15.23,0.0,0.0
2019-06-30,15.59,15.59,15.59,0.0,0.0,15.68,15.68,15.68,0.0,0.0,15.59,15.59,15.59,0.0,0.0,15.66,15.66,15.66,0.0,0.0
2019-07-07,15.55,15.55,15.55,0.0,0.0,15.55,15.55,15.55,0.0,0.0,15.49,15.49,15.49,0.0,0.0,15.49,15.49,15.49,0.0,0.0
2019-07-14,15.09,15.09,15.09,0.0,0.0,15.09,15.09,15.09,0.0,0.0,15.09,15.09,15.09,0.0,0.0,15.09,15.09,15.09,0.0,0.0
2019-07-21,15.33,15.33,15.33,0.0,0.0,15.33,15.33,15.33,0.0,0.0,15.33,15.33,15.33,0.0,0.0,15.33,15.33,15.33,0.0,0.0
2019-07-28,15.11,15.11,15.11,0.0,0.0,15.16,15.16,15.16,0.0,0.0,15.11,15.11,15.11,0.0,0.0,15.16,15.16,15.16,0.0,0.0
2019-08-04,15.7,15.7,15.7,0.0,0.0,15.7,15.7,15.7,0.0,0.0,15.7,15.7,15.7,0.0,0.0,15.7,15.7,15.7,0.0,0.0
2019-08-11,15.88,15.88,15.88,0.0,0.0,15.9,15.9,15.9,0.0,0.0,15.88,15.88,15.88,0.0,0.0,15.9,15.9,15.9,0.0,0.0
2019-08-18,15.73,15.73,15.73,0.0,0.0,15.73,15.73,15.73,0.0,0.0,15.68,15.68,15.68,0.0,0.0,15.71,15.71,15.71,0.0,0.0
2019-08-25,15.9,15.9,15.9,0.0,0.0,15.92,15.92,15.92,0.0,0.0,15.87,15.87,15.87,0.0,0.0,15.92,15.92,15.92,0.0,0.0
2019-09-01,16.12,16.12,16.12,0.0,0.0,16.18,16.18,16.18,0.0,0.0,16.09,16.09,16.09,0.0,0.0,16.18,16.18,16.18,0.0,0.0
2019-09-08,15.99,15.99,15.99,0.0,0.0,16.05,16.05,16.05,0.0,0.0,15.99,15.99,15.99,0.0,0.0,16.05,16.05,16.05,0.0,0.0
2019-09-15,16.2,16.2,16.2,0.0,0.0,16.26,16.26,16.26,0.0,0.0,16.18,16.18,16.18,0.0,0.0,16.23,16.23,16.23,0.0,0.0
2019-09-22,16.44,16.44,16.44,0.0,0.0,16.44,16.44,16.44,0.0,0.0,16.34,16.34,16.34,0.0,0.0,16.36,16.36,16.36,0.0,0.0
2019-09-29,17.42,17.42,17.42,0.0,0.0,17.42,17.42,17.42,0.0,0.0,16.24,16.24,16.24,0.0,0.0,16.31,16.31,16.31,0.0,0.0
2019-10-06,16.25,16.25,16.25,0.0,0.0,16.33,16.33,16.33,0.0,0.0,16.25,16.25,16.25,0.0,0.0,16.33,16.33,16.33,0.0,0.0
2019-10-13,16.75,16.75,16.75,0.0,0.0,16.8,16.8,16.8,0.0,0.0,16.75,16.75,16.75,0.0,0.0,16.8,16.8,16.8,0.0,0.0
2019-10-20,16.77,16.77,16.77,0.0,0.0,16.77,16.77,16.77,0.0,0.0,16.76,16.76,16.76,0.0,0.0,16.76,16.76,16.76,0.0,0.0
2019-10-27,16.95,16.95,16.95,0.0,0.0,16.95,16.95,16.95,0.0,0.0,16.95,16.95,16.95,0.0,0.0,16.95,16.95,16.95,0.0,0.0
2019-11-03,16.41,16.41,16.41,0.0,0.0,16.41,16.41,16.41,0.0,0.0,16.41,16.41,16.41,0.0,0.0,16.41,16.41,16.41,0.0,0.0
2019-11-10,16.56,16.56,16.56,0.0,0.0,16.64,16.64,16.64,0.0,0.0,16.56,16.56,16.56,0.0,0.0,16.64,16.64,16.64,0.0,0.0
2019-11-17,16.4,16.4,16.4,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.4,16.4,16.4,0.0,0.0
2019-11-24,16.46,16.46,16.46,0.0,0.0,16.46,16.46,16.46,0.0,0.0,16.42,16.42,16.42,0.0,0.0,16.42,16.42,16.42,0.0,0.0
2019-12-01,16.54,16.54,16.54,0.0,0.0,16.58,16.58,16.58,0.0,0.0,16.53,16.53,16.53,0.0,0.0,16.54,16.54,16.54,0.0,0.0
2019-12-08,16.02,16.02,16.02,0.0,0.0,16.05,16.05,16.05,0.0,0.0,16.02,16.02,16.02,0.0,0.0,16.05,16.05,16.05,0.0,0.0
2019-12-15,15.92,15.92,15.92,0.0,0.0,16.05,16.05,16.05,0.0,0.0,15.92,15.92,15.92,0.0,0.0,15.94,15.94,15.94,0.0,0.0
2019-12-22,16.11,16.11,16.11,0.0,0.0,16.11,16.11,16.11,0.0,0.0,16.11,16.11,16.11,0.0,0.0,16.11,16.11,16.11,0.0,0.0
2019-12-29,15.91,15.91,15.91,0.0,0.0,16.11,16.11,16.11,0.0,0.0,15.91,15.91,15.91,0.0,0.0,16.11,16.11,16.11,0.0,0.0
