Date,NKTR_Open_average,NKTR_Open_max,NKTR_Open_min,NKTR_Open_volatility,NKTR_Open_change,NKTR_High_average,NKTR_High_max,NKTR_High_min,NKTR_High_volatility,NKTR_High_change,NKTR_Low_average,NKTR_Low_max,NKTR_Low_min,NKTR_Low_volatility,NKTR_Low_change,NKTR_Close_average,NKTR_Close_max,NKTR_Close_min,NKTR_Close_volatility,NKTR_Close_change,NKTR_Volume_average,NKTR_Volume_max,NKTR_Volume_min,NKTR_Volume_volatility,NKTR_Volume_change
2018-01-14,70.92999999999999,73.25,69.25,4.0,-0.8400000000000034,73.83,79.75,70.91,8.840000000000003,4.420000000000002,69.47,72.18,68.15,4.030000000000001,3.3000000000000114,71.534,76.78,69.4,7.3799999999999955,7.040000000000006,2953429,3699340,1552996,2146344,-447536
2018-01-21,77.822,79.25,76.2,3.049999999999997,2.819999999999993,80.042,82.74,77.92,4.819999999999993,4.819999999999993,76.40599999999999,79.25,74.46,4.790000000000006,4.790000000000006,78.934,82.39,76.53,5.859999999999999,4.599999999999994,2191843,2496658,1782044,714614,-191914
2018-01-28,84.474,87.65,80.74,6.910000000000011,6.910000000000011,89.646,99.02,84.45,14.569999999999993,5.290000000000006,81.788,83.6,79.01,4.589999999999989,2.239999999999995,85.048,88.74,82.44,6.299999999999997,-0.010000000000005116,3272665,6835582,1329511,5506071,1503672
2018-02-04,77.748,80.46,74.97,5.489999999999995,-5.489999999999995,79.622,83.28,76.26,7.019999999999996,-3.8900000000000006,71.946,73.69,69.5,4.189999999999998,0.5099999999999909,76.658,78.73,74.64,4.090000000000003,-0.030000000000001137,2847994,3848004,2274467,1573537,-1573537
2018-02-11,79.74,86.19,72.99,13.200000000000003,3.759999999999991,83.9325,86.87,78.49,8.38000000000001,5.540000000000006,77.035,81.33,70.45,10.879999999999995,6.069999999999993,81.3075,84.0,75.66,8.340000000000003,7.77000000000001,3797842,8584944,1618974,6965970,724550
2018-02-18,86.33800000000001,89.59,83.26,6.329999999999998,6.040000000000006,89.756,90.96,87.45,3.509999999999991,3.4599999999999937,85.886,89.55,82.9,6.6499999999999915,6.6499999999999915,87.654,90.56,83.45,7.109999999999999,7.109999999999999,2005167,2382916,1286739,1096177,-441748
2018-02-25,91.732,102.5,86.98,15.519999999999996,11.680000000000007,96.016,105.74,86.99,18.75,13.789999999999992,89.17999999999999,100.52,82.1,18.42,10.670000000000002,93.222,102.87,84.55,18.320000000000007,12.030000000000001,2693498,6588638,1061679,5526959,1012030
2018-03-04,102.902,109.42,96.11,13.310000000000002,10.010000000000005,106.332,111.36,101.14,10.219999999999999,10.219999999999999,100.30799999999999,105.75,96.02,9.730000000000004,4.460000000000008,103.848,108.44,98.09,10.349999999999994,4.97999999999999,2545764,3160327,1857678,1302649,-67946
2018-03-11,103.508,104.27,102.37,1.8999999999999915,-0.75,106.126,109.22,103.96,5.260000000000005,3.3700000000000045,101.098,102.86,99.16,3.700000000000003,3.700000000000003,103.538,105.01,102.01,3.0,1.8500000000000085,9372108,34820720,2406893,32413827,776088
2018-03-18,105.446,107.42,103.89,3.530000000000001,-0.29000000000000625,107.824,109.09,105.6,3.490000000000009,-1.6799999999999926,104.196,106.44,102.79,3.6499999999999915,-1.1800000000000068,105.63,107.2,103.0,4.200000000000003,-0.1700000000000017,2223957,3416517,1700570,1715947,-998398
2018-03-25,105.94,106.97,104.88,2.0900000000000034,0.4000000000000057,107.5125,108.23,106.66,1.5700000000000074,0.980000000000004,102.095,104.31,97.26,7.049999999999997,-6.309999999999988,103.6375,106.26,98.77,7.490000000000009,-5.740000000000009,1895072,2797535,1416955,1380580,1213724
