Date,PIMCO Intermediate Municipal Bond Active_Open_average,PIMCO Intermediate Municipal Bond Active_Open_max,PIMCO Intermediate Municipal Bond Active_Open_min,PIMCO Intermediate Municipal Bond Active_Open_volatility,PIMCO Intermediate Municipal Bond Active_Open_change,PIMCO Intermediate Municipal Bond Active_High_average,PIMCO Intermediate Municipal Bond Active_High_max,PIMCO Intermediate Municipal Bond Active_High_min,PIMCO Intermediate Municipal Bond Active_High_volatility,PIMCO Intermediate Municipal Bond Active_High_change,PIMCO Intermediate Municipal Bond Active_Low_average,PIMCO Intermediate Municipal Bond Active_Low_max,PIMCO Intermediate Municipal Bond Active_Low_min,PIMCO Intermediate Municipal Bond Active_Low_volatility,PIMCO Intermediate Municipal Bond Active_Low_change,PIMCO Intermediate Municipal Bond Active_Close_average,PIMCO Intermediate Municipal Bond Active_Close_max,PIMCO Intermediate Municipal Bond Active_Close_min,PIMCO Intermediate Municipal Bond Active_Close_volatility,PIMCO Intermediate Municipal Bond Active_Close_change
2018-04-15,52.61,52.61,52.61,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.51,52.51,52.51,0.0,0.0,52.55,52.55,52.55,0.0,0.0
2018-04-22,52.37,52.37,52.37,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.36,52.36,52.36,0.0,0.0,52.61,52.61,52.61,0.0,0.0
2018-04-29,52.66,52.66,52.66,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.59,52.59,52.59,0.0,0.0,52.6,52.6,52.6,0.0,0.0
2018-05-06,52.78,52.78,52.78,0.0,0.0,52.84,52.84,52.84,0.0,0.0,52.66,52.66,52.66,0.0,0.0,52.72,52.72,52.72,0.0,0.0
2018-05-13,52.54,52.54,52.54,0.0,0.0,52.69,52.69,52.69,0.0,0.0,52.47,52.47,52.47,0.0,0.0,52.56,52.56,52.56,0.0,0.0
2018-05-20,52.67,52.67,52.67,0.0,0.0,52.79,52.79,52.79,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.74,52.74,52.74,0.0,0.0
2018-05-27,52.74,52.74,52.74,0.0,0.0,52.85,52.85,52.85,0.0,0.0,52.66,52.66,52.66,0.0,0.0,52.72,52.72,52.72,0.0,0.0
2018-06-03,52.94,52.94,52.94,0.0,0.0,52.94,52.94,52.94,0.0,0.0,52.62,52.62,52.62,0.0,0.0,52.79,52.79,52.79,0.0,0.0
2018-06-10,52.77,52.77,52.77,0.0,0.0,52.93,52.93,52.93,0.0,0.0,52.71,52.71,52.71,0.0,0.0,52.8,52.8,52.8,0.0,0.0
2018-06-17,52.84,52.84,52.84,0.0,0.0,52.98,52.98,52.98,0.0,0.0,52.76,52.76,52.76,0.0,0.0,52.87,52.87,52.87,0.0,0.0
2018-06-24,52.75,52.75,52.75,0.0,0.0,52.83,52.83,52.83,0.0,0.0,52.65,52.65,52.65,0.0,0.0,52.73,52.73,52.73,0.0,0.0
2018-07-01,52.89,52.89,52.89,0.0,0.0,52.89,52.89,52.89,0.0,0.0,52.73,52.73,52.73,0.0,0.0,52.82,52.82,52.82,0.0,0.0
2018-07-08,52.87,52.87,52.87,0.0,0.0,53.0,53.0,53.0,0.0,0.0,52.83,52.83,52.83,0.0,0.0,52.98,52.98,52.98,0.0,0.0
2018-07-15,52.93,52.93,52.93,0.0,0.0,52.93,52.93,52.93,0.0,0.0,52.76,52.76,52.76,0.0,0.0,52.81,52.81,52.81,0.0,0.0
2018-07-22,52.82,52.82,52.82,0.0,0.0,52.96,52.96,52.96,0.0,0.0,52.78,52.78,52.78,0.0,0.0,52.87,52.87,52.87,0.0,0.0
2018-07-29,52.67,52.67,52.67,0.0,0.0,52.79,52.79,52.79,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.75,52.75,52.75,0.0,0.0
2018-08-05,52.74,52.74,52.74,0.0,0.0,52.83,52.83,52.83,0.0,0.0,52.69,52.69,52.69,0.0,0.0,52.75,52.75,52.75,0.0,0.0
2018-08-12,52.89,52.89,52.89,0.0,0.0,53.07,53.07,53.07,0.0,0.0,52.87,52.87,52.87,0.0,0.0,52.98,52.98,52.98,0.0,0.0
2018-08-19,52.98,52.98,52.98,0.0,0.0,53.07,53.07,53.07,0.0,0.0,52.85,52.85,52.85,0.0,0.0,52.85,52.85,52.85,0.0,0.0
2018-08-26,52.87,52.87,52.87,0.0,0.0,53.07,53.07,53.07,0.0,0.0,52.83,52.83,52.83,0.0,0.0,52.83,52.83,52.83,0.0,0.0
2018-09-02,52.69,52.69,52.69,0.0,0.0,52.79,52.79,52.79,0.0,0.0,52.66,52.66,52.66,0.0,0.0,52.7,52.7,52.7,0.0,0.0
2018-09-09,52.6,52.6,52.6,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.6,52.6,52.6,0.0,0.0,52.6,52.6,52.6,0.0,0.0
2018-09-16,52.41,52.41,52.41,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.38,52.38,52.38,0.0,0.0,52.4,52.4,52.4,0.0,0.0
2018-09-23,52.34,52.34,52.34,0.0,0.0,52.41,52.41,52.41,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.29,52.29,52.29,0.0,0.0
2018-09-30,52.36,52.36,52.36,0.0,0.0,52.36,52.36,52.36,0.0,0.0,52.12,52.12,52.12,0.0,0.0,52.22,52.22,52.22,0.0,0.0
2018-10-07,52.1,52.1,52.1,0.0,0.0,52.18,52.18,52.18,0.0,0.0,51.98,51.98,51.98,0.0,0.0,52.02,52.02,52.02,0.0,0.0
2018-10-14,52.12,52.12,52.12,0.0,0.0,52.17,52.17,52.17,0.0,0.0,52.01,52.01,52.01,0.0,0.0,52.01,52.01,52.01,0.0,0.0
2018-10-21,52.19,52.19,52.19,0.0,0.0,52.26,52.26,52.26,0.0,0.0,52.15,52.15,52.15,0.0,0.0,52.17,52.17,52.17,0.0,0.0
2018-10-28,51.88,51.88,51.88,0.0,0.0,51.98,51.98,51.98,0.0,0.0,51.82,51.82,51.82,0.0,0.0,51.89,51.89,51.89,0.0,0.0
2018-11-04,52.03,52.03,52.03,0.0,0.0,52.12,52.12,52.12,0.0,0.0,52.03,52.03,52.03,0.0,0.0,52.12,52.12,52.12,0.0,0.0
2018-11-11,52.21,52.21,52.21,0.0,0.0,52.22,52.22,52.22,0.0,0.0,52.09,52.09,52.09,0.0,0.0,52.22,52.22,52.22,0.0,0.0
2018-11-18,52.26,52.26,52.26,0.0,0.0,52.35,52.35,52.35,0.0,0.0,52.1,52.1,52.1,0.0,0.0,52.16,52.16,52.16,0.0,0.0
2018-11-25,52.22,52.22,52.22,0.0,0.0,52.36,52.36,52.36,0.0,0.0,52.22,52.22,52.22,0.0,0.0,52.33,52.33,52.33,0.0,0.0
2018-12-02,52.82,52.82,52.82,0.0,0.0,52.82,52.82,52.82,0.0,0.0,52.65,52.65,52.65,0.0,0.0,52.71,52.71,52.71,0.0,0.0
2018-12-09,52.53,52.53,52.53,0.0,0.0,52.68,52.68,52.68,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.67,52.67,52.67,0.0,0.0
2018-12-16,53.58,53.58,53.58,0.0,0.0,53.58,53.58,53.58,0.0,0.0,52.81,52.81,52.81,0.0,0.0,52.86,52.86,52.86,0.0,0.0
2018-12-23,52.75,52.75,52.75,0.0,0.0,52.91,52.91,52.91,0.0,0.0,52.72,52.72,52.72,0.0,0.0,52.82,52.82,52.82,0.0,0.0
2018-12-30,52.94,52.94,52.94,0.0,0.0,53.04,53.04,53.04,0.0,0.0,52.88,52.88,52.88,0.0,0.0,52.89,52.89,52.89,0.0,0.0
2019-01-06,52.94,52.94,52.94,0.0,0.0,53.0,53.0,53.0,0.0,0.0,52.91,52.91,52.91,0.0,0.0,52.96,52.96,52.96,0.0,0.0
2019-01-13,53.01,53.01,53.01,0.0,0.0,53.12,53.12,53.12,0.0,0.0,52.9,52.9,52.9,0.0,0.0,52.91,52.91,52.91,0.0,0.0
2019-01-20,53.06,53.06,53.06,0.0,0.0,53.09,53.09,53.09,0.0,0.0,53.01,53.01,53.01,0.0,0.0,53.09,53.09,53.09,0.0,0.0
2019-01-27,53.08,53.08,53.08,0.0,0.0,53.14,53.14,53.14,0.0,0.0,53.01,53.01,53.01,0.0,0.0,53.08,53.08,53.08,0.0,0.0
2019-02-03,53.26,53.26,53.26,0.0,0.0,53.3,53.3,53.3,0.0,0.0,53.13,53.13,53.13,0.0,0.0,53.29,53.29,53.29,0.0,0.0
2019-02-10,53.41,53.41,53.41,0.0,0.0,53.41,53.41,53.41,0.0,0.0,53.25,53.25,53.25,0.0,0.0,53.37,53.37,53.37,0.0,0.0
2019-02-17,53.41,53.41,53.41,0.0,0.0,53.46,53.46,53.46,0.0,0.0,53.3,53.3,53.3,0.0,0.0,53.38,53.38,53.38,0.0,0.0
2019-02-24,53.29,53.29,53.29,0.0,0.0,53.41,53.41,53.41,0.0,0.0,53.18,53.18,53.18,0.0,0.0,53.37,53.37,53.37,0.0,0.0
2019-03-03,53.56,53.56,53.56,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.48,53.48,53.48,0.0,0.0,53.52,53.52,53.52,0.0,0.0
2019-03-10,53.61,53.61,53.61,0.0,0.0,53.62,53.62,53.62,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.62,53.62,53.62,0.0,0.0
2019-03-17,53.9,53.9,53.9,0.0,0.0,53.94,53.94,53.94,0.0,0.0,53.87,53.87,53.87,0.0,0.0,53.91,53.91,53.91,0.0,0.0
2019-03-24,53.9,53.9,53.9,0.0,0.0,53.9,53.9,53.9,0.0,0.0,53.73,53.73,53.73,0.0,0.0,53.82,53.82,53.82,0.0,0.0
2019-03-31,53.81,53.81,53.81,0.0,0.0,53.91,53.91,53.91,0.0,0.0,53.74,53.74,53.74,0.0,0.0,53.83,53.83,53.83,0.0,0.0
2019-04-07,53.91,53.91,53.91,0.0,0.0,53.94,53.94,53.94,0.0,0.0,53.79,53.79,53.79,0.0,0.0,53.86,53.86,53.86,0.0,0.0
2019-04-14,53.82,53.82,53.82,0.0,0.0,53.94,53.94,53.94,0.0,0.0,53.82,53.82,53.82,0.0,0.0,53.9,53.9,53.9,0.0,0.0
2019-04-21,54.1,54.1,54.1,0.0,0.0,54.1,54.1,54.1,0.0,0.0,53.96,53.96,53.96,0.0,0.0,54.03,54.03,54.03,0.0,0.0
2019-04-28,54.16,54.16,54.16,0.0,0.0,54.21,54.21,54.21,0.0,0.0,54.06,54.06,54.06,0.0,0.0,54.16,54.16,54.16,0.0,0.0
2019-05-05,54.22,54.22,54.22,0.0,0.0,54.33,54.33,54.33,0.0,0.0,54.22,54.22,54.22,0.0,0.0,54.3,54.3,54.3,0.0,0.0
2019-05-12,54.48,54.48,54.48,0.0,0.0,54.5,54.5,54.5,0.0,0.0,54.45,54.45,54.45,0.0,0.0,54.46,54.46,54.46,0.0,0.0
2019-05-19,54.56,54.56,54.56,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.42,54.42,54.42,0.0,0.0,54.57,54.57,54.57,0.0,0.0
2019-05-26,54.59,54.59,54.59,0.0,0.0,54.74,54.74,54.74,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.73,54.73,54.73,0.0,0.0
2019-06-02,54.64,54.64,54.64,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.63,54.63,54.63,0.0,0.0,54.66,54.66,54.66,0.0,0.0
2019-06-09,54.63,54.63,54.63,0.0,0.0,54.68,54.68,54.68,0.0,0.0,54.63,54.63,54.63,0.0,0.0,54.63,54.63,54.63,0.0,0.0
2019-06-16,54.83,54.83,54.83,0.0,0.0,54.88,54.88,54.88,0.0,0.0,54.75,54.75,54.75,0.0,0.0,54.84,54.84,54.84,0.0,0.0
2019-06-23,54.74,54.74,54.74,0.0,0.0,54.81,54.81,54.81,0.0,0.0,54.67,54.67,54.67,0.0,0.0,54.71,54.71,54.71,0.0,0.0
2019-06-30,54.81,54.81,54.81,0.0,0.0,54.83,54.83,54.83,0.0,0.0,54.75,54.75,54.75,0.0,0.0,54.82,54.82,54.82,0.0,0.0
2019-07-07,54.78,54.78,54.78,0.0,0.0,54.97,54.97,54.97,0.0,0.0,54.78,54.78,54.78,0.0,0.0,54.97,54.97,54.97,0.0,0.0
2019-07-14,55.01,55.01,55.01,0.0,0.0,55.05,55.05,55.05,0.0,0.0,54.92,54.92,54.92,0.0,0.0,55.03,55.03,55.03,0.0,0.0
2019-07-21,55.12,55.12,55.12,0.0,0.0,55.14,55.14,55.14,0.0,0.0,55.06,55.06,55.06,0.0,0.0,55.12,55.12,55.12,0.0,0.0
2019-07-28,55.34,55.34,55.34,0.0,0.0,55.37,55.37,55.37,0.0,0.0,55.28,55.28,55.28,0.0,0.0,55.32,55.32,55.32,0.0,0.0
2019-08-04,55.62,55.62,55.62,0.0,0.0,55.63,55.63,55.63,0.0,0.0,55.51,55.51,55.51,0.0,0.0,55.52,55.52,55.52,0.0,0.0
2019-08-11,56.06,56.06,56.06,0.0,0.0,56.06,56.06,56.06,0.0,0.0,55.68,55.68,55.68,0.0,0.0,55.75,55.75,55.75,0.0,0.0
2019-08-18,55.66,55.66,55.66,0.0,0.0,55.75,55.75,55.75,0.0,0.0,55.64,55.64,55.64,0.0,0.0,55.68,55.68,55.68,0.0,0.0
2019-08-25,55.67,55.67,55.67,0.0,0.0,55.73,55.73,55.73,0.0,0.0,55.66,55.66,55.66,0.0,0.0,55.73,55.73,55.73,0.0,0.0
2019-09-01,55.44,55.44,55.44,0.0,0.0,55.44,55.44,55.44,0.0,0.0,55.29,55.29,55.29,0.0,0.0,55.41,55.41,55.41,0.0,0.0
2019-09-08,55.04,55.04,55.04,0.0,0.0,55.05,55.05,55.05,0.0,0.0,54.9,54.9,54.9,0.0,0.0,55.04,55.04,55.04,0.0,0.0
2019-09-15,55.18,55.18,55.18,0.0,0.0,55.32,55.32,55.32,0.0,0.0,55.15,55.15,55.15,0.0,0.0,55.23,55.23,55.23,0.0,0.0
2019-09-22,55.26,55.26,55.26,0.0,0.0,55.34,55.34,55.34,0.0,0.0,55.22,55.22,55.22,0.0,0.0,55.3,55.3,55.3,0.0,0.0
2019-09-29,55.39,55.39,55.39,0.0,0.0,55.42,55.42,55.42,0.0,0.0,55.33,55.33,55.33,0.0,0.0,55.38,55.38,55.38,0.0,0.0
2019-10-06,55.43,55.43,55.43,0.0,0.0,55.43,55.43,55.43,0.0,0.0,55.3,55.3,55.3,0.0,0.0,55.35,55.35,55.35,0.0,0.0
2019-10-13,55.04,55.04,55.04,0.0,0.0,55.11,55.11,55.11,0.0,0.0,55.0,55.0,55.0,0.0,0.0,55.04,55.04,55.04,0.0,0.0
2019-10-20,55.27,55.27,55.27,0.0,0.0,55.27,55.27,55.27,0.0,0.0,55.0,55.0,55.0,0.0,0.0,55.05,55.05,55.05,0.0,0.0
2019-10-27,55.08,55.08,55.08,0.0,0.0,55.08,55.08,55.08,0.0,0.0,55.05,55.05,55.05,0.0,0.0,55.07,55.07,55.07,0.0,0.0
2019-11-03,54.93,54.93,54.93,0.0,0.0,54.93,54.93,54.93,0.0,0.0,54.78,54.78,54.78,0.0,0.0,54.86,54.86,54.86,0.0,0.0
2019-11-10,54.95,54.95,54.95,0.0,0.0,55.03,55.03,55.03,0.0,0.0,54.93,54.93,54.93,0.0,0.0,55.01,55.01,55.01,0.0,0.0
2019-11-17,55.04,55.04,55.04,0.0,0.0,55.14,55.14,55.14,0.0,0.0,55.03,55.03,55.03,0.0,0.0,55.09,55.09,55.09,0.0,0.0
2019-11-24,55.05,55.05,55.05,0.0,0.0,55.07,55.07,55.07,0.0,0.0,55.0,55.0,55.0,0.0,0.0,55.05,55.05,55.05,0.0,0.0
2019-12-01,55.2,55.2,55.2,0.0,0.0,55.2,55.2,55.2,0.0,0.0,55.14,55.14,55.14,0.0,0.0,55.18,55.18,55.18,0.0,0.0
2019-12-08,55.11,55.11,55.11,0.0,0.0,55.23,55.23,55.23,0.0,0.0,55.11,55.11,55.11,0.0,0.0,55.16,55.16,55.16,0.0,0.0
2019-12-15,55.25,55.25,55.25,0.0,0.0,55.29,55.29,55.29,0.0,0.0,55.12,55.12,55.12,0.0,0.0,55.23,55.23,55.23,0.0,0.0
2019-12-22,55.47,55.47,55.47,0.0,0.0,55.47,55.47,55.47,0.0,0.0,55.04,55.04,55.04,0.0,0.0,55.18,55.18,55.18,0.0,0.0
2019-12-29,55.31,55.31,55.31,0.0,0.0,55.35,55.35,55.35,0.0,0.0,55.26,55.26,55.26,0.0,0.0,55.35,55.35,55.35,0.0,0.0
