Date,Direxion All Cap Insider Sentiment SharesEtf_Open_average,Direxion All Cap Insider Sentiment SharesEtf_Open_max,Direxion All Cap Insider Sentiment SharesEtf_Open_min,Direxion All Cap Insider Sentiment SharesEtf_Open_volatility,Direxion All Cap Insider Sentiment SharesEtf_Open_change,Direxion All Cap Insider Sentiment SharesEtf_High_average,Direxion All Cap Insider Sentiment SharesEtf_High_max,Direxion All Cap Insider Sentiment SharesEtf_High_min,Direxion All Cap Insider Sentiment SharesEtf_High_volatility,Direxion All Cap Insider Sentiment SharesEtf_High_change,Direxion All Cap Insider Sentiment SharesEtf_Low_average,Direxion All Cap Insider Sentiment SharesEtf_Low_max,Direxion All Cap Insider Sentiment SharesEtf_Low_min,Direxion All Cap Insider Sentiment SharesEtf_Low_volatility,Direxion All Cap Insider Sentiment SharesEtf_Low_change,Direxion All Cap Insider Sentiment SharesEtf_Close_average,Direxion All Cap Insider Sentiment SharesEtf_Close_max,Direxion All Cap Insider Sentiment SharesEtf_Close_min,Direxion All Cap Insider Sentiment SharesEtf_Close_volatility,Direxion All Cap Insider Sentiment SharesEtf_Close_change
2018-01-14,42.96,42.96,42.96,0.0,0.0,43.17,43.17,43.17,0.0,0.0,42.91,42.91,42.91,0.0,0.0,43.17,43.17,43.17,0.0,0.0
2018-01-21,43.43,43.43,43.43,0.0,0.0,43.43,43.43,43.43,0.0,0.0,43.2,43.2,43.2,0.0,0.0,43.38,43.38,43.38,0.0,0.0
2018-01-28,42.49,42.49,42.49,0.0,0.0,42.49,42.49,42.49,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.8,41.8,41.8,0.0,0.0
2018-02-04,39.77,39.77,39.77,0.0,0.0,39.93,39.93,39.93,0.0,0.0,38.62,38.62,38.62,0.0,0.0,39.8,39.8,39.8,0.0,0.0
2018-02-11,41.25,41.25,41.25,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.25,41.25,41.25,0.0,0.0,41.49,41.49,41.49,0.0,0.0
2018-02-18,41.26,41.26,41.26,0.0,0.0,41.62,41.62,41.62,0.0,0.0,41.1,41.1,41.1,0.0,0.0,41.62,41.62,41.62,0.0,0.0
2018-02-25,40.33,40.33,40.33,0.0,0.0,40.92,40.92,40.92,0.0,0.0,40.14,40.14,40.14,0.0,0.0,40.92,40.92,40.92,0.0,0.0
2018-03-04,41.84,41.84,41.84,0.0,0.0,42.32,42.32,42.32,0.0,0.0,41.84,41.84,41.84,0.0,0.0,42.3,42.3,42.3,0.0,0.0
2018-03-11,41.52,41.52,41.52,0.0,0.0,42.0,42.0,42.0,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.94,41.94,41.94,0.0,0.0
2018-03-18,40.84,40.84,40.84,0.0,0.0,40.93,40.93,40.93,0.0,0.0,39.94,39.94,39.94,0.0,0.0,39.94,39.94,39.94,0.0,0.0
2018-03-25,40.5,40.5,40.5,0.0,0.0,40.92,40.92,40.92,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.84,40.84,40.84,0.0,0.0
2018-04-01,40.53,40.53,40.53,0.0,0.0,40.8,40.8,40.8,0.0,0.0,39.85,39.85,39.85,0.0,0.0,40.11,40.11,40.11,0.0,0.0
2018-04-08,40.67,40.67,40.67,0.0,0.0,40.67,40.67,40.67,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.33,40.33,40.33,0.0,0.0
2018-04-15,41.02,41.02,41.02,0.0,0.0,41.02,41.02,41.02,0.0,0.0,40.61,40.61,40.61,0.0,0.0,40.73,40.73,40.73,0.0,0.0
2018-04-22,40.81,40.81,40.81,0.0,0.0,40.96,40.96,40.96,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.89,40.89,40.89,0.0,0.0
2018-04-29,39.89,39.89,39.89,0.0,0.0,40.45,40.45,40.45,0.0,0.0,39.89,39.89,39.89,0.0,0.0,40.31,40.31,40.31,0.0,0.0
2018-05-06,41.2,41.2,41.2,0.0,0.0,41.37,41.37,41.37,0.0,0.0,41.15,41.15,41.15,0.0,0.0,41.2,41.2,41.2,0.0,0.0
2018-05-13,41.54,41.54,41.54,0.0,0.0,41.54,41.54,41.54,0.0,0.0,41.39,41.39,41.39,0.0,0.0,41.43,41.43,41.43,0.0,0.0
2018-05-20,41.77,41.77,41.77,0.0,0.0,41.77,41.77,41.77,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.53,41.53,41.53,0.0,0.0
2018-05-27,41.73,41.73,41.73,0.0,0.0,41.88,41.88,41.88,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.83,41.83,41.83,0.0,0.0
2018-06-03,42.38,42.38,42.38,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.38,42.38,42.38,0.0,0.0,42.63,42.63,42.63,0.0,0.0
2018-06-10,42.32,42.32,42.32,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.18,42.18,42.18,0.0,0.0,42.52,42.52,42.52,0.0,0.0
2018-06-17,42.68,42.68,42.68,0.0,0.0,42.68,42.68,42.68,0.0,0.0,42.11,42.11,42.11,0.0,0.0,42.18,42.18,42.18,0.0,0.0
2018-06-24,41.7,41.7,41.7,0.0,0.0,41.83,41.83,41.83,0.0,0.0,41.4,41.4,41.4,0.0,0.0,41.41,41.41,41.41,0.0,0.0
2018-07-01,41.68,41.68,41.68,0.0,0.0,41.99,41.99,41.99,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.92,41.92,41.92,0.0,0.0
2018-07-08,41.84,41.84,41.84,0.0,0.0,42.09,42.09,42.09,0.0,0.0,41.84,41.84,41.84,0.0,0.0,41.93,41.93,41.93,0.0,0.0
2018-07-15,42.37,42.37,42.37,0.0,0.0,42.37,42.37,42.37,0.0,0.0,42.14,42.14,42.14,0.0,0.0,42.14,42.14,42.14,0.0,0.0
2018-07-22,42.53,42.53,42.53,0.0,0.0,42.53,42.53,42.53,0.0,0.0,41.96,41.96,41.96,0.0,0.0,42.09,42.09,42.09,0.0,0.0
2018-07-29,42.28,42.28,42.28,0.0,0.0,42.28,42.28,42.28,0.0,0.0,42.1,42.1,42.1,0.0,0.0,42.28,42.28,42.28,0.0,0.0
2018-08-05,42.22,42.22,42.22,0.0,0.0,42.38,42.38,42.38,0.0,0.0,42.12,42.12,42.12,0.0,0.0,42.27,42.27,42.27,0.0,0.0
2018-08-12,42.39,42.39,42.39,0.0,0.0,42.78,42.78,42.78,0.0,0.0,42.39,42.39,42.39,0.0,0.0,42.71,42.71,42.71,0.0,0.0
2018-08-19,43.14,43.14,43.14,0.0,0.0,43.28,43.28,43.28,0.0,0.0,43.12,43.12,43.12,0.0,0.0,43.23,43.23,43.23,0.0,0.0
2018-08-26,42.96,42.96,42.96,0.0,0.0,43.13,43.13,43.13,0.0,0.0,42.9,42.9,42.9,0.0,0.0,43.13,43.13,43.13,0.0,0.0
2018-09-02,42.51,42.51,42.51,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.43,42.43,42.43,0.0,0.0,42.53,42.53,42.53,0.0,0.0
2018-09-09,42.67,42.67,42.67,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.72,42.72,42.72,0.0,0.0
2018-09-16,43.03,43.03,43.03,0.0,0.0,43.12,43.12,43.12,0.0,0.0,42.84,42.84,42.84,0.0,0.0,42.88,42.88,42.88,0.0,0.0
2018-09-23,40.91,40.91,40.91,0.0,0.0,41.46,41.46,41.46,0.0,0.0,40.91,40.91,40.91,0.0,0.0,41.15,41.15,41.15,0.0,0.0
2018-09-30,40.54,40.54,40.54,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.0,40.0,40.0,0.0,0.0,40.18,40.18,40.18,0.0,0.0
2018-10-07,38.94,38.94,38.94,0.0,0.0,38.94,38.94,38.94,0.0,0.0,38.11,38.11,38.11,0.0,0.0,38.58,38.58,38.58,0.0,0.0
2018-10-14,38.7,38.7,38.7,0.0,0.0,38.83,38.83,38.83,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.23,38.23,38.23,0.0,0.0
2018-10-21,37.05,37.05,37.05,0.0,0.0,37.27,37.27,37.27,0.0,0.0,36.45,36.45,36.45,0.0,0.0,37.0,37.0,37.0,0.0,0.0
2018-10-28,38.48,38.48,38.48,0.0,0.0,38.59,38.59,38.59,0.0,0.0,37.98,37.98,37.98,0.0,0.0,38.31,38.31,38.31,0.0,0.0
2018-11-04,39.09,39.09,39.09,0.0,0.0,39.21,39.21,39.21,0.0,0.0,38.63,38.63,38.63,0.0,0.0,38.86,38.86,38.86,0.0,0.0
2018-11-11,38.19,38.19,38.19,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.14,38.14,38.14,0.0,0.0,38.48,38.48,38.48,0.0,0.0
2018-11-18,37.31,37.31,37.31,0.0,0.0,37.58,37.58,37.58,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.53,37.53,37.53,0.0,0.0
2018-11-25,38.35,38.35,38.35,0.0,0.0,38.75,38.75,38.75,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.75,38.75,38.75,0.0,0.0
2018-12-02,38.21,38.21,38.21,0.0,0.0,38.21,38.21,38.21,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.67,36.67,36.67,0.0,0.0
2018-12-09,35.93,35.93,35.93,0.0,0.0,36.08,36.08,36.08,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.43,35.43,35.43,0.0,0.0
2018-12-16,33.42,33.42,33.42,0.0,0.0,33.89,33.89,33.89,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.88,32.88,32.88,0.0,0.0
2018-12-23,33.46,33.46,33.46,0.0,0.0,33.92,33.92,33.92,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.49,33.49,33.49,0.0,0.0
2018-12-30,33.95,33.95,33.95,0.0,0.0,34.7,34.7,34.7,0.0,0.0,33.95,33.95,33.95,0.0,0.0,34.66,34.66,34.66,0.0,0.0
2019-01-06,35.75,35.75,35.75,0.0,0.0,36.13,36.13,36.13,0.0,0.0,35.7,35.7,35.7,0.0,0.0,36.05,36.05,36.05,0.0,0.0
2019-01-13,36.97,36.97,36.97,0.0,0.0,37.33,37.33,37.33,0.0,0.0,36.91,36.91,36.91,0.0,0.0,37.24,37.24,37.24,0.0,0.0
2019-01-20,37.28,37.28,37.28,0.0,0.0,37.53,37.53,37.53,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.39,37.39,37.39,0.0,0.0
2019-01-27,37.61,37.61,37.61,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.68,37.68,37.68,0.0,0.0
2019-02-03,38.01,38.01,38.01,0.0,0.0,38.09,38.09,38.09,0.0,0.0,37.78,37.78,37.78,0.0,0.0,38.0,38.0,38.0,0.0,0.0
2019-02-10,38.6,38.6,38.6,0.0,0.0,39.12,39.12,39.12,0.0,0.0,38.6,38.6,38.6,0.0,0.0,39.09,39.09,39.09,0.0,0.0
2019-02-17,39.51,39.51,39.51,0.0,0.0,39.61,39.61,39.61,0.0,0.0,39.36,39.36,39.36,0.0,0.0,39.61,39.61,39.61,0.0,0.0
2019-02-24,39.68,39.68,39.68,0.0,0.0,39.68,39.68,39.68,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.53,39.53,39.53,0.0,0.0
2019-03-03,37.98,37.98,37.98,0.0,0.0,38.15,38.15,38.15,0.0,0.0,37.81,37.81,37.81,0.0,0.0,38.15,38.15,38.15,0.0,0.0
2019-03-10,38.97,38.97,38.97,0.0,0.0,39.22,39.22,39.22,0.0,0.0,38.97,38.97,38.97,0.0,0.0,39.07,39.07,39.07,0.0,0.0
2019-03-17,38.29,38.29,38.29,0.0,0.0,38.29,38.29,38.29,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.48,37.48,37.48,0.0,0.0
2019-03-24,38.41,38.41,38.41,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.44,38.44,38.44,0.0,0.0
2019-03-31,39.28,39.28,39.28,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.24,39.24,39.24,0.0,0.0,39.51,39.51,39.51,0.0,0.0
2019-04-07,39.65,39.65,39.65,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.7,39.7,39.7,0.0,0.0
2019-04-14,39.5,39.5,39.5,0.0,0.0,39.62,39.62,39.62,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.51,39.51,39.51,0.0,0.0
2019-04-21,39.64,39.64,39.64,0.0,0.0,39.93,39.93,39.93,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.92,39.92,39.92,0.0,0.0
2019-04-28,40.11,40.11,40.11,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.08,40.08,40.08,0.0,0.0,40.34,40.34,40.34,0.0,0.0
2019-05-05,39.13,39.13,39.13,0.0,0.0,39.32,39.32,39.32,0.0,0.0,38.7,38.7,38.7,0.0,0.0,39.32,39.32,39.32,0.0,0.0
2019-05-12,38.8,38.8,38.8,0.0,0.0,39.06,39.06,39.06,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.78,38.78,38.78,0.0,0.0
2019-05-19,38.19,38.19,38.19,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.05,38.05,38.05,0.0,0.0,38.18,38.18,38.18,0.0,0.0
2019-05-26,36.88,36.88,36.88,0.0,0.0,36.93,36.93,36.93,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.74,36.74,36.74,0.0,0.0
2019-06-02,38.23,38.23,38.23,0.0,0.0,38.37,38.37,38.37,0.0,0.0,38.18,38.18,38.18,0.0,0.0,38.24,38.24,38.24,0.0,0.0
2019-06-09,38.54,38.54,38.54,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.44,38.44,38.44,0.0,0.0,38.57,38.57,38.57,0.0,0.0
2019-06-16,39.09,39.09,39.09,0.0,0.0,39.14,39.14,39.14,0.0,0.0,38.95,38.95,38.95,0.0,0.0,39.05,39.05,39.05,0.0,0.0
2019-06-23,38.8,38.8,38.8,0.0,0.0,39.04,39.04,39.04,0.0,0.0,38.79,38.79,38.79,0.0,0.0,39.0,39.0,39.0,0.0,0.0
2019-06-30,39.32,39.32,39.32,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.53,39.53,39.53,0.0,0.0
2019-07-07,39.36,39.36,39.36,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.33,39.33,39.33,0.0,0.0,39.48,39.48,39.48,0.0,0.0
2019-07-14,39.17,39.17,39.17,0.0,0.0,39.22,39.22,39.22,0.0,0.0,39.08,39.08,39.08,0.0,0.0,39.08,39.08,39.08,0.0,0.0
2019-07-21,39.43,39.43,39.43,0.0,0.0,39.62,39.62,39.62,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.61,39.61,39.61,0.0,0.0
2019-07-28,38.48,38.48,38.48,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.27,38.27,38.27,0.0,0.0,38.4,38.4,38.4,0.0,0.0
2019-08-04,38.1,38.1,38.1,0.0,0.0,38.1,38.1,38.1,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.94,37.94,37.94,0.0,0.0
2019-08-11,36.86,36.86,36.86,0.0,0.0,37.33,37.33,37.33,0.0,0.0,36.86,36.86,36.86,0.0,0.0,37.27,37.27,37.27,0.0,0.0
2019-08-18,37.57,37.57,37.57,0.0,0.0,37.7,37.7,37.7,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.65,36.65,36.65,0.0,0.0
2019-08-25,37.54,37.54,37.54,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.48,37.48,37.48,0.0,0.0
2019-09-01,38.03,38.03,38.03,0.0,0.0,38.17,38.17,38.17,0.0,0.0,37.98,37.98,37.98,0.0,0.0,37.98,37.98,37.98,0.0,0.0
2019-09-08,38.86,38.86,38.86,0.0,0.0,39.11,39.11,39.11,0.0,0.0,38.86,38.86,38.86,0.0,0.0,38.95,38.95,38.95,0.0,0.0
2019-09-15,38.99,38.99,38.99,0.0,0.0,39.09,39.09,39.09,0.0,0.0,38.83,38.83,38.83,0.0,0.0,38.91,38.91,38.91,0.0,0.0
2019-09-22,38.39,38.39,38.39,0.0,0.0,38.4,38.4,38.4,0.0,0.0,37.97,37.97,37.97,0.0,0.0,38.07,38.07,38.07,0.0,0.0
2019-09-29,37.38,37.38,37.38,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.29,37.29,37.29,0.0,0.0,37.69,37.69,37.69,0.0,0.0
2019-10-06,37.48,37.48,37.48,0.0,0.0,37.82,37.82,37.82,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.52,37.52,37.52,0.0,0.0
2019-10-13,37.6,37.6,37.6,0.0,0.0,37.82,37.82,37.82,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.75,37.75,37.75,0.0,0.0
2019-10-20,38.28,38.28,38.28,0.0,0.0,38.62,38.62,38.62,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.58,38.58,38.58,0.0,0.0
2019-10-27,38.03,38.03,38.03,0.0,0.0,38.5,38.5,38.5,0.0,0.0,38.03,38.03,38.03,0.0,0.0,38.45,38.45,38.45,0.0,0.0
2019-11-03,38.41,38.41,38.41,0.0,0.0,38.54,38.54,38.54,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.51,38.51,38.51,0.0,0.0
2019-11-10,38.74,38.74,38.74,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.63,38.63,38.63,0.0,0.0,38.7,38.7,38.7,0.0,0.0
2019-11-17,38.36,38.36,38.36,0.0,0.0,38.51,38.51,38.51,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.39,38.39,38.39,0.0,0.0
2019-11-24,39.15,39.15,39.15,0.0,0.0,39.23,39.23,39.23,0.0,0.0,39.09,39.09,39.09,0.0,0.0,39.11,39.11,39.11,0.0,0.0
2019-12-01,38.86,38.86,38.86,0.0,0.0,39.12,39.12,39.12,0.0,0.0,38.86,38.86,38.86,0.0,0.0,39.08,39.08,39.08,0.0,0.0
2019-12-08,39.07,39.07,39.07,0.0,0.0,39.19,39.19,39.19,0.0,0.0,38.96,38.96,38.96,0.0,0.0,39.02,39.02,39.02,0.0,0.0
2019-12-15,39.85,39.85,39.85,0.0,0.0,39.95,39.95,39.95,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.9,39.9,39.9,0.0,0.0
2019-12-22,39.64,39.64,39.64,0.0,0.0,39.71,39.71,39.71,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.41,39.41,39.41,0.0,0.0
2019-12-29,39.11,39.11,39.11,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.11,39.11,39.11,0.0,0.0,39.35,39.35,39.35,0.0,0.0
