Date,Global X China Industrials_etf_Open_average,Global X China Industrials_etf_Open_max,Global X China Industrials_etf_Open_min,Global X China Industrials_etf_Open_volatility,Global X China Industrials_etf_Open_change,Global X China Industrials_etf_High_average,Global X China Industrials_etf_High_max,Global X China Industrials_etf_High_min,Global X China Industrials_etf_High_volatility,Global X China Industrials_etf_High_change,Global X China Industrials_etf_Low_average,Global X China Industrials_etf_Low_max,Global X China Industrials_etf_Low_min,Global X China Industrials_etf_Low_volatility,Global X China Industrials_etf_Low_change,Global X China Industrials_etf_Close_average,Global X China Industrials_etf_Close_max,Global X China Industrials_etf_Close_min,Global X China Industrials_etf_Close_volatility,Global X China Industrials_etf_Close_change
2018-08-12,13.37,13.37,13.37,0.0,0.0,13.37,13.37,13.37,0.0,0.0,13.37,13.37,13.37,0.0,0.0,13.37,13.37,13.37,0.0,0.0
2018-08-19,13.72,13.72,13.72,0.0,0.0,13.8,13.8,13.8,0.0,0.0,13.7,13.7,13.7,0.0,0.0,13.8,13.8,13.8,0.0,0.0
2018-08-26,13.62,13.62,13.62,0.0,0.0,13.66,13.66,13.66,0.0,0.0,13.62,13.62,13.62,0.0,0.0,13.66,13.66,13.66,0.0,0.0
2018-09-02,13.07,13.07,13.07,0.0,0.0,13.07,13.07,13.07,0.0,0.0,13.07,13.07,13.07,0.0,0.0,13.07,13.07,13.07,0.0,0.0
2018-09-09,13.3,13.3,13.3,0.0,0.0,13.3,13.3,13.3,0.0,0.0,13.26,13.26,13.26,0.0,0.0,13.26,13.26,13.26,0.0,0.0
2018-09-16,14.11,14.11,14.11,0.0,0.0,14.11,14.11,14.11,0.0,0.0,14.11,14.11,14.11,0.0,0.0,14.11,14.11,14.11,0.0,0.0
2018-09-23,14.45,14.45,14.45,0.0,0.0,14.45,14.45,14.45,0.0,0.0,14.45,14.45,14.45,0.0,0.0,14.45,14.45,14.45,0.0,0.0
2018-09-30,13.89,13.89,13.89,0.0,0.0,13.89,13.89,13.89,0.0,0.0,13.82,13.82,13.82,0.0,0.0,13.82,13.82,13.82,0.0,0.0
2018-10-07,13.35,13.35,13.35,0.0,0.0,13.35,13.35,13.35,0.0,0.0,13.35,13.35,13.35,0.0,0.0,13.35,13.35,13.35,0.0,0.0
2018-10-14,13.26,13.26,13.26,0.0,0.0,13.26,13.26,13.26,0.0,0.0,13.26,13.26,13.26,0.0,0.0,13.26,13.26,13.26,0.0,0.0
2018-10-21,12.84,12.84,12.84,0.0,0.0,12.91,12.91,12.91,0.0,0.0,12.84,12.84,12.84,0.0,0.0,12.9,12.9,12.9,0.0,0.0
2018-10-28,14.11,14.11,14.11,0.0,0.0,14.11,14.11,14.11,0.0,0.0,14.11,14.11,14.11,0.0,0.0,14.11,14.11,14.11,0.0,0.0
2018-11-04,14.08,14.08,14.08,0.0,0.0,14.08,14.08,14.08,0.0,0.0,14.08,14.08,14.08,0.0,0.0,14.08,14.08,14.08,0.0,0.0
2018-11-11,14.34,14.34,14.34,0.0,0.0,14.34,14.34,14.34,0.0,0.0,14.34,14.34,14.34,0.0,0.0,14.34,14.34,14.34,0.0,0.0
2018-11-18,14.27,14.27,14.27,0.0,0.0,14.27,14.27,14.27,0.0,0.0,14.27,14.27,14.27,0.0,0.0,14.27,14.27,14.27,0.0,0.0
2018-11-25,14.18,14.18,14.18,0.0,0.0,14.36,14.36,14.36,0.0,0.0,14.13,14.13,14.13,0.0,0.0,14.36,14.36,14.36,0.0,0.0
2018-12-02,14.12,14.12,14.12,0.0,0.0,14.12,14.12,14.12,0.0,0.0,14.09,14.09,14.09,0.0,0.0,14.09,14.09,14.09,0.0,0.0
2018-12-09,14.23,14.23,14.23,0.0,0.0,14.23,14.23,14.23,0.0,0.0,14.06,14.06,14.06,0.0,0.0,14.06,14.06,14.06,0.0,0.0
2018-12-16,13.23,13.23,13.23,0.0,0.0,13.23,13.23,13.23,0.0,0.0,13.23,13.23,13.23,0.0,0.0,13.23,13.23,13.23,0.0,0.0
2018-12-23,13.13,13.13,13.13,0.0,0.0,13.13,13.13,13.13,0.0,0.0,13.13,13.13,13.13,0.0,0.0,13.13,13.13,13.13,0.0,0.0
2018-12-30,12.95,12.95,12.95,0.0,0.0,13.05,13.05,13.05,0.0,0.0,12.89,12.89,12.89,0.0,0.0,13.05,13.05,13.05,0.0,0.0
2019-01-06,13.25,13.25,13.25,0.0,0.0,13.41,13.41,13.41,0.0,0.0,13.25,13.25,13.25,0.0,0.0,13.41,13.41,13.41,0.0,0.0
2019-01-13,13.72,13.72,13.72,0.0,0.0,13.72,13.72,13.72,0.0,0.0,13.72,13.72,13.72,0.0,0.0,13.72,13.72,13.72,0.0,0.0
2019-01-20,13.62,13.62,13.62,0.0,0.0,13.79,13.79,13.79,0.0,0.0,13.59,13.59,13.59,0.0,0.0,13.79,13.79,13.79,0.0,0.0
2019-01-27,14.0,14.0,14.0,0.0,0.0,14.01,14.01,14.01,0.0,0.0,14.0,14.0,14.0,0.0,0.0,14.01,14.01,14.01,0.0,0.0
2019-02-03,14.08,14.08,14.08,0.0,0.0,14.08,14.08,14.08,0.0,0.0,14.08,14.08,14.08,0.0,0.0,14.08,14.08,14.08,0.0,0.0
2019-02-10,14.22,14.22,14.22,0.0,0.0,14.22,14.22,14.22,0.0,0.0,14.22,14.22,14.22,0.0,0.0,14.22,14.22,14.22,0.0,0.0
2019-02-17,14.72,14.72,14.72,0.0,0.0,14.72,14.72,14.72,0.0,0.0,14.45,14.45,14.45,0.0,0.0,14.53,14.53,14.53,0.0,0.0
2019-02-24,14.49,14.49,14.49,0.0,0.0,14.62,14.62,14.62,0.0,0.0,14.49,14.49,14.49,0.0,0.0,14.62,14.62,14.62,0.0,0.0
2019-03-03,14.15,14.15,14.15,0.0,0.0,14.15,14.15,14.15,0.0,0.0,14.15,14.15,14.15,0.0,0.0,14.15,14.15,14.15,0.0,0.0
2019-03-10,14.19,14.19,14.19,0.0,0.0,14.31,14.31,14.31,0.0,0.0,14.19,14.19,14.19,0.0,0.0,14.3,14.3,14.3,0.0,0.0
2019-03-17,14.13,14.13,14.13,0.0,0.0,14.3,14.3,14.3,0.0,0.0,14.13,14.13,14.13,0.0,0.0,14.3,14.3,14.3,0.0,0.0
2019-03-24,14.62,14.62,14.62,0.0,0.0,14.62,14.62,14.62,0.0,0.0,14.62,14.62,14.62,0.0,0.0,14.62,14.62,14.62,0.0,0.0
2019-03-31,15.0,15.0,15.0,0.0,0.0,15.0,15.0,15.0,0.0,0.0,15.0,15.0,15.0,0.0,0.0,15.0,15.0,15.0,0.0,0.0
2019-04-07,14.88,14.88,14.88,0.0,0.0,14.88,14.88,14.88,0.0,0.0,14.88,14.88,14.88,0.0,0.0,14.88,14.88,14.88,0.0,0.0
2019-04-14,14.76,14.76,14.76,0.0,0.0,14.76,14.76,14.76,0.0,0.0,14.76,14.76,14.76,0.0,0.0,14.76,14.76,14.76,0.0,0.0
2019-04-21,14.12,14.12,14.12,0.0,0.0,14.12,14.12,14.12,0.0,0.0,14.12,14.12,14.12,0.0,0.0,14.12,14.12,14.12,0.0,0.0
2019-04-28,14.22,14.22,14.22,0.0,0.0,14.22,14.22,14.22,0.0,0.0,14.22,14.22,14.22,0.0,0.0,14.22,14.22,14.22,0.0,0.0
2019-05-05,13.27,13.27,13.27,0.0,0.0,13.27,13.27,13.27,0.0,0.0,13.27,13.27,13.27,0.0,0.0,13.27,13.27,13.27,0.0,0.0
2019-05-12,13.25,13.25,13.25,0.0,0.0,13.25,13.25,13.25,0.0,0.0,13.15,13.15,13.15,0.0,0.0,13.15,13.15,13.15,0.0,0.0
2019-05-19,12.96,12.96,12.96,0.0,0.0,12.96,12.96,12.96,0.0,0.0,12.96,12.96,12.96,0.0,0.0,12.96,12.96,12.96,0.0,0.0
2019-05-26,13.1,13.1,13.1,0.0,0.0,13.1,13.1,13.1,0.0,0.0,13.1,13.1,13.1,0.0,0.0,13.1,13.1,13.1,0.0,0.0
2019-06-02,13.05,13.05,13.05,0.0,0.0,13.13,13.13,13.13,0.0,0.0,13.05,13.05,13.05,0.0,0.0,13.13,13.13,13.13,0.0,0.0
2019-06-09,13.49,13.49,13.49,0.0,0.0,13.49,13.49,13.49,0.0,0.0,13.15,13.15,13.15,0.0,0.0,13.15,13.15,13.15,0.0,0.0
2019-06-16,13.68,13.68,13.68,0.0,0.0,13.68,13.68,13.68,0.0,0.0,13.68,13.68,13.68,0.0,0.0,13.68,13.68,13.68,0.0,0.0
2019-06-23,13.54,13.54,13.54,0.0,0.0,13.54,13.54,13.54,0.0,0.0,13.54,13.54,13.54,0.0,0.0,13.54,13.54,13.54,0.0,0.0
2019-06-30,13.65,13.65,13.65,0.0,0.0,13.65,13.65,13.65,0.0,0.0,13.34,13.34,13.34,0.0,0.0,13.51,13.51,13.51,0.0,0.0
2019-07-07,13.22,13.22,13.22,0.0,0.0,13.22,13.22,13.22,0.0,0.0,13.22,13.22,13.22,0.0,0.0,13.22,13.22,13.22,0.0,0.0
2019-07-14,13.36,13.36,13.36,0.0,0.0,13.36,13.36,13.36,0.0,0.0,13.36,13.36,13.36,0.0,0.0,13.36,13.36,13.36,0.0,0.0
2019-07-21,13.2,13.2,13.2,0.0,0.0,13.2,13.2,13.2,0.0,0.0,13.2,13.2,13.2,0.0,0.0,13.2,13.2,13.2,0.0,0.0
2019-07-28,12.28,12.28,12.28,0.0,0.0,12.28,12.28,12.28,0.0,0.0,12.24,12.24,12.24,0.0,0.0,12.24,12.24,12.24,0.0,0.0
2019-08-04,11.98,11.98,11.98,0.0,0.0,11.98,11.98,11.98,0.0,0.0,11.98,11.98,11.98,0.0,0.0,11.98,11.98,11.98,0.0,0.0
2019-08-11,11.96,11.96,11.96,0.0,0.0,11.96,11.96,11.96,0.0,0.0,11.96,11.96,11.96,0.0,0.0,11.96,11.96,11.96,0.0,0.0
2019-08-18,12.15,12.15,12.15,0.0,0.0,12.15,12.15,12.15,0.0,0.0,12.04,12.04,12.04,0.0,0.0,12.04,12.04,12.04,0.0,0.0
2019-08-25,12.16,12.16,12.16,0.0,0.0,12.35,12.35,12.35,0.0,0.0,12.16,12.16,12.16,0.0,0.0,12.31,12.31,12.31,0.0,0.0
2019-09-01,12.77,12.77,12.77,0.0,0.0,12.77,12.77,12.77,0.0,0.0,12.77,12.77,12.77,0.0,0.0,12.77,12.77,12.77,0.0,0.0
2019-09-08,13.09,13.09,13.09,0.0,0.0,13.09,13.09,13.09,0.0,0.0,13.09,13.09,13.09,0.0,0.0,13.09,13.09,13.09,0.0,0.0
2019-09-15,13.04,13.04,13.04,0.0,0.0,13.04,13.04,13.04,0.0,0.0,12.91,12.91,12.91,0.0,0.0,12.91,12.91,12.91,0.0,0.0
2019-09-22,12.33,12.33,12.33,0.0,0.0,12.33,12.33,12.33,0.0,0.0,12.33,12.33,12.33,0.0,0.0,12.33,12.33,12.33,0.0,0.0
2019-09-29,12.48,12.48,12.48,0.0,0.0,12.48,12.48,12.48,0.0,0.0,12.48,12.48,12.48,0.0,0.0,12.48,12.48,12.48,0.0,0.0
2019-10-06,12.82,12.82,12.82,0.0,0.0,12.82,12.82,12.82,0.0,0.0,12.82,12.82,12.82,0.0,0.0,12.82,12.82,12.82,0.0,0.0
2019-10-13,12.69,12.69,12.69,0.0,0.0,12.69,12.69,12.69,0.0,0.0,12.69,12.69,12.69,0.0,0.0,12.69,12.69,12.69,0.0,0.0
2019-10-20,12.83,12.83,12.83,0.0,0.0,12.83,12.83,12.83,0.0,0.0,12.83,12.83,12.83,0.0,0.0,12.83,12.83,12.83,0.0,0.0
2019-10-27,12.84,12.84,12.84,0.0,0.0,12.84,12.84,12.84,0.0,0.0,12.84,12.84,12.84,0.0,0.0,12.84,12.84,12.84,0.0,0.0
2019-11-03,13.33,13.33,13.33,0.0,0.0,13.33,13.33,13.33,0.0,0.0,13.18,13.18,13.18,0.0,0.0,13.18,13.18,13.18,0.0,0.0
2019-11-10,12.79,12.79,12.79,0.0,0.0,12.79,12.79,12.79,0.0,0.0,12.79,12.79,12.79,0.0,0.0,12.79,12.79,12.79,0.0,0.0
2019-11-17,12.93,12.93,12.93,0.0,0.0,12.93,12.93,12.93,0.0,0.0,12.77,12.77,12.77,0.0,0.0,12.77,12.77,12.77,0.0,0.0
2019-11-24,12.69,12.69,12.69,0.0,0.0,12.69,12.69,12.69,0.0,0.0,12.69,12.69,12.69,0.0,0.0,12.69,12.69,12.69,0.0,0.0
2019-12-01,12.68,12.68,12.68,0.0,0.0,12.78,12.78,12.78,0.0,0.0,12.68,12.68,12.68,0.0,0.0,12.78,12.78,12.78,0.0,0.0
2019-12-08,13.32,13.32,13.32,0.0,0.0,13.36,13.36,13.36,0.0,0.0,13.03,13.03,13.03,0.0,0.0,13.1,13.1,13.1,0.0,0.0
2019-12-15,13.43,13.43,13.43,0.0,0.0,13.43,13.43,13.43,0.0,0.0,13.43,13.43,13.43,0.0,0.0,13.43,13.43,13.43,0.0,0.0
2019-12-22,13.56,13.56,13.56,0.0,0.0,13.65,13.65,13.65,0.0,0.0,13.56,13.56,13.56,0.0,0.0,13.65,13.65,13.65,0.0,0.0
2019-12-29,14.02,14.02,14.02,0.0,0.0,14.06,14.06,14.06,0.0,0.0,13.9,13.9,13.9,0.0,0.0,13.9,13.9,13.9,0.0,0.0
